 Unix Timestamp;          Alaska Standard Time;   Temp_O2logger;DO_mgL;Dosat_mgL;DO_p;W_press_kPa;atm_pressure;logger_level_cm;channel_depth_cm;Discharge_L_s;Cond_uS_cm;Temp_condlogger;Light_lux;CO2_ppm
1532578620;2018-07-25 20:17;15.44;8.93;9.01;99.07;91.531;90.6;9.5;14.3;61.9;26.7;15.57;6175;2127.78
1532579220;2018-07-25 20:27;15.43;8.91;9.01;98.87;91.501;90.6;9.2;14;61;26.7;15.58;2204;2140.52
1532579820;2018-07-25 20:37;15.43;8.88;9.01;98.49;91.486;90.6;9;13.9;60.5;26.7;15.57;1948;2153.45
1532580420;2018-07-25 20:47;15.39;8.86;9.02;98.24;91.531;90.6;9.5;14.3;61.9;26.7;15.55;1695;2159.95
1532581020;2018-07-25 20:57;15.37;8.81;9.03;97.65;91.501;90.6;9.2;14;61;26.7;15.53;1830;2176.03
1532581620;2018-07-25 21:07;15.35;8.77;9.03;97.16;91.53;90.6;9.5;14.3;61.9;26.7;15.5;2632;2190.41
1532582220;2018-07-25 21:17;15.33;8.74;9.03;96.79;91.515;90.6;9.3;14.2;61.4;26.6;15.47;2280;2205.64
1532582820;2018-07-25 21:27;15.32;8.75;9.04;96.8;91.515;90.6;9.3;14.2;61.4;26.7;15.46;2071;2223.54
1532583420;2018-07-25 21:37;15.31;8.71;9.04;96.38;91.485;90.6;9;13.9;60.5;26.7;15.46;1460;2236.21
1532584020;2018-07-25 21:47;15.28;8.68;9.04;96.04;91.455;90.6;8.7;13.6;59.6;26.7;15.44;1156;2251.79
1532584620;2018-07-25 21:57;15.26;8.64;9.05;95.47;91.5;90.6;9.2;14;61;26.6;15.41;1086;2261.45
1532585220;2018-07-25 22:07;15.22;8.63;9.05;95.28;91.499;90.6;9.2;14;60.9;26.7;15.38;892;2279.6
1532585820;2018-07-25 22:17;15.19;8.59;9.06;94.89;91.469;90.5;9.9;14.7;63.1;26.6;15.34;839;2290.48
1532586420;2018-07-25 22:27;15.14;8.56;9.06;94.42;91.438;90.5;9.6;14.4;62.1;26.6;15.3;828;2303.83
1532587020;2018-07-25 22:37;15.11;8.53;9.07;93.99;91.453;90.5;9.7;14.5;62.6;26.6;15.27;734;2314
1532587620;2018-07-25 22:47;15.06;8.51;9.08;93.68;91.437;90.5;9.6;14.4;62.1;26.6;15.23;652;2329.71
1532588220;2018-07-25 22:57;15.02;8.48;9.09;93.34;91.452;90.5;9.7;14.5;62.6;26.6;15.19;609;2339.58
1532588820;2018-07-25 23:07;14.97;8.43;9.1;92.69;91.467;90.5;9.9;14.7;63.1;26.5;15.13;567;2353.08
1532589420;2018-07-25 23:17;14.93;8.42;9.11;92.44;91.467;90.5;9.9;14.7;63.1;26.6;15.11;451;2366.63
1532590020;2018-07-25 23:27;14.9;8.36;9.11;91.82;91.436;90.5;9.5;14.4;62.1;26.6;15.07;378;2375.36
1532590620;2018-07-25 23:37;14.87;8.34;9.11;91.53;91.39;90.5;9.1;13.9;60.6;26.6;15.03;493;2386.14
1532591220;2018-07-25 23:47;14.83;8.33;9.12;91.34;91.405;90.5;9.2;14.1;61.1;26.5;15;314;2400.02
1532591820;2018-07-25 23:57;14.77;8.3;9.13;90.88;91.42;90.5;9.4;14.2;61.6;26.6;14.94;263;2411.08
1532592420;2018-07-26 00:07;14.71;8.27;9.14;90.48;91.374;90.5;8.9;13.8;60.2;26.5;14.89;239;2415.82
1532593020;2018-07-26 00:17;14.66;8.25;9.15;90.17;91.373;90.5;8.9;13.7;60.1;26.5;14.83;177;2425.38
1532593620;2018-07-26 00:27;14.61;8.22;9.16;89.74;91.343;90.5;8.6;13.5;59.2;26.5;14.78;134;2433.67
1532594220;2018-07-26 00:37;14.57;8.2;9.17;89.45;91.403;90.4;10.2;15;64.2;26.5;14.74;86;2446.96
1532594820;2018-07-26 00:47;14.53;8.17;9.18;89;91.388;90.4;10.1;14.9;63.7;26.5;14.69;90;2447.85
1532595420;2018-07-26 00:57;14.48;8.14;9.18;88.65;91.357;90.4;9.8;14.6;62.7;26.5;14.65;86;2456.97
1532596020;2018-07-26 01:07;14.42;8.12;9.2;88.31;91.341;90.4;9.6;14.4;62.2;26.5;14.6;68;2459.18
1532596620;2018-07-26 01:17;14.37;8.1;9.21;88.01;91.341;90.4;9.6;14.4;62.2;26.5;14.55;58;2467.75
1532597220;2018-07-26 01:27;14.32;8.08;9.21;87.73;91.326;90.4;9.4;14.3;61.8;26.5;14.49;49;2468.77
1532597820;2018-07-26 01:37;14.27;8.07;9.23;87.42;91.34;90.4;9.6;14.4;62.2;26.5;14.44;46;2478.93
1532598420;2018-07-26 01:47;14.22;8.05;9.24;87.13;91.34;90.4;9.6;14.4;62.2;26.5;14.4;47;2485.36
1532599020;2018-07-26 01:57;14.16;8.04;9.24;86.96;91.294;90.4;9.1;14;60.8;26.5;14.34;47;2490.11
1532599620;2018-07-26 02:07;14.11;8.02;9.25;86.65;91.309;90.3;10.3;15.1;64.4;26.5;14.3;46;2490.52
1532600220;2018-07-26 02:17;14.05;8.02;9.27;86.5;91.323;90.4;9.4;14.2;61.7;26.3;14.23;46;2486.78
1532600820;2018-07-26 02:27;14.01;7.98;9.27;86.09;91.292;90.4;9.1;13.9;60.7;26.4;14.18;51;2492.43
1532601420;2018-07-26 02:37;13.95;7.98;9.29;85.96;91.292;90.3;10.1;14.9;63.9;26.4;14.13;55;2503.53
1532602020;2018-07-26 02:47;13.89;7.97;9.3;85.75;91.291;90.3;10.1;14.9;63.8;26.5;14.06;60;2502.16
1532602620;2018-07-26 02:57;13.84;7.97;9.31;85.62;91.276;90.3;10;14.7;63.3;26.4;14;64;2508.04
1532603220;2018-07-26 03:07;13.77;7.95;9.32;85.3;91.26;90.3;9.8;14.6;62.8;26.5;13.96;68;2509.61
1532603820;2018-07-26 03:17;13.74;7.94;9.32;85.16;91.23;90.3;9.5;14.3;61.9;26.4;13.9;78;2504.86
1532604420;2018-07-26 03:27;13.7;7.94;9.33;85.13;91.169;90.3;8.9;13.7;60;26.5;13.87;88;2504.05
1532605020;2018-07-26 03:37;13.64;7.93;9.34;84.85;91.244;90.3;9.6;14.4;62.3;26.4;13.81;123;2497.53
1532605620;2018-07-26 03:47;13.6;7.93;9.35;84.78;91.228;90.3;9.5;14.3;61.8;26.4;13.77;124;2496.52
1532606220;2018-07-26 03:57;13.55;7.93;9.36;84.72;91.213;90.3;9.3;14.1;61.4;26.4;13.72;169;2493.11
1532606820;2018-07-26 04:07;13.5;7.91;9.37;84.4;91.182;90.3;9;13.8;60.4;26.3;13.68;199;2486.83
1532607420;2018-07-26 04:17;13.46;7.92;9.38;84.42;91.212;90.3;9.3;14.1;61.3;26.4;13.63;276;2479.53
1532608020;2018-07-26 04:27;13.41;7.91;9.39;84.28;91.212;90.3;9.3;14.1;61.3;26.4;13.59;341;2476.62
1532608620;2018-07-26 04:37;13.37;7.91;9.4;84.22;91.181;90.3;9;13.8;60.4;26.4;13.54;386;2473.65
1532609220;2018-07-26 04:47;13.31;7.92;9.41;84.2;91.196;90.3;9.1;14;60.8;26.4;13.5;417;2463.74
1532609820;2018-07-26 04:57;13.26;7.94;9.42;84.37;91.165;90.3;8.8;13.7;59.9;26.4;13.43;432;2452.98
1532610420;2018-07-26 05:07;13.23;7.93;9.42;84.15;91.15;90.3;8.7;13.5;59.4;26.4;13.39;421;2448.86
1532611020;2018-07-26 05:17;13.18;7.93;9.43;84.09;91.195;90.3;9.1;14;60.8;26.4;13.35;589;2436.4
1532611620;2018-07-26 05:27;13.14;7.94;9.44;84.1;91.179;90.3;9;13.8;60.3;26.4;13.3;558;2426.09
1532612220;2018-07-26 05:37;13.11;7.94;9.45;84.08;91.164;90.3;8.8;13.7;59.9;26.4;13.26;599;2418.8
1532612820;2018-07-26 05:47;13.07;7.96;9.46;84.2;91.164;90.3;8.8;13.7;59.9;26.3;13.22;1129;2407.7
1532613420;2018-07-26 05:57;13.04;7.97;9.46;84.17;91.163;90.3;8.8;13.7;59.8;26.4;13.18;1462;2389.62
1532614020;2018-07-26 06:07;13.01;7.99;9.47;84.36;91.148;90.3;8.6;13.5;59.4;26.4;13.16;1161;2380.46
1532614620;2018-07-26 06:17;12.97;8;9.47;84.5;91.118;90.3;8.3;13.2;58.5;26.3;13.12;1340;2362.87
1532615220;2018-07-26 06:27;12.95;8.02;9.48;84.67;91.117;90.3;8.3;13.2;58.4;26.3;13.09;934;2353.13
1532615820;2018-07-26 06:37;12.91;8.03;9.48;84.71;91.117;90.3;8.3;13.2;58.4;26.4;13.05;1062;2343.79
1532616420;2018-07-26 06:47;12.89;8.04;9.49;84.65;91.147;90.3;8.6;13.5;59.3;26.3;13.03;785;2334.45
1532617020;2018-07-26 06:57;12.85;8.05;9.5;84.78;91.131;90.3;8.5;13.3;58.9;26.3;13.01;625;2325.11
1532617620;2018-07-26 07:07;12.83;8.08;9.5;85.06;91.086;90.3;8;12.9;57.5;26.3;12.98;718;2315.77
1532618220;2018-07-26 07:17;12.8;8.09;9.51;85.14;91.116;90.3;8.3;13.2;58.4;26.3;12.95;1660;2306.43
1532618820;2018-07-26 07:27;12.78;8.09;9.51;85.09;91.116;90.3;8.3;13.2;58.4;26.3;12.92;862;2297.09
1532619420;2018-07-26 07:37;12.76;8.11;9.52;85.25;91.131;90.3;8.5;13.3;58.9;26.3;12.9;1039;2287.75
1532620020;2018-07-26 07:47;12.73;8.12;9.53;85.27;91.146;90.3;8.6;13.5;59.3;26.3;12.87;1988;2278.41
1532620620;2018-07-26 07:57;12.72;8.15;9.52;85.59;91.115;90.3;8.3;13.2;58.4;26.3;12.86;2682;2269.07
1532621220;2018-07-26 08:07;12.71;8.17;9.53;85.72;91.131;90.3;8.5;13.3;58.9;26.3;12.84;4283;2259.73
1532621820;2018-07-26 08:17;12.7;8.21;9.53;86.17;91.115;90.3;8.3;13.2;58.4;26.3;12.83;3665;2250.39
1532622420;2018-07-26 08:27;12.7;8.23;9.53;86.35;91.146;90.3;8.6;13.5;59.3;26.3;12.83;2803;2241.05
1532623020;2018-07-26 08:37;12.69;8.25;9.54;86.49;91.161;90.3;8.8;13.6;59.8;26.4;12.82;4001;2231.71
1532623620;2018-07-26 08:47;12.7;8.3;9.53;87.03;91.176;90.3;8.9;13.8;60.2;26.4;12.83;5243;2222.37
1532624220;2018-07-26 08:57;12.73;8.33;9.52;87.46;91.131;90.3;8.5;13.3;58.9;26.4;12.84;5640;2213.03
1532624820;2018-07-26 09:07;12.74;8.38;9.53;87.93;91.161;90.3;8.8;13.6;59.8;26.4;12.84;5509;2204.49
1532625420;2018-07-26 09:17;12.76;8.38;9.52;88.06;91.146;90.3;8.6;13.5;59.3;26.4;12.88;5601;2195.95
1532626020;2018-07-26 09:27;12.77;8.44;9.52;88.69;91.146;90.3;8.6;13.5;59.3;26.4;12.87;5509;2187.41
1532626620;2018-07-26 09:37;12.79;8.47;9.51;89.03;91.146;90.3;8.6;13.5;59.3;26.4;12.9;6822;2178.87
1532627220;2018-07-26 09:47;12.83;8.5;9.51;89.4;91.162;90.3;8.8;13.6;59.8;26.5;12.92;6656;2170.33
1532627820;2018-07-26 09:57;12.86;8.55;9.5;90.02;91.162;90.3;8.8;13.6;59.8;26.5;12.96;7176;2161.79
1532628420;2018-07-26 10:07;12.9;8.59;9.49;90.48;91.162;90.3;8.8;13.6;59.8;26.6;12.99;7890;2153.25
1532629020;2018-07-26 10:17;12.93;8.63;9.48;90.96;91.162;90.3;8.8;13.6;59.8;26.7;13.03;6566;2144.71
1532629620;2018-07-26 10:27;12.96;8.65;9.48;91.23;91.162;90.3;8.8;13.6;59.8;26.7;13.07;6152;2138.37
1532630220;2018-07-26 10:37;12.97;8.64;9.48;91.19;91.178;90.3;9;13.8;60.3;26.7;13.08;5030;2132.03
1532630820;2018-07-26 10:47;12.97;8.69;9.48;91.71;91.178;90.3;9;13.8;60.3;26.7;13.09;3735;2125.69
1532631420;2018-07-26 10:57;12.97;8.71;9.47;91.98;91.133;90.3;8.5;13.4;58.9;26.7;13.09;3144;2119.35
1532632020;2018-07-26 11:07;12.97;8.71;9.48;91.88;91.163;90.3;8.8;13.7;59.8;26.7;13.11;3149;2113.01
1532632620;2018-07-26 11:17;12.98;8.72;9.48;92.06;91.193;90.3;9.1;13.9;60.7;26.7;13.11;4068;2106.67
1532633220;2018-07-26 11:27;12.99;8.74;9.48;92.2;91.193;90.3;9.1;13.9;60.7;26.7;13.09;4946;2100.33
1532633820;2018-07-26 11:37;13;8.73;9.48;92.16;91.224;90.3;9.4;14.2;61.7;26.7;13.12;4044;2093.99
1532634420;2018-07-26 11:47;13.01;8.75;9.47;92.37;91.224;90.3;9.4;14.2;61.7;26.7;13.13;3191;2090.95
1532635020;2018-07-26 11:57;13.02;8.77;9.47;92.61;91.209;90.3;9.3;14.1;61.2;26.7;13.15;4303;2087.91
1532635620;2018-07-26 12:07;13.04;8.79;9.47;92.87;91.224;90.3;9.4;14.2;61.7;26.7;13.15;5588;2084.87
1532636220;2018-07-26 12:17;13.07;8.8;9.46;93.07;91.209;90.3;9.3;14.1;61.2;26.8;13.17;6868;2081.83
1532636820;2018-07-26 12:27;13.11;8.82;9.45;93.33;91.209;90.3;9.3;14.1;61.2;26.8;13.2;8067;2078.79
1532637420;2018-07-26 12:37;13.15;8.84;9.44;93.68;91.179;90.3;9;13.8;60.3;26.8;13.25;9687;2075.75
1532638020;2018-07-26 12:47;13.21;8.86;9.43;93.94;91.225;90.3;9.4;14.3;61.7;26.9;13.29;8445;2074.486
1532638620;2018-07-26 12:57;13.25;8.88;9.42;94.26;91.225;90.3;9.4;14.3;61.7;26.9;13.35;9050;2073.222
1532639220;2018-07-26 13:07;13.31;8.9;9.41;94.61;91.181;90.2;10;14.8;63.5;26.9;13.39;8852;2071.958
1532639820;2018-07-26 13:17;13.37;8.91;9.4;94.79;91.241;90.2;10.6;15.4;65.5;26.9;13.46;7596;2070.694
1532640420;2018-07-26 13:27;13.42;8.92;9.39;95.03;91.242;90.2;10.6;15.4;65.5;26.9;13.51;9549;2070.694
1532641020;2018-07-26 13:37;13.49;8.95;9.37;95.42;91.228;90.2;10.5;15.2;65;27;13.58;9912;2070.744
1532641620;2018-07-26 13:47;13.52;8.93;9.37;95.28;91.243;90.2;10.6;15.4;65.5;27.1;13.63;6111;2072.008
1532642220;2018-07-26 13:57;13.57;8.96;9.36;95.74;91.198;90.2;10.2;15;64;27.1;13.67;12017;2073.272
1532642820;2018-07-26 14:07;13.65;8.95;9.34;95.82;91.228;90.2;10.5;15.2;65;27.2;13.71;10711;2074.536
1532643420;2018-07-26 14:17;13.77;8.99;9.31;96.56;91.2;90.2;10.2;15;64.1;27.2;13.77;30495;2075.8
1532644020;2018-07-26 14:27;13.93;8.98;9.28;96.79;91.155;90.2;9.7;14.5;62.7;27.3;13.93;8973;2078.1142
1532644620;2018-07-26 14:37;13.95;8.98;9.28;96.79;91.201;90.2;10.2;15;64.1;27.4;14.05;5942;2081.4426
1532645220;2018-07-26 14:47;13.97;8.99;9.27;97.01;91.186;90.2;10.1;14.8;63.7;27.4;14.06;7168;2085.7852
1532645820;2018-07-26 14:57;14.03;9.01;9.26;97.28;91.171;90.2;9.9;14.7;63.2;27.4;14.09;19610;2091.142
1532646420;2018-07-26 15:07;14.16;9.02;9.24;97.63;91.203;90.2;10.2;15;64.2;27.4;14.19;22671;2097.513
1532647020;2018-07-26 15:17;14.3;9.04;9.2;98.2;91.158;90.2;9.8;14.6;62.8;27.5;14.31;23265;2104.026
1532647620;2018-07-26 15:27;14.44;9.04;9.17;98.55;91.114;90.2;9.3;14.1;61.4;27.6;14.47;16973;2110.681
1532648220;2018-07-26 15:37;14.56;9.05;9.15;98.92;91.145;90.2;9.6;14.4;62.4;27.7;14.6;16850;2117.478
1532648820;2018-07-26 15:47;14.68;9.06;9.12;99.34;91.131;90.2;9.5;14.3;61.9;27.8;14.73;17039;2124.417
1532649420;2018-07-26 15:57;14.81;9.08;9.1;99.8;91.147;90.2;9.7;14.5;62.4;27.9;14.83;15980;2131.498
1532650020;2018-07-26 16:07;14.93;9.05;9.07;99.75;91.118;90.2;9.4;14.2;61.5;28;14.96;20178;2138.721
1532650620;2018-07-26 16:17;15.04;9.05;9.05;100.02;91.103;90.2;9.2;14;61;28;15.08;16814;2146.086
1532651220;2018-07-26 16:27;15.12;9.06;9.04;100.32;91.119;90.2;9.4;14.2;61.5;28.1;15.19;14694;2153.593
1532651820;2018-07-26 16:37;15.24;9.07;9.01;100.68;91.09;90.2;9.1;13.9;60.6;28.2;15.28;19016;2161.242
1532652420;2018-07-26 16:47;15.31;9.08;9;100.89;91.106;90.2;9.2;14.1;61.1;28.2;15.38;10747;2169.033
1532653020;2018-07-26 16:57;15.37;9.06;8.99;100.8;91.121;90.2;9.4;14.2;61.6;28.2;15.46;9905;2176.966
1532653620;2018-07-26 17:07;15.4;9.06;8.98;100.85;91.107;90.1;10.3;15;64.3;28.4;15.5;8115;2185.041
1532654220;2018-07-26 17:17;15.42;9.04;8.98;100.76;91.091;90.2;9.1;13.9;60.7;28.3;15.53;4644;2193.258
1532654820;2018-07-26 17:27;15.41;9.01;8.98;100.37;91.076;90.2;8.9;13.8;60.2;28.4;15.55;3981;2201.617
1532655420;2018-07-26 17:37;15.41;8.99;8.97;100.25;91.031;90.2;8.5;13.3;58.9;28.3;15.54;3050;2210.118
1532656020;2018-07-26 17:47;15.42;8.97;8.97;99.96;91.061;90.2;8.8;13.6;59.8;28.3;15.55;5304;2218.761
1532656620;2018-07-26 17:57;15.43;8.95;8.97;99.73;91.091;90.2;9.1;13.9;60.7;28.4;15.57;4763;2227.46542
1532657220;2018-07-26 18:07;15.46;8.93;8.97;99.59;91.107;90.2;9.2;14.1;61.2;28.3;15.58;6582;2236.23126
1532657820;2018-07-26 18:17;15.49;8.91;8.96;99.41;91.092;90.2;9.1;13.9;60.7;28.3;15.61;5065;2245.05852
1532658420;2018-07-26 18:27;15.49;8.87;8.96;98.98;91.092;90.2;9.1;13.9;60.7;28.4;15.63;3151;2253.9472
1532659020;2018-07-26 18:37;15.51;8.84;8.96;98.73;91.077;90.2;8.9;13.8;60.2;28.4;15.63;3066;2262.8973
1532659620;2018-07-26 18:47;15.54;8.85;8.95;98.87;91.062;90.2;8.8;13.6;59.8;28.4;15.66;7286;2271.90882
1532660220;2018-07-26 18:57;15.56;8.81;8.95;98.49;91.078;90.2;9;13.8;60.3;28.3;15.7;4809;2280.98176
1532660820;2018-07-26 19:07;15.58;8.82;8.95;98.6;91.108;90.2;9.3;14.1;61.2;28.4;15.71;4605;2290.11612
1532661420;2018-07-26 19:17;15.59;8.79;8.94;98.29;91.078;90.2;9;13.8;60.3;28.4;15.72;4012;2299.3119
1532662020;2018-07-26 19:27;15.6;8.75;8.94;97.89;91.063;90.2;8.8;13.7;59.8;28.4;15.74;3546;2308.5691
1532662620;2018-07-26 19:37;15.6;8.71;8.94;97.48;91.063;90.2;8.8;13.7;59.8;28.4;15.74;3052;2317.76488
1532663220;2018-07-26 19:47;15.6;8.71;8.94;97.46;91.078;90.2;9;13.8;60.3;28.4;15.74;2213;2326.89924
1532663820;2018-07-26 19:57;15.6;8.68;8.94;97.07;91.063;90.2;8.8;13.7;59.8;28.4;15.74;2990;2335.97218
1532664420;2018-07-26 20:07;15.59;8.66;8.94;96.94;91.047;90.2;8.6;13.5;59.3;28.4;15.74;1329;2344.9837
1532665020;2018-07-26 20:17;15.57;8.61;8.95;96.27;91.093;90.2;9.1;13.9;60.7;28.4;15.74;822;2353.9338
1532665620;2018-07-26 20:27;15.56;8.59;8.94;96.09;91.047;90.2;8.6;13.5;59.3;28.4;15.71;1487;2362.82248
1532666220;2018-07-26 20:37;15.55;8.55;8.95;95.49;91.108;90.2;9.3;14.1;61.2;28.4;15.7;752;2371.64974
1532666820;2018-07-26 20:47;15.52;8.51;8.95;95.02;91.062;90.2;8.8;13.6;59.8;28.4;15.68;857;2379.8628
1532667420;2018-07-26 20:57;15.49;8.49;8.96;94.82;91.062;90.2;8.8;13.6;59.8;28.4;15.66;569;2387.46166
1532668020;2018-07-26 21:07;15.48;8.44;8.96;94.2;91.077;90.2;8.9;13.8;60.2;28.4;15.63;593;2394.44632
1532668620;2018-07-26 21:17;15.43;8.42;8.97;93.86;91.076;90.1;10;14.7;63.3;28.2;15.61;1126;2400.81678
1532669220;2018-07-26 21:27;15.41;8.39;8.98;93.43;91.076;90.1;10;14.7;63.3;28.2;15.57;1393;2406.57304
1532669820;2018-07-26 21:37;15.38;8.37;8.98;93.16;91.076;90.1;10;14.7;63.3;28.1;15.54;1727;2411.7151
1532670420;2018-07-26 21:47;15.37;8.34;8.99;92.73;91.137;90.1;10.6;15.3;65.3;28.1;15.51;1346;2416.24296
1532671020;2018-07-26 21:57;15.32;8.3;9;92.25;91.136;90.1;10.6;15.3;65.3;28.2;15.5;810;2420.15662
1532671620;2018-07-26 22:07;15.31;8.29;9;92.08;91.106;90.1;10.3;15;64.3;28.1;15.47;791;2423.45608
1532672220;2018-07-26 22:17;15.27;8.26;9.01;91.68;91.166;90.1;10.9;15.6;66.3;28.1;15.44;572;2425.94134
1532672820;2018-07-26 22:27;15.24;8.24;9.01;91.41;91.105;90.1;10.2;15;64.3;28.2;15.4;253;2427.6124
1532673420;2018-07-26 22:37;15.2;8.21;9.02;90.97;91.135;90.1;10.6;15.3;65.3;28.1;15.37;278;2428.46926
1532674020;2018-07-26 22:47;15.17;8.17;9.03;90.48;91.151;90.1;10.7;15.5;65.8;28.1;15.33;196;2429.325306
1532674620;2018-07-26 22:57;15.13;8.15;9.04;90.14;91.165;90.1;10.9;15.6;66.3;28.1;15.29;183;2430.180537
1532675220;2018-07-26 23:07;15.08;8.09;9.04;89.49;91.135;90.1;10.6;15.3;65.3;28.2;15.25;187;2431.034955
1532675820;2018-07-26 23:17;15.04;8.1;9.05;89.47;91.134;90.1;10.5;15.3;65.2;28.2;15.21;262;2431.888558
1532676420;2018-07-26 23:27;15;8.08;9.06;89.13;91.164;90.1;10.8;15.6;66.2;28.2;15.16;123;2432.741347
1532677020;2018-07-26 23:37;14.96;8.04;9.07;88.66;91.163;90.1;10.8;15.6;66.2;28.2;15.13;192;2433.593322
1532677620;2018-07-26 23:47;14.93;8.02;9.08;88.34;91.163;90;11.9;16.5;69.6;28.2;15.1;197;2434.444482
1532678220;2018-07-26 23:57;14.88;8.01;9.09;88.13;91.148;90;11.7;16.4;69.1;28.1;15.06;95;2435.294829
1532678820;2018-07-27 00:07;14.84;7.97;9.09;87.67;91.147;90;11.7;16.4;69.1;28.2;15;76;2436.063755
1532679420;2018-07-27 00:17;14.79;7.95;9.1;87.38;91.147;90;11.7;16.4;69.1;28.2;14.95;70;2436.751262
1532680020;2018-07-27 00:27;14.74;7.94;9.11;87.17;91.132;90;11.5;16.2;68.5;28.2;14.91;32;2437.357348
1532680620;2018-07-27 00:37;14.69;7.91;9.12;86.73;91.132;90;11.5;16.2;68.5;28.2;14.86;28;2437.882014
1532681220;2018-07-27 00:47;14.64;7.9;9.13;86.53;91.116;90.1;10.4;15.1;64.6;28.2;14.81;13;2437.592481
1532681820;2018-07-27 00:57;14.59;7.88;9.15;86.1;91.191;90.1;11.1;15.9;67.1;28.1;14.77;8;2436.488747
1532682420;2018-07-27 01:07;14.52;7.89;9.16;86.09;91.221;90.1;11.4;16.1;68.2;28.1;14.7;13;2434.570814
1532683020;2018-07-27 01:17;14.47;7.88;9.18;85.8;91.281;90.1;12;16.7;70.3;28;14.65;10;2431.83868
1532683620;2018-07-27 01:27;14.41;7.87;9.19;85.69;91.25;90.1;11.7;16.4;69.2;28;14.58;11;2428.292346
1532684220;2018-07-27 01:37;14.35;7.87;9.2;85.52;91.295;90.1;12.2;16.9;70.8;28;14.53;15;2423.931813
1532684820;2018-07-27 01:47;14.29;7.86;9.21;85.29;91.249;90.1;11.7;16.4;69.1;27.9;14.47;14;2418.757079
1532685420;2018-07-27 01:57;14.24;7.86;9.23;85.14;91.325;90.1;12.5;17.1;71.8;27.9;14.41;10;2413.500926
1532686020;2018-07-27 02:07;14.17;7.85;9.24;84.95;91.324;90.1;12.5;17.1;71.8;27.9;14.35;13;2408.163352
1532686620;2018-07-27 02:17;14.11;7.84;9.25;84.76;91.309;90.1;12.3;17;71.3;27.8;14.3;12;2402.744358
1532687220;2018-07-27 02:27;14.05;7.85;9.27;84.67;91.338;90.1;12.6;17.3;72.3;27.8;14.24;14;2397.243945
1532687820;2018-07-27 02:37;13.99;7.86;9.28;84.68;91.338;90.1;12.6;17.3;72.3;27.8;14.17;15;2391.662111
1532688420;2018-07-27 02:47;13.93;7.84;9.29;84.39;91.277;90.1;12;16.7;70.1;27.8;14.1;26;2385.998858
1532689020;2018-07-27 02:57;13.86;7.85;9.31;84.27;91.352;90.1;12.8;17.4;72.8;27.7;14.04;21;2380.254184
1532689620;2018-07-27 03:07;13.8;7.85;9.33;84.18;91.382;90.1;13.1;17.7;73.9;27.7;13.97;36;2374.42809
1532690220;2018-07-27 03:17;13.74;7.87;9.34;84.29;91.351;90.1;12.8;17.4;72.8;27.7;13.92;44;2368.520577
1532690820;2018-07-27 03:27;13.67;7.88;9.35;84.29;91.366;90.1;12.9;17.5;73.3;27.7;13.85;31;2362.531643
1532691420;2018-07-27 03:37;13.61;7.88;9.37;84.13;91.395;90.1;13.2;17.8;74.4;27.7;13.79;23;2356.46129
1532692020;2018-07-27 03:47;13.55;7.89;9.38;84.08;91.38;90.2;12;16.7;70.2;27.6;13.72;16;2350.309516
1532692620;2018-07-27 03:57;13.5;7.9;9.4;84.04;91.5;90.2;13.3;17.9;74.6;27.5;13.67;24;2344.076322
1532693220;2018-07-27 04:07;13.44;7.91;9.41;84.1;91.439;90.2;12.6;17.3;72.4;27.5;13.62;34;2337.761709
1532693820;2018-07-27 04:17;13.37;7.93;9.42;84.19;91.439;90.2;12.6;17.3;72.4;27.5;13.54;53;2331.365675
1532694420;2018-07-27 04:27;13.31;7.93;9.44;84.05;91.514;90.2;13.4;18;75.1;27.4;13.47;81;2324.888222
1532695020;2018-07-27 04:37;13.25;7.97;9.45;84.28;91.499;90.2;13.2;17.9;74.6;27.3;13.43;98;2318.329348
1532695620;2018-07-27 04:47;13.2;7.97;9.47;84.2;91.574;90.2;14;18.6;77.5;27.2;13.37;143;2311.689054
1532696220;2018-07-27 04:57;13.14;8.01;9.48;84.43;91.558;90.2;13.8;18.4;76.8;27.2;13.32;127;2304.967341
1532696820;2018-07-27 05:07;13.09;8.02;9.51;84.37;91.694;90.2;15.2;19.7;82.3;27.2;13.25;123;2298.164207
1532697420;2018-07-27 05:17;13.04;8.04;9.51;84.51;91.618;90.3;13.4;18;75.3;27;13.21;69;2291.239654
1532698020;2018-07-27 05:27;12.99;8.06;9.53;84.63;91.694;90.3;14.2;18.8;78.3;27;13.15;124;2284.19368
1532698620;2018-07-27 05:37;12.94;8.08;9.55;84.61;91.784;90.3;15.1;19.6;81.9;26.9;13.11;112;2277.026286
1532699220;2018-07-27 05:47;12.89;8.09;9.56;84.68;91.784;90.3;15.1;19.6;81.9;26.7;13.05;118;2269.737473
1532699820;2018-07-27 05:57;12.83;8.11;9.57;84.71;91.828;90.3;15.6;20.1;83.7;26.6;12.99;176;2262.327239
1532700420;2018-07-27 06:07;12.79;8.14;9.57;85;91.722;90.3;14.5;19.1;79.4;26.4;12.95;228;2254.795586
1532701020;2018-07-27 06:17;12.75;8.14;9.6;84.82;91.903;90.3;16.3;20.8;87;26.3;12.9;325;2247.142512
1532701620;2018-07-27 06:27;12.7;8.17;9.62;84.94;91.979;90.3;17.1;21.5;90.4;26.3;12.84;299;2239.368018
