"","discharge","light","temp.water","DO.sat","DO.obs","depth","solar.time"
"66",146.681024,219.763031687792,5.71045454545455,12.5371683995724,11.7290909090909,1.344168,2021-05-18 18:28:57
"67",146.114688,179.244127084723,5.666,12.5512882839086,11.7354545454545,1.34112,2021-05-18 18:43:57
"68",146.114688,138.725222481654,5.62318181818182,12.5671467497081,11.74,1.34112,2021-05-18 18:58:57
"69",144.982016,98.2063178785858,5.589,12.5811166325636,11.7381818181818,1.335024,2021-05-18 19:13:57
"70",144.41568,79.928435873916,5.56,12.5869289958118,11.7481818181818,1.331976,2021-05-18 19:28:57
"71",143.849344,61.6505538692462,5.537,12.5913653639996,11.7454545454545,1.328928,2021-05-18 19:43:57
"72",143.849344,43.3726718645764,5.51881818181818,12.5977190759333,11.7490909090909,1.328928,2021-05-18 19:58:57
"73",143.849344,25.0947898599066,5.50409090909091,12.6014832162373,11.74,1.328928,2021-05-18 20:13:57
"74",142.716672,19.9059830053369,5.495,12.6032614002539,11.7336363636364,1.322832,2021-05-18 20:28:57
"75",141.867168,14.7171761507672,5.487,12.610096670247,11.74,1.316736,2021-05-18 20:43:57
"76",141.867168,9.52836929619747,5.484,12.610096670247,11.74,1.316736,2021-05-18 20:58:57
"77",141.300832,4.33956244162775,5.49,12.6052143345376,11.7354545454545,1.313688,2021-05-18 21:13:57
"78",141.300832,3.34456932538359,5.49918181818182,12.603047470209,11.73,1.313688,2021-05-18 21:28:57
"79",139.601824,2.34957620913943,5.51154545454545,12.5993555316864,11.73,1.304544,2021-05-18 21:43:57
"80",139.601824,1.35458309289526,5.52118181818182,12.5983790645445,11.7290909090909,1.304544,2021-05-18 21:58:57
"81",139.601824,0.359589976651101,5.53609090909091,12.5919781399434,11.73,1.304544,2021-05-18 22:13:57
"82",138.469152,0.269692482488325,5.55,12.5886143931257,11.72,1.298448,2021-05-18 22:28:57
"83",138.469152,0.17979498832555,5.57445454545455,12.5812432907192,11.72,1.298448,2021-05-18 22:43:57
"84",137.902816,0.0898974941627751,5.60763636363636,12.5643776824034,11.71,1.2954,2021-05-18 22:58:57
"85",137.33648,0,5.63363636363636,12.5587060313748,11.7172727272727,1.292352,2021-05-18 23:13:57
"86",137.33648,-2.12353761437486e-17,5.66563636363636,12.550911039657,11.71,1.292352,2021-05-18 23:28:57
"87",135.637472,-4.24707522874973e-17,5.69727272727273,12.5394198948803,11.7118181818182,1.283208,2021-05-18 23:43:57
"88",136.770144,8.49415045749946e-17,5.74081818181818,12.5267457693056,11.7090909090909,1.289304,2021-05-18 23:58:57
"89",133.938464,0,5.77581818181818,12.5165241057542,11.7063636363636,1.274064,2021-05-19 00:13:57
"90",134.5048,0.360355061707805,5.81972727272727,12.5,11.7,1.277112,2021-05-19 00:28:57
"91",134.5048,0.72071012341561,5.86245454545455,12.4876297661783,11.7009090909091,1.277112,2021-05-19 00:43:57
"92",133.938464,1.08106518512342,5.90863636363636,12.4707135250266,11.71,1.274064,2021-05-19 00:58:57
"93",133.372128,1.44142024683122,5.965,12.4545454545454,11.7072727272727,1.271016,2021-05-19 01:13:57
"94",133.08896,3.92259108572382,6.01795454545455,12.4444444444444,11.7090909090909,1.267968,2021-05-19 01:28:57
"95",133.08896,6.40376192461641,6.07090909090909,12.4309978768577,11.71,1.267968,2021-05-19 01:43:57
"96",132.522624,8.88493276350901,6.11554545454545,12.407211028632,11.7,1.26492,2021-05-19 01:58:57
"97",131.389952,11.3661036024016,6.16927272727273,12.3940677966102,11.7,1.258824,2021-05-19 02:13:57
"98",130.823616,30.5552019096064,6.23281818181818,12.3711538461538,11.6963636363636,1.255776,2021-05-19 02:28:57
