"","new","X","datetimeAK","temp.water","ODO.Psat","ODO.Ploc","DO.obs","discharge","depth","light","DO.sat.EXO","solar.time"
"1",1,1147,2019-05-11 12:45:00,2.691,97.8,98.2,13.28,481.488489325638,0.558977069258668,1387.46663565145,13.5787321063395,2019-05-11 10:58:57
"2",1,1148,2019-05-11 13:00:00,2.788,97.8,98.2,13.24,480.253990928953,0.557807685443946,1387.44926122939,13.5378323108384,2019-05-11 11:13:57
"3",1,1149,2019-05-11 13:15:00,2.875,97.9,98.2,13.22,481.488489325638,0.558977069258668,1387.43188680733,13.5035750766088,2019-05-11 11:28:57
"4",1,1150,2019-05-11 13:30:00,2.994,98,98.4,13.2,481.488489325638,0.558977069258668,1387.41451238527,13.469387755102,2019-05-11 11:43:57
"5",1,1151,2019-05-11 13:45:00,3.178,98.2,98.6,13.16,481.488489325638,0.558977069258668,1387.39713796322,13.4012219959267,2019-05-11 11:58:57
"6",1,1152,2019-05-11 14:00:00,3.374,98.6,98.9,13.14,475.315997342211,0.553130150185058,1387.37976354116,13.3265720081136,2019-05-11 12:13:57
"7",1,1153,2019-05-11 14:15:00,3.581,99,99.4,13.12,474.081498945526,0.551960766370336,1387.3623891191,13.2525252525253,2019-05-11 12:28:57
"8",1,1154,2019-05-11 14:30:00,3.778,99.3,99.6,13.09,476.550495738897,0.55429953399978,1387.34501469704,13.1822759315206,2019-05-11 12:43:57
"9",1,1155,2019-05-11 14:45:00,3.956,99.5,99.8,13.06,471.612502152155,0.549621998740892,1387.32764027499,13.1256281407035,2019-05-11 12:58:57
"10",1,1156,2019-05-11 15:00:00,4.072,99.5,99.9,13.02,474.081498945526,0.551960766370336,1387.31026585293,13.0854271356784,2019-05-11 13:13:57
"11",1,1157,2019-05-11 15:15:00,4.128,99.4,99.8,12.99,469.143505358785,0.547283231111449,1387.29289143087,13.0684104627767,2019-05-11 13:28:57
"12",1,1158,2019-05-11 15:30:00,4.169,99.3,99.6,12.96,471.612502152155,0.549621998740892,1387.27551700881,13.0513595166163,2019-05-11 13:43:57
"13",1,1159,2019-05-11 15:45:00,4.196,99.1,99.4,12.92,472.847000548841,0.550791382555615,1387.25814258676,13.037336024218,2019-05-11 13:58:57
"14",1,1160,2019-05-11 16:00:00,4.314,99.1,99.4,12.88,477.784994135582,0.555468917814502,1387.2407681647,12.9969727547931,2019-05-11 14:13:57
"15",1,1161,2019-05-11 16:15:00,4.378,98.9,99.3,12.84,464.205511772043,0.542605695852561,1387.22339374264,12.9828109201213,2019-05-11 14:28:57
