"","new","solar.time","depth","DO.obs","DO.sat.EXO","temp.water","light","discharge"
"6266",20,2020-08-12 15:58:57,0.438843094027364,11.09,11.9375672766416,7.66727272727273,417.88320451594,317.471522402251
"6267",20,2020-08-12 16:13:57,0.438298915192304,11.06,11.9181034482759,7.729,431.479746818486,316.104439913062
"6268",20,2020-08-12 16:28:57,0.440475495474103,11.05,11.9073275862069,7.755,530.484654096526,321.572430576896
"6269",20,2020-08-12 16:43:57,0.441019584270419,11.0327272727273,11.90153966853,7.77,607.380163888621,322.939286871348
"6270",20,2020-08-12 16:58:57,0.443195714358688,11.02,11.8936420722135,7.797,684.275673680715,328.40614656196
"6271",20,2020-08-12 17:13:57,0.442107694333925,11.0136363636364,11.883276115743,7.82709090909091,792.445774279973,325.672829814022
"6272",20,2020-08-12 17:28:57,0.441563650556934,10.9936363636364,11.8768414849735,7.857,779.802466562002,324.306086616823
"6273",20,2020-08-12 17:43:57,0.43557768337258,10.99,11.8775790921596,7.855,798.433749651194,309.268179239007
"6274",20,2020-08-12 17:58:57,0.436121974755998,11.0154545454545,11.8957392499509,7.80463636363636,817.065032740386,310.635544471443
"6275",20,2020-08-12 18:13:57,0.43557768337258,11.0372727272727,11.9099470276633,7.74418181818182,880.742288010717,309.268179239007
"6276",20,2020-08-12 18:28:57,0.438843094027364,11.04,11.9222462203024,7.69154545454545,770.407436656778,317.471522402251
"6277",20,2020-08-12 18:43:57,0.439387250352621,11.0554545454545,11.9389357942273,7.64690909090909,705.118557483978,318.838548342464
"6278",20,2020-08-12 18:58:57,0.443195714358688,11.0590909090909,11.9557739557739,7.61363636363636,639.829678311178,328.40614656196
"6279",20,2020-08-12 19:13:57,0.443739690606646,11.06,11.9567567567568,7.6,580.78112458138,329.772720113164
"6280",20,2020-08-12 19:28:57,0.444283644344987,11.06,11.9567567567568,7.596,497.626260702669,331.139237115858
"6281",20,2020-08-12 19:43:57,0.448090690241896,11.07,11.9546436285097,7.585,420.71172226696,340.703272770857
"6282",20,2020-08-12 19:58:57,0.448634463902937,11.08,11.9654427645788,7.55472727272727,343.797183831251,342.069337384542
"6283",20,2020-08-12 20:13:57,0.448090690241896,11.09,11.9762419006479,7.51636363636364,220.43255525787,340.703272770857
"6284",20,2020-08-12 20:28:57,0.450809333449825,11.1090909090909,11.98861964093,7.48345454545455,276.50412589095,347.533030351391
"6285",20,2020-08-12 20:43:57,0.451896633165202,11.1181818181818,11.9937236442091,7.45490909090909,286.125606386357,350.264537542826
"6286",20,2020-08-12 20:58:57,0.453527413915774,11.13,12.0064724919094,7.423,295.747086881765,354.361374215223
"6287",20,2020-08-12 21:13:57,0.453527413915774,11.13,12.0147203140334,7.39772727272727,320.337281982585,354.361374215223
"6288",20,2020-08-12 21:28:57,0.455157992079429,11.1290909090909,12.0184567052817,7.384,287.103493365811,358.457701950101
"6289",20,2020-08-12 21:43:57,0.454070962480096,11.1318181818182,12.0214019242097,7.366,268.838419354449,355.726873342413
"6290",20,2020-08-12 21:58:57,0.454614488534525,11.1445454545455,12.0351462792068,7.32081818181818,250.573345343088,357.092315920396
"6291",20,2020-08-12 22:13:57,0.455157992079429,11.1654545454545,12.0589101620029,7.24654545454545,207.836409243135,358.457701950101
"6292",20,2020-08-12 22:28:57,0.455157992079429,11.1890909090909,12.0808794660385,7.16545454545455,259.634013499656,358.457701950101
"6293",20,2020-08-12 22:43:57,0.455701473114532,11.2163636363636,12.103197959584,7.09063636363636,286.959755667584,359.823031430831
"6294",20,2020-08-12 22:58:57,0.454070962480096,11.2281818181818,12.1254663263302,7.018,314.285497835513,355.726873342413
"6295",20,2020-08-12 23:13:57,0.455157992079429,11.25,12.1490280777538,6.94690909090909,338.861026121902,358.457701950101
"6296",20,2020-08-12 23:28:57,0.454614488534525,11.27,12.170626349892,6.877,374.060601088195,357.092315920396
"6297",20,2020-08-12 23:43:57,0.455701473114532,11.2918181818182,12.191794267766,6.80754545454545,406.509962172948,359.823031430831
"6298",20,2020-08-12 23:58:57,0.455701473114532,11.3027272727273,12.2059689770273,6.73545454545455,438.959323257701,359.823031430831
"6299",20,2020-08-13 00:13:57,0.456244931640112,11.3354545454545,12.2329049347591,6.668,493.102068988614,361.188304363284
"6300",20,2020-08-13 00:28:57,0.455701473114532,11.3490909090909,12.2512266928361,6.60263636363636,463.443502875057,359.823031430831
"6301",20,2020-08-13 00:43:57,0.454614488534525,11.3672727272727,12.2756724916552,6.53772727272727,455.478321407661,357.092315920396
"6302",20,2020-08-13 00:58:57,0.454614488534525,11.3990909090909,12.2967539472394,6.471,447.513139940265,357.092315920396
"6303",20,2020-08-13 01:13:57,0.454614488534525,11.42,12.319309600863,6.40627272727273,469.391676490288,357.092315920396
"6304",20,2020-08-13 01:28:57,0.455157992079429,11.4463636363636,12.3344435736677,6.34572727272727,375.98425093855,358.457701950101
"6305",20,2020-08-13 01:43:57,0.454614488534525,11.4672727272727,12.3569749216301,6.287,312.420543404231,357.092315920396
"6306",20,2020-08-13 01:58:57,0.454070962480096,11.48,12.3706896551724,6.22236363636364,248.856835869913,355.726873342413
"6307",20,2020-08-13 02:13:57,0.454070962480096,11.51,12.3896663078579,6.15954545454545,169.060038178165,355.726873342413
"6308",20,2020-08-13 02:28:57,0.453527413915774,11.5218181818182,12.4023877091692,6.09827272727273,151.971493378751,354.361374215223
"6309",20,2020-08-13 02:43:57,0.454070962480096,11.5454545454545,12.4278305117917,6.037,118.649858421908,355.726873342413
"6310",20,2020-08-13 02:58:57,0.453527413915774,11.5718181818182,12.4428152492669,5.97845454545455,85.3282234650651,354.361374215223
"6311",20,2020-08-13 03:13:57,0.453527413915774,11.5927272727273,12.4652981427175,5.92063636363636,39.7272565974548,354.361374215223
"6312",20,2020-08-13 03:28:57,0.45244024925828,11.62,12.4812030075188,5.86281818181818,41.5612169890221,351.630206315313
"6313",20,2020-08-13 03:43:57,0.451896633165202,11.64,12.5026852846402,5.80254545454545,31.1158454698219,350.264537542826
"6314",20,2020-08-13 03:58:57,0.45244024925828,11.67,12.5214592274678,5.74481818181818,20.6704739506218,351.630206315313
"6315",20,2020-08-13 04:13:57,0.45244024925828,11.6872727272727,12.5399921966445,5.69036363636364,5.84362381781648,351.630206315313
"6316",20,2020-08-13 04:28:57,0.451896633165202,11.71,12.5570286605576,5.638,7.94237850083646,350.264537542826
"6317",20,2020-08-13 04:43:57,0.451896633165202,11.7290909090909,12.5713728929163,5.585,5.65965457025128,350.264537542826
"6318",20,2020-08-13 04:58:57,0.450809333449825,11.74,12.583065380493,5.53363636363636,3.3769306396661,347.533030351391
"6319",20,2020-08-13 05:13:57,0.451896633165202,11.76,12.604501607717,5.487,0,350.264537542826
"6320",20,2020-08-13 05:28:57,0.450809333449825,11.8,12.620320855615,5.44381818181818,0.849978122873723,347.533030351391
"6321",20,2020-08-13 05:43:57,0.449721943695613,11.8136363636364,12.6324487216876,5.40454545454545,0.60574953666652,344.801296964986
"6322",20,2020-08-13 05:58:57,0.449721943695613,11.8336363636364,12.6440019426907,5.369,0.361520950459317,344.801296964986
"6323",20,2020-08-13 06:13:57,0.450265649827528,11.8418181818182,12.6515151515152,5.34,0,346.167191932444
"6324",20,2020-08-13 06:28:57,0.449721943695613,11.8672727272727,12.6578105303985,5.318,0.0915781926200629,344.801296964986
"6325",20,2020-08-13 06:43:57,0.450265649827528,11.88,12.6652452025586,5.29572727272727,0.0658640209880113,346.167191932444
"6326",20,2020-08-13 06:58:57,0.44917821505399,11.9,12.6730564430245,5.275,0.0401498493559596,343.435345448786
"6327",20,2020-08-13 07:13:57,0.448634463902937,11.9154545454545,12.6772415127188,5.258,0,342.069337384542
"6328",20,2020-08-13 07:28:57,0.448634463902937,11.93,12.6804522176056,5.248,0.0156150186145901,342.069337384542
"6329",20,2020-08-13 07:43:57,0.447003075391152,11.9454545454545,12.6833976833976,5.239,0.0167943595052724,337.970973898424
"6330",20,2020-08-13 07:58:57,0.447003075391152,11.9518181818182,12.6877050762401,5.228,0.0179737003959546,337.970973898424
"6331",20,2020-08-13 08:13:57,0.447546894071517,11.9590909090909,12.6954255935148,5.228,0,339.337151609361
"6332",20,2020-08-13 08:28:57,0.447003075391152,11.9463636363636,12.6855874119123,5.232,0.0560142923406029,337.970973898424
"6333",20,2020-08-13 08:43:57,0.448090690241896,11.9645454545455,12.6877470355732,5.238,0.092875543394569,340.703272770857
"6334",20,2020-08-13 08:58:57,0.44645923420117,11.9754545454545,12.6858628659476,5.251,0.129736794448535,336.604739638977
"6335",20,2020-08-13 09:13:57,0.445915370501757,11.9827272727273,12.6801346801347,5.257,0,335.238448831486
"6336",20,2020-08-13 09:28:57,0.445915370501757,11.9890909090909,12.6734576206035,5.27245454545455,0.513829665629211,335.238448831486
"6337",20,2020-08-13 09:43:57,0.443739690606646,11.9945454545455,12.6682669227077,5.286,0.86106128575592,329.772720113164
"6338",20,2020-08-13 09:58:57,0.443739690606646,11.9763636363636,12.6660897990578,5.297,1.20829290588263,329.772720113164
"6339",20,2020-08-13 10:13:57,0.439931384168077,11.99,12.6610348468849,5.32181818181818,0.0642156463496316,320.205517733702
"6340",20,2020-08-13 10:28:57,0.441563650556934,11.9836363636364,12.647030605392,5.35609090909091,4.68104856838714,324.306086616823
"6341",20,2020-08-13 10:43:57,0.440475495474103,11.9609090909091,12.6303158298935,5.40163636363636,7.80657261076494,321.572430576896
"6342",20,2020-08-13 10:58:57,0.437754713847722,11.9536363636364,12.610530353889,5.45172727272727,10.9320966531427,314.737300875597
"6343",20,2020-08-13 11:13:57,0.441019584270419,11.94,12.5949367088608,5.51045454545455,8.56290945746819,322.939286871348
"6344",20,2020-08-13 11:28:57,0.4426517156013,11.9181818181818,12.574333397276,5.57654545454545,27.4197327468306,327.039516462712
"6345",20,2020-08-13 11:43:57,0.442107694333925,11.92,12.5605900948367,5.64354545454545,40.7818447981407,325.672829814022
"6346",20,2020-08-13 11:58:57,0.441563650556934,11.9,12.5299128936537,5.71890909090909,54.1439568494508,324.306086616823
"6347",20,2020-08-13 12:13:57,0.439387250352621,11.8863636363636,12.511961722488,5.79672727272727,61.7211154722036,318.838548342464
"6348",20,2020-08-13 12:28:57,0.438843094027364,11.85,12.4736842105263,5.87863636363636,91.6454870439544,317.471522402251
"6349",20,2020-08-13 12:43:57,0.439931384168077,11.8327272727273,12.4555023923445,5.96709090909091,115.784905187148,320.205517733702
"6350",20,2020-08-13 12:58:57,0.436666243629429,11.7972727272727,12.4217478702019,6.06090909090909,139.924323330341,312.002853154438
"6351",20,2020-08-13 13:13:57,0.436666243629429,11.75,12.392138063279,6.15963636363636,162.885456798393,312.002853154438
"6352",20,2020-08-13 13:28:57,0.434489033076987,11.7372727272727,12.3550239234449,6.27236363636364,190.398291308661,306.533279128838
"6353",20,2020-08-13 13:43:57,0.432855888811059,11.6881818181818,12.326941514861,6.367,216.732841143788,302.430504848715
"6354",20,2020-08-13 13:58:57,0.429588992518176,11.68,12.2947368421053,6.46181818181818,243.067390978914,294.223429475212
"6355",20,2020-08-13 14:13:57,0.429044431018807,11.6445454545455,12.2668071250719,6.55845454545455,265.877474212994,292.855385659263
"6356",20,2020-08-13 14:28:57,0.428499847009915,11.6136363636364,12.2365900383142,6.65754545454545,302.302534064934,291.487285295036
"6357",20,2020-08-13 14:43:57,0.431222541958122,11.58,12.2128475551294,6.74154545454545,335.203127315827,298.32722163084
"6358",20,2020-08-13 14:58:57,0.429044431018807,11.55,12.1835443037975,6.83345454545455,368.10372056672,292.855385659263
"6359",20,2020-08-13 15:13:57,0.432311462369666,11.5145454545455,12.1531375935522,6.93218181818182,379.242788345613,301.062800324522
"6360",20,2020-08-13 15:28:57,0.432311462369666,11.47,12.1224058416603,7.03954545454545,474.446395247187,301.062800324522
"6361",20,2020-08-13 15:43:57,0.436121974755998,11.44,12.0848938826467,7.14490909090909,547.88847667676,310.635544471443
"6362",20,2020-08-13 15:58:57,0.433944674164627,11.3854545454545,12.0527379462996,7.26736363636364,621.330558106333,305.16574425064
"6363",20,2020-08-13 16:13:57,0.433944674164627,11.3372727272727,12.0132935170022,7.39736363636364,674.634761553918,305.16574425064
"6364",20,2020-08-13 16:28:57,0.437754713847722,11.3081818181818,11.9859317787628,7.49027272727273,805.731371312482,314.737300875597
