"","X","datetimeAK","DO.obs","ODO.Psat","localDissolvedOxygenSat","temp.water","discharge","depth","turbidity","fDOM","solar.time","DO.sat.EXO","light"
"1",13208,2020-06-15 18:15:00,11.9,92.14875,NA,4.53766666666667,406.33,0.302666666666667,26.365,73.00375,2020-06-15 16:26:40,12.9139027930384,1190.24166360306
"2",13209,2020-06-15 18:30:00,11.908,92.116,NA,4.50333333333333,413.549333333333,0.308666666666667,121.199333333333,73.5806666666667,2020-06-15 16:41:40,12.9271787745886,1135.59203426731
"3",13210,2020-06-15 18:45:00,11.9113333333333,92.12,NA,4.484,421.298666666667,0.31,25.5553333333333,73.2246666666667,2020-06-15 16:56:40,12.9302359241569,1079.64877624706
"4",13211,2020-06-15 19:00:00,11.9193333333333,92.12,NA,4.45833333333333,430.406,0.31,31.46,69.2373333333333,2020-06-15 17:11:40,12.9389202489506,1022.65137830984
"5",13212,2020-06-15 19:15:00,11.93,92.1133333333333,NA,4.42466666666667,440.490666666667,0.318,40.5226666666667,75.6586666666667,2020-06-15 17:26:40,12.9514366360281,964.843841930096
"6",13213,2020-06-15 19:30:00,11.948,92.1273333333333,NA,4.377,446.898,0.32,15.6813333333333,77.644,2020-06-15 17:41:40,12.9690066646887,906.473636739299
"7",13214,2020-06-15 19:45:00,11.9653333333333,92.1466666666667,NA,4.321,457.892,0.32,8.64,78.8233333333333,2020-06-15 17:56:40,12.985096223412,847.790641019353
"8",13215,2020-06-15 20:00:00,11.9833333333333,92.148,NA,4.26266666666667,467.635333333333,0.323333333333333,21.7206666666667,80.7626666666667,2020-06-15 18:11:40,13.0044421293282,789.046072147185
"9",13216,2020-06-15 20:15:00,12.0006666666667,92.138,NA,4.20666666666667,479.236666666667,0.33,38.6606666666667,82.9233333333333,2020-06-15 18:26:40,13.0246658997012,730.491411044509
"10",13217,2020-06-15 20:30:00,12.02,92.1486666666667,NA,4.15366666666667,487.865333333333,0.33,18.9773333333333,81.794,2020-06-15 18:41:40,13.0441388191546,672.377325607625
"11",13218,2020-06-15 20:45:00,12.0346666666667,92.146,NA,4.10333333333333,497.997333333333,0.334,12.116,82.2393333333333,2020-06-15 18:56:40,13.0604330808355,614.952597695736
"12",13219,2020-06-15 21:00:00,12.0506666666667,92.1546666666667,NA,4.05966666666667,509.551333333333,0.34,14.3373333333333,85.472,2020-06-15 19:11:40,13.0765669309567,558.463058052892
"13",13220,2020-06-15 21:15:00,12.068,92.1633333333333,NA,4.009,518.902666666667,0.34,17.9173333333333,88.746,2020-06-15 19:26:40,13.0941444536873,503.150533941602
"14",13221,2020-06-15 21:30:00,12.084,92.1693333333333,NA,3.95966666666667,534.478,0.345333333333333,17.932,91.2473333333333,2020-06-15 19:41:40,13.1106514097241,449.251813900211
"15",13222,2020-06-15 21:45:00,12.098,92.1826666666667,NA,3.92,543.596,0.35,10.4013333333333,90.4706666666667,2020-06-15 19:56:40,13.1239423174277,396.997634055505
"16",13223,2020-06-15 22:00:00,12.1133333333333,92.1813333333333,NA,3.87333333333333,547.706,0.35,8.36,94.6626666666667,2020-06-15 20:11:40,13.1407660263828,346.611690402782
"17",13224,2020-06-15 22:15:00,12.1233333333333,92.172,NA,3.836,561.342666666667,0.350666666666667,8.15733333333333,92.322,2020-06-15 20:26:40,13.1529459416453,298.309681125719
"18",13225,2020-06-15 22:30:00,12.1346666666667,92.1573333333333,NA,3.798,567.736666666667,0.358,8.29733333333333,92.5126666666667,2020-06-15 20:41:40,13.1673370178535,252.298383263252
"19",13226,2020-06-15 22:45:00,12.1426666666667,92.1213333333333,NA,3.75966666666667,578.983333333333,0.359333333333333,9.38066666666667,96.6833333333333,2020-06-15 20:56:40,13.1811668668857,208.774767452318
