"","datetimeAK","temp.water.SDS","DO.obs.SDS","temp.water.SUS","DO.obs.SUS","Site"
"1",2022-06-14 14:00:00,5.062,12.183,5.157,12.178,"SHOV"
"2",2022-06-14 14:15:00,5.142,12.151,5.256,12.166,"SHOV"
"3",2022-06-14 14:30:00,5.281,12.093,5.395,12.146,"SHOV"
"4",2022-06-14 14:45:00,5.45,12.039,5.494,12.115,"SHOV"
"5",2022-06-14 15:00:00,5.548,12.005,5.583,12.103,"SHOV"
"6",2022-06-14 15:15:00,5.657,11.931,5.692,12.069,"SHOV"
"7",2022-06-14 15:30:00,5.746,11.909,5.78,12.019,"SHOV"
"8",2022-06-14 15:45:00,5.844,11.879,5.839,12.01,"SHOV"
"9",2022-06-14 16:00:00,5.903,11.865,5.898,11.986,"SHOV"
"10",2022-06-14 16:15:00,5.982,11.821,5.928,11.973,"SHOV"
"11",2022-06-14 16:30:00,6.011,11.807,5.937,11.961,"SHOV"
"12",2022-06-14 16:45:00,6.04,11.8,5.947,11.948,"SHOV"
"13",2022-06-14 17:00:00,6.011,11.818,5.928,11.961,"SHOV"
"14",2022-06-14 17:15:00,5.982,11.835,5.918,11.945,"SHOV"
"15",2022-06-14 17:30:00,5.952,11.833,5.849,11.983,"SHOV"
"16",2022-06-14 17:45:00,5.913,11.827,5.82,11.963,"SHOV"
"17",2022-06-14 18:00:00,5.874,11.853,5.77,11.977,"SHOV"
"18",2022-06-14 18:15:00,5.824,11.86,5.751,11.975,"SHOV"
"19",2022-06-14 18:30:00,5.775,11.879,5.672,12.001,"SHOV"
"20",2022-06-14 18:45:00,5.726,11.882,5.623,12.012,"SHOV"
"21",2022-06-14 19:00:00,5.667,11.915,5.543,12.024,"SHOV"
"22",2022-06-14 19:15:00,5.608,11.936,5.454,12.051,"SHOV"
"23",2022-06-14 19:30:00,5.519,11.949,5.405,12.058,"SHOV"
"24",2022-06-14 19:45:00,5.459,11.964,5.326,12.068,"SHOV"
"25",2022-06-14 20:00:00,5.37,11.98,5.246,12.09,"SHOV"
"26",2022-06-14 20:15:00,5.281,12.002,5.157,12.112,"SHOV"
"27",2022-06-14 20:30:00,5.211,12.001,5.047,12.155,"SHOV"
"28",2022-06-14 20:45:00,5.112,12.036,4.967,12.164,"SHOV"
"29",2022-06-14 21:00:00,5.022,12.085,4.897,12.189,"SHOV"
"30",2022-06-14 21:15:00,4.932,12.106,4.787,12.221,"SHOV"
"31",2022-06-14 21:30:00,4.812,12.152,4.696,12.241,"SHOV"
"32",2022-06-14 21:45:00,4.701,12.183,4.586,12.266,"SHOV"
"33",2022-06-14 22:00:00,4.591,12.192,4.465,12.294,"SHOV"
"34",2022-06-14 22:15:00,4.49,12.227,4.354,12.318,"SHOV"
"35",2022-06-14 22:30:00,4.379,12.239,4.263,12.362,"SHOV"
"36",2022-06-14 22:45:00,4.278,12.266,4.171,12.378,"SHOV"
"37",2022-06-14 23:00:00,4.196,12.301,4.07,12.395,"SHOV"
"38",2022-06-14 23:15:00,4.095,12.343,3.998,12.42,"SHOV"
"39",2022-06-14 23:30:00,4.013,12.383,3.917,12.437,"SHOV"
"40",2022-06-14 23:45:00,3.932,12.426,3.855,12.455,"SHOV"
"41",2022-06-15 00:00:00,3.85,12.425,3.743,12.477,"SHOV"
"42",2022-06-15 00:15:00,3.758,12.43,3.63,12.523,"SHOV"
"43",2022-06-15 00:30:00,3.635,12.458,3.548,12.542,"SHOV"
"44",2022-06-15 00:45:00,3.522,12.492,3.455,12.581,"SHOV"
"45",2022-06-15 01:00:00,3.491,12.529,3.445,12.573,"SHOV"
"46",2022-06-15 01:15:00,3.45,12.552,3.362,12.606,"SHOV"
"47",2022-06-15 01:30:00,3.378,12.566,3.249,12.645,"SHOV"
"48",2022-06-15 01:45:00,3.274,12.58,3.187,12.666,"SHOV"
"49",2022-06-15 02:00:00,3.202,12.616,3.114,12.685,"SHOV"
"50",2022-06-15 02:15:00,3.108,12.657,3.052,12.703,"SHOV"
"51",2022-06-15 02:30:00,3.046,12.702,2.989,12.735,"SHOV"
"52",2022-06-15 02:45:00,2.994,12.699,2.979,12.737,"SHOV"
"53",2022-06-15 03:00:00,2.942,12.72,2.864,12.776,"SHOV"
"54",2022-06-15 03:15:00,2.848,12.742,2.77,12.797,"SHOV"
"55",2022-06-15 03:30:00,2.765,12.762,2.708,12.823,"SHOV"
"56",2022-06-15 03:45:00,2.702,12.799,2.624,12.852,"SHOV"
"57",2022-06-15 04:00:00,2.608,12.832,2.592,12.869,"SHOV"
"58",2022-06-15 04:15:00,2.566,12.845,2.529,12.89,"SHOV"
"59",2022-06-15 04:30:00,2.545,12.861,2.519,12.898,"SHOV"
"60",2022-06-15 04:45:00,2.513,12.884,2.487,12.904,"SHOV"
"61",2022-06-15 05:00:00,2.482,12.873,2.487,12.912,"SHOV"
"62",2022-06-15 05:15:00,2.482,12.885,2.466,12.926,"SHOV"
"63",2022-06-15 05:30:00,2.45,12.909,2.445,12.945,"SHOV"
"64",2022-06-15 05:45:00,2.408,12.931,2.424,12.953,"SHOV"
"65",2022-06-15 06:00:00,2.418,12.905,2.403,12.963,"SHOV"
"66",2022-06-15 06:15:00,2.429,12.944,2.403,12.966,"SHOV"
"67",2022-06-15 06:30:00,2.418,12.928,2.435,12.981,"SHOV"
"68",2022-06-15 06:45:00,2.429,12.957,2.414,12.987,"SHOV"
"69",2022-06-15 07:00:00,2.429,12.941,2.456,12.972,"SHOV"
"70",2022-06-15 07:15:00,2.482,12.978,2.487,12.972,"SHOV"
"71",2022-06-15 07:30:00,2.513,12.966,2.519,12.979,"SHOV"
"72",2022-06-15 07:45:00,2.555,12.95,2.561,12.972,"SHOV"
"73",2022-06-15 08:00:00,2.566,12.957,2.624,12.966,"SHOV"
"74",2022-06-15 08:15:00,2.639,12.938,2.687,12.942,"SHOV"
"75",2022-06-15 08:30:00,2.681,12.918,2.718,12.928,"SHOV"
"76",2022-06-15 08:45:00,2.723,12.902,2.76,12.919,"SHOV"
"77",2022-06-15 09:00:00,2.796,12.872,2.823,12.901,"SHOV"
"78",2022-06-15 09:15:00,2.859,12.856,2.916,12.877,"SHOV"
"79",2022-06-15 09:30:00,2.942,12.83,3,12.859,"SHOV"
"80",2022-06-15 09:45:00,3.056,12.79,3.062,12.83,"SHOV"
"81",2022-06-15 10:00:00,3.129,12.768,3.166,12.819,"SHOV"
"82",2022-06-15 10:15:00,3.222,12.745,3.29,12.772,"SHOV"
"83",2022-06-15 10:30:00,3.336,12.701,3.393,12.737,"SHOV"
"84",2022-06-15 10:45:00,3.439,12.674,3.466,12.725,"SHOV"
"85",2022-06-15 11:00:00,3.532,12.638,3.63,12.666,"SHOV"
"86",2022-06-15 11:15:00,3.727,12.59,3.774,12.625,"SHOV"
"87",2022-06-15 11:30:00,3.891,12.522,3.906,12.599,"SHOV"
"88",2022-06-15 11:45:00,4.013,12.479,4.049,12.54,"SHOV"
"89",2022-06-15 12:00:00,4.105,12.467,4.202,12.487,"SHOV"
"90",2022-06-15 12:15:00,4.278,12.419,4.293,12.475,"SHOV"
"91",2022-06-15 12:30:00,4.379,12.377,4.313,12.46,"SHOV"
"92",2022-06-15 12:45:00,4.399,12.359,4.333,12.442,"SHOV"
"93",2022-06-15 13:00:00,4.379,12.373,4.394,12.435,"SHOV"
"94",2022-06-15 13:15:00,4.429,12.351,4.445,12.414,"SHOV"
"95",2022-06-15 13:30:00,4.49,12.336,4.465,12.412,"SHOV"
"96",2022-06-15 13:45:00,4.52,12.308,4.515,12.376,"SHOV"
"97",2022-06-15 14:00:00,4.52,12.323,4.525,12.396,"SHOV"
"98",2022-06-15 14:15:00,4.55,12.304,4.556,12.375,"SHOV"
"99",2022-06-15 14:30:00,4.581,12.315,4.626,12.347,"SHOV"
"100",2022-06-15 14:45:00,4.661,12.294,4.737,12.326,"SHOV"
"101",2022-06-15 15:00:00,4.802,12.235,4.897,12.284,"SHOV"
"102",2022-06-15 15:15:00,4.982,12.173,5.067,12.241,"SHOV"
"103",2022-06-15 15:30:00,5.142,12.123,5.276,12.171,"SHOV"
"104",2022-06-15 15:45:00,5.34,12.066,5.454,12.121,"SHOV"
"105",2022-06-15 16:00:00,5.529,12.004,5.623,12.072,"SHOV"
"106",2022-06-15 16:15:00,5.647,11.974,5.731,12.023,"SHOV"
"107",2022-06-15 16:30:00,5.795,11.931,5.8,12.018,"SHOV"
"108",2022-06-15 16:45:00,5.854,11.916,5.829,11.998,"SHOV"
"109",2022-06-15 17:00:00,5.903,11.897,5.878,11.981,"SHOV"
"110",2022-06-15 17:15:00,5.942,11.861,5.928,11.963,"SHOV"
"111",2022-06-15 17:30:00,5.972,11.868,5.918,11.962,"SHOV"
"112",2022-06-15 17:45:00,5.991,11.856,5.878,11.964,"SHOV"
"113",2022-06-15 18:00:00,5.952,11.871,5.869,11.956,"SHOV"
"114",2022-06-15 18:15:00,5.913,11.886,5.81,11.977,"SHOV"
"115",2022-06-15 18:30:00,5.883,11.896,5.77,11.978,"SHOV"
"116",2022-06-15 18:45:00,5.834,11.901,5.701,12.008,"SHOV"
"117",2022-06-15 19:00:00,5.765,11.935,5.623,12.018,"SHOV"
"118",2022-06-15 19:15:00,5.687,11.955,5.543,12.052,"SHOV"
"119",2022-06-15 19:30:00,5.608,11.977,5.504,12.063,"SHOV"
"120",2022-06-15 19:45:00,5.558,12.004,5.405,12.077,"SHOV"
"121",2022-06-15 20:00:00,5.469,12.015,5.326,12.099,"SHOV"
"122",2022-06-15 20:15:00,5.37,12.056,5.206,12.138,"SHOV"
"123",2022-06-15 20:30:00,5.251,12.081,5.097,12.167,"SHOV"
"124",2022-06-15 20:45:00,5.112,12.135,5.027,12.178,"SHOV"
"125",2022-06-15 21:00:00,5.072,12.133,4.947,12.202,"SHOV"
"126",2022-06-15 21:15:00,4.962,12.191,4.887,12.202,"SHOV"
"127",2022-06-15 21:30:00,4.902,12.179,4.767,12.233,"SHOV"
"128",2022-06-15 21:45:00,4.782,12.228,4.646,12.257,"SHOV"
"129",2022-06-15 22:00:00,4.681,12.244,4.566,12.286,"SHOV"
"130",2022-06-15 22:15:00,4.55,12.289,4.424,12.315,"SHOV"
"131",2022-06-15 22:30:00,4.45,12.317,4.333,12.347,"SHOV"
"132",2022-06-15 22:45:00,4.318,12.361,4.192,12.381,"SHOV"
"133",2022-06-15 23:00:00,4.207,12.382,4.07,12.415,"SHOV"
"134",2022-06-15 23:15:00,4.085,12.412,3.968,12.428,"SHOV"
"135",2022-06-15 23:30:00,3.932,12.478,3.804,12.493,"SHOV"
"136",2022-06-15 23:45:00,3.799,12.524,3.702,12.513,"SHOV"
"137",2022-06-16 00:00:00,3.686,12.543,3.589,12.543,"SHOV"
"138",2022-06-16 00:15:00,3.553,12.594,3.476,12.571,"SHOV"
"139",2022-06-16 00:30:00,3.46,12.63,3.352,12.607,"SHOV"
"140",2022-06-16 00:45:00,3.336,12.664,3.269,12.644,"SHOV"
"141",2022-06-16 01:00:00,3.264,12.688,3.166,12.671,"SHOV"
"142",2022-06-16 01:15:00,3.14,12.708,3.093,12.682,"SHOV"
"143",2022-06-16 01:30:00,3.077,12.742,3,12.717,"SHOV"
"144",2022-06-16 01:45:00,2.973,12.79,2.927,12.734,"SHOV"
"145",2022-06-16 02:00:00,2.9,12.815,2.864,12.745,"SHOV"
"146",2022-06-16 02:15:00,2.817,12.836,2.77,12.78,"SHOV"
"147",2022-06-16 02:30:00,2.744,12.856,2.687,12.807,"SHOV"
"148",2022-06-16 02:45:00,2.681,12.868,2.634,12.818,"SHOV"
"149",2022-06-16 03:00:00,2.608,12.877,2.561,12.861,"SHOV"
"150",2022-06-16 03:15:00,2.545,12.913,2.55,12.855,"SHOV"
"151",2022-06-16 03:30:00,2.524,12.908,2.519,12.862,"SHOV"
"152",2022-06-16 03:45:00,2.482,12.928,2.445,12.89,"SHOV"
"153",2022-06-16 04:00:00,2.439,12.951,2.435,12.884,"SHOV"
"154",2022-06-16 04:15:00,2.408,12.957,2.393,12.911,"SHOV"
"155",2022-06-16 04:30:00,2.387,12.975,2.372,12.915,"SHOV"
"156",2022-06-16 04:45:00,2.366,12.978,2.351,12.915,"SHOV"
"157",2022-06-16 05:00:00,2.334,12.965,2.287,12.961,"SHOV"
"158",2022-06-16 05:15:00,2.302,13,2.308,12.946,"SHOV"
"159",2022-06-16 05:30:00,2.302,12.991,2.277,12.96,"SHOV"
"160",2022-06-16 05:45:00,2.281,13.002,2.319,12.931,"SHOV"
"161",2022-06-16 06:00:00,2.313,12.979,2.329,12.937,"SHOV"
"162",2022-06-16 06:15:00,2.334,12.971,2.329,12.943,"SHOV"
"163",2022-06-16 06:30:00,2.334,12.977,2.308,12.966,"SHOV"
"164",2022-06-16 06:45:00,2.366,12.958,2.372,12.94,"SHOV"
"165",2022-06-16 07:00:00,2.355,12.966,2.393,12.938,"SHOV"
"166",2022-06-16 07:15:00,2.376,12.955,2.424,12.934,"SHOV"
"167",2022-06-16 07:30:00,2.429,12.951,2.466,12.915,"SHOV"
"168",2022-06-16 07:45:00,2.482,12.92,2.498,12.917,"SHOV"
"169",2022-06-16 08:00:00,2.513,12.912,2.519,12.909,"SHOV"
"170",2022-06-16 08:15:00,2.597,12.891,2.582,12.891,"SHOV"
"171",2022-06-16 08:30:00,2.608,12.866,2.666,12.87,"SHOV"
"172",2022-06-16 08:45:00,2.681,12.858,2.708,12.871,"SHOV"
"173",2022-06-16 09:00:00,2.744,12.833,2.77,12.835,"SHOV"
"174",2022-06-16 09:15:00,2.796,12.82,2.802,12.827,"SHOV"
"175",2022-06-16 09:30:00,2.838,12.791,2.885,12.805,"SHOV"
"176",2022-06-16 09:45:00,2.9,12.788,2.948,12.794,"SHOV"
"177",2022-06-16 10:00:00,2.963,12.762,3.041,12.775,"SHOV"
"178",2022-06-16 10:15:00,3.088,12.722,3.156,12.75,"SHOV"
"179",2022-06-16 10:30:00,3.202,12.694,3.228,12.724,"SHOV"
"180",2022-06-16 10:45:00,3.264,12.671,3.28,12.705,"SHOV"
"181",2022-06-16 11:00:00,3.336,12.642,3.383,12.672,"SHOV"
"182",2022-06-16 11:15:00,3.45,12.592,3.486,12.637,"SHOV"
"183",2022-06-16 11:30:00,3.532,12.593,3.548,12.618,"SHOV"
"184",2022-06-16 11:45:00,3.604,12.555,3.61,12.587,"SHOV"
"185",2022-06-16 12:00:00,3.614,12.55,3.62,12.577,"SHOV"
"186",2022-06-16 12:15:00,3.717,12.504,3.804,12.518,"SHOV"
"187",2022-06-16 12:30:00,3.87,12.457,3.845,12.51,"SHOV"
"188",2022-06-16 12:45:00,3.922,12.446,3.927,12.48,"SHOV"
"189",2022-06-16 13:00:00,4.024,12.402,4.029,12.456,"SHOV"
"190",2022-06-16 13:15:00,4.115,12.376,4.202,12.401,"SHOV"
"191",2022-06-16 13:30:00,4.288,12.322,4.313,12.372,"SHOV"
"192",2022-06-16 13:45:00,4.399,12.284,4.465,12.342,"SHOV"
"193",2022-06-16 14:00:00,4.54,12.223,4.566,12.305,"SHOV"
"194",2022-06-16 14:15:00,4.621,12.214,4.666,12.253,"SHOV"
"195",2022-06-16 14:30:00,4.732,12.183,4.807,12.232,"SHOV"
"196",2022-06-16 14:45:00,4.892,12.135,5.007,12.174,"SHOV"
"197",2022-06-16 15:00:00,5.082,12.069,5.196,12.097,"SHOV"
"198",2022-06-16 15:15:00,5.321,11.991,5.385,12.054,"SHOV"
"199",2022-06-16 15:30:00,5.499,11.928,5.563,11.988,"SHOV"
"200",2022-06-16 15:45:00,5.667,11.88,5.751,11.946,"SHOV"
"201",2022-06-16 16:00:00,5.834,11.83,5.888,11.893,"SHOV"
"202",2022-06-16 16:15:00,5.972,11.786,5.996,11.858,"SHOV"
"203",2022-06-16 16:30:00,6.07,11.758,6.104,11.821,"SHOV"
"204",2022-06-16 16:45:00,6.167,11.72,6.153,11.805,"SHOV"
"205",2022-06-16 17:00:00,6.236,11.702,6.202,11.789,"SHOV"
"206",2022-06-16 17:15:00,6.265,11.688,6.25,11.761,"SHOV"
"207",2022-06-16 17:30:00,6.275,11.687,6.241,11.766,"SHOV"
"208",2022-06-16 17:45:00,6.275,11.688,6.202,11.761,"SHOV"
"209",2022-06-16 18:00:00,6.275,11.669,6.172,11.772,"SHOV"
"210",2022-06-16 18:15:00,6.246,11.686,6.143,11.77,"SHOV"
"211",2022-06-16 18:30:00,6.207,11.707,6.094,11.775,"SHOV"
"212",2022-06-16 18:45:00,6.158,11.697,6.026,11.812,"SHOV"
"213",2022-06-16 19:00:00,6.089,11.737,5.937,11.829,"SHOV"
"214",2022-06-16 19:15:00,5.982,11.753,5.869,11.83,"SHOV"
"215",2022-06-16 19:30:00,5.893,11.782,5.829,11.841,"SHOV"
"216",2022-06-16 19:45:00,5.864,11.777,5.741,11.896,"SHOV"
"217",2022-06-16 20:00:00,5.756,11.823,5.652,11.902,"SHOV"
"218",2022-06-16 20:15:00,5.667,11.863,5.573,11.913,"SHOV"
"219",2022-06-16 20:30:00,5.588,11.886,5.445,11.957,"SHOV"
"220",2022-06-16 20:45:00,5.469,11.911,5.355,11.963,"SHOV"
"221",2022-06-16 21:00:00,5.38,11.918,5.236,12,"SHOV"
"222",2022-06-16 21:15:00,5.281,11.947,5.147,12.012,"SHOV"
"223",2022-06-16 21:30:00,5.142,11.99,5.007,12.056,"SHOV"
"224",2022-06-16 21:45:00,5.032,12.014,4.907,12.079,"SHOV"
"225",2022-06-16 22:00:00,4.932,12.071,4.807,12.103,"SHOV"
"226",2022-06-16 22:15:00,4.782,12.113,4.666,12.143,"SHOV"
"227",2022-06-16 22:30:00,4.671,12.126,4.535,12.18,"SHOV"
"228",2022-06-16 22:45:00,4.54,12.188,4.374,12.236,"SHOV"
"229",2022-06-16 23:00:00,4.369,12.236,4.242,12.255,"SHOV"
"230",2022-06-16 23:15:00,4.227,12.279,4.12,12.277,"SHOV"
"231",2022-06-16 23:30:00,4.085,12.327,3.958,12.328,"SHOV"
"232",2022-06-16 23:45:00,3.932,12.383,3.794,12.385,"SHOV"
"233",2022-06-17 00:00:00,3.819,12.405,3.712,12.383,"SHOV"
"234",2022-06-17 00:15:00,3.686,12.435,3.599,12.429,"SHOV"
"235",2022-06-17 00:30:00,3.553,12.498,3.486,12.476,"SHOV"
"236",2022-06-17 00:45:00,3.429,12.542,3.342,12.509,"SHOV"
"237",2022-06-17 01:00:00,3.326,12.571,3.259,12.54,"SHOV"
"238",2022-06-17 01:15:00,3.222,12.589,3.145,12.568,"SHOV"
"239",2022-06-17 01:30:00,3.108,12.648,3.073,12.583,"SHOV"
"240",2022-06-17 01:45:00,3.056,12.646,2.969,12.619,"SHOV"
"241",2022-06-17 02:00:00,2.973,12.672,2.906,12.642,"SHOV"
"242",2022-06-17 02:15:00,2.859,12.73,2.823,12.669,"SHOV"
"243",2022-06-17 02:30:00,2.796,12.727,2.718,12.709,"SHOV"
"244",2022-06-17 02:45:00,2.712,12.779,2.676,12.704,"SHOV"
"245",2022-06-17 03:00:00,2.639,12.769,2.603,12.747,"SHOV"
"246",2022-06-17 03:15:00,2.576,12.813,2.54,12.76,"SHOV"
"247",2022-06-17 03:30:00,2.503,12.825,2.487,12.78,"SHOV"
"248",2022-06-17 03:45:00,2.45,12.839,2.445,12.789,"SHOV"
"249",2022-06-17 04:00:00,2.397,12.864,2.393,12.804,"SHOV"
"250",2022-06-17 04:15:00,2.376,12.878,2.361,12.817,"SHOV"
"251",2022-06-17 04:30:00,2.345,12.884,2.361,12.807,"SHOV"
"252",2022-06-17 04:45:00,2.334,12.856,2.329,12.825,"SHOV"
"253",2022-06-17 05:00:00,2.324,12.865,2.308,12.838,"SHOV"
"254",2022-06-17 05:15:00,2.302,12.882,2.298,12.844,"SHOV"
"255",2022-06-17 05:30:00,2.281,12.894,2.298,12.837,"SHOV"
"256",2022-06-17 05:45:00,2.271,12.89,2.277,12.854,"SHOV"
"257",2022-06-17 06:00:00,2.281,12.882,2.266,12.862,"SHOV"
"258",2022-06-17 06:15:00,2.281,12.896,2.277,12.864,"SHOV"
"259",2022-06-17 06:30:00,2.281,12.875,2.298,12.862,"SHOV"
"260",2022-06-17 06:45:00,2.302,12.874,2.266,12.878,"SHOV"
"261",2022-06-17 07:00:00,2.302,12.889,2.319,12.85,"SHOV"
"262",2022-06-17 07:15:00,2.324,12.87,2.329,12.861,"SHOV"
"263",2022-06-17 07:30:00,2.376,12.839,2.361,12.852,"SHOV"
"264",2022-06-17 07:45:00,2.366,12.857,2.414,12.82,"SHOV"
"265",2022-06-17 08:00:00,2.418,12.846,2.466,12.808,"SHOV"
"266",2022-06-17 08:15:00,2.492,12.8,2.529,12.797,"SHOV"
"267",2022-06-17 08:30:00,2.576,12.792,2.613,12.772,"SHOV"
"268",2022-06-17 08:45:00,2.66,12.756,2.708,12.745,"SHOV"
"269",2022-06-17 09:00:00,2.733,12.736,2.77,12.742,"SHOV"
"270",2022-06-17 09:15:00,2.838,12.686,2.896,12.686,"SHOV"
"271",2022-06-17 09:30:00,2.942,12.676,3,12.655,"SHOV"
"272",2022-06-17 09:45:00,3.077,12.626,3.114,12.607,"SHOV"
"273",2022-06-17 10:00:00,3.212,12.571,3.238,12.59,"SHOV"
"274",2022-06-17 10:15:00,3.316,12.528,3.414,12.53,"SHOV"
"275",2022-06-17 10:30:00,3.491,12.476,3.558,12.492,"SHOV"
"276",2022-06-17 10:45:00,3.614,12.445,3.661,12.454,"SHOV"
"277",2022-06-17 11:00:00,3.737,12.398,3.743,12.43,"SHOV"
"278",2022-06-17 11:15:00,3.789,12.377,3.804,12.396,"SHOV"
"279",2022-06-17 11:30:00,3.84,12.352,3.774,12.399,"SHOV"
"280",2022-06-17 11:45:00,3.799,12.361,3.743,12.401,"SHOV"
"281",2022-06-17 12:00:00,3.778,12.375,3.763,12.407,"SHOV"
"282",2022-06-17 12:15:00,3.799,12.36,3.845,12.362,"SHOV"
"283",2022-06-17 12:30:00,3.87,12.339,3.927,12.342,"SHOV"
"284",2022-06-17 12:45:00,4.024,12.31,4.263,12.241,"SHOV"
"285",2022-06-17 13:00:00,4.348,12.191,4.535,12.178,"SHOV"
"286",2022-06-17 13:15:00,4.681,12.09,4.947,12.048,"SHOV"
"287",2022-06-17 13:30:00,5.072,11.98,5.276,11.98,"SHOV"
"288",2022-06-17 13:45:00,5.38,11.869,5.494,11.894,"SHOV"
"289",2022-06-17 14:00:00,5.627,11.79,5.701,11.833,"SHOV"
"290",2022-06-17 14:15:00,5.805,11.738,5.8,11.797,"SHOV"
"291",2022-06-17 14:30:00,5.883,11.719,6.084,11.703,"SHOV"
"292",2022-06-17 14:45:00,6.148,11.65,6.231,11.679,"SHOV"
"293",2022-06-17 15:00:00,6.324,11.587,6.338,11.661,"SHOV"
"294",2022-06-17 15:15:00,6.431,11.566,6.455,11.637,"SHOV"
"295",2022-06-17 15:30:00,6.528,11.521,6.629,11.567,"SHOV"
"296",2022-06-17 15:45:00,6.702,11.467,6.726,11.55,"SHOV"
"297",2022-06-17 16:00:00,6.837,11.429,6.852,11.506,"SHOV"
"298",2022-06-17 16:15:00,6.914,11.409,6.852,11.512,"SHOV"
"299",2022-06-17 16:30:00,6.914,11.405,6.852,11.511,"SHOV"
"300",2022-06-17 16:45:00,6.914,11.401,6.823,11.5,"SHOV"
"301",2022-06-17 17:00:00,6.885,11.4,6.794,11.511,"SHOV"
"302",2022-06-17 17:15:00,6.828,11.419,6.716,11.53,"SHOV"
"303",2022-06-17 17:30:00,6.76,11.429,6.678,11.538,"SHOV"
"304",2022-06-17 17:45:00,6.731,11.462,6.571,11.555,"SHOV"
"305",2022-06-17 18:00:00,6.596,11.499,6.435,11.581,"SHOV"
"306",2022-06-17 18:15:00,6.45,11.525,6.289,11.625,"SHOV"
"307",2022-06-17 18:30:00,6.304,11.578,6.143,11.655,"SHOV"
"308",2022-06-17 18:45:00,6.128,11.621,5.937,11.711,"SHOV"
"309",2022-06-17 19:00:00,5.952,11.675,5.77,11.744,"SHOV"
"310",2022-06-17 19:15:00,5.746,11.741,5.573,11.796,"SHOV"
"311",2022-06-17 19:30:00,5.568,11.776,5.415,11.85,"SHOV"
"312",2022-06-17 19:45:00,5.4,11.828,5.236,11.896,"SHOV"
"313",2022-06-17 20:00:00,5.241,11.843,5.077,11.939,"SHOV"
"314",2022-06-17 20:15:00,5.082,11.908,4.947,11.967,"SHOV"
"315",2022-06-17 20:30:00,4.962,11.954,4.797,12.004,"SHOV"
"316",2022-06-17 20:45:00,4.812,12.004,4.676,12.03,"SHOV"
"317",2022-06-17 21:00:00,4.671,12.052,4.546,12.08,"SHOV"
"318",2022-06-17 21:15:00,4.54,12.087,4.435,12.115,"SHOV"
"319",2022-06-17 21:30:00,4.46,12.118,4.364,12.122,"SHOV"
"320",2022-06-17 21:45:00,4.348,12.137,4.242,12.164,"SHOV"
"321",2022-06-17 22:00:00,4.237,12.175,4.161,12.19,"SHOV"
"322",2022-06-17 22:15:00,4.156,12.208,4.07,12.215,"SHOV"
"323",2022-06-17 22:30:00,4.044,12.251,3.968,12.24,"SHOV"
"324",2022-06-17 22:45:00,3.932,12.286,3.845,12.296,"SHOV"
"325",2022-06-17 23:00:00,3.85,12.307,3.763,12.303,"SHOV"
"326",2022-06-17 23:15:00,3.758,12.341,3.681,12.339,"SHOV"
"327",2022-06-17 23:30:00,3.655,12.337,3.589,12.364,"SHOV"
"328",2022-06-17 23:45:00,3.573,12.4,3.496,12.396,"SHOV"
"329",2022-06-18 00:00:00,3.491,12.408,3.424,12.402,"SHOV"
"330",2022-06-18 00:15:00,3.429,12.448,3.342,12.437,"SHOV"
"331",2022-06-18 00:30:00,3.347,12.455,3.269,12.449,"SHOV"
"332",2022-06-18 00:45:00,3.305,12.471,3.197,12.476,"SHOV"
"333",2022-06-18 01:00:00,3.191,12.499,3.135,12.483,"SHOV"
"334",2022-06-18 01:15:00,3.119,12.543,3.073,12.51,"SHOV"
"335",2022-06-18 01:30:00,3.046,12.564,2.989,12.541,"SHOV"
"336",2022-06-18 01:45:00,2.963,12.51,2.927,12.558,"SHOV"
"337",2022-06-18 02:00:00,2.9,12.505,2.875,12.563,"SHOV"
"338",2022-06-18 02:15:00,2.859,12.625,2.823,12.585,"SHOV"
"339",2022-06-18 02:30:00,2.786,12.659,2.781,12.601,"SHOV"
"340",2022-06-18 02:45:00,2.744,12.651,2.739,12.608,"SHOV"
"341",2022-06-18 03:00:00,2.702,12.69,2.687,12.651,"SHOV"
"342",2022-06-18 03:15:00,2.681,12.681,2.655,12.647,"SHOV"
"343",2022-06-18 03:30:00,2.639,12.695,2.613,12.665,"SHOV"
"344",2022-06-18 03:45:00,2.608,12.709,2.582,12.663,"SHOV"
"345",2022-06-18 04:00:00,2.576,12.722,2.529,12.681,"SHOV"
"346",2022-06-18 04:15:00,2.513,12.74,2.508,12.695,"SHOV"
"347",2022-06-18 04:30:00,2.492,12.732,2.477,12.712,"SHOV"
"348",2022-06-18 04:45:00,2.471,12.749,2.498,12.702,"SHOV"
"349",2022-06-18 05:00:00,2.46,12.765,2.466,12.725,"SHOV"
"350",2022-06-18 05:15:00,2.46,12.707,2.456,12.723,"SHOV"
"351",2022-06-18 05:30:00,2.439,12.777,2.487,12.722,"SHOV"
"352",2022-06-18 05:45:00,2.482,12.767,2.487,12.74,"SHOV"
"353",2022-06-18 06:00:00,2.513,12.735,2.529,12.723,"SHOV"
"354",2022-06-18 06:15:00,2.545,12.735,2.571,12.703,"SHOV"
"355",2022-06-18 06:30:00,2.587,12.722,2.582,12.715,"SHOV"
"356",2022-06-18 06:45:00,2.576,12.731,2.561,12.73,"SHOV"
"357",2022-06-18 07:00:00,2.597,12.708,2.613,12.715,"SHOV"
