"","date","site","X","DO.obs","DO.sat","temp.water","depth","discharge","fDOM.QSU.int","Turbidity.FNU.mn.adj","nitrateuM.adj.mn","GPP_daily_mean","ER_daily_mean","K600_daily_mean","NEP_mean","NitrateN_mgL","TDP_uM","DOC_mgL","light","ppt_week_mm","ppt_month_mm","TDN_mgL","Ammonium_uM","DOY","month","PF","burn","year","discharge_SD"
"16",2019-06-18,"POKE",16,11.8689015151515,11.7183556863999,8.43894981060606,0.371892038961295,283.986038001851,28.1104829545454,4.04268939393939,27.5128869047619,1.8107516530504,-0.501090053160524,23.3549733449967,1.30966159988988,0.3397,NA,2.4,366.542604166667,5.207,20.066,NA,NA,169,6,"Low","Burned",2019,186.638980746445
"17",2019-06-18,"STRT",17,11.0441856060606,11.4479924732816,9.41259943181818,0.533383129125334,736.796410116807,52.7279545454545,5.75457386363636,17.3743824404762,1.92408314028482,-4.01930293645659,13.2095069614527,-2.09521979617177,NA,NA,NA,250.16475,11.44375,75.9833333333334,NA,NA,169,6,"High","Burned",2019,1390.25985441769
"18",2019-06-18,"VAUL",18,10.6422348484849,11.3670381297921,9.64839678030303,0.554602565562656,148.347897291713,202.647774621212,8.69038825757576,42.2877761627907,0.989499301422384,-4.73819108862359,11.6670005216648,-3.74869178720121,0.276,NA,21.3,252.635666666667,1.02291666666667,12.4,NA,NA,169,6,"High","Unburned",2019,85.4359035965856
"19",2019-06-19,"CARI",19,10.984125,12.4135207113005,5.86155902777778,0.217000012606296,172.112375,21.7958159635503,1.65985675782551,24.7385416666667,0.0395280064989412,-11.7499021173134,56.1678047050361,-11.7103741108145,NA,0.500423552037366,1.912,487.332895833333,6.461125,21.415375,NA,NA,170,6,"Low","Unburned",2019,351.279798854104
"20",2019-06-19,"FRCH",20,11.6362496336439,12.1938678553626,6.84300615530303,1.05711200931046,263.506106799816,106.474071969697,12.1733172147002,19.7487097537879,4.99969043463402,-10.839128260251,14.085568075292,-5.83943782561698,NA,NA,NA,463.935020833333,16.0708333333333,80.8708333333334,NA,NA,170,6,"Low","Unburned",2019,447.830790083939
"21",2019-06-19,"MOOS",21,10.1883617424242,11.0015075813053,11.1012414772727,0.380476539260216,539.456883592038,119.389706439394,10.2318465909091,24.6213194444444,0.486275348997651,-3.29469930261146,10.7187609134409,-2.80842395361381,0.262,NA,9.915,211.399114583333,16.0708333333333,80.8708333333334,NA,NA,170,6,"Low","Burned",2019,649.04799823974
"22",2019-06-19,"POKE",22,11.7528882575758,11.5259391089872,9.17552462121212,0.373236122997192,285.40496441971,27.0672916666667,6.58025568181818,27.2625074404762,2.10369893356115,-0.24738463365488,27.2171620450032,1.85631429990627,0.3242,NA,2.362,546.864427083333,6.461125,21.415375,NA,NA,170,6,"Low","Burned",2019,186.638980746445
"23",2019-06-19,"STRT",23,10.8407651515152,11.095191017065,10.8053709280303,0.538511757970753,758.768329522073,49.4098581418581,6.18858181818182,17.1671638473886,2.8243402611198,-4.7286309312144,14.85874631736,-1.9042906700946,0.1945,0.308583333333333,NA,493.220625,16.0708333333333,80.8708333333334,NA,NA,170,6,"High","Burned",2019,1390.25985441769
"24",2019-06-19,"VAUL",24,10.4894886363636,11.2036633548756,10.2612111742424,0.550281672131112,144.474088769538,201.750861742424,8.11130681818182,41.8881786347518,0.682994362756375,-3.66691837504738,9.11812610282683,-2.98392401229101,0.239,NA,21.78,244.497333333333,1.20833333333333,12.6083333333333,NA,NA,170,6,"High","Unburned",2019,85.4359035965856
"25",2019-06-20,"CARI",25,11.0119236111111,12.4176736391486,5.85444097222222,0.215736111111111,170.100243055556,21.4314600312882,1.88281797542735,24.6729166666667,0.142027624793345,-11.6696777262463,55.9252016927866,-11.527650101453,NA,NA,NA,622.116631944444,7.24429166666667,22.2990833333333,NA,NA,171,6,"Low","Unburned",2019,351.279798854104
"26",2019-06-20,"FRCH",26,11.5870738636364,12.153013303754,6.9745625,1.10036641949072,286.42824868015,103.492471590909,17.6283636363636,19.6617897727273,8.73726518578215,-16.4843500849805,12.3577028903201,-7.74708489919835,NA,NA,NA,455.260833333333,16.8,80.2104166666668,NA,NA,171,6,"Low","Unburned",2019,447.830790083939
"27",2019-06-20,"MOOS",27,10.0433712121212,10.8342479570817,11.7670577651515,0.370496545927636,501.360579145593,115.672916666667,8.90617424242424,24.7822337962963,0.601022332708111,-3.32590885588795,10.6157361445237,-2.72488652317984,0.2738,NA,9.616,209.23384375,16.8,80.2104166666668,NA,NA,171,6,"Low","Burned",2019,649.04799823974
"28",2019-06-20,"POKE",28,11.6882575757576,11.4297643935157,9.52992045454545,0.364139694377365,275.802021052985,26.7636458333333,8.54414772727273,26.7353050595238,1.86000640744256,-0.218350429745889,22.2994076063971,1.64165597769667,0.3167,NA,2.482,577.551770833333,7.24429166666667,22.2990833333333,NA,NA,171,6,"Low","Burned",2019,186.638980746445
"29",2019-06-20,"STRT",29,10.6649621212121,10.9449471312464,11.3460767045455,0.528701658310922,716.740191869653,48.3739109848485,5.72982954545455,15.836369047619,3.67344563061121,-5.75162427986289,16.8366482318645,-2.07817864925168,0.1546,NA,4.863,411.181125,16.8,80.2104166666668,NA,NA,171,6,"High","Burned",2019,1390.25985441769
"30",2019-06-20,"VAUL",30,10.4043276515152,11.0611991945682,10.8224412878788,0.543933510206002,138.782774194151,199.316856060606,7.96231060606061,40.0746184210526,1.34267083642213,-4.30313953176418,8.59625274433471,-2.96046869534205,0.238,NA,21.67,330.716666666667,4.4,15.8,NA,NA,171,6,"High","Unburned",2019,85.4359035965856
"31",2019-06-21,"CARI",31,11.0030138888889,12.4755333023264,5.65933680555556,0.223541666666667,184.901486111111,21.4431995573871,3.31606900564713,24.5645833333333,0.108247639139503,-6.54129443618528,28.3778791269327,-6.43304679704578,NA,NA,NA,617.086472222222,7.239,21.9815833333333,NA,NA,172,6,"Low","Unburned",2019,351.279798854104
"32",2019-06-21,"FRCH",32,11.1191003787879,12.3151069422126,6.45415814393939,1.23535564445743,357.964125694953,107.418963068182,58.0603658536585,17.8906818181818,0.159319527399775,-14.3831101874821,13.415163296845,-14.2237906600823,NA,NA,NA,474.806333333333,36.0354166666667,96.7916666666668,NA,NA,172,6,"Low","Unburned",2019,447.830790083939
"33",2019-06-21,"MOOS",33,9.90767045454546,10.7294145584105,12.1977414772727,0.36652774615364,486.210608655773,112.365056818182,8.05124053030303,25.1710185185185,0.774032427303721,-3.8863934133072,11.4989673289317,-3.11236098600348,0.2675,NA,9.389,208.143114583333,36.0354166666667,96.7916666666668,NA,NA,172,6,"Low","Burned",2019,649.04799823974
"34",2019-06-21,"POKE",34,11.5500568181818,11.3541628180169,9.79890814393939,0.363903962302578,275.55316275282,26.7674337121212,8.35750946969697,26.3518526785714,1.26321595287492,-0.290192415888353,17.752976646579,0.973023536986567,0.26,NA,2.48,542.757395833333,7.239,21.9815833333333,NA,NA,172,6,"Low","Burned",2019,186.638980746445
"35",2019-06-21,"STRT",35,10.6424526515152,10.9497381924899,11.3330075757576,0.524969257603135,700.749951590732,47.6552462121212,6.14481339712919,15.1834954407295,3.1852204881578,-5.27442071727266,13.9524099797219,-2.08920022911486,0.1545,NA,4.568,401.625375,36.0354166666667,96.7916666666668,NA,NA,172,6,"High","Burned",2019,1390.25985441769
"36",2019-06-21,"VAUL",36,9.9570928030303,10.8476287015971,11.6550599760747,0.53560247252806,131.313752968177,197.308200757576,7.77347537878788,40.4983120659722,0.610117135224189,-2.97651247612586,5.57187854102576,-2.36639534090167,0.267,NA,42.67,266.337333333333,4.35833333333333,15.8,NA,NA,172,6,"High","Unburned",2019,85.4359035965856
"37",2019-06-22,"CARI",37,11.0263263888889,12.5228714948349,5.51053819444444,0.228236111111111,194.269527777778,31.4628850732601,3.22553390186203,23.3677083333333,0.0464824261506181,-12.9175534182211,56.4746258975289,-12.8710709920705,NA,NA,NA,436.898729166667,8.10683333333333,21.3095416666667,NA,NA,173,6,"Low","Unburned",2019,351.279798854104
"38",2019-06-22,"FRCH",38,11.1983806818182,12.1539320312947,6.96897916666667,1.14302161464046,309.032843936006,113.826543560606,32.6176842105263,18.7107883522727,3.49991750058286,-15.3112997356863,14.1526145613289,-11.8113822351034,NA,NA,NA,380.505625,38.91875,99.51875,NA,NA,173,6,"Low","Unburned",2019,447.830790083939
"39",2019-06-22,"MOOS",39,9.81397727272727,10.6563849826972,12.4886410984849,0.363391032736326,474.236934393172,107.350984848485,9.63000946969697,25.1638425925926,1.13155433631219,-4.40607399823465,12.1301333380911,-3.27451966192246,0.2567,NA,9.015,184.177520833333,38.91875,99.51875,NA,NA,173,6,"Low","Burned",2019,649.04799823974
"40",2019-06-22,"POKE",40,11.643740530303,11.4629492191848,9.37812973484849,0.366512015076528,278.30643924543,27.2949810606061,6.80972537878788,25.9889732142857,1.53845033716677,-0.578043295105303,17.7245015316741,0.960407042061467,0.3105,NA,2.535,387.965520833333,8.10683333333333,21.3095416666667,NA,NA,173,6,"Low","Burned",2019,186.638980746445
"41",2019-06-22,"STRT",41,10.4296496212121,10.7880118929421,11.9768702651515,0.517048172482453,666.814673932778,47.2885984848485,6.04221590909091,14.3744150641026,2.97889527906521,-4.87211723618426,12.516140937971,-1.89322195711905,0.1385,NA,4.298,361.210875,38.91875,99.51875,NA,NA,173,6,"High","Burned",2019,1390.25985441769
"42",2019-06-22,"VAUL",42,9.76154356060606,10.6322735983233,12.5423513706328,0.531325971837251,127.479743848627,197.19625,7.22107954545455,39.0226779513889,0.849532446670427,-3.14137778560903,5.06698336733953,-2.2918453389386,0.265,NA,48.79,284.802666666667,3.6,15.8,NA,NA,173,6,"High","Unburned",2019,85.4359035965856
"43",2019-06-23,"CARI",43,11.3746284722222,12.9351328335355,4.23051388888889,0.226229166666667,189.363201388889,30.2424648754024,1.89277318514819,23.8927083333333,0.299593789377066,-11.341526480123,48.838025591953,-11.0419326907459,NA,NA,NA,143.709326388889,6.43995833333333,22.812375,NA,NA,174,6,"Low","Unburned",2019,351.279798854104
"44",2019-06-23,"FRCH",44,11.3430776515152,12.4444683600041,6.01601136363636,1.281287140491,382.304956247719,119.729209280303,34.8258994197292,18.436171875,0.239046423588603,-14.4586289218538,14.5061002287723,-14.2195824982652,NA,NA,NA,179.058260416667,41.0833333333333,111.754166666667,NA,NA,174,6,"Low","Unburned",2019,447.830790083939
"45",2019-06-23,"MOOS",45,10.063881523569,10.975730122555,11.1947243265993,0.377415470057146,527.771963531911,110.385299873737,9.34904461279461,24.6624884259259,0.349451197786163,-2.02878862667049,6.77054187986484,-1.67933742888433,0.2583,NA,8.931,75.0460208333333,41.0833333333333,111.754166666667,NA,NA,174,6,"Low","Burned",2019,649.04799823974
"46",2019-06-23,"POKE",46,12.0932670454545,12.0165156912159,7.40451893939394,0.369994082870175,281.982398373896,29.8462215909091,2.36331439393939,26.5824553571429,0.970537552124186,-0.397101433601919,12.9017718179901,0.573436118522267,0.2839,NA,2.755,85.3927083333333,6.43995833333333,22.812375,NA,NA,174,6,"Low","Burned",2019,186.638980746445
"47",2019-06-23,"STRT",47,10.6597821969697,10.9601058420596,11.2623257575758,0.528035484101464,713.886188103488,47.3231060606061,6.86530303030303,15.2972807921245,3.32093796796111,-4.80261889849522,12.8285627244228,-1.48168093053411,0.146,NA,4.369,307.465875,41.0833333333333,111.754166666667,NA,NA,174,6,"High","Burned",2019,1390.25985441769
"48",2019-06-23,"VAUL",48,9.75428977272727,10.7237596186951,12.1593835227273,0.54767729800799,142.1391904822,197.639239510489,7.67130244755245,36.5930229591837,0.525862878260512,-0.0791235257794604,0.298969322813752,0.446739352481052,0.265028571428571,0.8138,29.5333333333333,50.5296666666667,6.21875,18.41875,NA,NA,174,6,"High","Unburned",2019,85.4359035965856
"49",2019-06-24,"CARI",49,11.0727222222222,12.5475007168279,5.44832638888889,0.225361111111111,188.386548611111,30.3989239857365,2.08297215111278,24.0260416666667,0.0388740813400062,-12.803149022564,57.3571137895217,-12.764274941224,NA,NA,NA,398.547708333333,8.14916666666667,25.5481666666667,NA,NA,175,6,"Low","Unburned",2019,351.279798854104
"50",2019-06-24,"FRCH",50,11.4017897727273,12.2718996368144,6.57957007575758,1.1458278966391,310.519998514257,117.000189393939,19.7965263157895,18.8878566919192,1.21262081504821,-10.8476713006505,13.5555751194347,-9.63505048560229,NA,NA,NA,404.502208333333,41.98125,113.4,NA,NA,175,6,"Low","Unburned",2019,447.830790083939
"51",2019-06-24,"MOOS",51,10.3624053030303,11.1142191191361,10.6645265151515,0.378262685256677,531.006010599623,113.888361742424,8.0603125,23.544849537037,0.868279246033175,-3.51207832985076,10.721500487324,-2.64379908381758,0.2418,NA,9.005,168.753145833333,41.98125,113.4,NA,NA,175,6,"Low","Burned",2019,649.04799823974
"52",2019-06-24,"POKE",52,11.9835416666667,11.7559152435959,8.3617803030303,0.372110152122654,284.2162963179,27.956865530303,4.57587121212121,26.5906994047619,2.77357024518039,-0.847329847373036,29.3541506979278,1.92624039780735,0.3321,NA,2.46,489.426510416667,8.14916666666667,25.5481666666667,NA,NA,175,6,"Low","Burned",2019,186.638980746445
"53",2019-06-24,"STRT",53,10.7214015151515,11.0285555300304,11.0029242424242,0.524814121143398,700.085320576694,47.2602840909091,6.31569128787879,14.8974479166667,2.78700075687942,-4.42215245987336,13.1511399320368,-1.63515170299394,0.1407,NA,4.195,340.904625,41.98125,113.4,NA,NA,175,6,"High","Burned",2019,1390.25985441769
"54",2019-06-24,"VAUL",54,10.5063920454546,11.0997856442422,10.6579375,0.566692188622831,159.186601273278,203.683011363636,8.7929071969697,39.15263671875,1.08705051338935,-4.27874900928167,11.3951961383738,-3.19169849589232,0.315,NA,48.61,255.201333333333,9.54583333333333,21.7541666666667,NA,NA,175,6,"High","Unburned",2019,85.4359035965856
"55",2019-06-25,"CARI",55,11.1495972222222,12.6182283911891,5.206625,0.220930555555556,179.976298611111,28.8437406517094,1.616484375,23.840625,0.0306402115850968,-13.7663748177926,64.235845454829,-13.7357346062075,NA,NA,NA,512.516930555556,8.89,26.289,NA,NA,176,6,"Low","Unburned",2019,351.279798854104
"56",2019-06-25,"FRCH",56,11.5754166666667,12.323969009674,6.40822727272727,1.01781274072981,242.679943491963,106.937566287879,12.1776704545455,19.6213194444444,1.86319128158929,-9.72326331101188,14.9824754188516,-7.86007202942259,NA,NA,NA,421.122083333333,41.6166666666667,113.4,NA,NA,176,6,"Low","Unburned",2019,447.830790083939
"57",2019-06-25,"MOOS",57,10.3345454545455,11.0531685656895,10.8946051136364,0.36751112093881,489.96441328794,114.45321969697,6.08719696969697,23.3876851851852,0.901615247237098,-2.88980385377534,9.19790418520716,-1.98818860653824,0.2402,NA,9.101,209.295895833333,41.6166666666667,113.4,NA,NA,176,6,"Low","Burned",2019,649.04799823974
"58",2019-06-25,"POKE",58,11.9882575757576,11.736956118654,8.39895170454545,0.360187553503798,271.629813852517,27.8082196969697,3.41185606060606,25.6963095238095,1.89162390578712,-0.114024149204205,23.4911579529342,1.77759975658291,0.3005,NA,2.415,476.110104166667,8.89,26.289,NA,NA,176,6,"Low","Burned",2019,186.638980746445
"59",2019-06-25,"STRT",59,10.8885606060606,11.1369952251774,10.5973077651515,0.515825332152762,661.575817704476,46.1640151515152,5.83395833333333,14.0252730082418,2.83868850154063,-4.25149998950341,14.5347328039938,-1.41281148796278,0.1437,NA,4.294,420.211125,41.6166666666667,113.4,NA,NA,176,6,"High","Burned",2019,1390.25985441769
"60",2019-06-25,"VAUL",60,10.6029450757576,11.1853037790797,10.3345369318182,0.558153984821459,151.53184950172,204.989034090909,8.01045454545455,42.4936505681818,0.980409549573593,-3.31479476585884,8.59494746302636,-2.33438521628525,0.2268,NA,21.9,235.676666666667,10.2,22.6,NA,NA,176,6,"High","Unburned",2019,85.4359035965856
"61",2019-06-26,"CARI",61,11.1070555555556,12.523066727046,5.52234027777778,0.217430555555556,172.917131944444,25.7337753739316,1.55778979700855,23.8114583333333,0.083888226139484,-12.7821725129604,61.2786087206388,-12.6982842868209,NA,NA,NA,579.823930555556,7.540625,23.5585,NA,NA,177,6,"Low","Unburned",2019,351.279798854104
"62",2019-06-26,"FRCH",62,11.6455681818182,12.2399292186536,6.69393465909091,0.934943195107162,198.764248551154,91.4924147727273,10.0877935606061,20.1829079861111,2.81467298355101,-9.10017897003865,15.4419754591102,-6.28550598648764,NA,NA,NA,522.360010416667,36.7291666666667,113.4,NA,NA,177,6,"Low","Unburned",2019,447.830790083939
"63",2019-06-26,"MOOS",63,10.2922632575758,10.9406228147591,11.3407566287879,0.356578010506759,448.229805890318,109.300946969697,5.4196875,23.1534490740741,1.38304992463241,-3.68102588441437,11.4554264276286,-2.29797595978196,0.2393,NA,8.765,201.9275,36.7291666666667,113.4,NA,NA,177,6,"Low","Burned",2019,649.04799823974
"64",2019-06-26,"POKE",64,11.8876988636364,11.6293366200646,8.82231807659933,0.354087377221713,265.18996258647,26.7919802188552,6.95445917508417,25.6999553571429,1.28137086964371,-0.0613252590887141,18.5389263445548,1.220045610555,0.2846,NA,2.399,633.512395833333,7.540625,23.5585,NA,NA,177,6,"Low","Burned",2019,186.638980746445
"65",2019-06-26,"STRT",65,10.867196969697,11.0939137897874,10.7790975378788,0.509510365674062,634.521425838919,45.3061100478469,5.5973418972332,12.7154939082656,2.75354605822001,-4.08000707306542,13.5699809175962,-1.32646101484541,0.138066666666667,0.282333333333333,NA,487.95075,36.7291666666667,113.4,NA,NA,177,6,"High","Burned",2019,1390.25985441769
"66",2019-06-26,"VAUL",66,10.3885227272727,10.9937514968853,11.0853541666667,0.542690513465421,137.668390920649,201.208901515152,6.09527462121212,35.6166145833333,0.878749261674073,-3.15989295239177,7.50754792526439,-2.2811436907177,0.2,NA,21.15,306.587666666667,9.99166666666667,22.6,NA,NA,177,6,"High","Unburned",2019,85.4359035965856
"67",2019-06-27,"CARI",67,11.3234548611111,12.787406959222,4.65117361111111,0.217052070196065,171.538465277778,24.3914887218045,1.57675814536341,23.7872353563916,0.0996745234615828,-9.28544380655915,43.6119995036661,-9.18576928309757,NA,NA,NA,375.639159722222,6.65691666666667,22.86,NA,NA,178,6,"Low","Unburned",2019,351.279798854104
"68",2019-06-27,"FRCH",68,11.6844225928674,12.235339548243,6.56179071969697,0.891750821514768,175.874982196414,79.396832239925,9.02604698672115,20.3864419475655,3.67495074790027,-10.4132058646916,18.9433863439324,-6.73825511679133,0.1954,0.950333333333333,6.717,323.897041666667,36,111.816666666667,NA,NA,178,6,"Low","Unburned",2019,447.830790083939
"69",2019-06-27,"MOOS",69,10.4190957192476,10.9799068994691,11.1755450708478,0.350793749590908,426.149734541115,107.549401874338,4.87915289256198,23.1869604086845,1.81866559361094,-3.79513834687114,12.3529419045376,-1.9764727532602,0.2664,1.16341666666667,6.68833333333333,178.9944375,36,111.816666666667,NA,NA,178,6,"Low","Burned",2019,649.04799823974
"70",2019-06-27,"POKE",70,12.1283806818182,11.9083284297874,7.77162878787879,0.351019343812903,261.951092442664,27.4487878787879,7.42717803030303,25.8966592261905,1.77607375784799,-0.19247187985704,24.5065052722302,1.58360187799095,0.3064,NA,2.496,255.11390625,6.65691666666667,22.86,NA,NA,178,6,"Low","Burned",2019,186.638980746445
"71",2019-06-27,"STRT",71,10.9981723484849,11.2907499970662,9.99155303030303,0.503980207168148,610.829284985554,45.7085037878788,5.44734848484848,11.9071954887218,3.3668067219243,-5.32055826514594,17.6348538185273,-1.95375154322164,NA,NA,NA,215.989125,36,111.816666666667,NA,NA,178,6,"High","Burned",2019,1390.25985441769
"72",2019-06-27,"VAUL",72,10.2522916666667,10.9722746661411,11.1553257575758,0.534477856429439,130.305501435008,198.937689393939,6.31983901515151,33.9916358506944,0.382381277296943,-1.93516566302132,5.34362391560432,-1.55278438572438,0.252,NA,20.64,131.136,6.8,22.6,NA,NA,178,6,"High","Unburned",2019,85.4359035965856
"73",2019-06-28,"CARI",73,10.922125,12.3298623017049,6.13565625,0.215041666666667,168.785458333333,23.1369708104396,1.71127403846154,23.546875,0.01566385221009,-14.3522417033627,66.3813845157789,-14.3365778511526,NA,NA,NA,476.445152777778,6.67279166666667,22.9287916666667,NA,NA,179,6,"Low","Unburned",2019,351.279798854104
"74",2019-06-28,"FRCH",74,11.5859848484849,12.0443792935074,7.33919696969697,0.875858771797276,167.453186202074,71.0902178030303,7.95287878787879,20.1971440972222,4.14825985794527,-9.21488712937844,15.7815894372912,-5.06662727143317,0.1759,NA,5.404,471.916552083333,16.7645833333333,111.4,NA,NA,179,6,"Low","Unburned",2019,447.830790083939
"75",2019-06-28,"MOOS",75,10.4307102272727,10.8461053415009,11.7271571969697,0.35036005609591,424.494210446929,104.99115530303,4.53751893939394,22.5776273148148,2.41532025300246,-4.03888813208537,11.4163451615778,-1.62356787908291,NA,NA,NA,213.614875,16.7645833333333,111.4,NA,NA,179,6,"Low","Burned",2019,649.04799823974
"76",2019-06-28,"POKE",76,11.5769933712121,11.4828995743416,9.38692803030303,0.340195294333861,250.524329424999,26.7355244755245,8.96788223140496,25.7712680577849,0.0485355260613697,-0.187039911836048,9.40694812194968,-0.138504385774678,0.299775,0.08525,2.518,533.88671875,6.67279166666667,22.9287916666667,NA,NA,179,6,"Low","Burned",2019,186.638980746445
"77",2019-06-28,"STRT",77,10.7572537878788,10.9875473371553,11.2264024621212,0.503277530262282,607.818897451381,44.7142329545455,5.51573863636364,12.2765974130037,3.75988872750979,-5.70825713894568,16.4128929934901,-1.94836841143589,NA,NA,NA,476.119875,16.7645833333333,111.4,NA,NA,179,6,"High","Burned",2019,1390.25985441769
"78",2019-06-28,"VAUL",78,10.2992140151515,10.9052554903689,11.4354111369733,0.52438590670234,121.257770571573,201.559030991736,5.51742045454546,32.8331321022727,1.24747280473941,-4.00854200756138,8.67631899877451,-2.76106920282197,0.251466666666667,0.81575,NA,249.839333333333,6.8,22.5104166666667,NA,NA,179,6,"High","Unburned",2019,85.4359035965856
"79",2019-06-29,"CARI",79,10.8005555555556,12.2016205707782,6.51159027777778,0.212347222222222,164.377326388889,22.8030979471917,1.97304746642247,22.9697916666667,0.093556159824361,-11.488353564552,53.0192240440627,-11.3947974047276,NA,NA,NA,493.332652777778,5.1435,22.5001666666667,NA,NA,180,6,"Low","Unburned",2019,351.279798854104
