"","X","datetimeAK","DO.obs","ODO.Psat","localDissolvedOxygenSat","temp.water","discharge","depth","turbidity","fDOM","solar.time","DO.sat.EXO","light"
"22",1266,2019-05-19 20:15:00,12.1386666666667,92.953,NA,4.1,312.548,0.28,2.353,NA,2019-05-19 18:26:40,13.0589294231135,574.261192855962
"23",1267,2019-05-19 20:30:00,12.175,92.913,NA,3.9725,309.462,0.28,2.508,NA,2019-05-19 18:41:40,13.1036561084025,514.70339417821
"24",1268,2019-05-19 20:45:00,12.2056666666667,92.855,NA,3.8535,311.512666666667,0.280666666666667,2.45566666666667,NA,2019-05-19 18:56:40,13.144867445659,455.92203513454
"25",1269,2019-05-19 21:00:00,12.2386666666667,92.801,NA,3.7325,307.969333333333,0.279333333333333,2.45266666666667,NA,2019-05-19 19:11:40,13.1880762779137,398.168811165325
"26",1270,2019-05-19 21:15:00,12.2693333333333,92.7426666666667,NA,3.61083333333333,313.618666666667,0.281333333333333,2.547,NA,2019-05-19 19:26:40,13.2294377273315,341.691015232345
"27",1271,2019-05-19 21:30:00,12.3106666666667,92.7443333333333,NA,3.48883333333333,308.096,0.279333333333333,2.90633333333333,NA,2019-05-19 19:41:40,13.2737669507212,286.73047899916
"28",1272,2019-05-19 21:45:00,12.3456666666667,92.7116666666667,NA,3.36633333333333,312.617333333333,0.280666666666667,3.00066666666667,NA,2019-05-19 19:56:40,13.3161953727506,233.522537276803
"29",1273,2019-05-19 22:00:00,12.3803333333333,92.688,NA,3.24866666666667,308,0.28,3.00966666666667,NA,2019-05-19 20:11:40,13.3569969503424,182.295020393472
"30",1274,2019-05-19 22:15:00,12.415,92.6486666666667,NA,3.1315,309.88,0.28,2.41,NA,2019-05-19 20:26:40,13.4000849085794,133.267278650579
"31",1275,2019-05-19 22:30:00,12.45,92.6096666666667,NA,3.01166666666667,307.085333333333,0.279333333333333,2.74133333333333,NA,2019-05-19 20:41:40,13.4435210147249,86.6492430535022
"32",1276,2019-05-19 22:45:00,12.4886666666667,92.5956666666667,NA,2.8905,304.572666666667,0.277333333333333,3.26933333333333,NA,2019-05-19 20:56:40,13.4873122212343,42.640526453888
"33",1277,2019-05-19 23:00:00,12.5293333333333,92.592,NA,2.76816666666667,302.996,0.277333333333333,2.88066666666667,NA,2019-05-19 21:11:40,13.5317666033063,1.42956882155915
"34",1278,2019-05-19 23:15:00,12.575,92.6183333333333,NA,2.64333333333333,305.468666666667,0.278,2.74733333333333,NA,2019-05-19 21:26:40,13.5772255313023,0
"35",1279,2019-05-19 23:30:00,12.617,92.618,NA,2.51883333333333,304.956,0.278,2.79233333333333,NA,2019-05-19 21:41:40,13.6226219525362,0
"36",1280,2019-05-19 23:45:00,12.6616666666667,92.6386666666667,NA,2.39916666666667,305.850666666667,0.277333333333333,2.79766666666667,NA,2019-05-19 21:56:40,13.6677989032657,0
"37",1281,2019-05-20 00:00:00,12.7006666666667,92.6323333333333,NA,2.28433333333333,304.981333333333,0.278666666666667,2.501,NA,2019-05-19 22:11:40,13.7108353094852,0
"38",1282,2019-05-20 00:15:00,12.737,92.635,NA,2.17883333333333,305.45,0.278666666666667,2.34966666666667,NA,2019-05-19 22:26:40,13.7496626545042,0
"39",1283,2019-05-20 00:30:00,12.7683333333333,92.6283333333333,NA,2.08533333333333,307.986,0.28,2.46133333333333,NA,2019-05-19 22:41:40,13.7844791910323,0
"40",1284,2019-05-20 00:45:00,12.7986666666667,92.6246666666667,NA,1.995,307.356,0.278666666666667,2.56866666666667,NA,2019-05-19 22:56:40,13.8177735232515,0
"41",1285,2019-05-20 01:00:00,12.832,92.633,NA,1.9055,300.832,0.277333333333333,2.66366666666667,NA,2019-05-19 23:11:40,13.8525147625576,0
"42",1286,2019-05-20 01:15:00,12.862,92.618,NA,1.81616666666667,303.738,0.276666666666667,2.823,NA,2019-05-19 23:26:40,13.8871493662139,0
"43",1287,2019-05-20 01:30:00,12.8963333333333,92.6453333333333,NA,1.73033333333333,302.229333333333,0.276666666666667,2.83233333333333,NA,2019-05-19 23:41:40,13.9201111047148,0
"44",1288,2019-05-20 01:45:00,12.9246666666667,92.6466666666667,NA,1.64766666666667,305.981333333333,0.279333333333333,2.77033333333333,NA,2019-05-19 23:56:40,13.9504929121393,0
"45",1289,2019-05-20 02:00:00,12.9553333333333,92.6693333333333,NA,1.57066666666667,302.09,0.278,2.87,NA,2019-05-20 00:11:40,13.980173232425,0
"46",1290,2019-05-20 02:15:00,12.983,92.6886666666667,NA,1.49916666666667,302.750666666667,0.276666666666667,2.88833333333333,NA,2019-05-20 00:26:40,14.0071062265793,0
"47",1291,2019-05-20 02:30:00,13.0063333333333,92.6943333333333,NA,1.43766666666667,298.464,0.276666666666667,2.763,NA,2019-05-20 00:41:40,14.0314222732062,0
"48",1292,2019-05-20 02:45:00,13.0293333333333,92.703,NA,1.376,293.829333333333,0.273333333333333,2.637,NA,2019-05-20 00:56:40,14.0549209123042,0
"49",1293,2019-05-20 03:00:00,13.052,92.6886666666667,NA,1.3105,295.857333333333,0.272666666666667,2.543,NA,2019-05-20 01:11:40,14.0815489847734,0
"50",1294,2019-05-20 03:15:00,13.0716666666667,92.6706666666667,NA,1.24783333333333,288.514,0.271333333333333,2.43433333333333,NA,2019-05-20 01:26:40,14.1055062371408,0
"51",1295,2019-05-20 03:30:00,13.0926666666667,92.6543333333333,NA,1.18733333333333,294.694,0.272666666666667,2.424,NA,2019-05-20 01:41:40,14.1306576774607,0
"52",1296,2019-05-20 03:45:00,13.1173333333333,92.6833333333333,NA,1.1305,289.912,0.271333333333333,2.40966666666667,NA,2019-05-20 01:56:40,14.1528502067973,0
"53",1297,2019-05-20 04:00:00,13.1383333333333,92.7,NA,1.07766666666667,290.460666666667,0.271333333333333,2.492,NA,2019-05-20 02:11:40,14.1729593671341,0
"54",1298,2019-05-20 04:15:00,13.1583333333333,92.7143333333333,NA,1.028,287.511333333333,0.271333333333333,2.53533333333333,NA,2019-05-20 02:26:40,14.1923399114844,0
