"","new","X","datetimeAK","temp.water","ODO.Psat","ODO.Ploc","DO.obs","discharge","Site","depth","light","DO.sat.EXO","solar.time","ODO.mgL.Calc"
"12008",5640,42621,2021-07-31 02:55:00,6.57563636363637,93.9985908628823,NA,11.2832026842602,538.619029407855,"POKE",0.39708553152044,131.19313919384,12.0035460992908,2021-07-31 01:08:57,NA
"12009",5641,42622,2021-07-31 03:00:00,6.54845454545455,94,94.3,11.29,547.221928296058,"POKE",0.398248722128763,142.555,12.0106382978723,2021-07-31 01:13:57,11.5417394449548
"12010",5642,42623,2021-07-31 03:05:00,6.51978787878788,93.9802960977848,NA,11.2964273196008,542.447880294465,"POKE",0.39674880308764,150.652667161215,12.0200591039425,2021-07-31 01:18:57,NA
"12011",5642,42624,2021-07-31 03:10:00,6.49112121212122,93.9625783725092,NA,11.303072569828,537.65781148395,"POKE",0.396160862395576,159.822366007846,12.0294799100127,2021-07-31 01:23:57,NA
"12012",5643,42625,2021-07-31 03:15:00,6.46245454545455,93.9454545454546,94.2090909090909,11.31,535.751396445121,"POKE",0.395029143492602,167.16,12.0389007160828,2021-07-31 01:28:57,11.5599999352449
"12013",5644,42626,2021-07-31 03:20:00,6.43354545454546,93.9304190394869,NA,11.3166122889267,533.844981406262,"POKE",0.395485336190959,180.076027370322,12.0479430403988,2021-07-31 01:33:57,NA
"12014",5644,42627,2021-07-31 03:25:00,6.40463636363636,93.9163059263917,NA,11.32362676717,533.836971001787,"POKE",0.395397750678405,191.159989886166,12.0569853647149,2021-07-31 01:38:57,NA
"12015",5645,42628,2021-07-31 03:30:00,6.37572727272727,93.9,94.2,11.33,534.798188925692,"POKE",0.395673490957254,191.205,12.0660276890309,2021-07-31 01:43:57,11.579658083545
"12016",5646,42629,2021-07-31 03:35:00,6.34748484848485,93.9337985702833,NA,11.3401621296613,535.751396445121,"POKE",0.394888266990654,224.862149351585,12.0723872536802,2021-07-31 01:48:57,NA
"12017",5646,42630,2021-07-31 03:40:00,6.31924242424242,93.9652560244384,NA,11.3496045217055,537.665821888455,"POKE",0.394466368815455,247.480346301159,12.0787468183294,2021-07-31 01:53:57,NA
"12018",5647,42631,2021-07-31 03:45:00,6.291,94,94.2,11.36,532.883763482358,"POKE",0.393869965662357,266.455,12.0851063829787,2021-07-31 01:58:57,11.6167775759063
"12019",5648,42632,2021-07-31 03:50:00,6.26454545454545,93.9977460289045,NA,11.3673983918099,530.969338039082,"POKE",0.393783142469136,296.523757432823,12.0934880722115,2021-07-31 02:03:57,NA
"12020",5648,42633,2021-07-31 03:55:00,6.23809090909091,93.9985218204912,NA,11.3756415200974,530.977348443499,"POKE",0.393521814298014,322.948971614913,12.1018697614443,2021-07-31 02:08:57,NA
