"","datetimeAK","temp.water.CDS","DO.obs.CDS","temp.water.CUS","DO.obs.CUS","Site"
"1",2022-05-27 18:30:00,2.901,12.169,2.911,12.295,"CRAW"
"2",2022-05-27 18:45:00,2.869,12.171,2.88,12.323,"CRAW"
"3",2022-05-27 19:00:00,2.89,12.149,2.869,12.309,"CRAW"
"4",2022-05-27 19:15:00,2.88,12.148,2.849,12.304,"CRAW"
"5",2022-05-27 19:30:00,2.838,12.172,2.838,12.302,"CRAW"
"6",2022-05-27 19:45:00,2.849,12.161,2.807,12.312,"CRAW"
"7",2022-05-27 20:00:00,2.817,12.157,2.775,12.325,"CRAW"
"8",2022-05-27 20:15:00,2.807,12.174,2.775,12.302,"CRAW"
"9",2022-05-27 20:30:00,2.765,12.183,2.755,12.307,"CRAW"
"10",2022-05-27 20:45:00,2.744,12.18,2.723,12.302,"CRAW"
"11",2022-05-27 21:00:00,2.692,12.19,2.713,12.295,"CRAW"
"12",2022-05-27 21:15:00,2.661,12.185,2.639,12.321,"CRAW"
"13",2022-05-27 21:30:00,2.608,12.204,2.545,12.339,"CRAW"
"14",2022-05-27 21:45:00,2.525,12.219,2.493,12.354,"CRAW"
"15",2022-05-27 22:00:00,2.472,12.234,2.419,12.367,"CRAW"
"16",2022-05-27 22:15:00,2.409,12.265,2.387,12.38,"CRAW"
"17",2022-05-27 22:30:00,2.367,12.277,2.345,12.4,"CRAW"
"18",2022-05-27 22:45:00,2.283,12.285,2.282,12.409,"CRAW"
"19",2022-05-27 23:00:00,2.23,12.31,2.218,12.421,"CRAW"
"20",2022-05-27 23:15:00,2.167,12.32,2.155,12.44,"CRAW"
"21",2022-05-27 23:30:00,2.124,12.337,2.102,12.46,"CRAW"
"22",2022-05-27 23:45:00,2.05,12.36,2.017,12.496,"CRAW"
"23",2022-05-28 00:00:00,1.966,12.38,1.985,12.492,"CRAW"
"24",2022-05-28 00:15:00,1.891,12.405,1.868,12.536,"CRAW"
"25",2022-05-28 00:30:00,1.827,12.406,1.804,12.546,"CRAW"
"26",2022-05-28 00:45:00,1.753,12.436,1.73,12.554,"CRAW"
"27",2022-05-28 01:00:00,1.646,12.459,1.644,12.571,"CRAW"
"28",2022-05-28 01:15:00,1.593,12.46,1.569,12.583,"CRAW"
"29",2022-05-28 01:30:00,1.529,12.469,1.483,12.607,"CRAW"
"30",2022-05-28 01:45:00,1.432,12.513,1.43,12.627,"CRAW"
"31",2022-05-28 02:00:00,1.389,12.522,1.354,12.66,"CRAW"
"32",2022-05-28 02:15:00,1.303,12.557,1.322,12.679,"CRAW"
"33",2022-05-28 02:30:00,1.239,12.596,1.246,12.708,"CRAW"
"34",2022-05-28 02:45:00,1.206,12.614,1.182,12.743,"CRAW"
"35",2022-05-28 03:00:00,1.131,12.654,1.117,12.761,"CRAW"
"36",2022-05-28 03:15:00,1.066,12.684,1.03,12.804,"CRAW"
"37",2022-05-28 03:30:00,0.969,12.745,0.965,12.843,"CRAW"
"38",2022-05-28 03:45:00,0.903,12.755,0.889,12.865,"CRAW"
"39",2022-05-28 04:00:00,0.849,12.765,0.824,12.896,"CRAW"
"40",2022-05-28 04:15:00,0.784,12.798,0.747,12.917,"CRAW"
"41",2022-05-28 04:30:00,0.73,12.808,0.682,12.933,"CRAW"
"42",2022-05-28 04:45:00,0.664,12.828,0.627,12.957,"CRAW"
"43",2022-05-28 05:00:00,0.61,12.844,0.594,12.959,"CRAW"
"44",2022-05-28 05:15:00,0.588,12.854,0.562,12.973,"CRAW"
"45",2022-05-28 05:30:00,0.544,12.874,0.518,12.999,"CRAW"
"46",2022-05-28 05:45:00,0.533,12.853,0.496,12.997,"CRAW"
"47",2022-05-28 06:00:00,0.5,12.873,0.474,13.002,"CRAW"
"48",2022-05-28 06:15:00,0.489,12.86,0.463,13.003,"CRAW"
"49",2022-05-28 06:30:00,0.468,12.885,0.43,13.008,"CRAW"
"50",2022-05-28 06:45:00,0.446,12.878,0.43,13.021,"CRAW"
"51",2022-05-28 07:00:00,0.446,12.883,0.397,13.04,"CRAW"
"52",2022-05-28 07:15:00,0.424,12.89,0.408,13.024,"CRAW"
"53",2022-05-28 07:30:00,0.413,12.888,0.386,13.034,"CRAW"
"54",2022-05-28 07:45:00,0.435,12.868,0.408,13.016,"CRAW"
"55",2022-05-28 08:00:00,0.457,12.857,0.43,12.999,"CRAW"
"56",2022-05-28 08:15:00,0.457,12.861,0.474,12.967,"CRAW"
"57",2022-05-28 08:30:00,0.511,12.85,0.485,12.992,"CRAW"
"58",2022-05-28 08:45:00,0.533,12.87,0.507,13.015,"CRAW"
"59",2022-05-28 09:00:00,0.577,12.856,0.54,13.013,"CRAW"
"60",2022-05-28 09:15:00,0.621,12.833,0.616,12.979,"CRAW"
"61",2022-05-28 09:30:00,0.697,12.793,0.671,12.965,"CRAW"
"62",2022-05-28 09:45:00,0.74,12.806,0.758,12.908,"CRAW"
"63",2022-05-28 10:00:00,0.86,12.813,0.835,12.943,"CRAW"
"64",2022-05-28 10:15:00,0.958,12.792,0.867,12.948,"CRAW"
"65",2022-05-28 10:30:00,1.001,12.772,0.987,12.909,"CRAW"
"66",2022-05-28 10:45:00,1.066,12.765,1.106,12.877,"CRAW"
"67",2022-05-28 11:00:00,1.249,12.719,1.203,12.876,"CRAW"
"68",2022-05-28 11:15:00,1.357,12.692,1.333,12.832,"CRAW"
"69",2022-05-28 11:30:00,1.486,12.647,1.419,12.798,"CRAW"
"70",2022-05-28 11:45:00,1.614,12.622,1.548,12.783,"CRAW"
"71",2022-05-28 12:00:00,1.742,12.603,1.73,12.747,"CRAW"
"72",2022-05-28 12:15:00,1.881,12.56,1.804,12.746,"CRAW"
"73",2022-05-28 12:30:00,2.04,12.531,1.975,12.694,"CRAW"
"74",2022-05-28 12:45:00,2.135,12.504,2.07,12.676,"CRAW"
"75",2022-05-28 13:00:00,2.262,12.479,2.218,12.626,"CRAW"
"76",2022-05-28 13:15:00,2.399,12.427,2.324,12.627,"CRAW"
"77",2022-05-28 13:30:00,2.504,12.392,2.408,12.597,"CRAW"
"78",2022-05-28 13:45:00,2.608,12.378,2.535,12.557,"CRAW"
"79",2022-05-28 14:00:00,2.703,12.347,2.598,12.555,"CRAW"
"80",2022-05-28 14:15:00,2.807,12.309,2.671,12.519,"CRAW"
"81",2022-05-28 14:30:00,2.849,12.289,2.765,12.493,"CRAW"
"82",2022-05-28 14:45:00,2.922,12.259,2.817,12.464,"CRAW"
"83",2022-05-28 15:00:00,2.963,12.245,2.88,12.452,"CRAW"
"84",2022-05-28 15:15:00,3.025,12.213,2.89,12.436,"CRAW"
"85",2022-05-28 15:30:00,3.067,12.203,3.026,12.386,"CRAW"
"86",2022-05-28 15:45:00,3.15,12.18,3.088,12.369,"CRAW"
"87",2022-05-28 16:00:00,3.171,12.126,3.067,12.341,"CRAW"
"88",2022-05-28 16:15:00,3.222,12.114,3.181,12.306,"CRAW"
"89",2022-05-28 16:30:00,3.305,12.084,3.264,12.265,"CRAW"
"90",2022-05-28 16:45:00,3.398,12.06,3.326,12.262,"CRAW"
"91",2022-05-28 17:00:00,3.429,12.042,3.388,12.206,"CRAW"
"92",2022-05-28 17:15:00,3.439,12.024,3.388,12.191,"CRAW"
"93",2022-05-28 17:30:00,3.439,12.012,3.388,12.167,"CRAW"
"94",2022-05-28 17:45:00,3.408,12,3.367,12.161,"CRAW"
"95",2022-05-28 18:00:00,3.377,11.993,3.357,12.139,"CRAW"
"96",2022-05-28 18:15:00,3.387,11.983,3.398,12.121,"CRAW"
"97",2022-05-28 18:30:00,3.377,11.98,3.367,12.108,"CRAW"
"98",2022-05-28 18:45:00,3.439,11.964,3.44,12.105,"CRAW"
"99",2022-05-28 19:00:00,3.48,11.932,3.46,12.085,"CRAW"
"100",2022-05-28 19:15:00,3.49,11.924,3.471,12.071,"CRAW"
"101",2022-05-28 19:30:00,3.49,11.898,3.46,12.039,"CRAW"
"102",2022-05-28 19:45:00,3.47,11.89,3.419,12.034,"CRAW"
"103",2022-05-28 20:00:00,3.429,11.886,3.419,12.033,"CRAW"
"104",2022-05-28 20:15:00,3.418,11.875,3.378,12.023,"CRAW"
"105",2022-05-28 20:30:00,3.398,11.878,3.347,12.025,"CRAW"
"106",2022-05-28 20:45:00,3.336,11.88,3.316,12.02,"CRAW"
"107",2022-05-28 21:00:00,3.326,11.921,3.347,12.072,"CRAW"
"108",2022-05-28 21:15:00,3.367,11.966,3.316,12.069,"CRAW"
"109",2022-05-28 21:30:00,3.315,11.956,3.243,12.094,"CRAW"
"110",2022-05-28 21:45:00,3.243,11.988,3.171,12.13,"CRAW"
"111",2022-05-28 22:00:00,3.119,12.017,3.015,12.187,"CRAW"
"112",2022-05-28 22:15:00,2.932,12.077,2.723,12.267,"CRAW"
"113",2022-05-28 22:30:00,2.619,12.175,2.356,12.384,"CRAW"
"114",2022-05-28 22:45:00,2.272,12.279,2.028,12.485,"CRAW"
"115",2022-05-28 23:00:00,1.966,12.372,1.772,12.555,"CRAW"
"116",2022-05-28 23:15:00,1.764,12.435,1.633,12.596,"CRAW"
"117",2022-05-28 23:30:00,1.625,12.472,1.569,12.601,"CRAW"
"118",2022-05-28 23:45:00,1.55,12.502,1.548,12.584,"CRAW"
"119",2022-05-29 00:00:00,1.55,12.473,1.58,12.571,"CRAW"
"120",2022-05-29 00:15:00,1.614,12.442,1.655,12.533,"CRAW"
"121",2022-05-29 00:30:00,1.668,12.439,1.719,12.525,"CRAW"
"122",2022-05-29 00:45:00,1.71,12.407,1.772,12.501,"CRAW"
"123",2022-05-29 01:00:00,1.732,12.403,1.772,12.511,"CRAW"
"124",2022-05-29 01:15:00,1.774,12.4,1.783,12.497,"CRAW"
"125",2022-05-29 01:30:00,1.742,12.414,1.762,12.507,"CRAW"
"126",2022-05-29 01:45:00,1.732,12.429,1.73,12.522,"CRAW"
"127",2022-05-29 02:00:00,1.721,12.427,1.676,12.532,"CRAW"
"128",2022-05-29 02:15:00,1.636,12.443,1.601,12.575,"CRAW"
"129",2022-05-29 02:30:00,1.593,12.452,1.537,12.594,"CRAW"
"130",2022-05-29 02:45:00,1.539,12.469,1.505,12.596,"CRAW"
"131",2022-05-29 03:00:00,1.475,12.5,1.451,12.618,"CRAW"
"132",2022-05-29 03:15:00,1.432,12.509,1.397,12.64,"CRAW"
"133",2022-05-29 03:30:00,1.378,12.547,1.344,12.647,"CRAW"
"134",2022-05-29 03:45:00,1.335,12.566,1.3,12.67,"CRAW"
"135",2022-05-29 04:00:00,1.271,12.576,1.246,12.698,"CRAW"
"136",2022-05-29 04:15:00,1.228,12.606,1.203,12.709,"CRAW"
"137",2022-05-29 04:30:00,1.217,12.595,1.149,12.738,"CRAW"
"138",2022-05-29 04:45:00,1.163,12.624,1.128,12.74,"CRAW"
"139",2022-05-29 05:00:00,1.109,12.643,1.084,12.757,"CRAW"
"140",2022-05-29 05:15:00,1.088,12.669,1.052,12.771,"CRAW"
"141",2022-05-29 05:30:00,1.066,12.678,1.041,12.784,"CRAW"
"142",2022-05-29 05:45:00,1.066,12.665,1.019,12.782,"CRAW"
"143",2022-05-29 06:00:00,1.023,12.674,0.976,12.799,"CRAW"
"144",2022-05-29 06:15:00,1.023,12.659,0.998,12.78,"CRAW"
"145",2022-05-29 06:30:00,1.023,12.679,1.008,12.784,"CRAW"
"146",2022-05-29 06:45:00,1.012,12.679,1.008,12.786,"CRAW"
"147",2022-05-29 07:00:00,1.012,12.68,0.965,12.817,"CRAW"
"148",2022-05-29 07:15:00,1.012,12.67,0.965,12.8,"CRAW"
"149",2022-05-29 07:30:00,1.001,12.679,0.965,12.798,"CRAW"
"150",2022-05-29 07:45:00,1.012,12.688,0.987,12.804,"CRAW"
"151",2022-05-29 08:00:00,1.001,12.687,0.987,12.8,"CRAW"
"152",2022-05-29 08:15:00,1.001,12.699,0.954,12.828,"CRAW"
"153",2022-05-29 08:30:00,1.012,12.705,0.976,12.842,"CRAW"
"154",2022-05-29 08:45:00,1.033,12.699,0.987,12.825,"CRAW"
"155",2022-05-29 09:00:00,1.066,12.692,1.019,12.827,"CRAW"
"156",2022-05-29 09:15:00,1.088,12.7,1.074,12.826,"CRAW"
"157",2022-05-29 09:30:00,1.12,12.732,1.106,12.837,"CRAW"
"158",2022-05-29 09:45:00,1.163,12.729,1.149,12.84,"CRAW"
"159",2022-05-29 10:00:00,1.239,12.706,1.225,12.818,"CRAW"
"160",2022-05-29 10:15:00,1.303,12.69,1.29,12.827,"CRAW"
"161",2022-05-29 10:30:00,1.4,12.673,1.365,12.814,"CRAW"
"162",2022-05-29 10:45:00,1.486,12.65,1.451,12.798,"CRAW"
"163",2022-05-29 11:00:00,1.603,12.632,1.591,12.758,"CRAW"
"164",2022-05-29 11:15:00,1.732,12.581,1.698,12.745,"CRAW"
"165",2022-05-29 11:30:00,1.881,12.543,1.804,12.712,"CRAW"
"166",2022-05-29 11:45:00,2.029,12.512,1.922,12.679,"CRAW"
"167",2022-05-29 12:00:00,2.146,12.492,2.07,12.663,"CRAW"
"168",2022-05-29 12:15:00,2.283,12.468,2.208,12.623,"CRAW"
"169",2022-05-29 12:30:00,2.42,12.428,2.313,12.62,"CRAW"
"170",2022-05-29 12:45:00,2.546,12.376,2.461,12.567,"CRAW"
"171",2022-05-29 13:00:00,2.671,12.346,2.587,12.532,"CRAW"
"172",2022-05-29 13:15:00,2.744,12.333,2.65,12.494,"CRAW"
"173",2022-05-29 13:30:00,2.859,12.284,2.765,12.467,"CRAW"
"174",2022-05-29 13:45:00,2.974,12.254,2.88,12.446,"CRAW"
"175",2022-05-29 14:00:00,3.119,12.223,2.994,12.425,"CRAW"
"176",2022-05-29 14:15:00,3.243,12.177,3.098,12.387,"CRAW"
"177",2022-05-29 14:30:00,3.295,12.178,3.192,12.371,"CRAW"
"178",2022-05-29 14:45:00,3.377,12.134,3.285,12.341,"CRAW"
"179",2022-05-29 15:00:00,3.47,12.111,3.367,12.309,"CRAW"
"180",2022-05-29 15:15:00,3.542,12.087,3.45,12.281,"CRAW"
"181",2022-05-29 15:30:00,3.593,12.061,3.512,12.234,"CRAW"
"182",2022-05-29 15:45:00,3.614,12.008,3.471,12.204,"CRAW"
"183",2022-05-29 16:00:00,3.562,12.026,3.481,12.207,"CRAW"
"184",2022-05-29 16:15:00,3.614,12.003,3.522,12.173,"CRAW"
"185",2022-05-29 16:30:00,3.542,11.985,3.429,12.173,"CRAW"
"186",2022-05-29 16:45:00,3.46,12.019,3.46,12.168,"CRAW"
"187",2022-05-29 17:00:00,3.562,12.005,3.543,12.133,"CRAW"
"188",2022-05-29 17:15:00,3.665,11.985,3.676,12.101,"CRAW"
"189",2022-05-29 17:30:00,3.757,11.954,3.717,12.106,"CRAW"
"190",2022-05-29 17:45:00,3.777,11.917,3.717,12.061,"CRAW"
"191",2022-05-29 18:00:00,3.818,11.917,3.748,12.072,"CRAW"
"192",2022-05-29 18:15:00,3.829,11.907,3.799,12.033,"CRAW"
"193",2022-05-29 18:30:00,3.839,11.881,3.799,12.023,"CRAW"
"194",2022-05-29 18:45:00,3.849,11.899,3.84,12.022,"CRAW"
"195",2022-05-29 19:00:00,3.88,11.875,3.86,12.011,"CRAW"
"196",2022-05-29 19:15:00,3.92,11.857,3.901,11.987,"CRAW"
"197",2022-05-29 19:30:00,3.931,11.846,3.922,11.963,"CRAW"
"198",2022-05-29 19:45:00,3.982,11.823,3.983,11.961,"CRAW"
"199",2022-05-29 20:00:00,4.012,11.81,3.993,11.951,"CRAW"
"200",2022-05-29 20:15:00,4.043,11.793,3.993,11.938,"CRAW"
"201",2022-05-29 20:30:00,4.022,11.792,3.942,11.926,"CRAW"
"202",2022-05-29 20:45:00,3.961,11.789,3.911,11.919,"CRAW"
"203",2022-05-29 21:00:00,3.91,11.796,3.85,11.917,"CRAW"
"204",2022-05-29 21:15:00,3.859,11.814,3.819,11.929,"CRAW"
"205",2022-05-29 21:30:00,3.798,11.821,3.758,11.949,"CRAW"
"206",2022-05-29 21:45:00,3.777,11.842,3.748,11.956,"CRAW"
"207",2022-05-29 22:00:00,3.737,11.851,3.697,11.976,"CRAW"
"208",2022-05-29 22:15:00,3.696,11.849,3.666,11.966,"CRAW"
"209",2022-05-29 22:30:00,3.624,11.879,3.594,11.984,"CRAW"
"210",2022-05-29 22:45:00,3.573,11.908,3.543,12.008,"CRAW"
"211",2022-05-29 23:00:00,3.531,11.911,3.501,12.023,"CRAW"
"212",2022-05-29 23:15:00,3.449,11.953,3.409,12.054,"CRAW"
"213",2022-05-29 23:30:00,3.367,11.96,3.347,12.074,"CRAW"
"214",2022-05-29 23:45:00,3.295,11.982,3.264,12.101,"CRAW"
"215",2022-05-30 00:00:00,3.222,12.006,3.161,12.126,"CRAW"
"216",2022-05-30 00:15:00,3.129,12.039,3.078,12.157,"CRAW"
"217",2022-05-30 00:30:00,3.067,12.066,3.005,12.18,"CRAW"
"218",2022-05-30 00:45:00,2.963,12.098,2.942,12.195,"CRAW"
"219",2022-05-30 01:00:00,2.89,12.126,2.859,12.239,"CRAW"
"220",2022-05-30 01:15:00,2.817,12.15,2.775,12.265,"CRAW"
"221",2022-05-30 01:30:00,2.734,12.172,2.734,12.272,"CRAW"
"222",2022-05-30 01:45:00,2.671,12.181,2.618,12.31,"CRAW"
"223",2022-05-30 02:00:00,2.556,12.219,2.545,12.321,"CRAW"
"224",2022-05-30 02:15:00,2.493,12.251,2.461,12.34,"CRAW"
"225",2022-05-30 02:30:00,2.409,12.257,2.356,12.389,"CRAW"
"226",2022-05-30 02:45:00,2.335,12.279,2.282,12.41,"CRAW"
"227",2022-05-30 03:00:00,2.23,12.327,2.208,12.442,"CRAW"
"228",2022-05-30 03:15:00,2.146,12.367,2.134,12.469,"CRAW"
"229",2022-05-30 03:30:00,2.082,12.362,2.06,12.487,"CRAW"
"230",2022-05-30 03:45:00,2.019,12.397,1.985,12.502,"CRAW"
"231",2022-05-30 04:00:00,1.955,12.419,1.922,12.52,"CRAW"
"232",2022-05-30 04:15:00,1.87,12.454,1.858,12.549,"CRAW"
"233",2022-05-30 04:30:00,1.838,12.461,1.794,12.577,"CRAW"
"234",2022-05-30 04:45:00,1.753,12.504,1.73,12.607,"CRAW"
"235",2022-05-30 05:00:00,1.721,12.502,1.676,12.623,"CRAW"
"236",2022-05-30 05:15:00,1.625,12.548,1.623,12.642,"CRAW"
"237",2022-05-30 05:30:00,1.593,12.543,1.569,12.665,"CRAW"
"238",2022-05-30 05:45:00,1.539,12.564,1.494,12.691,"CRAW"
"239",2022-05-30 06:00:00,1.496,12.583,1.451,12.706,"CRAW"
"240",2022-05-30 06:15:00,1.443,12.613,1.408,12.739,"CRAW"
"241",2022-05-30 06:30:00,1.378,12.639,1.354,12.758,"CRAW"
"242",2022-05-30 06:45:00,1.346,12.644,1.311,12.769,"CRAW"
"243",2022-05-30 07:00:00,1.314,12.671,1.3,12.779,"CRAW"
"244",2022-05-30 07:15:00,1.314,12.65,1.3,12.775,"CRAW"
"245",2022-05-30 07:30:00,1.303,12.649,1.268,12.781,"CRAW"
"246",2022-05-30 07:45:00,1.292,12.641,1.246,12.79,"CRAW"
"247",2022-05-30 08:00:00,1.292,12.63,1.279,12.752,"CRAW"
"248",2022-05-30 08:15:00,1.314,12.64,1.257,12.764,"CRAW"
"249",2022-05-30 08:30:00,1.292,12.674,1.246,12.811,"CRAW"
"250",2022-05-30 08:45:00,1.325,12.685,1.279,12.822,"CRAW"
"251",2022-05-30 09:00:00,1.335,12.693,1.3,12.833,"CRAW"
"252",2022-05-30 09:15:00,1.357,12.698,1.344,12.824,"CRAW"
"253",2022-05-30 09:30:00,1.4,12.696,1.397,12.805,"CRAW"
"254",2022-05-30 09:45:00,1.464,12.66,1.44,12.802,"CRAW"
"255",2022-05-30 10:00:00,1.507,12.663,1.494,12.802,"CRAW"
"256",2022-05-30 10:15:00,1.582,12.658,1.569,12.768,"CRAW"
"257",2022-05-30 10:30:00,1.668,12.623,1.633,12.776,"CRAW"
"258",2022-05-30 10:45:00,1.785,12.604,1.762,12.742,"CRAW"
"259",2022-05-30 11:00:00,1.891,12.576,1.826,12.741,"CRAW"
"260",2022-05-30 11:15:00,2.019,12.559,1.964,12.703,"CRAW"
"261",2022-05-30 11:30:00,2.124,12.526,2.049,12.685,"CRAW"
"262",2022-05-30 11:45:00,2.241,12.494,2.155,12.652,"CRAW"
"263",2022-05-30 12:00:00,2.325,12.488,2.292,12.631,"CRAW"
"264",2022-05-30 12:15:00,2.493,12.447,2.408,12.627,"CRAW"
"265",2022-05-30 12:30:00,2.629,12.415,2.545,12.588,"CRAW"
"266",2022-05-30 12:45:00,2.734,12.392,2.639,12.58,"CRAW"
"267",2022-05-30 13:00:00,2.859,12.357,2.765,12.538,"CRAW"
"268",2022-05-30 13:15:00,2.963,12.336,2.88,12.524,"CRAW"
"269",2022-05-30 13:30:00,3.098,12.293,3.005,12.485,"CRAW"
"270",2022-05-30 13:45:00,3.233,12.271,3.098,12.464,"CRAW"
"271",2022-05-30 14:00:00,3.346,12.235,3.202,12.444,"CRAW"
"272",2022-05-30 14:15:00,3.429,12.207,3.295,12.418,"CRAW"
"273",2022-05-30 14:30:00,3.48,12.179,3.357,12.408,"CRAW"
"274",2022-05-30 14:45:00,3.542,12.148,3.419,12.353,"CRAW"
"275",2022-05-30 15:00:00,3.583,12.133,3.501,12.349,"CRAW"
"276",2022-05-30 15:15:00,3.634,12.111,3.553,12.31,"CRAW"
"277",2022-05-30 15:30:00,3.706,12.093,3.625,12.277,"CRAW"
"278",2022-05-30 15:45:00,3.737,12.079,3.656,12.255,"CRAW"
"279",2022-05-30 16:00:00,3.767,12.046,3.707,12.234,"CRAW"
"280",2022-05-30 16:15:00,3.818,12.028,3.768,12.199,"CRAW"
"281",2022-05-30 16:30:00,3.859,12.022,3.799,12.183,"CRAW"
"282",2022-05-30 16:45:00,3.89,11.979,3.86,12.153,"CRAW"
"283",2022-05-30 17:00:00,3.961,11.954,3.911,12.132,"CRAW"
"284",2022-05-30 17:15:00,3.992,11.929,3.891,12.115,"CRAW"
"285",2022-05-30 17:30:00,3.982,11.933,3.932,12.088,"CRAW"
"286",2022-05-30 17:45:00,4.012,11.908,3.952,12.056,"CRAW"
"287",2022-05-30 18:00:00,4.073,11.866,4.034,12.046,"CRAW"
"288",2022-05-30 18:15:00,4.114,11.855,4.064,12.032,"CRAW"
"289",2022-05-30 18:30:00,4.104,11.852,4.085,12.002,"CRAW"
"290",2022-05-30 18:45:00,4.134,11.854,4.105,11.986,"CRAW"
"291",2022-05-30 19:00:00,4.154,11.831,4.136,11.987,"CRAW"
"292",2022-05-30 19:15:00,4.175,11.83,4.186,11.959,"CRAW"
"293",2022-05-30 19:30:00,4.256,11.803,4.257,11.938,"CRAW"
"294",2022-05-30 19:45:00,4.276,11.772,4.278,11.919,"CRAW"
"295",2022-05-30 20:00:00,4.276,11.766,4.257,11.915,"CRAW"
"296",2022-05-30 20:15:00,4.276,11.755,4.257,11.882,"CRAW"
"297",2022-05-30 20:30:00,4.246,11.741,4.247,11.885,"CRAW"
"298",2022-05-30 20:45:00,4.235,11.742,4.196,11.887,"CRAW"
"299",2022-05-30 21:00:00,4.205,11.744,4.186,11.888,"CRAW"
"300",2022-05-30 21:15:00,4.185,11.75,4.186,11.876,"CRAW"
"301",2022-05-30 21:30:00,4.154,11.765,4.196,11.87,"CRAW"
"302",2022-05-30 21:45:00,4.154,11.76,4.156,11.878,"CRAW"
"303",2022-05-30 22:00:00,4.114,11.782,4.125,11.9,"CRAW"
"304",2022-05-30 22:15:00,4.093,11.784,4.095,11.903,"CRAW"
"305",2022-05-30 22:30:00,4.063,11.789,4.064,11.91,"CRAW"
"306",2022-05-30 22:45:00,4.043,11.799,4.003,11.924,"CRAW"
"307",2022-05-30 23:00:00,3.971,11.83,3.983,11.934,"CRAW"
"308",2022-05-30 23:15:00,3.931,11.846,3.901,11.955,"CRAW"
"309",2022-05-30 23:30:00,3.88,11.839,3.871,11.953,"CRAW"
"310",2022-05-30 23:45:00,3.829,11.853,3.819,11.984,"CRAW"
"311",2022-05-31 00:00:00,3.767,11.88,3.748,12,"CRAW"
"312",2022-05-31 00:15:00,3.696,11.903,3.686,12.013,"CRAW"
"313",2022-05-31 00:30:00,3.634,11.907,3.625,12.03,"CRAW"
"314",2022-05-31 00:45:00,3.583,11.902,3.563,12.034,"CRAW"
"315",2022-05-31 01:00:00,3.511,11.923,3.491,12.044,"CRAW"
"316",2022-05-31 01:15:00,3.439,11.969,3.429,12.068,"CRAW"
"317",2022-05-31 01:30:00,3.377,11.997,3.378,12.104,"CRAW"
"318",2022-05-31 01:45:00,3.326,12.004,3.326,12.115,"CRAW"
"319",2022-05-31 02:00:00,3.295,12.011,3.274,12.146,"CRAW"
"320",2022-05-31 02:15:00,3.243,12.013,3.202,12.159,"CRAW"
"321",2022-05-31 02:30:00,3.171,12.034,3.171,12.138,"CRAW"
"322",2022-05-31 02:45:00,3.108,12.04,3.098,12.164,"CRAW"
"323",2022-05-31 03:00:00,3.015,12.079,3.015,12.168,"CRAW"
"324",2022-05-31 03:15:00,2.984,12.114,2.974,12.215,"CRAW"
"325",2022-05-31 03:30:00,2.953,12.12,2.932,12.235,"CRAW"
"326",2022-05-31 03:45:00,2.869,12.152,2.869,12.255,"CRAW"
"327",2022-05-31 04:00:00,2.817,12.151,2.807,12.273,"CRAW"
"328",2022-05-31 04:15:00,2.755,12.181,2.713,12.298,"CRAW"
"329",2022-05-31 04:30:00,2.692,12.185,2.66,12.299,"CRAW"
"330",2022-05-31 04:45:00,2.629,12.215,2.587,12.341,"CRAW"
"331",2022-05-31 05:00:00,2.556,12.251,2.535,12.368,"CRAW"
"332",2022-05-31 05:15:00,2.493,12.258,2.482,12.378,"CRAW"
"333",2022-05-31 05:30:00,2.462,12.26,2.419,12.397,"CRAW"
"334",2022-05-31 05:45:00,2.388,12.298,2.366,12.412,"CRAW"
"335",2022-05-31 06:00:00,2.346,12.323,2.324,12.444,"CRAW"
"336",2022-05-31 06:15:00,2.304,12.333,2.292,12.444,"CRAW"
"337",2022-05-31 06:30:00,2.304,12.347,2.282,12.469,"CRAW"
"338",2022-05-31 06:45:00,2.262,12.362,2.25,12.491,"CRAW"
"339",2022-05-31 07:00:00,2.251,12.357,2.24,12.492,"CRAW"
"340",2022-05-31 07:15:00,2.262,12.352,2.218,12.495,"CRAW"
"341",2022-05-31 07:30:00,2.251,12.364,2.25,12.483,"CRAW"
"342",2022-05-31 07:45:00,2.23,12.361,2.208,12.484,"CRAW"
"343",2022-05-31 08:00:00,2.22,12.369,2.166,12.512,"CRAW"
"344",2022-05-31 08:15:00,2.22,12.395,2.208,12.502,"CRAW"
"345",2022-05-31 08:30:00,2.241,12.386,2.187,12.524,"CRAW"
"346",2022-05-31 08:45:00,2.23,12.42,2.187,12.558,"CRAW"
"347",2022-05-31 09:00:00,2.272,12.414,2.218,12.558,"CRAW"
"348",2022-05-31 09:15:00,2.262,12.439,2.208,12.572,"CRAW"
"349",2022-05-31 09:30:00,2.251,12.447,2.208,12.576,"CRAW"
"350",2022-05-31 09:45:00,2.272,12.442,2.24,12.576,"CRAW"
"351",2022-05-31 10:00:00,2.304,12.439,2.271,12.569,"CRAW"
"352",2022-05-31 10:15:00,2.346,12.424,2.282,12.578,"CRAW"
"353",2022-05-31 10:30:00,2.388,12.428,2.345,12.555,"CRAW"
"354",2022-05-31 10:45:00,2.409,12.443,2.356,12.574,"CRAW"
"355",2022-05-31 11:00:00,2.43,12.453,2.366,12.584,"CRAW"
"356",2022-05-31 11:15:00,2.504,12.432,2.429,12.583,"CRAW"
"357",2022-05-31 11:30:00,2.587,12.412,2.493,12.576,"CRAW"
