"","date","site","DO.obs","DO.sat","temp.water","depth","discharge","fDOM.QSU.int","Turbidity.FNU.mn.adj","nitrateuM.adj.mn","GPP_daily_mean","ER_mean","K600_daily_mean","burn","PF"
"1",2019-06-16,"CARI",10.8512222222222,12.4134337073336,5.88510416666667,0.2195,177.052548611111,23.7569067651099,1.66531688797314,25.1364583333333,0.06419111062988,-13.3669686392087,56.637758999609,"Unburned","Low"
"2",2019-06-16,"FRCH",11.6666666666667,12.2272055970713,6.72264678030303,0.951392994564076,207.481617149709,76.8111268939394,9.24907196969697,21.0459027777778,6.53324092992888,-13.1359983889425,16.8647149069068,"Unburned","Low"
"3",2019-06-16,"MOOS",10.0957670454545,11.1235583083716,10.621334280303,0.401041679639325,617.959526104723,130.438361742424,14.4906439393939,24.6171759259259,0.272281449487904,-3.92696176242,10.5408716281033,"Burned","Low"
"4",2019-06-16,"POKE",11.6725757575758,11.5463892840592,9.09400662878788,0.378824126803964,291.30412400554,27.7318276515152,2.34617424242424,27.7455431547619,1.84511713852444,-1.0597497752653,22.6126579443882,"Burned","Low"
"5",2019-06-16,"STRT",10.7280965909091,11.1049474426879,10.7103399621212,0.544005413780258,782.304086607428,57.2110511363636,6.04461174242424,18.0768154761905,2.88923535947637,-5.42140312473732,15.1311558506155,"Burned","High"
"6",2019-06-16,"VAUL",10.5687784090909,11.363902502087,9.67480018939394,0.55907143479665,152.354370489305,198.565018939394,9.22586174242424,46.1677727272727,1.43722735274065,-6.57980049426322,13.0379801924941,"Unburned","High"
"7",2019-06-17,"CARI",10.9433055555556,12.5597742063983,5.42123611111111,0.217798611111111,173.9763125,22.7614913784133,2.36513444194694,25.1915587935929,0.0122626875544993,-17.8210452636204,75.5815355886439,"Unburned","Low"
"8",2019-06-17,"FRCH",11.7826041666667,12.3670719642832,6.26289867424242,0.914018365630343,187.675392915613,73.4741003787879,8.32352272727273,20.8459895833333,4.96017767604573,-10.2923154638208,14.3663744034149,"Unburned","Low"
"9",2019-06-17,"MOOS",10.1756534090909,11.2710619465175,10.0537102272727,0.390093440364424,576.167167866606,130.258172348485,12.9360321969697,24.2699421296296,0.169576759594696,-3.30308872545595,9.37153285604738,"Burned","Low"
"10",2019-06-17,"POKE",11.7600757575758,11.6856125405997,8.58600189393939,0.373182825647128,285.348699323192,27.8133333333333,2.07158143939394,27.7463690476191,1.68068383141826,-1.14383319929528,22.2866816176072,"Burned","Low"
"11",2019-06-17,"STRT",10.9000378787879,11.3765786228693,9.66944034090909,0.531411983519266,728.351686644321,55.7579924242424,5.83160037878788,17.3272899496337,1.58213358991635,-3.69179342625673,11.1920677168447,"Burned","High"
"12",2019-06-17,"VAUL",10.3760132575758,11.3184157005462,9.83326231060606,0.552249750303699,146.238528952584,198.925965909091,8.2915625,42.3993671875,0.288078438599675,-3.46381278133539,8.21870617481748,"Unburned","High"
"13",2019-06-18,"CARI",11.0537083333333,12.6023142142232,5.25554513888889,0.218006944444445,173.375972222222,22.3846470543346,1.60669223137973,24.96103537917,0.025451985791983,-11.7560315767698,52.6950088648978,"Unburned","Low"
"14",2019-06-18,"FRCH",11.8503964484393,12.3660712348804,6.26672443181818,0.94085321403823,201.896190285854,72.8393465909091,8.19335227272727,20.5549116161616,7.96218128231981,-14.4377058115733,16.1308216569009,"Unburned","Low"
"15",2019-06-18,"MOOS",10.2623579545455,11.2448568968241,10.159134469697,0.380895103912365,541.054656845729,126.083513257576,10.9948011363636,24.5711342592593,0.113727258275124,-3.12441906042314,9.89658284666525,"Burned","Low"
"16",2019-06-18,"POKE",11.8689015151515,11.7183556863999,8.43894981060606,0.371892038961295,283.986038001851,28.1104829545454,4.04268939393939,27.5128869047619,1.8107516530504,-0.501090053160524,23.3549733449967,"Burned","Low"
"17",2019-06-18,"STRT",11.0441856060606,11.4479924732816,9.41259943181818,0.533383129125334,736.796410116807,52.7279545454545,5.75457386363636,17.3743824404762,1.92408314028482,-4.01930293645659,13.2095069614527,"Burned","High"
"18",2019-06-18,"VAUL",10.6422348484849,11.3670381297921,9.64839678030303,0.554602565562656,148.347897291713,202.647774621212,8.69038825757576,42.2877761627907,0.989499301422384,-4.73819108862359,11.6670005216648,"Unburned","High"
"19",2019-06-19,"CARI",10.984125,12.4135207113005,5.86155902777778,0.217000012606296,172.112375,21.7958159635503,1.65985675782551,24.7385416666667,0.0395280064989412,-11.7499021173134,56.1678047050361,"Unburned","Low"
"20",2019-06-19,"FRCH",11.6362496336439,12.1938678553626,6.84300615530303,1.05711200931046,263.506106799816,106.474071969697,12.1733172147002,19.7487097537879,4.99969043463402,-10.839128260251,14.085568075292,"Unburned","Low"
"21",2019-06-19,"MOOS",10.1883617424242,11.0015075813053,11.1012414772727,0.380476539260216,539.456883592038,119.389706439394,10.2318465909091,24.6213194444444,0.486275348997651,-3.29469930261146,10.7187609134409,"Burned","Low"
"22",2019-06-19,"POKE",11.7528882575758,11.5259391089872,9.17552462121212,0.373236122997192,285.40496441971,27.0672916666667,6.58025568181818,27.2625074404762,2.10369893356115,-0.24738463365488,27.2171620450032,"Burned","Low"
"23",2019-06-19,"STRT",10.8407651515152,11.095191017065,10.8053709280303,0.538511757970753,758.768329522073,49.4098581418581,6.18858181818182,17.1671638473886,2.8243402611198,-4.7286309312144,14.85874631736,"Burned","High"
"24",2019-06-19,"VAUL",10.4894886363636,11.2036633548756,10.2612111742424,0.550281672131112,144.474088769538,201.750861742424,8.11130681818182,41.8881786347518,0.682994362756375,-3.66691837504738,9.11812610282683,"Unburned","High"
