MiniDOT Logger Concatenated Data File
Sensor:             7450-149332
Concatenation Date: 2022May13 17:12:34 AKDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at pressure: 993.79 (mbar)

            Unix Timestamp,               UTC_Date_&_Time,          Alaska Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1652398260,           2022-05-12 23:31:00,           2022-05-12 15:31:00,      3.510000,     27.145000,          7.943000,                   101.975018,      0.944000
                1652398320,           2022-05-12 23:32:00,           2022-05-12 15:32:00,      3.510000,     29.763000,          7.243000,                    97.383113,      0.939000
                1652398380,           2022-05-12 23:33:00,           2022-05-12 15:33:00,      3.510000,     31.193000,          6.998000,                    96.434464,      0.937000
                1652398440,           2022-05-12 23:34:00,           2022-05-12 15:34:00,      3.510000,     32.111000,          6.836000,                    95.683457,      0.936000
                1652398500,           2022-05-12 23:35:00,           2022-05-12 15:35:00,      3.510000,     32.682000,          6.711000,                    94.842830,      0.933000
                1652398560,           2022-05-12 23:36:00,           2022-05-12 15:36:00,      3.510000,     33.097000,          6.631000,                    94.367214,      0.932000
                1652398620,           2022-05-12 23:37:00,           2022-05-12 15:37:00,      3.510000,     33.344000,          6.583000,                    94.072027,      0.931000
                1652398680,           2022-05-12 23:38:00,           2022-05-12 15:38:00,      3.510000,     33.504000,          6.545000,                    93.779194,      0.930000
                1652398740,           2022-05-12 23:39:00,           2022-05-12 15:39:00,      3.510000,     33.628000,          6.525000,                    93.686132,      0.929000
                1652398800,           2022-05-12 23:40:00,           2022-05-12 15:40:00,      3.510000,     33.690000,          6.505000,                    93.495493,      0.928000
                1652398860,           2022-05-12 23:41:00,           2022-05-12 15:41:00,      3.510000,     33.743000,          6.496000,                    93.448569,      0.928000
                1652398920,           2022-05-12 23:42:00,           2022-05-12 15:42:00,      3.510000,     33.761000,          6.488000,                    93.361453,      0.928000
                1652398980,           2022-05-12 23:43:00,           2022-05-12 15:43:00,      3.510000,     33.770000,          6.487000,                    93.361047,      0.928000
                1652399040,           2022-05-12 23:44:00,           2022-05-12 15:44:00,      3.510000,     33.770000,          6.471000,                    93.130774,      0.927000
                1652399100,           2022-05-12 23:45:00,           2022-05-12 15:45:00,      3.510000,     33.752000,          6.471000,                    93.102877,      0.926000
                1652399160,           2022-05-12 23:46:00,           2022-05-12 15:46:00,      3.510000,     33.734000,          6.482000,                    93.233201,      0.927000
                1652399220,           2022-05-12 23:47:00,           2022-05-12 15:47:00,      3.510000,     33.717000,          6.480000,                    93.178058,      0.927000
                1652399280,           2022-05-12 23:48:00,           2022-05-12 15:48:00,      3.510000,     33.672000,          6.495000,                    93.323781,      0.927000
                1652399340,           2022-05-12 23:49:00,           2022-05-12 15:49:00,      3.510000,     33.655000,          6.490000,                    93.225532,      0.927000
                1652399400,           2022-05-12 23:50:00,           2022-05-12 15:50:00,      3.510000,     33.610000,          6.492000,                    93.184359,      0.927000
                1652399460,           2022-05-12 23:51:00,           2022-05-12 15:51:00,      3.510000,     33.566000,          6.486000,                    93.029973,      0.926000
                1652399520,           2022-05-12 23:52:00,           2022-05-12 15:52:00,      3.510000,     33.513000,          6.499000,                    93.134071,      0.927000
                1652399580,           2022-05-12 23:53:00,           2022-05-12 15:53:00,      3.510000,     33.468000,          6.515000,                    93.293282,      0.928000
                1652399640,           2022-05-12 23:54:00,           2022-05-12 15:54:00,      3.510000,     33.415000,          6.512000,                    93.167854,      0.928000
                1652399700,           2022-05-12 23:55:00,           2022-05-12 15:55:00,      3.510000,     33.353000,          6.517000,                    93.142883,      0.927000
                1652399760,           2022-05-12 23:56:00,           2022-05-12 15:56:00,      3.520000,     33.309000,          6.517000,                    93.074420,      0.927000
                1652399820,           2022-05-12 23:57:00,           2022-05-12 15:57:00,      3.520000,     33.229000,          6.518000,                    92.964260,      0.927000
                1652399880,           2022-05-12 23:58:00,           2022-05-12 15:58:00,      3.520000,     33.185000,          6.530000,                    93.066874,      0.928000
                1652399940,           2022-05-12 23:59:00,           2022-05-12 15:59:00,      3.510000,     33.123000,          6.540000,                    93.112708,      0.928000
                1652400000,           2022-05-13 00:00:00,           2022-05-12 16:00:00,      3.510000,     33.053000,          6.552000,                    93.174243,      0.928000
                1652400060,           2022-05-13 00:01:00,           2022-05-12 16:01:00,      3.510000,     32.982000,          6.561000,                    93.191257,      0.928000
                1652400120,           2022-05-13 00:02:00,           2022-05-12 16:02:00,      3.510000,     32.920000,          6.563000,                    93.122774,      0.928000
                1652400180,           2022-05-13 00:03:00,           2022-05-12 16:03:00,      3.510000,     32.841000,          6.580000,                    93.240273,      0.928000
                1652400240,           2022-05-13 00:04:00,           2022-05-12 16:04:00,      3.510000,     32.805000,          6.580000,                    93.183918,      0.928000
                1652400300,           2022-05-13 00:05:00,           2022-05-12 16:05:00,      3.510000,     32.735000,          6.585000,                    93.145106,      0.928000
                1652400360,           2022-05-13 00:06:00,           2022-05-12 16:06:00,      3.510000,     32.682000,          6.588000,                    93.104539,      0.928000
                1652400420,           2022-05-13 00:07:00,           2022-05-12 16:07:00,      3.510000,     32.603000,          6.606000,                    93.234922,      0.929000
                1652400480,           2022-05-13 00:08:00,           2022-05-12 16:08:00,      3.520000,     32.550000,          6.613000,                    93.250476,      0.929000
                1652400540,           2022-05-13 00:09:00,           2022-05-12 16:09:00,      3.520000,     32.480000,          6.628000,                    93.351848,      0.929000
                1652400600,           2022-05-13 00:10:00,           2022-05-12 16:10:00,      3.520000,     32.427000,          6.629000,                    93.282559,      0.929000
                1652400660,           2022-05-13 00:11:00,           2022-05-12 16:11:00,      3.520000,     32.348000,          6.638000,                    93.284819,      0.929000
                1652400720,           2022-05-13 00:12:00,           2022-05-12 16:12:00,      3.520000,     32.269000,          6.662000,                    93.497324,      0.930000
                1652400780,           2022-05-13 00:13:00,           2022-05-12 16:13:00,      3.520000,     32.225000,          6.658000,                    93.371764,      0.930000
                1652400840,           2022-05-13 00:14:00,           2022-05-12 16:14:00,      3.520000,     32.155000,          6.661000,                    93.303384,      0.929000
                1652400900,           2022-05-13 00:15:00,           2022-05-12 16:15:00,      3.520000,     32.085000,          6.672000,                    93.346881,      0.930000
                1652400960,           2022-05-13 00:16:00,           2022-05-12 16:16:00,      3.520000,     32.023000,          6.684000,                    93.416692,      0.930000
                1652401020,           2022-05-13 00:17:00,           2022-05-12 16:17:00,      3.520000,     31.979000,          6.691000,                    93.444872,      0.930000
                1652401080,           2022-05-13 00:18:00,           2022-05-12 16:18:00,      3.510000,     31.901000,          6.700000,                    93.446970,      0.930000
                1652401140,           2022-05-13 00:19:00,           2022-05-12 16:19:00,      3.510000,     31.848000,          6.713000,                    93.544178,      0.931000
                1652401200,           2022-05-13 00:20:00,           2022-05-12 16:20:00,      3.510000,     31.778000,          6.715000,                    93.460973,      0.930000
                1652401260,           2022-05-13 00:21:00,           2022-05-12 16:21:00,      3.520000,     31.734000,          6.730000,                    93.599799,      0.931000
                1652401320,           2022-05-13 00:22:00,           2022-05-12 16:22:00,      3.520000,     31.656000,          6.731000,                    93.489737,      0.930000
                1652401380,           2022-05-13 00:23:00,           2022-05-12 16:23:00,      3.520000,     31.594000,          6.754000,                    93.710362,      0.932000
                1652401440,           2022-05-13 00:24:00,           2022-05-12 16:24:00,      3.520000,     31.542000,          6.753000,                    93.613638,      0.931000
                1652401500,           2022-05-13 00:25:00,           2022-05-12 16:25:00,      3.520000,     31.463000,          6.759000,                    93.570886,      0.931000
                1652401560,           2022-05-13 00:26:00,           2022-05-12 16:26:00,      3.520000,     31.411000,          6.776000,                    93.723170,      0.932000
                1652401620,           2022-05-13 00:27:00,           2022-05-12 16:27:00,      3.520000,     31.359000,          6.771000,                    93.571038,      0.931000
                1652401680,           2022-05-13 00:28:00,           2022-05-12 16:28:00,      3.520000,     31.280000,          6.792000,                    93.734848,      0.932000
                1652401740,           2022-05-13 00:29:00,           2022-05-12 16:29:00,      3.520000,     31.237000,          6.790000,                    93.638495,      0.931000
                1652401800,           2022-05-13 00:30:00,           2022-05-12 16:30:00,      3.520000,     31.184000,          6.805000,                    93.760453,      0.932000
                1652401860,           2022-05-13 00:31:00,           2022-05-12 16:31:00,      3.520000,     31.115000,          6.814000,                    93.773819,      0.932000
                1652401920,           2022-05-13 00:32:00,           2022-05-12 16:32:00,      3.520000,     31.071000,          6.815000,                    93.717043,      0.932000
                1652401980,           2022-05-13 00:33:00,           2022-05-12 16:33:00,      3.520000,     31.002000,          6.819000,                    93.661407,      0.932000
                1652402040,           2022-05-13 00:34:00,           2022-05-12 16:34:00,      3.520000,     30.949000,          6.840000,                    93.864634,      0.933000
                1652402100,           2022-05-13 00:35:00,           2022-05-12 16:35:00,      3.520000,     30.889000,          6.840000,                    93.768196,      0.932000
                1652402160,           2022-05-13 00:36:00,           2022-05-12 16:36:00,      3.520000,     30.819000,          6.843000,                    93.696807,      0.932000
                1652402220,           2022-05-13 00:37:00,           2022-05-12 16:37:00,      3.520000,     30.767000,          6.861000,                    93.859498,      0.933000
                1652402280,           2022-05-13 00:38:00,           2022-05-12 16:38:00,      3.520000,     30.724000,          6.870000,                    93.913275,      0.933000
                1652402340,           2022-05-13 00:39:00,           2022-05-12 16:39:00,      3.520000,     30.637000,          6.882000,                    93.936824,      0.933000
                1652402400,           2022-05-13 00:40:00,           2022-05-12 16:40:00,      3.520000,     30.602000,          6.887000,                    93.948533,      0.933000
                1652402460,           2022-05-13 00:41:00,           2022-05-12 16:41:00,      3.520000,     30.533000,          6.894000,                    93.932479,      0.933000
                1652402520,           2022-05-13 00:42:00,           2022-05-12 16:42:00,      3.520000,     30.489000,          6.897000,                    93.902219,      0.933000
                1652402580,           2022-05-13 00:43:00,           2022-05-12 16:43:00,      3.520000,     30.429000,          6.909000,                    93.968455,      0.933000
                1652402640,           2022-05-13 00:44:00,           2022-05-12 16:44:00,      3.520000,     30.385000,          6.918000,                    94.019554,      0.933000
                1652402700,           2022-05-13 00:45:00,           2022-05-12 16:45:00,      3.520000,     30.316000,          6.926000,                    94.016361,      0.933000
                1652402760,           2022-05-13 00:46:00,           2022-05-12 16:46:00,      3.520000,     30.264000,          6.937000,                    94.081231,      0.934000
                1652402820,           2022-05-13 00:47:00,           2022-05-12 16:47:00,      3.520000,     30.221000,          6.936000,                    93.997866,      0.933000
                1652402880,           2022-05-13 00:48:00,           2022-05-12 16:48:00,      3.520000,     30.186000,          6.939000,                    93.981695,      0.933000
                1652402940,           2022-05-13 00:49:00,           2022-05-12 16:49:00,      3.520000,     30.117000,          6.948000,                    93.991447,      0.934000
                1652403000,           2022-05-13 00:50:00,           2022-05-12 16:50:00,      3.520000,     30.074000,          6.960000,                    94.083796,      0.934000
                1652403060,           2022-05-13 00:51:00,           2022-05-12 16:51:00,      3.520000,     30.013000,          6.967000,                    94.079070,      0.934000
                1652403120,           2022-05-13 00:52:00,           2022-05-12 16:52:00,      3.530000,     29.970000,          6.972000,                    94.076524,      0.934000
                1652403180,           2022-05-13 00:53:00,           2022-05-12 16:53:00,      3.520000,     29.901000,          6.988000,                    94.179770,      0.934000
                1652403240,           2022-05-13 00:54:00,           2022-05-12 16:54:00,      3.530000,     29.849000,          6.990000,                    94.121834,      0.934000
                1652403300,           2022-05-13 00:55:00,           2022-05-12 16:55:00,      3.530000,     29.780000,          6.998000,                    94.116823,      0.934000
                1652403360,           2022-05-13 00:56:00,           2022-05-12 16:56:00,      3.520000,     29.763000,          6.997000,                    94.075609,      0.934000
                1652403420,           2022-05-13 00:57:00,           2022-05-12 16:57:00,      3.520000,     29.711000,          7.002000,                    94.057865,      0.934000
                1652403480,           2022-05-13 00:58:00,           2022-05-12 16:58:00,      3.520000,     29.651000,          7.011000,                    94.080625,      0.934000
                1652403540,           2022-05-13 00:59:00,           2022-05-12 16:59:00,      3.520000,     29.608000,          7.027000,                    94.224857,      0.935000
                1652403600,           2022-05-13 01:00:00,           2022-05-12 17:00:00,      3.520000,     29.565000,          7.028000,                    94.167801,      0.935000
                1652403660,           2022-05-13 01:01:00,           2022-05-12 17:01:00,      3.520000,     29.530000,          7.023000,                    94.043504,      0.934000
                1652403720,           2022-05-13 01:02:00,           2022-05-12 17:02:00,      3.520000,     29.470000,          7.041000,                    94.186080,      0.935000
                1652403780,           2022-05-13 01:03:00,           2022-05-12 17:03:00,      3.520000,     29.418000,          7.047000,                    94.180965,      0.935000
                1652403840,           2022-05-13 01:04:00,           2022-05-12 17:04:00,      3.520000,     29.367000,          7.062000,                    94.297546,      0.936000
                1652403900,           2022-05-13 01:05:00,           2022-05-12 17:05:00,      3.520000,     29.307000,          7.061000,                    94.185544,      0.935000
                1652403960,           2022-05-13 01:06:00,           2022-05-12 17:06:00,      3.520000,     29.272000,          7.072000,                    94.274652,      0.935000
                1652404020,           2022-05-13 01:07:00,           2022-05-12 17:07:00,      3.520000,     29.212000,          7.074000,                    94.202534,      0.935000
                1652404080,           2022-05-13 01:08:00,           2022-05-12 17:08:00,      3.520000,     29.195000,          7.072000,                    94.147927,      0.935000
                1652404140,           2022-05-13 01:09:00,           2022-05-12 17:09:00,      3.520000,     29.143000,          7.080000,                    94.168782,      0.935000
                1652404200,           2022-05-13 01:10:00,           2022-05-12 17:10:00,      3.530000,     29.092000,          7.084000,                    94.137961,      0.935000
                1652404260,           2022-05-13 01:11:00,           2022-05-12 17:11:00,      3.530000,     29.040000,          7.099000,                    94.251464,      0.935000
                1652404320,           2022-05-13 01:12:00,           2022-05-12 17:12:00,      3.530000,     29.006000,          7.085000,                    94.009594,      0.934000
                1652404380,           2022-05-13 01:13:00,           2022-05-12 17:13:00,      3.530000,     28.946000,          7.110000,                    94.242176,      0.935000
                1652404440,           2022-05-13 01:14:00,           2022-05-12 17:14:00,      3.530000,     28.912000,          7.118000,                    94.291987,      0.935000
                1652404500,           2022-05-13 01:15:00,           2022-05-12 17:15:00,      3.530000,     28.869000,          7.113000,                    94.154705,      0.935000
                1652404560,           2022-05-13 01:16:00,           2022-05-12 17:16:00,      3.530000,     28.809000,          7.125000,                    94.214274,      0.935000
                1652404620,           2022-05-13 01:17:00,           2022-05-12 17:17:00,      3.530000,     28.792000,          7.119000,                    94.106837,      0.935000
                1652404680,           2022-05-13 01:18:00,           2022-05-12 17:18:00,      3.530000,     28.732000,          7.132000,                    94.179353,      0.935000
                1652404740,           2022-05-13 01:19:00,           2022-05-12 17:19:00,      3.530000,     28.680000,          7.151000,                    94.343960,      0.936000
                1652404800,           2022-05-13 01:20:00,           2022-05-12 17:20:00,      3.530000,     28.629000,          7.150000,                    94.246169,      0.935000
                1652404860,           2022-05-13 01:21:00,           2022-05-12 17:21:00,      3.520000,     28.586000,          7.157000,                    94.267059,      0.936000
                1652404920,           2022-05-13 01:22:00,           2022-05-12 17:22:00,      3.520000,     28.543000,          7.165000,                    94.300986,      0.935000
                1652404980,           2022-05-13 01:23:00,           2022-05-12 17:23:00,      3.520000,     28.500000,          7.170000,                    94.295316,      0.936000
                1652405040,           2022-05-13 01:24:00,           2022-05-12 17:24:00,      3.520000,     28.458000,          7.177000,                    94.317509,      0.936000
                1652405100,           2022-05-13 01:25:00,           2022-05-12 17:25:00,      3.520000,     28.423000,          7.196000,                    94.508835,      0.937000
                1652405160,           2022-05-13 01:26:00,           2022-05-12 17:26:00,      3.520000,     28.389000,          7.183000,                    94.281514,      0.935000
                1652405220,           2022-05-13 01:27:00,           2022-05-12 17:27:00,      3.520000,     28.338000,          7.206000,                    94.498273,      0.936000
                1652405280,           2022-05-13 01:28:00,           2022-05-12 17:28:00,      3.520000,     28.312000,          7.197000,                    94.336912,      0.936000
                1652405340,           2022-05-13 01:29:00,           2022-05-12 17:29:00,      3.520000,     28.278000,          7.217000,                    94.542248,      0.937000
                1652405400,           2022-05-13 01:30:00,           2022-05-12 17:30:00,      3.530000,     28.235000,          7.209000,                    94.365682,      0.936000
                1652405460,           2022-05-13 01:31:00,           2022-05-12 17:31:00,      3.530000,     28.201000,          7.215000,                    94.387440,      0.936000
                1652405520,           2022-05-13 01:32:00,           2022-05-12 17:32:00,      3.530000,     28.133000,          7.228000,                    94.443769,      0.936000
                1652405580,           2022-05-13 01:33:00,           2022-05-12 17:33:00,      3.530000,     28.107000,          7.231000,                    94.439472,      0.936000
                1652405640,           2022-05-13 01:34:00,           2022-05-12 17:34:00,      3.530000,     28.082000,          7.235000,                    94.449873,      0.936000
                1652405700,           2022-05-13 01:35:00,           2022-05-12 17:35:00,      3.530000,     28.039000,          7.233000,                    94.351830,      0.936000
                1652405760,           2022-05-13 01:36:00,           2022-05-12 17:36:00,      3.530000,     27.988000,          7.242000,                    94.383830,      0.936000
                1652405820,           2022-05-13 01:37:00,           2022-05-12 17:37:00,      3.530000,     27.945000,          7.244000,                    94.337887,      0.936000
                1652405880,           2022-05-13 01:38:00,           2022-05-12 17:38:00,      3.530000,     27.920000,          7.250000,                    94.374131,      0.936000
                1652405940,           2022-05-13 01:39:00,           2022-05-12 17:39:00,      3.530000,     27.877000,          7.256000,                    94.380131,      0.936000
                1652406000,           2022-05-13 01:40:00,           2022-05-12 17:40:00,      3.530000,     27.834000,          7.264000,                    94.412022,      0.936000
                1652406060,           2022-05-13 01:41:00,           2022-05-12 17:41:00,      3.530000,     27.792000,          7.264000,                    94.341548,      0.936000
                1652406120,           2022-05-13 01:42:00,           2022-05-12 17:42:00,      3.530000,     27.758000,          7.274000,                    94.414306,      0.936000
                1652406180,           2022-05-13 01:43:00,           2022-05-12 17:43:00,      3.530000,     27.715000,          7.271000,                    94.303174,      0.935000
                1652406240,           2022-05-13 01:44:00,           2022-05-12 17:44:00,      3.530000,     27.690000,          7.290000,                    94.507524,      0.937000
                1652406300,           2022-05-13 01:45:00,           2022-05-12 17:45:00,      3.530000,     27.630000,          7.300000,                    94.536067,      0.937000
                1652406360,           2022-05-13 01:46:00,           2022-05-12 17:46:00,      3.530000,     27.621000,          7.291000,                    94.404372,      0.936000
                1652406420,           2022-05-13 01:47:00,           2022-05-12 17:47:00,      3.530000,     27.570000,          7.291000,                    94.318572,      0.936000
                1652406480,           2022-05-13 01:48:00,           2022-05-12 17:48:00,      3.520000,     27.528000,          7.297000,                    94.325490,      0.935000
                1652406540,           2022-05-13 01:49:00,           2022-05-12 17:49:00,      3.520000,     27.485000,          7.317000,                    94.511455,      0.937000
                1652406600,           2022-05-13 01:50:00,           2022-05-12 17:50:00,      3.520000,     27.434000,          7.325000,                    94.528647,      0.937000
                1652406660,           2022-05-13 01:51:00,           2022-05-12 17:51:00,      3.520000,     27.409000,          7.330000,                    94.550924,      0.937000
                1652406720,           2022-05-13 01:52:00,           2022-05-12 17:52:00,      3.520000,     27.383000,          7.327000,                    94.468313,      0.936000
                1652406780,           2022-05-13 01:53:00,           2022-05-12 17:53:00,      3.520000,     27.349000,          7.327000,                    94.410896,      0.936000
                1652406840,           2022-05-13 01:54:00,           2022-05-12 17:54:00,      3.520000,     27.307000,          7.343000,                    94.545993,      0.937000
                1652406900,           2022-05-13 01:55:00,           2022-05-12 17:55:00,      3.520000,     27.273000,          7.341000,                    94.462736,      0.936000
                1652406960,           2022-05-13 01:56:00,           2022-05-12 17:56:00,      3.530000,     27.247000,          7.346000,                    94.483077,      0.936000
                1652407020,           2022-05-13 01:57:00,           2022-05-12 17:57:00,      3.530000,     27.196000,          7.345000,                    94.383939,      0.936000
                1652407080,           2022-05-13 01:58:00,           2022-05-12 17:58:00,      3.530000,     27.171000,          7.351000,                    94.418721,      0.936000
                1652407140,           2022-05-13 01:59:00,           2022-05-12 17:59:00,      3.530000,     27.128000,          7.369000,                    94.576964,      0.937000
                1652407200,           2022-05-13 02:00:00,           2022-05-12 18:00:00,      3.530000,     27.086000,          7.364000,                    94.441597,      0.936000
                1652407260,           2022-05-13 02:01:00,           2022-05-12 18:01:00,      3.530000,     27.060000,          7.376000,                    94.551357,      0.937000
                1652407320,           2022-05-13 02:02:00,           2022-05-12 18:02:00,      3.530000,     27.010000,          7.383000,                    94.556143,      0.937000
                1652407380,           2022-05-13 02:03:00,           2022-05-12 18:03:00,      3.530000,     27.001000,          7.378000,                    94.476829,      0.936000
                1652407440,           2022-05-13 02:04:00,           2022-05-12 18:04:00,      3.530000,     26.967000,          7.378000,                    94.419120,      0.936000
                1652407500,           2022-05-13 02:05:00,           2022-05-12 18:05:00,      3.530000,     26.942000,          7.389000,                    94.517400,      0.937000
                1652407560,           2022-05-13 02:06:00,           2022-05-12 18:06:00,      3.530000,     26.891000,          7.398000,                    94.545754,      0.937000
                1652407620,           2022-05-13 02:07:00,           2022-05-12 18:07:00,      3.530000,     26.865000,          7.408000,                    94.629266,      0.937000
                1652407680,           2022-05-13 02:08:00,           2022-05-12 18:08:00,      3.530000,     26.814000,          7.413000,                    94.606221,      0.937000
                1652407740,           2022-05-13 02:09:00,           2022-05-12 18:09:00,      3.530000,     26.789000,          7.414000,                    94.576380,      0.937000
                1652407800,           2022-05-13 02:10:00,           2022-05-12 18:10:00,      3.530000,     26.755000,          7.417000,                    94.556694,      0.937000
                1652407860,           2022-05-13 02:11:00,           2022-05-12 18:11:00,      3.530000,     26.713000,          7.423000,                    94.561549,      0.937000
                1652407920,           2022-05-13 02:12:00,           2022-05-12 18:12:00,      3.530000,     26.679000,          7.421000,                    94.478105,      0.936000
                1652407980,           2022-05-13 02:13:00,           2022-05-12 18:13:00,      3.530000,     26.662000,          7.417000,                    94.398216,      0.936000
                1652408040,           2022-05-13 02:14:00,           2022-05-12 18:14:00,      3.530000,     26.620000,          7.431000,                    94.504716,      0.936000
                1652408100,           2022-05-13 02:15:00,           2022-05-12 18:15:00,      3.530000,     26.603000,          7.430000,                    94.462991,      0.936000
                1652408160,           2022-05-13 02:16:00,           2022-05-12 18:16:00,      3.530000,     26.569000,          7.434000,                    94.455809,      0.936000
                1652408220,           2022-05-13 02:17:00,           2022-05-12 18:17:00,      3.530000,     26.518000,          7.444000,                    94.495713,      0.937000
                1652408280,           2022-05-13 02:18:00,           2022-05-12 18:18:00,      3.530000,     26.493000,          7.462000,                    94.681390,      0.937000
                1652408340,           2022-05-13 02:19:00,           2022-05-12 18:19:00,      3.530000,     26.467000,          7.457000,                    94.573451,      0.937000
                1652408400,           2022-05-13 02:20:00,           2022-05-12 18:20:00,      3.530000,     26.442000,          7.456000,                    94.517995,      0.937000
                1652408460,           2022-05-13 02:21:00,           2022-05-12 18:21:00,      3.530000,     26.425000,          7.460000,                    94.539603,      0.937000
                1652408520,           2022-05-13 02:22:00,           2022-05-12 18:22:00,      3.520000,     26.366000,          7.478000,                    94.666497,      0.938000
                1652408580,           2022-05-13 02:23:00,           2022-05-12 18:23:00,      3.530000,     26.332000,          7.477000,                    94.595530,      0.937000
                1652408640,           2022-05-13 02:24:00,           2022-05-12 18:24:00,      3.530000,     26.315000,          7.469000,                    94.465199,      0.936000
                1652408700,           2022-05-13 02:25:00,           2022-05-12 18:25:00,      3.530000,     26.281000,          7.486000,                    94.621844,      0.937000
                1652408760,           2022-05-13 02:26:00,           2022-05-12 18:26:00,      3.530000,     26.256000,          7.492000,                    94.654740,      0.937000
                1652408820,           2022-05-13 02:27:00,           2022-05-12 18:27:00,      3.530000,     26.230000,          7.496000,                    94.660597,      0.938000
                1652408880,           2022-05-13 02:28:00,           2022-05-12 18:28:00,      3.530000,     26.180000,          7.492000,                    94.524223,      0.937000
                1652408940,           2022-05-13 02:29:00,           2022-05-12 18:29:00,      3.530000,     26.163000,          7.503000,                    94.633776,      0.937000
                1652409000,           2022-05-13 02:30:00,           2022-05-12 18:30:00,      3.530000,     26.129000,          7.498000,                    94.512295,      0.937000
                1652409060,           2022-05-13 02:31:00,           2022-05-12 18:31:00,      3.530000,     26.104000,          7.509000,                    94.607940,      0.937000
                1652409120,           2022-05-13 02:32:00,           2022-05-12 18:32:00,      3.530000,     26.070000,          7.524000,                    94.738326,      0.938000
                1652409180,           2022-05-13 02:33:00,           2022-05-12 18:33:00,      3.530000,     26.045000,          7.515000,                    94.581970,      0.937000
                1652409240,           2022-05-13 02:34:00,           2022-05-12 18:34:00,      3.530000,     26.011000,          7.528000,                    94.686966,      0.938000
                1652409300,           2022-05-13 02:35:00,           2022-05-12 18:35:00,      3.530000,     25.985000,          7.536000,                    94.742723,      0.938000
                1652409360,           2022-05-13 02:36:00,           2022-05-12 18:36:00,      3.530000,     25.943000,          7.523000,                    94.506945,      0.936000
                1652409420,           2022-05-13 02:37:00,           2022-05-12 18:37:00,      3.530000,     25.926000,          7.525000,                    94.502785,      0.936000
                1652409480,           2022-05-13 02:38:00,           2022-05-12 18:38:00,      3.530000,     25.893000,          7.538000,                    94.609107,      0.937000
                1652409540,           2022-05-13 02:39:00,           2022-05-12 18:39:00,      3.530000,     25.876000,          7.544000,                    94.655061,      0.937000
                1652409600,           2022-05-13 02:40:00,           2022-05-12 18:40:00,      3.530000,     25.842000,          7.555000,                    94.734296,      0.938000
                1652409660,           2022-05-13 02:41:00,           2022-05-12 18:41:00,      3.530000,     25.825000,          7.547000,                    94.604625,      0.937000
                1652409720,           2022-05-13 02:42:00,           2022-05-12 18:42:00,      3.530000,     25.800000,          7.547000,                    94.561457,      0.937000
                1652409780,           2022-05-13 02:43:00,           2022-05-12 18:43:00,      3.530000,     25.758000,          7.555000,                    94.589107,      0.937000
                1652409840,           2022-05-13 02:44:00,           2022-05-12 18:44:00,      3.530000,     25.715000,          7.574000,                    94.752500,      0.938000
                1652409900,           2022-05-13 02:45:00,           2022-05-12 18:45:00,      3.530000,     25.698000,          7.570000,                    94.673030,      0.937000
                1652409960,           2022-05-13 02:46:00,           2022-05-12 18:46:00,      3.530000,     25.690000,          7.573000,                    94.696695,      0.938000
                1652410020,           2022-05-13 02:47:00,           2022-05-12 18:47:00,      3.530000,     25.639000,          7.574000,                    94.620882,      0.937000
                1652410080,           2022-05-13 02:48:00,           2022-05-12 18:48:00,      3.530000,     25.597000,          7.574000,                    94.548165,      0.937000
                1652410140,           2022-05-13 02:49:00,           2022-05-12 18:49:00,      3.530000,     25.580000,          7.591000,                    94.730886,      0.938000
                1652410200,           2022-05-13 02:50:00,           2022-05-12 18:50:00,      3.530000,     25.572000,          7.594000,                    94.754439,      0.938000
                1652410260,           2022-05-13 02:51:00,           2022-05-12 18:51:00,      3.530000,     25.555000,          7.591000,                    94.687514,      0.937000
                1652410320,           2022-05-13 02:52:00,           2022-05-12 18:52:00,      3.530000,     25.521000,          7.598000,                    94.715799,      0.938000
                1652410380,           2022-05-13 02:53:00,           2022-05-12 18:53:00,      3.530000,     25.505000,          7.614000,                    94.887418,      0.938000
                1652410440,           2022-05-13 02:54:00,           2022-05-12 18:54:00,      3.530000,     25.471000,          7.613000,                    94.815822,      0.938000
                1652410500,           2022-05-13 02:55:00,           2022-05-12 18:55:00,      3.530000,     25.446000,          7.618000,                    94.834590,      0.937000
                1652410560,           2022-05-13 02:56:00,           2022-05-12 18:56:00,      3.530000,     25.429000,          7.620000,                    94.829900,      0.937000
                1652410620,           2022-05-13 02:57:00,           2022-05-12 18:57:00,      3.530000,     25.412000,          7.625000,                    94.862520,      0.937000
                1652410680,           2022-05-13 02:58:00,           2022-05-12 18:58:00,      3.530000,     25.412000,          7.616000,                    94.750551,      0.937000
                1652410740,           2022-05-13 02:59:00,           2022-05-12 18:59:00,      3.530000,     25.378000,          7.643000,                    95.027115,      0.938000
                1652410800,           2022-05-13 03:00:00,           2022-05-12 19:00:00,      3.530000,     25.353000,          7.636000,                    94.896494,      0.937000
                1652410860,           2022-05-13 03:01:00,           2022-05-12 19:01:00,      3.530000,     25.353000,          7.643000,                    94.983486,      0.938000
