Site Name ,VAUL
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11616


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,05/05/2022 , 15:07:36,0,0
2,05/05/2022 , 15:22:36,0,0
3,05/05/2022 , 15:37:36,0,0
4,05/05/2022 , 15:52:36,0,0
5,05/05/2022 , 16:07:36,0,0
6,05/05/2022 , 16:22:36,0,0
7,05/05/2022 , 16:37:36,0,0
8,05/05/2022 , 16:52:36,0,0
9,05/05/2022 , 17:07:36,0,0
10,05/05/2022 , 17:22:36,0,0
11,05/05/2022 , 17:37:36,0,0
12,05/05/2022 , 17:52:36,0,0
13,05/05/2022 , 18:07:36,0,0
14,05/05/2022 , 18:22:36,0,0
15,05/05/2022 , 18:37:36,0,0
16,05/05/2022 , 18:52:36,0,0
17,05/05/2022 , 19:07:36,0,0
18,05/05/2022 , 19:22:36,0,0
19,05/05/2022 , 19:37:36,0,0
20,05/05/2022 , 19:52:36,0,0
21,05/05/2022 , 20:07:36,0,0
22,05/05/2022 , 20:22:36,0,0
23,05/05/2022 , 20:37:36,0,0
24,05/05/2022 , 20:52:36,0,0
25,05/05/2022 , 21:07:36,0,0
26,05/05/2022 , 21:22:36,0,0
27,05/05/2022 , 21:37:36,0,0
28,05/05/2022 , 21:52:36,0,0
29,05/05/2022 , 22:07:36,0,0
30,05/05/2022 , 22:22:36,0,0
31,05/05/2022 , 22:37:36,0,0
32,05/05/2022 , 22:52:36,0,0
33,05/05/2022 , 23:07:36,0,0
34,05/05/2022 , 23:22:36,0,0
35,05/05/2022 , 23:37:36,0,0
36,05/05/2022 , 23:52:36,0,0
37,06/05/2022 , 00:07:36,0,0
38,06/05/2022 , 00:22:36,0,0
39,06/05/2022 , 00:37:36,0,0
40,06/05/2022 , 00:52:36,0,0
41,06/05/2022 , 01:07:36,0,0
42,06/05/2022 , 01:22:36,0,0
43,06/05/2022 , 01:37:36,0,0
44,06/05/2022 , 01:52:36,0,0
45,06/05/2022 , 02:07:36,0,0
46,06/05/2022 , 02:22:36,0,0
47,06/05/2022 , 02:37:36,0,0
48,06/05/2022 , 02:52:36,0,0
49,06/05/2022 , 03:07:36,0,0
50,06/05/2022 , 03:22:36,0,0
51,06/05/2022 , 03:37:36,0,0
52,06/05/2022 , 03:52:36,0,0
53,06/05/2022 , 04:07:36,0,0
54,06/05/2022 , 04:22:36,0,0
55,06/05/2022 , 04:37:36,0,0
56,06/05/2022 , 04:52:36,0,0
57,06/05/2022 , 05:07:36,0,0
58,06/05/2022 , 05:22:36,0,0
59,06/05/2022 , 05:37:36,0,0
60,06/05/2022 , 05:52:36,0,0
61,06/05/2022 , 06:07:36,0,0
62,06/05/2022 , 06:22:36,0,0
63,06/05/2022 , 06:37:36,0,0
64,06/05/2022 , 06:52:36,0,0
65,06/05/2022 , 07:07:36,0,0
66,06/05/2022 , 07:22:36,0,0
67,06/05/2022 , 07:37:36,0,0
68,06/05/2022 , 07:52:36,0,0
69,06/05/2022 , 08:07:36,0,0
70,06/05/2022 , 08:22:36,0,0
71,06/05/2022 , 08:37:36,0,0
72,06/05/2022 , 08:52:36,0,0
73,06/05/2022 , 09:07:36,0,0
74,06/05/2022 , 09:22:36,0,0
75,06/05/2022 , 09:37:36,0,0
76,06/05/2022 , 09:52:36,0,0
77,06/05/2022 , 10:07:36,0,0
78,06/05/2022 , 10:22:36,0,0
79,06/05/2022 , 10:37:36,0,0
80,06/05/2022 , 10:52:36,0,0
81,06/05/2022 , 11:07:36,0,0
82,06/05/2022 , 11:22:36,0,0
83,06/05/2022 , 11:37:36,0,0
84,06/05/2022 , 11:52:36,0,0
85,06/05/2022 , 12:07:36,0,0
86,06/05/2022 , 12:22:36,0,0
87,06/05/2022 , 12:37:36,0,0
88,06/05/2022 , 12:52:36,0,0
89,06/05/2022 , 13:07:36,0,0
90,06/05/2022 , 13:22:36,0,0
91,06/05/2022 , 13:37:36,0,0
92,06/05/2022 , 13:52:36,0,0
93,06/05/2022 , 14:07:36,0,0
94,06/05/2022 , 14:22:36,0,0
95,06/05/2022 , 14:37:36,0,0
96,06/05/2022 , 14:52:36,0,0
97,06/05/2022 , 15:07:36,0,0
98,06/05/2022 , 15:22:36,0,0
99,06/05/2022 , 15:37:36,0,0
100,06/05/2022 , 15:52:36,0,0
101,06/05/2022 , 16:07:36,0,0
102,06/05/2022 , 16:22:36,0,0
103,06/05/2022 , 16:37:36,0,0
104,06/05/2022 , 16:52:36,0,0
105,06/05/2022 , 17:07:36,0,0
106,06/05/2022 , 17:22:36,0,0
107,06/05/2022 , 17:37:36,0,0
108,06/05/2022 , 17:52:36,0,0
109,06/05/2022 , 18:07:36,0,0
110,06/05/2022 , 18:22:36,0,0
111,06/05/2022 , 18:37:36,0,0
112,06/05/2022 , 18:52:36,0,0
