Site Name ,STRT,,,
Site Number ,1,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11620,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
9402,23/09/2020 , 12:02:08,4228,4228
9403,23/09/2020 , 12:17:08,3821,3821
9404,23/09/2020 , 12:32:08,4531,4531
9405,23/09/2020 , 12:47:08,4817,4817
9406,23/09/2020 , 13:02:08,5153,5153
9407,23/09/2020 , 13:17:08,5347,5347
9408,23/09/2020 , 13:32:08,5078,5078
9409,23/09/2020 , 13:47:08,5292,5292
9410,23/09/2020 , 14:02:08,5393,5393
9411,23/09/2020 , 14:17:08,6496,6496
9412,23/09/2020 , 14:32:08,6971,6971
9413,23/09/2020 , 14:47:08,6522,6522
9414,23/09/2020 , 15:02:08,6361,6361
9415,23/09/2020 , 15:17:08,6661,6661
9416,23/09/2020 , 15:32:08,6003,6003
9417,23/09/2020 , 15:47:08,5579,5579
9418,23/09/2020 , 16:02:08,4667,4667
9419,23/09/2020 , 16:17:08,3600,3600
9420,23/09/2020 , 16:32:08,3322,3322
9421,23/09/2020 , 16:47:08,3706,3706
9422,23/09/2020 , 17:02:08,3621,3621
9423,23/09/2020 , 17:17:08,2847,2847
9424,23/09/2020 , 17:32:08,2661,2661
9425,23/09/2020 , 17:47:08,2046,2046
9426,23/09/2020 , 18:02:08,1539,1539
9427,23/09/2020 , 18:17:08,1298,1298
9428,23/09/2020 , 18:32:08,1106,1106
9429,23/09/2020 , 18:47:08,778,778
9430,23/09/2020 , 19:02:08,455,455
9431,23/09/2020 , 19:17:08,234,234
9432,23/09/2020 , 19:32:08,157,157
9433,23/09/2020 , 19:47:08,68,68
9434,23/09/2020 , 20:02:08,24,24
9435,23/09/2020 , 20:17:08,4,4
9436,23/09/2020 , 20:32:08,1,1
9437,23/09/2020 , 20:47:08,0,0
9438,23/09/2020 , 21:02:08,0,0
9439,23/09/2020 , 21:17:08,0,0
9440,23/09/2020 , 21:32:08,0,0
9441,23/09/2020 , 21:47:08,0,0
9442,23/09/2020 , 22:02:08,0,0
9443,23/09/2020 , 22:17:08,0,0
9444,23/09/2020 , 22:32:08,0,0
9445,23/09/2020 , 22:47:08,0,0
9446,23/09/2020 , 23:02:08,0,0
9447,23/09/2020 , 23:17:08,0,0
9448,23/09/2020 , 23:32:08,0,0
9449,23/09/2020 , 23:47:08,0,0
9450,24/09/2020 , 00:02:08,0,0
9451,24/09/2020 , 00:17:08,0,0
9452,24/09/2020 , 00:32:08,0,0
9453,24/09/2020 , 00:47:08,0,0
9454,24/09/2020 , 01:02:08,0,0
9455,24/09/2020 , 01:17:08,0,0
9456,24/09/2020 , 01:32:08,0,0
9457,24/09/2020 , 01:47:08,0,0
9458,24/09/2020 , 02:02:08,0,0
9459,24/09/2020 , 02:17:08,0,0
9460,24/09/2020 , 02:32:08,0,0
9461,24/09/2020 , 02:47:08,0,0
9462,24/09/2020 , 03:02:08,0,0
9463,24/09/2020 , 03:17:08,0,0
9464,24/09/2020 , 03:32:08,0,0
9465,24/09/2020 , 03:47:08,0,0
9466,24/09/2020 , 04:02:08,0,0
9467,24/09/2020 , 04:17:08,0,0
9468,24/09/2020 , 04:32:08,0,0
9469,24/09/2020 , 04:47:08,0,0
9470,24/09/2020 , 05:02:08,0,0
9471,24/09/2020 , 05:17:08,0,0
9472,24/09/2020 , 05:32:08,0,0
9473,24/09/2020 , 05:47:08,0,0
9474,24/09/2020 , 06:02:08,0,0
9475,24/09/2020 , 06:17:08,0,0
9476,24/09/2020 , 06:32:08,0,0
9477,24/09/2020 , 06:47:08,0,0
9478,24/09/2020 , 07:02:08,0,0
9479,24/09/2020 , 07:17:08,5,5
9480,24/09/2020 , 07:32:08,28,28
9481,24/09/2020 , 07:47:08,87,87
9482,24/09/2020 , 08:02:08,227,227
9483,24/09/2020 , 08:17:08,496,496
9484,24/09/2020 , 08:32:08,853,853
9485,24/09/2020 , 08:47:08,1354,1354
9486,24/09/2020 , 09:02:08,1921,1921
9487,24/09/2020 , 09:17:08,2721,2721
9488,24/09/2020 , 09:32:08,3260,3260
9489,24/09/2020 , 09:47:08,3950,3950
9490,24/09/2020 , 10:02:08,4871,4871
9491,24/09/2020 , 10:17:08,4621,4621
9492,24/09/2020 , 10:32:08,4803,4803
9493,24/09/2020 , 10:47:08,5554,5554
9494,24/09/2020 , 11:02:08,5391,5391
9495,24/09/2020 , 11:17:08,3679,3679
9496,24/09/2020 , 11:32:08,4355,4355
9497,24/09/2020 , 11:47:08,5454,5454
9498,24/09/2020 , 12:02:08,5565,5565
9499,24/09/2020 , 12:17:08,5107,5107
9500,24/09/2020 , 12:32:08,4361,4361
9501,24/09/2020 , 12:47:08,3550,3550
9502,24/09/2020 , 13:02:08,3386,3386
9503,24/09/2020 , 13:17:08,3627,3627
9504,24/09/2020 , 13:32:08,3836,3836
9505,24/09/2020 , 13:47:08,4583,4583
9506,24/09/2020 , 14:02:08,4307,4307
9507,24/09/2020 , 14:17:08,3902,3902
9508,24/09/2020 , 14:32:08,3429,3429
9509,24/09/2020 , 14:47:08,3243,3243
9510,24/09/2020 , 15:02:08,3210,3210
9511,24/09/2020 , 15:17:08,3212,3212
9512,24/09/2020 , 15:32:08,3107,3107
9513,24/09/2020 , 15:47:08,2943,2943
9514,24/09/2020 , 16:02:08,2848,2848
9515,24/09/2020 , 16:17:08,2260,2260
9516,24/09/2020 , 16:32:08,2468,2468
9517,24/09/2020 , 16:47:08,2545,2545
9518,24/09/2020 , 17:02:08,2517,2517
9519,24/09/2020 , 17:17:08,2215,2215
9520,24/09/2020 , 17:32:08,1961,1961
9521,24/09/2020 , 17:47:08,1484,1484
9522,24/09/2020 , 18:02:08,1144,1144
9523,24/09/2020 , 18:17:08,935,935
9524,24/09/2020 , 18:32:08,617,617
9525,24/09/2020 , 18:47:08,505,505
9526,24/09/2020 , 19:02:08,315,315
9527,24/09/2020 , 19:17:08,212,212
9528,24/09/2020 , 19:32:08,107,107
9529,24/09/2020 , 19:47:08,41,41
9530,24/09/2020 , 20:02:08,14,14
9531,24/09/2020 , 20:17:08,2,2
9532,24/09/2020 , 20:32:08,0,0
9533,24/09/2020 , 20:47:08,0,0
9534,24/09/2020 , 21:02:08,0,0
9535,24/09/2020 , 21:17:08,0,0
9536,24/09/2020 , 21:32:08,0,0
9537,24/09/2020 , 21:47:08,0,0
9538,24/09/2020 , 22:02:08,0,0
9539,24/09/2020 , 22:17:08,0,0
9540,24/09/2020 , 22:32:08,0,0
9541,24/09/2020 , 22:47:08,0,0
9542,24/09/2020 , 23:02:08,0,0
9543,24/09/2020 , 23:17:08,0,0
9544,24/09/2020 , 23:32:08,0,0
9545,24/09/2020 , 23:47:08,0,0
9546,25/09/2020 , 00:02:08,0,0
9547,25/09/2020 , 00:17:08,0,0
9548,25/09/2020 , 00:32:08,0,0
9549,25/09/2020 , 00:47:08,0,0
9550,25/09/2020 , 01:02:08,0,0
9551,25/09/2020 , 01:17:08,0,0
9552,25/09/2020 , 01:32:08,0,0
9553,25/09/2020 , 01:47:08,0,0
9554,25/09/2020 , 02:02:08,0,0
9555,25/09/2020 , 02:17:08,0,0
9556,25/09/2020 , 02:32:08,0,0
9557,25/09/2020 , 02:47:08,0,0
9558,25/09/2020 , 03:02:08,0,0
9559,25/09/2020 , 03:17:08,0,0
9560,25/09/2020 , 03:32:08,0,0
9561,25/09/2020 , 03:47:08,0,0
9562,25/09/2020 , 04:02:08,0,0
9563,25/09/2020 , 04:17:08,0,0
9564,25/09/2020 , 04:32:08,0,0
9565,25/09/2020 , 04:47:08,0,0
9566,25/09/2020 , 05:02:08,0,0
9567,25/09/2020 , 05:17:08,0,0
9568,25/09/2020 , 05:32:08,0,0
9569,25/09/2020 , 05:47:08,0,0
9570,25/09/2020 , 06:02:08,0,0
9571,25/09/2020 , 06:17:08,0,0
9572,25/09/2020 , 06:32:08,0,0
9573,25/09/2020 , 06:47:08,0,0
9574,25/09/2020 , 07:02:08,0,0
9575,25/09/2020 , 07:17:08,7,7
9576,25/09/2020 , 07:32:08,45,45
9577,25/09/2020 , 07:47:08,166,166
9578,25/09/2020 , 08:02:08,424,424
9579,25/09/2020 , 08:17:08,717,717
9580,25/09/2020 , 08:32:08,1116,1116
9581,25/09/2020 , 08:47:08,1577,1577
9582,25/09/2020 , 09:02:08,2080,2080
9583,25/09/2020 , 09:17:08,3006,3006
9584,25/09/2020 , 09:32:08,3728,3728
9585,25/09/2020 , 09:47:08,3668,3668
9586,25/09/2020 , 10:02:08,3327,3327
9587,25/09/2020 , 10:17:08,3046,3046
9588,25/09/2020 , 10:32:08,3686,3686
9589,25/09/2020 , 10:47:08,4280,4280
9590,25/09/2020 , 11:02:08,4189,4189
9591,25/09/2020 , 11:17:08,4908,4908
9592,25/09/2020 , 11:32:08,6648,6648
9593,25/09/2020 , 11:47:08,6672,6672
9594,25/09/2020 , 12:02:08,6461,6461
9595,25/09/2020 , 12:17:08,6328,6328
9596,25/09/2020 , 12:32:08,8213,8213
9597,25/09/2020 , 12:47:08,7554,7554
9598,25/09/2020 , 13:02:08,6926,6926
9599,25/09/2020 , 13:17:08,8756,8756
9600,25/09/2020 , 13:32:08,8583,8583
9601,25/09/2020 , 13:47:08,8112,8112
9602,25/09/2020 , 14:02:08,8325,8325
9603,25/09/2020 , 14:17:08,8370,8370
9604,25/09/2020 , 14:32:08,7684,7684
9605,25/09/2020 , 14:47:08,6969,6969
9606,25/09/2020 , 15:02:08,5718,5718
9607,25/09/2020 , 15:17:08,5018,5018
9608,25/09/2020 , 15:32:08,4930,4930
9609,25/09/2020 , 15:47:08,5242,5242
9610,25/09/2020 , 16:02:08,5221,5221
9611,25/09/2020 , 16:17:08,5097,5097
9612,25/09/2020 , 16:32:08,4843,4843
9613,25/09/2020 , 16:47:08,4297,4297
9614,25/09/2020 , 17:02:08,3364,3364
9615,25/09/2020 , 17:17:08,2981,2981
9616,25/09/2020 , 17:32:08,2348,2348
9617,25/09/2020 , 17:47:08,1884,1884
9618,25/09/2020 , 18:02:08,1528,1528
9619,25/09/2020 , 18:17:08,1303,1303
9620,25/09/2020 , 18:32:08,1038,1038
9621,25/09/2020 , 18:47:08,726,726
9622,25/09/2020 , 19:02:08,499,499
9623,25/09/2020 , 19:17:08,289,289
9624,25/09/2020 , 19:32:08,138,138
9625,25/09/2020 , 19:47:08,47,47
9626,25/09/2020 , 20:02:08,12,12
9627,25/09/2020 , 20:17:08,2,2
9628,25/09/2020 , 20:32:08,0,0
9629,25/09/2020 , 20:47:08,0,0
9630,25/09/2020 , 21:02:08,0,0
9631,25/09/2020 , 21:17:08,0,0
9632,25/09/2020 , 21:32:08,0,0
9633,25/09/2020 , 21:47:08,0,0
9634,25/09/2020 , 22:02:08,0,0
9635,25/09/2020 , 22:17:08,0,0
9636,25/09/2020 , 22:32:08,0,0
9637,25/09/2020 , 22:47:08,0,0
9638,25/09/2020 , 23:02:08,0,0
9639,25/09/2020 , 23:17:08,0,0
9640,25/09/2020 , 23:32:08,0,0
9641,25/09/2020 , 23:47:08,0,0
9642,26/09/2020 , 00:02:08,0,0
9643,26/09/2020 , 00:17:08,0,0
9644,26/09/2020 , 00:32:08,0,0
9645,26/09/2020 , 00:47:08,0,0
9646,26/09/2020 , 01:02:08,0,0
9647,26/09/2020 , 01:17:08,0,0
9648,26/09/2020 , 01:32:08,0,0
9649,26/09/2020 , 01:47:08,0,0
9650,26/09/2020 , 02:02:08,0,0
9651,26/09/2020 , 02:17:08,0,0
9652,26/09/2020 , 02:32:08,0,0
9653,26/09/2020 , 02:47:08,0,0
9654,26/09/2020 , 03:02:08,0,0
9655,26/09/2020 , 03:17:08,0,0
9656,26/09/2020 , 03:32:08,0,0
9657,26/09/2020 , 03:47:08,0,0
9658,26/09/2020 , 04:02:08,0,0
9659,26/09/2020 , 04:17:08,0,0
9660,26/09/2020 , 04:32:08,0,0
9661,26/09/2020 , 04:47:08,0,0
9662,26/09/2020 , 05:02:08,0,0
9663,26/09/2020 , 05:17:08,0,0
9664,26/09/2020 , 05:32:08,0,0
9665,26/09/2020 , 05:47:08,0,0
9666,26/09/2020 , 06:02:08,0,0
9667,26/09/2020 , 06:17:08,0,0
9668,26/09/2020 , 06:32:08,0,0
9669,26/09/2020 , 06:47:08,0,0
9670,26/09/2020 , 07:02:08,0,0
9671,26/09/2020 , 07:17:08,4,4
9672,26/09/2020 , 07:32:08,25,25
9673,26/09/2020 , 07:47:08,78,78
9674,26/09/2020 , 08:02:08,177,177
9675,26/09/2020 , 08:17:08,379,379
9676,26/09/2020 , 08:32:08,632,632
9677,26/09/2020 , 08:47:08,999,999
9678,26/09/2020 , 09:02:08,1501,1501
9679,26/09/2020 , 09:17:08,2251,2251
9680,26/09/2020 , 09:32:08,2897,2897
9681,26/09/2020 , 09:47:08,3319,3319
9682,26/09/2020 , 10:02:08,3201,3201
9683,26/09/2020 , 10:17:08,3071,3071
9684,26/09/2020 , 10:32:08,2773,2773
9685,26/09/2020 , 10:47:08,2632,2632
9686,26/09/2020 , 11:02:08,2465,2465
9687,26/09/2020 , 11:17:08,3293,3293
9688,26/09/2020 , 11:32:08,4461,4461
9689,26/09/2020 , 11:47:08,5565,5565
9690,26/09/2020 , 12:02:08,6962,6962
9691,26/09/2020 , 12:17:08,8783,8783
9692,26/09/2020 , 12:32:08,14932,14932
9693,26/09/2020 , 12:47:08,19221,19221
9694,26/09/2020 , 13:02:08,21389,21389
9695,26/09/2020 , 13:17:08,21280,21280
9696,26/09/2020 , 13:32:08,21400,21400
9697,26/09/2020 , 13:47:08,21537,21537
9698,26/09/2020 , 14:02:08,21532,21532
9699,26/09/2020 , 14:17:08,21399,21399
9700,26/09/2020 , 14:32:08,21175,21175
9701,26/09/2020 , 14:47:08,20831,20831
9702,26/09/2020 , 15:02:08,20382,20382
9703,26/09/2020 , 15:17:08,19817,19817
9704,26/09/2020 , 15:32:08,19291,19291
9705,26/09/2020 , 15:47:08,17675,17675
9706,26/09/2020 , 16:02:08,18009,18009
9707,26/09/2020 , 16:17:08,13490,13490
9708,26/09/2020 , 16:32:08,3719,3719
9709,26/09/2020 , 16:47:08,4071,4071
9710,26/09/2020 , 17:02:08,3297,3297
9711,26/09/2020 , 17:17:08,2340,2340
9712,26/09/2020 , 17:32:08,2108,2108
9713,26/09/2020 , 17:47:08,1976,1976
9714,26/09/2020 , 18:02:08,1732,1732
9715,26/09/2020 , 18:17:08,1602,1602
9716,26/09/2020 , 18:32:08,1373,1373
9717,26/09/2020 , 18:47:08,1138,1138
9718,26/09/2020 , 19:02:08,871,871
9719,26/09/2020 , 19:17:08,569,569
9720,26/09/2020 , 19:32:08,304,304
9721,26/09/2020 , 19:47:08,116,116
9722,26/09/2020 , 20:02:08,28,28
9723,26/09/2020 , 20:17:08,4,4
9724,26/09/2020 , 20:32:08,0,0
9725,26/09/2020 , 20:47:08,0,0
9726,26/09/2020 , 21:02:08,0,0
9727,26/09/2020 , 21:17:08,0,0
9728,26/09/2020 , 21:32:08,0,0
9729,26/09/2020 , 21:47:08,0,0
9730,26/09/2020 , 22:02:08,0,0
9731,26/09/2020 , 22:17:08,0,0
9732,26/09/2020 , 22:32:08,0,0
9733,26/09/2020 , 22:47:08,0,0
9734,26/09/2020 , 23:02:08,0,0
9735,26/09/2020 , 23:17:08,0,0
9736,26/09/2020 , 23:32:08,0,0
9737,26/09/2020 , 23:47:08,0,0
9738,27/09/2020 , 00:02:08,0,0
9739,27/09/2020 , 00:17:08,0,0
9740,27/09/2020 , 00:32:08,0,0
9741,27/09/2020 , 00:47:08,0,0
9742,27/09/2020 , 01:02:08,0,0
9743,27/09/2020 , 01:17:08,0,0
9744,27/09/2020 , 01:32:08,0,0
9745,27/09/2020 , 01:47:08,0,0
9746,27/09/2020 , 02:02:08,0,0
9747,27/09/2020 , 02:17:08,0,0
9748,27/09/2020 , 02:32:08,0,0
9749,27/09/2020 , 02:47:08,0,0
9750,27/09/2020 , 03:02:08,0,0
9751,27/09/2020 , 03:17:08,0,0
9752,27/09/2020 , 03:32:08,0,0
9753,27/09/2020 , 03:47:08,0,0
9754,27/09/2020 , 04:02:08,0,0
9755,27/09/2020 , 04:17:08,0,0
9756,27/09/2020 , 04:32:08,0,0
9757,27/09/2020 , 04:47:08,0,0
9758,27/09/2020 , 05:02:08,0,0
9759,27/09/2020 , 05:17:08,0,0
9760,27/09/2020 , 05:32:08,0,0
9761,27/09/2020 , 05:47:08,0,0
9762,27/09/2020 , 06:02:08,0,0
9763,27/09/2020 , 06:17:08,0,0
9764,27/09/2020 , 06:32:08,0,0
9765,27/09/2020 , 06:47:08,0,0
9766,27/09/2020 , 07:02:08,0,0
9767,27/09/2020 , 07:17:08,7,7
9768,27/09/2020 , 07:32:08,49,49
9769,27/09/2020 , 07:47:08,168,168
9770,27/09/2020 , 08:02:08,402,402
9771,27/09/2020 , 08:17:08,828,828
9772,27/09/2020 , 08:32:08,1237,1237
9773,27/09/2020 , 08:47:08,1512,1512
9774,27/09/2020 , 09:02:08,1649,1649
9775,27/09/2020 , 09:17:08,1638,1638
9776,27/09/2020 , 09:32:08,1731,1731
9777,27/09/2020 , 09:47:08,1993,1993
9778,27/09/2020 , 10:02:08,2437,2437
9779,27/09/2020 , 10:17:08,2463,2463
9780,27/09/2020 , 10:32:08,3763,3763
9781,27/09/2020 , 10:47:08,3980,3980
9782,27/09/2020 , 11:02:08,2538,2538
9783,27/09/2020 , 11:17:08,2587,2587
9784,27/09/2020 , 11:32:08,8499,8499
9785,27/09/2020 , 11:47:08,7000,7000
9786,27/09/2020 , 12:02:08,17905,17905
9787,27/09/2020 , 12:17:08,20593,20593
9788,27/09/2020 , 12:32:08,20520,20520
9789,27/09/2020 , 12:47:08,18228,18228
9790,27/09/2020 , 13:02:08,20424,20424
9791,27/09/2020 , 13:17:08,21760,21760
9792,27/09/2020 , 13:32:08,22612,22612
9793,27/09/2020 , 13:47:08,22871,22871
9794,27/09/2020 , 14:02:08,21902,21902
9795,27/09/2020 , 14:17:08,18831,18831
9796,27/09/2020 , 14:32:08,12678,12678
9797,27/09/2020 , 14:47:08,11359,11359
9798,27/09/2020 , 15:02:08,10815,10815
9799,27/09/2020 , 15:17:08,17648,17648
9800,27/09/2020 , 15:32:08,16852,16852
9801,27/09/2020 , 15:47:08,9468,9468
9802,27/09/2020 , 16:02:08,6205,6205
9803,27/09/2020 , 16:17:08,7916,7916
9804,27/09/2020 , 16:32:08,7684,7684
9805,27/09/2020 , 16:47:08,6422,6422
9806,27/09/2020 , 17:02:08,2852,2852
9807,27/09/2020 , 17:17:08,2499,2499
9808,27/09/2020 , 17:32:08,2407,2407
9809,27/09/2020 , 17:47:08,2209,2209
9810,27/09/2020 , 18:02:08,1854,1854
9811,27/09/2020 , 18:17:08,1556,1556
9812,27/09/2020 , 18:32:08,1549,1549
9813,27/09/2020 , 18:47:08,1256,1256
9814,27/09/2020 , 19:02:08,947,947
9815,27/09/2020 , 19:17:08,564,564
9816,27/09/2020 , 19:32:08,295,295
9817,27/09/2020 , 19:47:08,115,115
9818,27/09/2020 , 20:02:08,21,21
9819,27/09/2020 , 20:17:08,3,3
9820,27/09/2020 , 20:32:08,0,0
9821,27/09/2020 , 20:47:08,0,0
9822,27/09/2020 , 21:02:08,0,0
9823,27/09/2020 , 21:17:08,0,0
9824,27/09/2020 , 21:32:08,0,0
9825,27/09/2020 , 21:47:08,0,0
9826,27/09/2020 , 22:02:08,0,0
9827,27/09/2020 , 22:17:08,0,0
9828,27/09/2020 , 22:32:08,0,0
9829,27/09/2020 , 22:47:08,0,0
9830,27/09/2020 , 23:02:08,0,0
9831,27/09/2020 , 23:17:08,0,0
9832,27/09/2020 , 23:32:08,0,0
9833,27/09/2020 , 23:47:08,0,0
9834,28/09/2020 , 00:02:08,0,0
9835,28/09/2020 , 00:17:08,0,0
9836,28/09/2020 , 00:32:08,0,0
9837,28/09/2020 , 00:47:08,0,0
9838,28/09/2020 , 01:02:08,0,0
9839,28/09/2020 , 01:17:08,0,0
9840,28/09/2020 , 01:32:08,0,0
9841,28/09/2020 , 01:47:08,0,0
9842,28/09/2020 , 02:02:08,0,0
9843,28/09/2020 , 02:17:08,0,0
9844,28/09/2020 , 02:32:08,0,0
9845,28/09/2020 , 02:47:08,0,0
9846,28/09/2020 , 03:02:08,0,0
9847,28/09/2020 , 03:17:08,0,0
9848,28/09/2020 , 03:32:08,0,0
9849,28/09/2020 , 03:47:08,0,0
9850,28/09/2020 , 04:02:08,0,0
9851,28/09/2020 , 04:17:08,0,0
9852,28/09/2020 , 04:32:08,0,0
9853,28/09/2020 , 04:47:08,0,0
9854,28/09/2020 , 05:02:08,0,0
9855,28/09/2020 , 05:17:08,0,0
9856,28/09/2020 , 05:32:08,0,0
9857,28/09/2020 , 05:47:08,0,0
9858,28/09/2020 , 06:02:08,0,0
9859,28/09/2020 , 06:17:08,0,0
9860,28/09/2020 , 06:32:08,0,0
9861,28/09/2020 , 06:47:08,0,0
9862,28/09/2020 , 07:02:08,0,0
9863,28/09/2020 , 07:17:08,3,3
9864,28/09/2020 , 07:32:08,27,27
9865,28/09/2020 , 07:47:08,109,109
9866,28/09/2020 , 08:02:08,295,295
9867,28/09/2020 , 08:17:08,571,571
9868,28/09/2020 , 08:32:08,845,845
9869,28/09/2020 , 08:47:08,1109,1109
9870,28/09/2020 , 09:02:08,1432,1432
9871,28/09/2020 , 09:17:08,2469,2469
9872,28/09/2020 , 09:32:08,3064,3064
9873,28/09/2020 , 09:47:08,3770,3770
9874,28/09/2020 , 10:02:08,4102,4102
9875,28/09/2020 , 10:17:08,4789,4789
9876,28/09/2020 , 10:32:08,5536,5536
9877,28/09/2020 , 10:47:08,5840,5840
9878,28/09/2020 , 11:02:08,5928,5928
9879,28/09/2020 , 11:17:08,6333,6333
9880,28/09/2020 , 11:32:08,8824,8824
9881,28/09/2020 , 11:47:08,5529,5529
9882,28/09/2020 , 12:02:08,17213,17213
9883,28/09/2020 , 12:17:08,22987,22987
9884,28/09/2020 , 12:32:08,22272,22272
9885,28/09/2020 , 12:47:08,22290,22290
9886,28/09/2020 , 13:02:08,21876,21876
9887,28/09/2020 , 13:17:08,21310,21310
9888,28/09/2020 , 13:32:08,20585,20585
9889,28/09/2020 , 13:47:08,16443,16443
9890,28/09/2020 , 14:02:08,21726,21726
9891,28/09/2020 , 14:17:08,24118,24118
9892,28/09/2020 , 14:32:08,18040,18040
9893,28/09/2020 , 14:47:08,6818,6818
9894,28/09/2020 , 15:02:08,9713,9713
9895,28/09/2020 , 15:17:08,10864,10864
9896,28/09/2020 , 15:32:08,10169,10169
9897,28/09/2020 , 15:47:08,9443,9443
9898,28/09/2020 , 16:02:08,8450,8450
9899,28/09/2020 , 16:17:08,7094,7094
9900,28/09/2020 , 16:32:08,5968,5968
9901,28/09/2020 , 16:47:08,4468,4468
9902,28/09/2020 , 17:02:08,3966,3966
9903,28/09/2020 , 17:17:08,4585,4585
9904,28/09/2020 , 17:32:08,3901,3901
9905,28/09/2020 , 17:47:08,2832,2832
9906,28/09/2020 , 18:02:08,1616,1616
9907,28/09/2020 , 18:17:08,1103,1103
9908,28/09/2020 , 18:32:08,802,802
9909,28/09/2020 , 18:47:08,557,557
9910,28/09/2020 , 19:02:08,420,420
9911,28/09/2020 , 19:17:08,188,188
9912,28/09/2020 , 19:32:08,67,67
9913,28/09/2020 , 19:47:08,19,19
9914,28/09/2020 , 20:02:08,3,3
9915,28/09/2020 , 20:17:08,0,0
9916,28/09/2020 , 20:32:08,0,0
9917,28/09/2020 , 20:47:08,0,0
9918,28/09/2020 , 21:02:08,0,0
9919,28/09/2020 , 21:17:08,0,0
9920,28/09/2020 , 21:32:08,0,0
9921,28/09/2020 , 21:47:08,0,0
9922,28/09/2020 , 22:02:08,0,0
9923,28/09/2020 , 22:17:08,0,0
9924,28/09/2020 , 22:32:08,0,0
9925,28/09/2020 , 22:47:08,0,0
9926,28/09/2020 , 23:02:08,0,0
9927,28/09/2020 , 23:17:08,0,0
9928,28/09/2020 , 23:32:08,0,0
9929,28/09/2020 , 23:47:08,0,0
9930,29/09/2020 , 00:02:08,0,0
9931,29/09/2020 , 00:17:08,0,0
9932,29/09/2020 , 00:32:08,0,0
9933,29/09/2020 , 00:47:08,0,0
9934,29/09/2020 , 01:02:08,0,0
9935,29/09/2020 , 01:17:08,0,0
9936,29/09/2020 , 01:32:08,0,0
9937,29/09/2020 , 01:47:08,0,0
9938,29/09/2020 , 02:02:08,0,0
9939,29/09/2020 , 02:17:08,0,0
9940,29/09/2020 , 02:32:08,0,0
9941,29/09/2020 , 02:47:08,0,0
9942,29/09/2020 , 03:02:08,0,0
9943,29/09/2020 , 03:17:08,0,0
9944,29/09/2020 , 03:32:08,0,0
9945,29/09/2020 , 03:47:08,0,0
9946,29/09/2020 , 04:02:08,0,0
9947,29/09/2020 , 04:17:08,0,0
9948,29/09/2020 , 04:32:08,0,0
9949,29/09/2020 , 04:47:08,0,0
9950,29/09/2020 , 05:02:08,0,0
9951,29/09/2020 , 05:17:08,0,0
9952,29/09/2020 , 05:32:08,0,0
9953,29/09/2020 , 05:47:08,0,0
9954,29/09/2020 , 06:02:08,0,0
9955,29/09/2020 , 06:17:08,0,0
9956,29/09/2020 , 06:32:08,0,0
9957,29/09/2020 , 06:47:08,0,0
9958,29/09/2020 , 07:02:08,0,0
9959,29/09/2020 , 07:17:08,0,0
9960,29/09/2020 , 07:32:08,7,7
9961,29/09/2020 , 07:47:08,44,44
9962,29/09/2020 , 08:02:08,144,144
9963,29/09/2020 , 08:17:08,309,309
9964,29/09/2020 , 08:32:08,518,518
9965,29/09/2020 , 08:47:08,851,851
9966,29/09/2020 , 09:02:08,1251,1251
9967,29/09/2020 , 09:17:08,1473,1473
9968,29/09/2020 , 09:32:08,2194,2194
9969,29/09/2020 , 09:47:08,1948,1948
9970,29/09/2020 , 10:02:08,1983,1983
9971,29/09/2020 , 10:17:08,2717,2717
9972,29/09/2020 , 10:32:08,3037,3037
9973,29/09/2020 , 10:47:08,3521,3521
9974,29/09/2020 , 11:02:08,4920,4920
9975,29/09/2020 , 11:17:08,5533,5533
9976,29/09/2020 , 11:32:08,6879,6879
9977,29/09/2020 , 11:47:08,7850,7850
9978,29/09/2020 , 12:02:08,17245,17245
9979,29/09/2020 , 12:17:08,18070,18070
9980,29/09/2020 , 12:32:08,17654,17654
9981,29/09/2020 , 12:47:08,18639,18639
9982,29/09/2020 , 13:02:08,19124,19124
9983,29/09/2020 , 13:17:08,19507,19507
9984,29/09/2020 , 13:32:08,19695,19695
9985,29/09/2020 , 13:47:08,19982,19982
9986,29/09/2020 , 14:02:08,18820,18820
9987,29/09/2020 , 14:17:08,19793,19793
9988,29/09/2020 , 14:32:08,19545,19545
9989,29/09/2020 , 14:47:08,19082,19082
9990,29/09/2020 , 15:02:08,17059,17059
9991,29/09/2020 , 15:17:08,18476,18476
9992,29/09/2020 , 15:32:08,17664,17664
9993,29/09/2020 , 15:47:08,16756,16756
9994,29/09/2020 , 16:02:08,15868,15868
9995,29/09/2020 , 16:17:08,10915,10915
9996,29/09/2020 , 16:32:08,3196,3196
9997,29/09/2020 , 16:47:08,3871,3871
9998,29/09/2020 , 17:02:08,2620,2620
9999,29/09/2020 , 17:17:08,2180,2180
10000,29/09/2020 , 17:32:08,2015,2015
10001,29/09/2020 , 17:47:08,1858,1858
10002,29/09/2020 , 18:02:08,1675,1675
10003,29/09/2020 , 18:17:08,1468,1468
10004,29/09/2020 , 18:32:08,1239,1239
10005,29/09/2020 , 18:47:08,981,981
10006,29/09/2020 , 19:02:08,664,664
10007,29/09/2020 , 19:17:08,390,390
