Site Name ,VAUL,,,
Site Number ,5,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11616,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
6042,7/8/2020, 13:45:00,6473,6473
6043,7/8/2020, 14:00:00,10741,10741
6044,7/8/2020, 14:15:00,31543,31543
6045,7/8/2020, 14:30:00,34989,34989
6046,7/8/2020, 14:45:00,35364,35364
6047,7/8/2020, 15:00:00,26037,26037
6048,7/8/2020, 15:15:00,33724,33724
6049,7/8/2020, 15:30:00,25809,25809
6050,7/8/2020, 15:45:00,12518,12518
6051,7/8/2020, 16:00:00,5854,5854
6052,7/8/2020, 16:15:00,7940,7940
6053,7/8/2020, 16:30:00,6137,6137
6054,7/8/2020, 16:45:00,4130,4130
6055,7/8/2020, 17:00:00,4647,4647
6056,7/8/2020, 17:15:00,3301,3301
6057,7/8/2020, 17:30:00,6428,6428
6058,7/8/2020, 17:45:00,5093,5093
6059,7/8/2020, 18:00:00,5080,5080
6060,7/8/2020, 18:15:00,3035,3035
6061,7/8/2020, 18:30:00,3563,3563
6062,7/8/2020, 18:45:00,4266,4266
6063,7/8/2020, 19:00:00,2753,2753
6064,7/8/2020, 19:15:00,1769,1769
6065,7/8/2020, 19:30:00,2534,2534
6066,7/8/2020, 19:45:00,2561,2561
6067,7/8/2020, 20:00:00,1962,1962
6068,7/8/2020, 20:15:00,2403,2403
6069,7/8/2020, 20:30:00,2613,2613
6070,7/8/2020, 20:45:00,2070,2070
6071,7/8/2020, 21:00:00,1492,1492
6072,7/8/2020, 21:15:00,806,806
6073,7/8/2020, 21:30:00,731,731
6074,7/8/2020, 21:45:00,661,661
6075,7/8/2020, 22:00:00,508,508
6076,7/8/2020, 22:15:00,374,374
6077,7/8/2020, 22:30:00,236,236
6078,7/8/2020, 22:45:00,128,128
6079,7/8/2020, 23:00:00,69,69
6080,7/8/2020, 23:15:00,20,20
6081,7/8/2020, 23:30:00,6,6
6082,7/8/2020, 23:45:00,1,1
6083,7/8/2020, 24:00:00,0,0
6084,8/8/2020, 00:15:00,0,0
6085,8/8/2020, 00:30:00,0,0
6086,8/8/2020, 00:45:00,0,0
6087,8/8/2020, 01:00:00,0,0
6088,8/8/2020, 01:15:00,0,0
6089,8/8/2020, 01:30:00,0,0
6090,8/8/2020, 01:45:00,0,0
6091,8/8/2020, 02:00:00,0,0
6092,8/8/2020, 02:15:00,0,0
6093,8/8/2020, 02:30:00,0,0
6094,8/8/2020, 02:45:00,0,0
6095,8/8/2020, 03:00:00,0,0
6096,8/8/2020, 03:15:00,0,0
6097,8/8/2020, 03:30:00,0,0
6098,8/8/2020, 03:45:00,0,0
6099,8/8/2020, 04:00:00,0,0
6100,8/8/2020, 04:15:00,0,0
6101,8/8/2020, 04:30:00,2,2
6102,8/8/2020, 04:45:00,5,5
6103,8/8/2020, 05:00:00,15,15
6104,8/8/2020, 05:15:00,43,43
6105,8/8/2020, 05:30:00,95,95
6106,8/8/2020, 05:45:00,180,180
6107,8/8/2020, 06:00:00,388,388
6108,8/8/2020, 06:15:00,482,482
6109,8/8/2020, 06:30:00,599,599
6110,8/8/2020, 06:45:00,679,679
6111,8/8/2020, 07:00:00,742,742
6112,8/8/2020, 07:15:00,1033,1033
6113,8/8/2020, 07:30:00,1449,1449
6114,8/8/2020, 07:45:00,1844,1844
6115,8/8/2020, 08:00:00,2768,2768
6116,8/8/2020, 08:15:00,2959,2959
6117,8/8/2020, 08:30:00,2718,2718
6118,8/8/2020, 08:45:00,2832,2832
6119,8/8/2020, 09:00:00,2343,2343
6120,8/8/2020, 09:15:00,2305,2305
6121,8/8/2020, 09:30:00,1886,1886
6122,8/8/2020, 09:45:00,3050,3050
6123,8/8/2020, 10:00:00,5293,5293
6124,8/8/2020, 10:15:00,5513,5513
6125,8/8/2020, 10:30:00,5589,5589
6126,8/8/2020, 10:45:00,5158,5158
6127,8/8/2020, 11:00:00,4915,4915
6128,8/8/2020, 11:15:00,9822,9822
6129,8/8/2020, 11:30:00,9708,9708
6130,8/8/2020, 11:45:00,14787,14787
6131,8/8/2020, 12:00:00,3915,3915
6132,8/8/2020, 12:15:00,4728,4728
6133,8/8/2020, 12:30:00,6223,6223
6134,8/8/2020, 12:45:00,16030,16030
6135,8/8/2020, 13:00:00,4791,4791
6136,8/8/2020, 13:15:00,2823,2823
6137,8/8/2020, 13:30:00,1288,1288
6138,8/8/2020, 13:45:00,910,910
6139,8/8/2020, 14:00:00,901,901
6140,8/8/2020, 14:15:00,3570,3570
6141,8/8/2020, 14:30:00,9488,9488
6142,8/8/2020, 14:45:00,15437,15437
6143,8/8/2020, 15:00:00,28802,28802
6144,8/8/2020, 15:15:00,28077,28077
6145,8/8/2020, 15:30:00,24561,24561
6146,8/8/2020, 15:45:00,9561,9561
6147,8/8/2020, 16:00:00,10066,10066
6148,8/8/2020, 16:15:00,6509,6509
6149,8/8/2020, 16:30:00,3840,3840
6150,8/8/2020, 16:45:00,8125,8125
6151,8/8/2020, 17:00:00,4752,4752
6152,8/8/2020, 17:15:00,2719,2719
6153,8/8/2020, 17:30:00,5146,5146
6154,8/8/2020, 17:45:00,3712,3712
6155,8/8/2020, 18:00:00,2286,2286
6156,8/8/2020, 18:15:00,4539,4539
6157,8/8/2020, 18:30:00,5819,5819
6158,8/8/2020, 18:45:00,7602,7602
6159,8/8/2020, 19:00:00,5390,5390
6160,8/8/2020, 19:15:00,2994,2994
6161,8/8/2020, 19:30:00,2293,2293
6162,8/8/2020, 19:45:00,1206,1206
6163,8/8/2020, 20:00:00,1382,1382
6164,8/8/2020, 20:15:00,1412,1412
6165,8/8/2020, 20:30:00,1582,1582
6166,8/8/2020, 20:45:00,3019,3019
6167,8/8/2020, 21:00:00,1864,1864
6168,8/8/2020, 21:15:00,868,868
6169,8/8/2020, 21:30:00,542,542
6170,8/8/2020, 21:45:00,348,348
6171,8/8/2020, 22:00:00,259,259
6172,8/8/2020, 22:15:00,187,187
6173,8/8/2020, 22:30:00,120,120
6174,8/8/2020, 22:45:00,65,65
6175,8/8/2020, 23:00:00,28,28
6176,8/8/2020, 23:15:00,9,9
6177,8/8/2020, 23:30:00,3,3
6178,8/8/2020, 23:45:00,0,0
6179,8/8/2020, 24:00:00,0,0
6180,9/8/2020, 00:15:00,0,0
6181,9/8/2020, 00:30:00,0,0
6182,9/8/2020, 00:45:00,0,0
6183,9/8/2020, 01:00:00,0,0
6184,9/8/2020, 01:15:00,0,0
6185,9/8/2020, 01:30:00,0,0
6186,9/8/2020, 01:45:00,0,0
6187,9/8/2020, 02:00:00,0,0
6188,9/8/2020, 02:15:00,0,0
6189,9/8/2020, 02:30:00,0,0
6190,9/8/2020, 02:45:00,0,0
6191,9/8/2020, 03:00:00,0,0
6192,9/8/2020, 03:15:00,0,0
6193,9/8/2020, 03:30:00,0,0
6194,9/8/2020, 03:45:00,0,0
6195,9/8/2020, 04:00:00,0,0
6196,9/8/2020, 04:15:00,0,0
6197,9/8/2020, 04:30:00,2,2
6198,9/8/2020, 04:45:00,8,8
6199,9/8/2020, 05:00:00,22,22
6200,9/8/2020, 05:15:00,63,63
6201,9/8/2020, 05:30:00,105,105
6202,9/8/2020, 05:45:00,167,167
6203,9/8/2020, 06:00:00,292,292
6204,9/8/2020, 06:15:00,412,412
6205,9/8/2020, 06:30:00,592,592
6206,9/8/2020, 06:45:00,672,672
6207,9/8/2020, 07:00:00,932,932
6208,9/8/2020, 07:15:00,1201,1201
6209,9/8/2020, 07:30:00,1229,1229
6210,9/8/2020, 07:45:00,1516,1516
6211,9/8/2020, 08:00:00,1679,1679
6212,9/8/2020, 08:15:00,1922,1922
6213,9/8/2020, 08:30:00,2194,2194
6214,9/8/2020, 08:45:00,2273,2273
6215,9/8/2020, 09:00:00,1708,1708
6216,9/8/2020, 09:15:00,1165,1165
6217,9/8/2020, 09:30:00,1155,1155
6218,9/8/2020, 09:45:00,1238,1238
6219,9/8/2020, 10:00:00,1347,1347
6220,9/8/2020, 10:15:00,1369,1369
6221,9/8/2020, 10:30:00,1421,1421
6222,9/8/2020, 10:45:00,1605,1605
6223,9/8/2020, 11:00:00,2099,2099
6224,9/8/2020, 11:15:00,7267,7267
6225,9/8/2020, 11:30:00,14114,14114
6226,9/8/2020, 11:45:00,20796,20796
6227,9/8/2020, 12:00:00,24475,24475
6228,9/8/2020, 12:15:00,15725,15725
6229,9/8/2020, 12:30:00,26044,26044
6230,9/8/2020, 12:45:00,15286,15286
6231,9/8/2020, 13:00:00,4707,4707
6232,9/8/2020, 13:15:00,2674,2674
6233,9/8/2020, 13:30:00,3946,3946
6234,9/8/2020, 13:45:00,6458,6458
6235,9/8/2020, 14:00:00,7368,7368
6236,9/8/2020, 14:15:00,27346,27346
6237,9/8/2020, 14:30:00,13333,13333
6238,9/8/2020, 14:45:00,30542,30542
6239,9/8/2020, 15:00:00,39075,39075
6240,9/8/2020, 15:15:00,35854,35854
6241,9/8/2020, 15:30:00,23240,23240
6242,9/8/2020, 15:45:00,8528,8528
6243,9/8/2020, 16:00:00,7633,7633
6244,9/8/2020, 16:15:00,5539,5539
6245,9/8/2020, 16:30:00,3896,3896
6246,9/8/2020, 16:45:00,7075,7075
6247,9/8/2020, 17:00:00,4720,4720
6248,9/8/2020, 17:15:00,8925,8925
6249,9/8/2020, 17:30:00,5634,5634
6250,9/8/2020, 17:45:00,4701,4701
6251,9/8/2020, 18:00:00,6506,6506
6252,9/8/2020, 18:15:00,6546,6546
6253,9/8/2020, 18:30:00,3628,3628
6254,9/8/2020, 18:45:00,3004,3004
6255,9/8/2020, 19:00:00,3512,3512
6256,9/8/2020, 19:15:00,3954,3954
6257,9/8/2020, 19:30:00,3948,3948
6258,9/8/2020, 19:45:00,3158,3158
6259,9/8/2020, 20:00:00,2563,2563
6260,9/8/2020, 20:15:00,2655,2655
6261,9/8/2020, 20:30:00,2463,2463
6262,9/8/2020, 20:45:00,1837,1837
6263,9/8/2020, 21:00:00,886,886
6264,9/8/2020, 21:15:00,207,207
6265,9/8/2020, 21:30:00,61,61
6266,9/8/2020, 21:45:00,33,33
6267,9/8/2020, 22:00:00,34,34
6268,9/8/2020, 22:15:00,33,33
6269,9/8/2020, 22:30:00,36,36
6270,9/8/2020, 22:45:00,29,29
6271,9/8/2020, 23:00:00,14,14
6272,9/8/2020, 23:15:00,5,5
6273,9/8/2020, 23:30:00,0,0
6274,9/8/2020, 23:45:00,0,0
6275,9/8/2020, 24:00:00,0,0
6276,10/8/2020, 00:15:00,0,0
6277,10/8/2020, 00:30:00,0,0
6278,10/8/2020, 00:45:00,0,0
6279,10/8/2020, 01:00:00,0,0
6280,10/8/2020, 01:15:00,0,0
6281,10/8/2020, 01:30:00,0,0
6282,10/8/2020, 01:45:00,0,0
6283,10/8/2020, 02:00:00,0,0
6284,10/8/2020, 02:15:00,0,0
6285,10/8/2020, 02:30:00,0,0
6286,10/8/2020, 02:45:00,0,0
6287,10/8/2020, 03:00:00,0,0
6288,10/8/2020, 03:15:00,0,0
6289,10/8/2020, 03:30:00,0,0
6290,10/8/2020, 03:45:00,0,0
6291,10/8/2020, 04:00:00,0,0
6292,10/8/2020, 04:15:00,0,0
6293,10/8/2020, 04:30:00,0,0
6294,10/8/2020, 04:45:00,1,1
6295,10/8/2020, 05:00:00,8,8
6296,10/8/2020, 05:15:00,22,22
6297,10/8/2020, 05:30:00,46,46
6298,10/8/2020, 05:45:00,102,102
6299,10/8/2020, 06:00:00,205,205
6300,10/8/2020, 06:15:00,379,379
6301,10/8/2020, 06:30:00,601,601
6302,10/8/2020, 06:45:00,742,742
6303,10/8/2020, 07:00:00,992,992
6304,10/8/2020, 07:15:00,1158,1158
6305,10/8/2020, 07:30:00,1396,1396
6306,10/8/2020, 07:45:00,1645,1645
6307,10/8/2020, 08:00:00,2022,2022
6308,10/8/2020, 08:15:00,2627,2627
6309,10/8/2020, 08:30:00,2908,2908
6310,10/8/2020, 08:45:00,2934,2934
6311,10/8/2020, 09:00:00,2970,2970
6312,10/8/2020, 09:15:00,2965,2965
6313,10/8/2020, 09:30:00,3082,3082
6314,10/8/2020, 09:45:00,3504,3504
6315,10/8/2020, 10:00:00,3965,3965
6316,10/8/2020, 10:15:00,4179,4179
6317,10/8/2020, 10:30:00,4209,4209
6318,10/8/2020, 10:45:00,4487,4487
6319,10/8/2020, 11:00:00,5076,5076
6320,10/8/2020, 11:15:00,5521,5521
6321,10/8/2020, 11:30:00,6157,6157
6322,10/8/2020, 11:45:00,6493,6493
6323,10/8/2020, 12:00:00,6544,6544
6324,10/8/2020, 12:15:00,6598,6598
6325,10/8/2020, 12:30:00,6934,6934
6326,10/8/2020, 12:45:00,7362,7362
6327,10/8/2020, 13:00:00,7547,7547
6328,10/8/2020, 13:15:00,8244,8244
6329,10/8/2020, 13:30:00,8657,8657
6330,10/8/2020, 13:45:00,8678,8678
6331,10/8/2020, 14:00:00,9359,9359
6332,10/8/2020, 14:15:00,9796,9796
6333,10/8/2020, 14:30:00,11353,11353
6334,10/8/2020, 14:45:00,11368,11368
6335,10/8/2020, 15:00:00,12661,12661
6336,10/8/2020, 15:15:00,13748,13748
6337,10/8/2020, 15:30:00,12766,12766
6338,10/8/2020, 15:45:00,11709,11709
6339,10/8/2020, 16:00:00,12093,12093
6340,10/8/2020, 16:15:00,10734,10734
6341,10/8/2020, 16:30:00,10838,10838
6342,10/8/2020, 16:45:00,9465,9465
6343,10/8/2020, 17:00:00,9160,9160
6344,10/8/2020, 17:15:00,9760,9760
6345,10/8/2020, 17:30:00,6678,6678
6346,10/8/2020, 17:45:00,6000,6000
6347,10/8/2020, 18:00:00,4849,4849
6348,10/8/2020, 18:15:00,4454,4454
6349,10/8/2020, 18:30:00,5428,5428
6350,10/8/2020, 18:45:00,5383,5383
6351,10/8/2020, 19:00:00,4794,4794
6352,10/8/2020, 19:15:00,3621,3621
6353,10/8/2020, 19:30:00,3666,3666
6354,10/8/2020, 19:45:00,3348,3348
6355,10/8/2020, 20:00:00,2897,2897
6356,10/8/2020, 20:15:00,2294,2294
6357,10/8/2020, 20:30:00,1921,1921
6358,10/8/2020, 20:45:00,1635,1635
6359,10/8/2020, 21:00:00,1184,1184
6360,10/8/2020, 21:15:00,861,861
6361,10/8/2020, 21:30:00,605,605
6362,10/8/2020, 21:45:00,441,441
6363,10/8/2020, 22:00:00,366,366
6364,10/8/2020, 22:15:00,179,179
6365,10/8/2020, 22:30:00,82,82
6366,10/8/2020, 22:45:00,42,42
6367,10/8/2020, 23:00:00,17,17
6368,10/8/2020, 23:15:00,4,4
6369,10/8/2020, 23:30:00,0,0
6370,10/8/2020, 23:45:00,0,0
6371,10/8/2020, 24:00:00,0,0
6372,11/8/2020, 00:15:00,0,0
6373,11/8/2020, 00:30:00,0,0
6374,11/8/2020, 00:45:00,0,0
6375,11/8/2020, 01:00:00,0,0
6376,11/8/2020, 01:15:00,0,0
6377,11/8/2020, 01:30:00,0,0
6378,11/8/2020, 01:45:00,0,0
6379,11/8/2020, 02:00:00,0,0
6380,11/8/2020, 02:15:00,0,0
6381,11/8/2020, 02:30:00,0,0
6382,11/8/2020, 02:45:00,0,0
6383,11/8/2020, 03:00:00,0,0
6384,11/8/2020, 03:15:00,0,0
6385,11/8/2020, 03:30:00,0,0
6386,11/8/2020, 03:45:00,0,0
6387,11/8/2020, 04:00:00,0,0
6388,11/8/2020, 04:15:00,0,0
6389,11/8/2020, 04:30:00,0,0
6390,11/8/2020, 04:45:00,2,2
6391,11/8/2020, 05:00:00,10,10
6392,11/8/2020, 05:15:00,33,33
6393,11/8/2020, 05:30:00,76,76
6394,11/8/2020, 05:45:00,142,142
6395,11/8/2020, 06:00:00,221,221
6396,11/8/2020, 06:15:00,301,301
6397,11/8/2020, 06:30:00,420,420
6398,11/8/2020, 06:45:00,694,694
6399,11/8/2020, 07:00:00,853,853
6400,11/8/2020, 07:15:00,1040,1040
6401,11/8/2020, 07:30:00,1505,1505
6402,11/8/2020, 07:45:00,1695,1695
6403,11/8/2020, 08:00:00,2230,2230
6404,11/8/2020, 08:15:00,2958,2958
6405,11/8/2020, 08:30:00,2892,2892
6406,11/8/2020, 08:45:00,2742,2742
6407,11/8/2020, 09:00:00,2617,2617
6408,11/8/2020, 09:15:00,2309,2309
6409,11/8/2020, 09:30:00,2441,2441
6410,11/8/2020, 09:45:00,3125,3125
6411,11/8/2020, 10:00:00,4179,4179
6412,11/8/2020, 10:15:00,4603,4603
6413,11/8/2020, 10:30:00,4617,4617
6414,11/8/2020, 10:45:00,5148,5148
6415,11/8/2020, 11:00:00,6453,6453
6416,11/8/2020, 11:15:00,8746,8746
6417,11/8/2020, 11:30:00,9711,9711
6418,11/8/2020, 11:45:00,11963,11963
6419,11/8/2020, 12:00:00,15322,15322
6420,11/8/2020, 12:15:00,11785,11785
6421,11/8/2020, 12:30:00,12309,12309
6422,11/8/2020, 12:45:00,14779,14779
6423,11/8/2020, 13:00:00,11135,11135
6424,11/8/2020, 13:15:00,10031,10031
6425,11/8/2020, 13:30:00,10041,10041
6426,11/8/2020, 13:45:00,10551,10551
6427,11/8/2020, 14:00:00,12039,12039
6428,11/8/2020, 14:15:00,19968,19968
6429,11/8/2020, 14:30:00,25396,25396
6430,11/8/2020, 14:45:00,22440,22440
6431,11/8/2020, 15:00:00,17018,17018
6432,11/8/2020, 15:15:00,23865,23865
6433,11/8/2020, 15:30:00,7473,7473
6434,11/8/2020, 15:45:00,2279,2279
6435,11/8/2020, 16:00:00,928,928
6436,11/8/2020, 16:15:00,1017,1017
6437,11/8/2020, 16:30:00,2218,2218
6438,11/8/2020, 16:45:00,3220,3220
6439,11/8/2020, 17:00:00,4147,4147
6440,11/8/2020, 17:15:00,4387,4387
6441,11/8/2020, 17:30:00,4392,4392
6442,11/8/2020, 17:45:00,4467,4467
6443,11/8/2020, 18:00:00,4428,4428
6444,11/8/2020, 18:15:00,4035,4035
6445,11/8/2020, 18:30:00,3517,3517
6446,11/8/2020, 18:45:00,3501,3501
6447,11/8/2020, 19:00:00,3062,3062
6448,11/8/2020, 19:15:00,3040,3040
6449,11/8/2020, 19:30:00,2840,2840
6450,11/8/2020, 19:45:00,2582,2582
6451,11/8/2020, 20:00:00,2228,2228
6452,11/8/2020, 20:15:00,1892,1892
6453,11/8/2020, 20:30:00,1681,1681
6454,11/8/2020, 20:45:00,1287,1287
6455,11/8/2020, 21:00:00,962,962
6456,11/8/2020, 21:15:00,713,713
6457,11/8/2020, 21:30:00,509,509
6458,11/8/2020, 21:45:00,278,278
6459,11/8/2020, 22:00:00,139,139
6460,11/8/2020, 22:15:00,64,64
6461,11/8/2020, 22:30:00,34,34
6462,11/8/2020, 22:45:00,14,14
6463,11/8/2020, 23:00:00,4,4
6464,11/8/2020, 23:15:00,0,0
6465,11/8/2020, 23:30:00,0,0
6466,11/8/2020, 23:45:00,0,0
6467,11/8/2020, 24:00:00,0,0
6468,12/8/2020, 00:15:00,0,0
6469,12/8/2020, 00:30:00,0,0
6470,12/8/2020, 00:45:00,0,0
6471,12/8/2020, 01:00:00,0,0
6472,12/8/2020, 01:15:00,0,0
6473,12/8/2020, 01:30:00,0,0
6474,12/8/2020, 01:45:00,0,0
6475,12/8/2020, 02:00:00,0,0
6476,12/8/2020, 02:15:00,0,0
6477,12/8/2020, 02:30:00,0,0
6478,12/8/2020, 02:45:00,0,0
6479,12/8/2020, 03:00:00,0,0
6480,12/8/2020, 03:15:00,0,0
6481,12/8/2020, 03:30:00,0,0
6482,12/8/2020, 03:45:00,0,0
6483,12/8/2020, 04:00:00,0,0
6484,12/8/2020, 04:15:00,0,0
6485,12/8/2020, 04:30:00,0,0
6486,12/8/2020, 04:45:00,0,0
6487,12/8/2020, 05:00:00,5,5
6488,12/8/2020, 05:15:00,18,18
6489,12/8/2020, 05:30:00,42,42
6490,12/8/2020, 05:45:00,72,72
6491,12/8/2020, 06:00:00,139,139
6492,12/8/2020, 06:15:00,216,216
6493,12/8/2020, 06:30:00,293,293
6494,12/8/2020, 06:45:00,402,402
6495,12/8/2020, 07:00:00,635,635
6496,12/8/2020, 07:15:00,777,777
6497,12/8/2020, 07:30:00,822,822
6498,12/8/2020, 07:45:00,1194,1194
6499,12/8/2020, 08:00:00,1590,1590
6500,12/8/2020, 08:15:00,1668,1668
6501,12/8/2020, 08:30:00,1863,1863
6502,12/8/2020, 08:45:00,2215,2215
6503,12/8/2020, 09:00:00,2356,2356
6504,12/8/2020, 09:15:00,2699,2699
6505,12/8/2020, 09:30:00,3114,3114
6506,12/8/2020, 09:45:00,4091,4091
6507,12/8/2020, 10:00:00,5244,5244
6508,12/8/2020, 10:15:00,4969,4969
6509,12/8/2020, 10:30:00,2053,2053
6510,12/8/2020, 10:45:00,2396,2396
6511,12/8/2020, 11:00:00,4130,4130
6512,12/8/2020, 11:15:00,5417,5417
6513,12/8/2020, 11:30:00,8123,8123
6514,12/8/2020, 11:45:00,13003,13003
6515,12/8/2020, 12:00:00,7933,7933
6516,12/8/2020, 12:15:00,9201,9201
6517,12/8/2020, 12:30:00,12413,12413
6518,12/8/2020, 12:45:00,14447,14447
6519,12/8/2020, 13:00:00,9978,9978
6520,12/8/2020, 13:15:00,9302,9302
6521,12/8/2020, 13:30:00,7040,7040
6522,12/8/2020, 13:45:00,9217,9217
6523,12/8/2020, 14:00:00,11159,11159
6524,12/8/2020, 14:15:00,15379,15379
6525,12/8/2020, 14:30:00,27371,27371
6526,12/8/2020, 14:45:00,29406,29406
6527,12/8/2020, 15:00:00,23401,23401
6528,12/8/2020, 15:15:00,11093,11093
6529,12/8/2020, 15:30:00,1726,1726
6530,12/8/2020, 15:45:00,1143,1143
6531,12/8/2020, 16:00:00,2382,2382
6532,12/8/2020, 16:15:00,2565,2565
6533,12/8/2020, 16:30:00,2225,2225
6534,12/8/2020, 16:45:00,1071,1071
6535,12/8/2020, 17:00:00,663,663
6536,12/8/2020, 17:15:00,1164,1164
6537,12/8/2020, 17:30:00,1171,1171
6538,12/8/2020, 17:45:00,1288,1288
6539,12/8/2020, 18:00:00,1504,1504
6540,12/8/2020, 18:15:00,1618,1618
6541,12/8/2020, 18:30:00,2750,2750
6542,12/8/2020, 18:45:00,3424,3424
6543,12/8/2020, 19:00:00,3327,3327
6544,12/8/2020, 19:15:00,2908,2908
6545,12/8/2020, 19:30:00,2441,2441
6546,12/8/2020, 19:45:00,1872,1872
6547,12/8/2020, 20:00:00,1482,1482
6548,12/8/2020, 20:15:00,1325,1325
6549,12/8/2020, 20:30:00,1188,1188
6550,12/8/2020, 20:45:00,914,914
6551,12/8/2020, 21:00:00,648,648
6552,12/8/2020, 21:15:00,521,521
6553,12/8/2020, 21:30:00,398,398
6554,12/8/2020, 21:45:00,297,297
6555,12/8/2020, 22:00:00,215,215
6556,12/8/2020, 22:15:00,124,124
6557,12/8/2020, 22:30:00,58,58
6558,12/8/2020, 22:45:00,24,24
6559,12/8/2020, 23:00:00,8,8
6560,12/8/2020, 23:15:00,2,2
6561,12/8/2020, 23:30:00,0,0
6562,12/8/2020, 23:45:00,0,0
6563,12/8/2020, 24:00:00,0,0
6564,13/08/2020 , 00:15:00,0,0
6565,13/08/2020 , 00:30:00,0,0
6566,13/08/2020 , 00:45:00,0,0
6567,13/08/2020 , 01:00:00,0,0
6568,13/08/2020 , 01:15:00,0,0
6569,13/08/2020 , 01:30:00,0,0
6570,13/08/2020 , 01:45:00,0,0
6571,13/08/2020 , 02:00:00,0,0
6572,13/08/2020 , 02:15:00,0,0
6573,13/08/2020 , 02:30:00,0,0
6574,13/08/2020 , 02:45:00,0,0
6575,13/08/2020 , 03:00:00,0,0
6576,13/08/2020 , 03:15:00,0,0
6577,13/08/2020 , 03:30:00,0,0
6578,13/08/2020 , 03:45:00,0,0
6579,13/08/2020 , 04:00:00,0,0
6580,13/08/2020 , 04:15:00,0,0
6581,13/08/2020 , 04:30:00,0,0
6582,13/08/2020 , 04:45:00,0,0
6583,13/08/2020 , 05:00:00,5,5
6584,13/08/2020 , 05:15:00,17,17
6585,13/08/2020 , 05:30:00,44,44
6586,13/08/2020 , 05:45:00,98,98
6587,13/08/2020 , 06:00:00,167,167
6588,13/08/2020 , 06:15:00,314,314
6589,13/08/2020 , 06:30:00,549,549
6590,13/08/2020 , 06:45:00,780,780
6591,13/08/2020 , 07:00:00,984,984
6592,13/08/2020 , 07:15:00,1297,1297
6593,13/08/2020 , 07:30:00,1479,1479
6594,13/08/2020 , 07:45:00,1788,1788
6595,13/08/2020 , 08:00:00,1956,1956
6596,13/08/2020 , 08:15:00,2143,2143
6597,13/08/2020 , 08:30:00,2496,2496
6598,13/08/2020 , 08:45:00,2797,2797
6599,13/08/2020 , 09:00:00,2772,2772
6600,13/08/2020 , 09:15:00,3458,3458
6601,13/08/2020 , 09:30:00,3366,3366
6602,13/08/2020 , 09:45:00,3951,3951
6603,13/08/2020 , 10:00:00,4943,4943
6604,13/08/2020 , 10:15:00,4768,4768
6605,13/08/2020 , 10:30:00,4439,4439
6606,13/08/2020 , 10:45:00,6749,6749
6607,13/08/2020 , 11:00:00,5796,5796
6608,13/08/2020 , 11:15:00,11433,11433
6609,13/08/2020 , 11:30:00,10852,10852
6610,13/08/2020 , 11:45:00,22553,22553
6611,13/08/2020 , 12:00:00,22258,22258
6612,13/08/2020 , 12:15:00,10800,10800
6613,13/08/2020 , 12:30:00,27157,27157
6614,13/08/2020 , 12:45:00,29798,29798
6615,13/08/2020 , 13:00:00,12041,12041
6616,13/08/2020 , 13:15:00,10267,10267
6617,13/08/2020 , 13:30:00,5823,5823
6618,13/08/2020 , 13:45:00,7372,7372
6619,13/08/2020 , 14:00:00,6041,6041
6620,13/08/2020 , 14:15:00,19204,19204
6621,13/08/2020 , 14:30:00,36805,36805
6622,13/08/2020 , 14:45:00,35742,35742
6623,13/08/2020 , 15:00:00,36481,36481
6624,13/08/2020 , 15:15:00,32524,32524
6625,13/08/2020 , 15:30:00,21564,21564
6626,13/08/2020 , 15:45:00,16882,16882
6627,13/08/2020 , 16:00:00,14762,14762
6628,13/08/2020 , 16:15:00,8657,8657
6629,13/08/2020 , 16:30:00,6216,6216
6630,13/08/2020 , 16:45:00,9608,9608
6631,13/08/2020 , 17:00:00,5442,5442
6632,13/08/2020 , 17:15:00,7756,7756
6633,13/08/2020 , 17:30:00,7666,7666
6634,13/08/2020 , 17:45:00,7400,7400
6635,13/08/2020 , 18:00:00,6956,6956
6636,13/08/2020 , 18:15:00,4039,4039
6637,13/08/2020 , 18:30:00,2765,2765
6638,13/08/2020 , 18:45:00,2942,2942
6639,13/08/2020 , 19:00:00,3160,3160
6640,13/08/2020 , 19:15:00,2422,2422
6641,13/08/2020 , 19:30:00,2197,2197
6642,13/08/2020 , 19:45:00,2172,2172
6643,13/08/2020 , 20:00:00,2256,2256
6644,13/08/2020 , 20:15:00,2092,2092
6645,13/08/2020 , 20:30:00,1914,1914
6646,13/08/2020 , 20:45:00,1634,1634
6647,13/08/2020 , 21:00:00,1302,1302
6648,13/08/2020 , 21:15:00,1012,1012
6649,13/08/2020 , 21:30:00,636,636
6650,13/08/2020 , 21:45:00,485,485
6651,13/08/2020 , 22:00:00,336,336
6652,13/08/2020 , 22:15:00,176,176
6653,13/08/2020 , 22:30:00,74,74
6654,13/08/2020 , 22:45:00,26,26
6655,13/08/2020 , 23:00:00,6,6
6656,13/08/2020 , 23:15:00,1,1
6657,13/08/2020 , 23:30:00,0,0
6658,13/08/2020 , 23:45:00,0,0
6659,13/08/2020 , 24:00:00,0,0
6660,14/08/2020 , 00:15:00,0,0
6661,14/08/2020 , 00:30:00,0,0
6662,14/08/2020 , 00:45:00,0,0
