Site Name ,POKE,,,
Site Number ,2,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11619,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
1,4/6/2020, 13:15:00,47413,47413
2,4/6/2020, 13:30:00,45949,45949
3,4/6/2020, 13:45:00,47762,47762
4,4/6/2020, 14:00:00,45015,45015
5,4/6/2020, 14:15:00,38728,38728
6,4/6/2020, 14:30:00,40133,40133
7,4/6/2020, 14:45:00,44448,44448
8,4/6/2020, 15:00:00,47495,47495
9,4/6/2020, 15:15:00,28537,28537
10,4/6/2020, 15:30:00,37761,37761
11,4/6/2020, 15:45:00,43711,43711
12,4/6/2020, 16:00:00,17235,17235
13,4/6/2020, 16:15:00,29434,29434
14,4/6/2020, 16:30:00,20687,20687
15,4/6/2020, 16:45:00,24699,24699
16,4/6/2020, 17:00:00,21835,21835
17,4/6/2020, 17:15:00,27291,27291
18,4/6/2020, 17:30:00,29279,29279
19,4/6/2020, 17:45:00,37814,37814
20,4/6/2020, 18:00:00,28505,28505
21,4/6/2020, 18:15:00,8602,8602
22,4/6/2020, 18:30:00,24935,24935
23,4/6/2020, 18:45:00,26526,26526
24,4/6/2020, 19:00:00,16664,16664
25,4/6/2020, 19:15:00,21618,21618
26,4/6/2020, 19:30:00,15838,15838
27,4/6/2020, 19:45:00,6617,6617
28,4/6/2020, 20:00:00,9084,9084
29,4/6/2020, 20:15:00,15101,15101
30,4/6/2020, 20:30:00,14657,14657
31,4/6/2020, 20:45:00,12994,12994
32,4/6/2020, 21:00:00,11335,11335
33,4/6/2020, 21:15:00,7622,7622
34,4/6/2020, 21:30:00,4232,4232
35,4/6/2020, 21:45:00,4353,4353
36,4/6/2020, 22:00:00,2137,2137
37,4/6/2020, 22:15:00,1886,1886
38,4/6/2020, 22:30:00,1832,1832
39,4/6/2020, 22:45:00,1408,1408
40,4/6/2020, 23:00:00,1223,1223
41,4/6/2020, 23:15:00,957,957
42,4/6/2020, 23:30:00,706,706
43,4/6/2020, 23:45:00,777,777
44,4/6/2020, 24:00:00,673,673
45,5/6/2020, 00:15:00,391,391
46,5/6/2020, 00:30:00,283,283
47,5/6/2020, 00:45:00,219,219
48,5/6/2020, 01:00:00,170,170
49,5/6/2020, 01:15:00,131,131
50,5/6/2020, 01:30:00,116,116
51,5/6/2020, 01:45:00,104,104
52,5/6/2020, 02:00:00,105,105
53,5/6/2020, 02:15:00,111,111
54,5/6/2020, 02:30:00,124,124
55,5/6/2020, 02:45:00,151,151
56,5/6/2020, 03:00:00,195,195
57,5/6/2020, 03:15:00,271,271
58,5/6/2020, 03:30:00,366,366
59,5/6/2020, 03:45:00,472,472
60,5/6/2020, 04:00:00,625,625
61,5/6/2020, 04:15:00,824,824
62,5/6/2020, 04:30:00,1070,1070
63,5/6/2020, 04:45:00,1390,1390
64,5/6/2020, 05:00:00,1759,1759
65,5/6/2020, 05:15:00,2087,2087
66,5/6/2020, 05:30:00,2533,2533
67,5/6/2020, 05:45:00,4027,4027
68,5/6/2020, 06:00:00,4629,4629
69,5/6/2020, 06:15:00,5777,5777
70,5/6/2020, 06:30:00,9111,9111
71,5/6/2020, 06:45:00,10920,10920
72,5/6/2020, 07:00:00,12589,12589
73,5/6/2020, 07:15:00,14587,14587
74,5/6/2020, 07:30:00,16641,16641
75,5/6/2020, 07:45:00,18298,18298
76,5/6/2020, 08:00:00,19948,19948
77,5/6/2020, 08:15:00,21584,21584
78,5/6/2020, 08:30:00,23377,23377
79,5/6/2020, 08:45:00,25317,25317
80,5/6/2020, 09:00:00,27780,27780
81,5/6/2020, 09:15:00,27435,27435
82,5/6/2020, 09:30:00,28611,28611
83,5/6/2020, 09:45:00,30637,30637
84,5/6/2020, 10:00:00,28991,28991
85,5/6/2020, 10:15:00,31503,31503
86,5/6/2020, 10:30:00,28396,28396
87,5/6/2020, 10:45:00,34498,34498
88,5/6/2020, 11:00:00,35844,35844
89,5/6/2020, 11:15:00,39445,39445
90,5/6/2020, 11:30:00,40262,40262
91,5/6/2020, 11:45:00,39854,39854
92,5/6/2020, 12:00:00,40686,40686
93,5/6/2020, 12:15:00,31251,31251
94,5/6/2020, 12:30:00,16201,16201
95,5/6/2020, 12:45:00,18119,18119
96,5/6/2020, 13:00:00,32916,32916
97,5/6/2020, 13:15:00,44557,44557
98,5/6/2020, 13:30:00,48698,48698
99,5/6/2020, 13:45:00,41747,41747
100,5/6/2020, 14:00:00,21156,21156
101,5/6/2020, 14:15:00,12534,12534
102,5/6/2020, 14:30:00,8313,8313
103,5/6/2020, 14:45:00,4054,4054
104,5/6/2020, 15:00:00,2478,2478
105,5/6/2020, 15:15:00,3476,3476
106,5/6/2020, 15:30:00,5976,5976
107,5/6/2020, 15:45:00,9652,9652
108,5/6/2020, 16:00:00,18508,18508
109,5/6/2020, 16:15:00,21743,21743
110,5/6/2020, 16:30:00,13707,13707
111,5/6/2020, 16:45:00,23414,23414
112,5/6/2020, 17:00:00,29568,29568
113,5/6/2020, 17:15:00,31238,31238
114,5/6/2020, 17:30:00,31522,31522
115,5/6/2020, 17:45:00,9044,9044
116,5/6/2020, 18:00:00,5988,5988
117,5/6/2020, 18:15:00,4989,4989
118,5/6/2020, 18:30:00,5649,5649
119,5/6/2020, 18:45:00,22042,22042
120,5/6/2020, 19:00:00,24960,24960
121,5/6/2020, 19:15:00,24945,24945
122,5/6/2020, 19:30:00,26170,26170
123,5/6/2020, 19:45:00,25486,25486
124,5/6/2020, 20:00:00,21063,21063
125,5/6/2020, 20:15:00,11284,11284
126,5/6/2020, 20:30:00,7351,7351
127,5/6/2020, 20:45:00,5259,5259
128,5/6/2020, 21:00:00,3554,3554
129,5/6/2020, 21:15:00,3634,3634
130,5/6/2020, 21:30:00,3210,3210
131,5/6/2020, 21:45:00,2971,2971
132,5/6/2020, 22:00:00,3751,3751
133,5/6/2020, 22:15:00,2235,2235
134,5/6/2020, 22:30:00,1137,1137
135,5/6/2020, 22:45:00,901,901
136,5/6/2020, 23:00:00,804,804
137,5/6/2020, 23:15:00,739,739
138,5/6/2020, 23:30:00,604,604
139,5/6/2020, 23:45:00,409,409
140,5/6/2020, 24:00:00,238,238
141,6/6/2020, 00:15:00,176,176
142,6/6/2020, 00:30:00,152,152
143,6/6/2020, 00:45:00,143,143
144,6/6/2020, 01:00:00,128,128
145,6/6/2020, 01:15:00,119,119
146,6/6/2020, 01:30:00,107,107
147,6/6/2020, 01:45:00,102,102
148,6/6/2020, 02:00:00,100,100
149,6/6/2020, 02:15:00,105,105
150,6/6/2020, 02:30:00,110,110
151,6/6/2020, 02:45:00,144,144
152,6/6/2020, 03:00:00,199,199
153,6/6/2020, 03:15:00,288,288
154,6/6/2020, 03:30:00,397,397
155,6/6/2020, 03:45:00,519,519
156,6/6/2020, 04:00:00,639,639
157,6/6/2020, 04:15:00,775,775
158,6/6/2020, 04:30:00,1110,1110
159,6/6/2020, 04:45:00,1402,1402
160,6/6/2020, 05:00:00,1590,1590
161,6/6/2020, 05:15:00,1969,1969
162,6/6/2020, 05:30:00,2637,2637
163,6/6/2020, 05:45:00,4380,4380
164,6/6/2020, 06:00:00,4952,4952
165,6/6/2020, 06:15:00,5777,5777
166,6/6/2020, 06:30:00,7119,7119
167,6/6/2020, 06:45:00,3735,3735
168,6/6/2020, 07:00:00,5199,5199
169,6/6/2020, 07:15:00,14772,14772
170,6/6/2020, 07:30:00,13586,13586
171,6/6/2020, 07:45:00,12406,12406
172,6/6/2020, 08:00:00,17718,17718
173,6/6/2020, 08:15:00,20227,20227
174,6/6/2020, 08:30:00,17574,17574
175,6/6/2020, 08:45:00,22925,22925
176,6/6/2020, 09:00:00,24534,24534
177,6/6/2020, 09:15:00,28967,28967
178,6/6/2020, 09:30:00,14398,14398
179,6/6/2020, 09:45:00,19265,19265
180,6/6/2020, 10:00:00,14820,14820
181,6/6/2020, 10:15:00,28838,28838
182,6/6/2020, 10:30:00,39708,39708
183,6/6/2020, 10:45:00,37344,37344
184,6/6/2020, 11:00:00,37111,37111
185,6/6/2020, 11:15:00,38801,38801
186,6/6/2020, 11:30:00,42624,42624
187,6/6/2020, 11:45:00,46213,46213
188,6/6/2020, 12:00:00,25107,25107
189,6/6/2020, 12:15:00,6465,6465
190,6/6/2020, 12:30:00,10044,10044
191,6/6/2020, 12:45:00,13264,13264
192,6/6/2020, 13:00:00,31778,31778
193,6/6/2020, 13:15:00,21475,21475
194,6/6/2020, 13:30:00,29329,29329
195,6/6/2020, 13:45:00,37561,37561
196,6/6/2020, 14:00:00,40753,40753
197,6/6/2020, 14:15:00,44886,44886
198,6/6/2020, 14:30:00,48589,48589
199,6/6/2020, 14:45:00,27208,27208
200,6/6/2020, 15:00:00,5477,5477
201,6/6/2020, 15:15:00,6766,6766
202,6/6/2020, 15:30:00,9099,9099
203,6/6/2020, 15:45:00,10414,10414
204,6/6/2020, 16:00:00,13476,13476
205,6/6/2020, 16:15:00,12224,12224
206,6/6/2020, 16:30:00,12684,12684
207,6/6/2020, 16:45:00,19267,19267
208,6/6/2020, 17:00:00,21431,21431
209,6/6/2020, 17:15:00,24008,24008
210,6/6/2020, 17:30:00,23677,23677
211,6/6/2020, 17:45:00,29473,29473
212,6/6/2020, 18:00:00,36823,36823
213,6/6/2020, 18:15:00,16959,16959
214,6/6/2020, 18:30:00,3561,3561
215,6/6/2020, 18:45:00,4242,4242
216,6/6/2020, 19:00:00,3894,3894
217,6/6/2020, 19:15:00,4199,4199
218,6/6/2020, 19:30:00,5038,5038
219,6/6/2020, 19:45:00,5615,5615
220,6/6/2020, 20:00:00,6517,6517
221,6/6/2020, 20:15:00,10897,10897
222,6/6/2020, 20:30:00,11750,11750
223,6/6/2020, 20:45:00,4533,4533
224,6/6/2020, 21:00:00,6574,6574
225,6/6/2020, 21:15:00,7982,7982
226,6/6/2020, 21:30:00,6358,6358
227,6/6/2020, 21:45:00,4766,4766
228,6/6/2020, 22:00:00,2678,2678
229,6/6/2020, 22:15:00,1901,1901
230,6/6/2020, 22:30:00,1589,1589
231,6/6/2020, 22:45:00,1239,1239
232,6/6/2020, 23:00:00,1011,1011
233,6/6/2020, 23:15:00,851,851
234,6/6/2020, 23:30:00,713,713
235,6/6/2020, 23:45:00,574,574
236,6/6/2020, 24:00:00,451,451
237,7/6/2020, 00:15:00,344,344
238,7/6/2020, 00:30:00,261,261
239,7/6/2020, 00:45:00,199,199
240,7/6/2020, 01:00:00,154,154
241,7/6/2020, 01:15:00,125,125
242,7/6/2020, 01:30:00,107,107
243,7/6/2020, 01:45:00,98,98
244,7/6/2020, 02:00:00,96,96
245,7/6/2020, 02:15:00,101,101
246,7/6/2020, 02:30:00,115,115
247,7/6/2020, 02:45:00,139,139
248,7/6/2020, 03:00:00,179,179
249,7/6/2020, 03:15:00,232,232
250,7/6/2020, 03:30:00,305,305
251,7/6/2020, 03:45:00,406,406
252,7/6/2020, 04:00:00,538,538
253,7/6/2020, 04:15:00,714,714
254,7/6/2020, 04:30:00,923,923
255,7/6/2020, 04:45:00,1171,1171
256,7/6/2020, 05:00:00,1515,1515
257,7/6/2020, 05:15:00,1846,1846
258,7/6/2020, 05:30:00,2028,2028
259,7/6/2020, 05:45:00,3443,3443
260,7/6/2020, 06:00:00,4340,4340
261,7/6/2020, 06:15:00,4945,4945
262,7/6/2020, 06:30:00,7785,7785
263,7/6/2020, 06:45:00,9385,9385
264,7/6/2020, 07:00:00,11038,11038
265,7/6/2020, 07:15:00,12736,12736
266,7/6/2020, 07:30:00,14186,14186
267,7/6/2020, 07:45:00,15659,15659
268,7/6/2020, 08:00:00,17475,17475
269,7/6/2020, 08:15:00,19299,19299
270,7/6/2020, 08:30:00,21133,21133
271,7/6/2020, 08:45:00,23092,23092
272,7/6/2020, 09:00:00,24781,24781
273,7/6/2020, 09:15:00,26284,26284
274,7/6/2020, 09:30:00,27732,27732
275,7/6/2020, 09:45:00,29203,29203
276,7/6/2020, 10:00:00,30857,30857
277,7/6/2020, 10:15:00,32748,32748
278,7/6/2020, 10:30:00,34204,34204
279,7/6/2020, 10:45:00,35394,35394
280,7/6/2020, 11:00:00,36551,36551
281,7/6/2020, 11:15:00,37711,37711
282,7/6/2020, 11:30:00,39008,39008
283,7/6/2020, 11:45:00,40519,40519
284,7/6/2020, 12:00:00,42248,42248
285,7/6/2020, 12:15:00,43891,43891
286,7/6/2020, 12:30:00,44153,44153
287,7/6/2020, 12:45:00,44103,44103
288,7/6/2020, 13:00:00,30973,30973
289,7/6/2020, 13:15:00,46058,46058
290,7/6/2020, 13:30:00,39010,39010
291,7/6/2020, 13:45:00,18359,18359
292,7/6/2020, 14:00:00,16880,16880
293,7/6/2020, 14:15:00,43950,43950
294,7/6/2020, 14:30:00,19124,19124
295,7/6/2020, 14:45:00,20254,20254
296,7/6/2020, 15:00:00,31339,31339
297,7/6/2020, 15:15:00,51832,51832
298,7/6/2020, 15:30:00,45417,45417
299,7/6/2020, 15:45:00,24835,24835
300,7/6/2020, 16:00:00,32426,32426
301,7/6/2020, 16:15:00,29723,29723
302,7/6/2020, 16:30:00,20401,20401
303,7/6/2020, 16:45:00,18320,18320
304,7/6/2020, 17:00:00,20555,20555
305,7/6/2020, 17:15:00,25054,25054
306,7/6/2020, 17:30:00,34074,34074
307,7/6/2020, 17:45:00,26261,26261
308,7/6/2020, 18:00:00,28543,28543
309,7/6/2020, 18:15:00,32891,32891
310,7/6/2020, 18:30:00,29167,29167
311,7/6/2020, 18:45:00,27383,27383
312,7/6/2020, 19:00:00,26019,26019
313,7/6/2020, 19:15:00,26212,26212
314,7/6/2020, 19:30:00,22613,22613
315,7/6/2020, 19:45:00,6513,6513
316,7/6/2020, 20:00:00,6889,6889
317,7/6/2020, 20:15:00,3584,3584
318,7/6/2020, 20:30:00,2958,2958
319,7/6/2020, 20:45:00,2722,2722
320,7/6/2020, 21:00:00,3073,3073
321,7/6/2020, 21:15:00,2817,2817
322,7/6/2020, 21:30:00,2526,2526
323,7/6/2020, 21:45:00,2581,2581
324,7/6/2020, 22:00:00,2976,2976
325,7/6/2020, 22:15:00,2767,2767
326,7/6/2020, 22:30:00,3293,3293
327,7/6/2020, 22:45:00,2620,2620
328,7/6/2020, 23:00:00,1936,1936
329,7/6/2020, 23:15:00,1447,1447
330,7/6/2020, 23:30:00,1209,1209
331,7/6/2020, 23:45:00,924,924
332,7/6/2020, 24:00:00,741,741
333,8/6/2020, 00:15:00,384,384
334,8/6/2020, 00:30:00,266,266
335,8/6/2020, 00:45:00,235,235
336,8/6/2020, 01:00:00,227,227
337,8/6/2020, 01:15:00,190,190
338,8/6/2020, 01:30:00,166,166
339,8/6/2020, 01:45:00,145,145
340,8/6/2020, 02:00:00,134,134
341,8/6/2020, 02:15:00,140,140
342,8/6/2020, 02:30:00,142,142
343,8/6/2020, 02:45:00,147,147
344,8/6/2020, 03:00:00,176,176
345,8/6/2020, 03:15:00,216,216
346,8/6/2020, 03:30:00,262,262
347,8/6/2020, 03:45:00,315,315
348,8/6/2020, 04:00:00,419,419
349,8/6/2020, 04:15:00,672,672
350,8/6/2020, 04:30:00,1037,1037
351,8/6/2020, 04:45:00,1389,1389
352,8/6/2020, 05:00:00,1759,1759
353,8/6/2020, 05:15:00,2092,2092
354,8/6/2020, 05:30:00,2374,2374
355,8/6/2020, 05:45:00,3477,3477
356,8/6/2020, 06:00:00,3805,3805
357,8/6/2020, 06:15:00,4278,4278
358,8/6/2020, 06:30:00,3506,3506
359,8/6/2020, 06:45:00,4050,4050
360,8/6/2020, 07:00:00,5527,5527
361,8/6/2020, 07:15:00,15806,15806
362,8/6/2020, 07:30:00,14459,14459
363,8/6/2020, 07:45:00,17506,17506
364,8/6/2020, 08:00:00,15861,15861
365,8/6/2020, 08:15:00,25331,25331
366,8/6/2020, 08:30:00,24358,24358
367,8/6/2020, 08:45:00,26318,26318
368,8/6/2020, 09:00:00,27226,27226
369,8/6/2020, 09:15:00,27370,27370
370,8/6/2020, 09:30:00,25910,25910
371,8/6/2020, 09:45:00,27570,27570
372,8/6/2020, 10:00:00,18248,18248
373,8/6/2020, 10:15:00,24830,24830
374,8/6/2020, 10:30:00,28262,28262
375,8/6/2020, 10:45:00,21121,21121
376,8/6/2020, 11:00:00,26633,26633
377,8/6/2020, 11:15:00,22321,22321
378,8/6/2020, 11:30:00,27359,27359
379,8/6/2020, 11:45:00,41303,41303
380,8/6/2020, 12:00:00,31386,31386
381,8/6/2020, 12:15:00,30073,30073
382,8/6/2020, 12:30:00,18940,18940
383,8/6/2020, 12:45:00,17439,17439
384,8/6/2020, 13:00:00,12811,12811
385,8/6/2020, 13:15:00,9606,9606
386,8/6/2020, 13:30:00,9979,9979
387,8/6/2020, 13:45:00,12303,12303
388,8/6/2020, 14:00:00,8476,8476
389,8/6/2020, 14:15:00,7725,7725
390,8/6/2020, 14:30:00,8512,8512
391,8/6/2020, 14:45:00,11375,11375
392,8/6/2020, 15:00:00,16109,16109
393,8/6/2020, 15:15:00,19507,19507
394,8/6/2020, 15:30:00,35544,35544
395,8/6/2020, 15:45:00,34171,34171
396,8/6/2020, 16:00:00,28945,28945
397,8/6/2020, 16:15:00,17044,17044
398,8/6/2020, 16:30:00,13858,13858
399,8/6/2020, 16:45:00,14309,14309
400,8/6/2020, 17:00:00,13478,13478
401,8/6/2020, 17:15:00,18747,18747
402,8/6/2020, 17:30:00,36274,36274
403,8/6/2020, 17:45:00,36013,36013
404,8/6/2020, 18:00:00,31870,31870
405,8/6/2020, 18:15:00,18810,18810
406,8/6/2020, 18:30:00,12018,12018
407,8/6/2020, 18:45:00,10562,10562
408,8/6/2020, 19:00:00,9786,9786
409,8/6/2020, 19:15:00,7737,7737
410,8/6/2020, 19:30:00,6355,6355
411,8/6/2020, 19:45:00,5916,5916
412,8/6/2020, 20:00:00,5178,5178
413,8/6/2020, 20:15:00,4698,4698
414,8/6/2020, 20:30:00,5229,5229
415,8/6/2020, 20:45:00,4826,4826
416,8/6/2020, 21:00:00,4205,4205
417,8/6/2020, 21:15:00,3267,3267
418,8/6/2020, 21:30:00,2857,2857
419,8/6/2020, 21:45:00,2309,2309
420,8/6/2020, 22:00:00,2525,2525
421,8/6/2020, 22:15:00,2915,2915
422,8/6/2020, 22:30:00,2983,2983
423,8/6/2020, 22:45:00,2653,2653
424,8/6/2020, 23:00:00,1905,1905
425,8/6/2020, 23:15:00,1468,1468
426,8/6/2020, 23:30:00,1078,1078
427,8/6/2020, 23:45:00,721,721
428,8/6/2020, 24:00:00,514,514
429,9/6/2020, 00:15:00,381,381
430,9/6/2020, 00:30:00,294,294
431,9/6/2020, 00:45:00,226,226
432,9/6/2020, 01:00:00,158,158
433,9/6/2020, 01:15:00,138,138
434,9/6/2020, 01:30:00,120,120
435,9/6/2020, 01:45:00,106,106
436,9/6/2020, 02:00:00,100,100
437,9/6/2020, 02:15:00,105,105
438,9/6/2020, 02:30:00,117,117
439,9/6/2020, 02:45:00,135,135
440,9/6/2020, 03:00:00,144,144
441,9/6/2020, 03:15:00,199,199
442,9/6/2020, 03:30:00,287,287
443,9/6/2020, 03:45:00,412,412
444,9/6/2020, 04:00:00,563,563
445,9/6/2020, 04:15:00,820,820
446,9/6/2020, 04:30:00,1163,1163
447,9/6/2020, 04:45:00,1562,1562
448,9/6/2020, 05:00:00,2112,2112
449,9/6/2020, 05:15:00,2192,2192
450,9/6/2020, 05:30:00,2210,2210
451,9/6/2020, 05:45:00,2499,2499
452,9/6/2020, 06:00:00,2631,2631
453,9/6/2020, 06:15:00,2762,2762
454,9/6/2020, 06:30:00,3211,3211
455,9/6/2020, 06:45:00,3643,3643
456,9/6/2020, 07:00:00,4302,4302
457,9/6/2020, 07:15:00,3803,3803
458,9/6/2020, 07:30:00,3642,3642
459,9/6/2020, 07:45:00,4037,4037
460,9/6/2020, 08:00:00,4295,4295
461,9/6/2020, 08:15:00,4326,4326
462,9/6/2020, 08:30:00,4223,4223
463,9/6/2020, 08:45:00,5318,5318
464,9/6/2020, 09:00:00,8169,8169
465,9/6/2020, 09:15:00,11876,11876
466,9/6/2020, 09:30:00,15311,15311
467,9/6/2020, 09:45:00,18841,18841
468,9/6/2020, 10:00:00,20274,20274
469,9/6/2020, 10:15:00,19086,19086
470,9/6/2020, 10:30:00,17105,17105
471,9/6/2020, 10:45:00,19887,19887
472,9/6/2020, 11:00:00,27697,27697
473,9/6/2020, 11:15:00,40077,40077
474,9/6/2020, 11:30:00,26630,26630
475,9/6/2020, 11:45:00,42328,42328
476,9/6/2020, 12:00:00,39509,39509
477,9/6/2020, 12:15:00,44097,44097
478,9/6/2020, 12:30:00,43327,43327
479,9/6/2020, 12:45:00,38149,38149
480,9/6/2020, 13:00:00,12342,12342
481,9/6/2020, 13:15:00,15094,15094
482,9/6/2020, 13:30:00,31358,31358
483,9/6/2020, 13:45:00,14367,14367
484,9/6/2020, 14:00:00,15402,15402
485,9/6/2020, 14:15:00,22062,22062
486,9/6/2020, 14:30:00,2624,2624
487,9/6/2020, 14:45:00,1107,1107
488,9/6/2020, 15:00:00,1471,1471
489,9/6/2020, 15:15:00,3033,3033
490,9/6/2020, 15:30:00,4491,4491
491,9/6/2020, 15:45:00,7974,7974
492,9/6/2020, 16:00:00,9932,9932
493,9/6/2020, 16:15:00,9665,9665
494,9/6/2020, 16:30:00,10054,10054
495,9/6/2020, 16:45:00,9487,9487
496,9/6/2020, 17:00:00,11460,11460
497,9/6/2020, 17:15:00,10558,10558
498,9/6/2020, 17:30:00,9184,9184
499,9/6/2020, 17:45:00,8032,8032
500,9/6/2020, 18:00:00,7264,7264
501,9/6/2020, 18:15:00,5317,5317
502,9/6/2020, 18:30:00,4317,4317
503,9/6/2020, 18:45:00,6169,6169
504,9/6/2020, 19:00:00,7218,7218
505,9/6/2020, 19:15:00,6660,6660
506,9/6/2020, 19:30:00,7846,7846
507,9/6/2020, 19:45:00,7615,7615
508,9/6/2020, 20:00:00,6545,6545
509,9/6/2020, 20:15:00,5189,5189
510,9/6/2020, 20:30:00,5945,5945
511,9/6/2020, 20:45:00,4105,4105
512,9/6/2020, 21:00:00,3125,3125
513,9/6/2020, 21:15:00,2417,2417
514,9/6/2020, 21:30:00,2729,2729
515,9/6/2020, 21:45:00,1941,1941
516,9/6/2020, 22:00:00,1795,1795
517,9/6/2020, 22:15:00,1730,1730
518,9/6/2020, 22:30:00,1561,1561
519,9/6/2020, 22:45:00,1382,1382
520,9/6/2020, 23:00:00,1130,1130
521,9/6/2020, 23:15:00,862,862
522,9/6/2020, 23:30:00,705,705
523,9/6/2020, 23:45:00,605,605
524,9/6/2020, 24:00:00,489,489
525,10/6/2020, 00:15:00,348,348
526,10/6/2020, 00:30:00,251,251
527,10/6/2020, 00:45:00,210,210
528,10/6/2020, 01:00:00,209,209
529,10/6/2020, 01:15:00,189,189
530,10/6/2020, 01:30:00,157,157
531,10/6/2020, 01:45:00,134,134
532,10/6/2020, 02:00:00,130,130
533,10/6/2020, 02:15:00,137,137
534,10/6/2020, 02:30:00,153,153
535,10/6/2020, 02:45:00,180,180
536,10/6/2020, 03:00:00,220,220
537,10/6/2020, 03:15:00,274,274
538,10/6/2020, 03:30:00,356,356
539,10/6/2020, 03:45:00,465,465
540,10/6/2020, 04:00:00,599,599
541,10/6/2020, 04:15:00,762,762
542,10/6/2020, 04:30:00,944,944
543,10/6/2020, 04:45:00,1181,1181
544,10/6/2020, 05:00:00,1458,1458
545,10/6/2020, 05:15:00,1864,1864
546,10/6/2020, 05:30:00,1873,1873
547,10/6/2020, 05:45:00,3810,3810
548,10/6/2020, 06:00:00,4856,4856
549,10/6/2020, 06:15:00,4988,4988
550,10/6/2020, 06:30:00,7777,7777
551,10/6/2020, 06:45:00,8976,8976
552,10/6/2020, 07:00:00,10401,10401
553,10/6/2020, 07:15:00,11874,11874
554,10/6/2020, 07:30:00,13266,13266
555,10/6/2020, 07:45:00,14569,14569
556,10/6/2020, 08:00:00,16040,16040
557,10/6/2020, 08:15:00,17576,17576
558,10/6/2020, 08:30:00,19071,19071
559,10/6/2020, 08:45:00,20628,20628
560,10/6/2020, 09:00:00,22475,22475
561,10/6/2020, 09:15:00,24653,24653
562,10/6/2020, 09:30:00,26923,26923
563,10/6/2020, 09:45:00,28790,28790
564,10/6/2020, 10:00:00,30176,30176
565,10/6/2020, 10:15:00,31648,31648
566,10/6/2020, 10:30:00,33486,33486
567,10/6/2020, 10:45:00,35211,35211
568,10/6/2020, 11:00:00,36377,36377
569,10/6/2020, 11:15:00,37365,37365
570,10/6/2020, 11:30:00,38309,38309
571,10/6/2020, 11:45:00,39204,39204
572,10/6/2020, 12:00:00,40215,40215
573,10/6/2020, 12:15:00,41361,41361
574,10/6/2020, 12:30:00,42400,42400
575,10/6/2020, 12:45:00,43851,43851
576,10/6/2020, 13:00:00,44728,44728
577,10/6/2020, 13:15:00,45815,45815
578,10/6/2020, 13:30:00,45765,45765
579,10/6/2020, 13:45:00,46187,46187
580,10/6/2020, 14:00:00,48550,48550
581,10/6/2020, 14:15:00,48868,48868
582,10/6/2020, 14:30:00,52053,52053
583,10/6/2020, 14:45:00,47153,47153
584,10/6/2020, 15:00:00,46729,46729
585,10/6/2020, 15:15:00,45087,45087
586,10/6/2020, 15:30:00,44317,44317
587,10/6/2020, 15:45:00,42970,42970
588,10/6/2020, 16:00:00,40955,40955
589,10/6/2020, 16:15:00,37520,37520
590,10/6/2020, 16:30:00,15320,15320
591,10/6/2020, 16:45:00,31158,31158
592,10/6/2020, 17:00:00,37346,37346
593,10/6/2020, 17:15:00,36390,36390
594,10/6/2020, 17:30:00,34789,34789
595,10/6/2020, 17:45:00,33025,33025
596,10/6/2020, 18:00:00,31301,31301
597,10/6/2020, 18:15:00,30064,30064
598,10/6/2020, 18:30:00,20884,20884
599,10/6/2020, 18:45:00,4807,4807
600,10/6/2020, 19:00:00,6089,6089
601,10/6/2020, 19:15:00,4044,4044
602,10/6/2020, 19:30:00,8281,8281
603,10/6/2020, 19:45:00,19179,19179
604,10/6/2020, 20:00:00,13862,13862
605,10/6/2020, 20:15:00,19686,19686
606,10/6/2020, 20:30:00,9397,9397
607,10/6/2020, 20:45:00,6938,6938
608,10/6/2020, 21:00:00,9552,9552
609,10/6/2020, 21:15:00,10091,10091
610,10/6/2020, 21:30:00,7095,7095
611,10/6/2020, 21:45:00,3919,3919
612,10/6/2020, 22:00:00,2855,2855
613,10/6/2020, 22:15:00,2322,2322
614,10/6/2020, 22:30:00,2471,2471
615,10/6/2020, 22:45:00,2356,2356
616,10/6/2020, 23:00:00,1651,1651
617,10/6/2020, 23:15:00,1032,1032
618,10/6/2020, 23:30:00,825,825
619,10/6/2020, 23:45:00,676,676
620,10/6/2020, 24:00:00,533,533
621,11/6/2020, 00:15:00,447,447
622,11/6/2020, 00:30:00,365,365
623,11/6/2020, 00:45:00,306,306
624,11/6/2020, 01:00:00,181,181
625,11/6/2020, 01:15:00,124,124
626,11/6/2020, 01:30:00,79,79
627,11/6/2020, 01:45:00,63,63
628,11/6/2020, 02:00:00,51,51
629,11/6/2020, 02:15:00,43,43
630,11/6/2020, 02:30:00,18,18
631,11/6/2020, 02:45:00,12,12
632,11/6/2020, 03:00:00,10,10
633,11/6/2020, 03:15:00,17,17
634,11/6/2020, 03:30:00,75,75
635,11/6/2020, 03:45:00,213,213
636,11/6/2020, 04:00:00,353,353
637,11/6/2020, 04:15:00,499,499
638,11/6/2020, 04:30:00,671,671
639,11/6/2020, 04:45:00,964,964
640,11/6/2020, 05:00:00,1522,1522
641,11/6/2020, 05:15:00,1451,1451
642,11/6/2020, 05:30:00,1560,1560
643,11/6/2020, 05:45:00,1802,1802
644,11/6/2020, 06:00:00,2408,2408
