Site Name ,POKE,,,
Site Number ,2,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11619,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
9596,12/9/2020, 12:00:00,12277,12277
9597,12/9/2020, 12:15:00,13729,13729
9598,12/9/2020, 12:30:00,21981,21981
9599,12/9/2020, 12:45:00,9457,9457
9600,12/9/2020, 13:00:00,5962,5962
9601,12/9/2020, 13:15:00,5316,5316
9602,12/9/2020, 13:30:00,7851,7851
9603,12/9/2020, 13:45:00,9767,9767
9604,12/9/2020, 14:00:00,16374,16374
9605,12/9/2020, 14:15:00,25407,25407
9606,12/9/2020, 14:30:00,29622,29622
9607,12/9/2020, 14:45:00,24865,24865
9608,12/9/2020, 15:00:00,12363,12363
9609,12/9/2020, 15:15:00,8079,8079
9610,12/9/2020, 15:30:00,11672,11672
9611,12/9/2020, 15:45:00,8892,8892
9612,12/9/2020, 16:00:00,8874,8874
9613,12/9/2020, 16:15:00,19117,19117
9614,12/9/2020, 16:30:00,9588,9588
9615,12/9/2020, 16:45:00,7990,7990
9616,12/9/2020, 17:00:00,7676,7676
9617,12/9/2020, 17:15:00,7869,7869
9618,12/9/2020, 17:30:00,7075,7075
9619,12/9/2020, 17:45:00,4822,4822
9620,12/9/2020, 18:00:00,4381,4381
9621,12/9/2020, 18:15:00,4791,4791
9622,12/9/2020, 18:30:00,3899,3899
9623,12/9/2020, 18:45:00,2897,2897
9624,12/9/2020, 19:00:00,3090,3090
9625,12/9/2020, 19:15:00,2803,2803
9626,12/9/2020, 19:30:00,2149,2149
9627,12/9/2020, 19:45:00,1348,1348
9628,12/9/2020, 20:00:00,872,872
9629,12/9/2020, 20:15:00,514,514
9630,12/9/2020, 20:30:00,253,253
9631,12/9/2020, 20:45:00,94,94
9632,12/9/2020, 21:00:00,21,21
9633,12/9/2020, 21:15:00,3,3
9634,12/9/2020, 21:30:00,0,0
9635,12/9/2020, 21:45:00,0,0
9636,12/9/2020, 22:00:00,0,0
9637,12/9/2020, 22:15:00,0,0
9638,12/9/2020, 22:30:00,0,0
9639,12/9/2020, 22:45:00,0,0
9640,12/9/2020, 23:00:00,0,0
9641,12/9/2020, 23:15:00,0,0
9642,12/9/2020, 23:30:00,0,0
9643,12/9/2020, 23:45:00,0,0
9644,12/9/2020, 24:00:00,0,0
9645,13/09/2020 , 00:15:00,0,0
9646,13/09/2020 , 00:30:00,0,0
9647,13/09/2020 , 00:45:00,0,0
9648,13/09/2020 , 01:00:00,0,0
9649,13/09/2020 , 01:15:00,0,0
9650,13/09/2020 , 01:30:00,0,0
9651,13/09/2020 , 01:45:00,0,0
9652,13/09/2020 , 02:00:00,0,0
9653,13/09/2020 , 02:15:00,0,0
9654,13/09/2020 , 02:30:00,0,0
9655,13/09/2020 , 02:45:00,0,0
9656,13/09/2020 , 03:00:00,0,0
9657,13/09/2020 , 03:15:00,0,0
9658,13/09/2020 , 03:30:00,0,0
9659,13/09/2020 , 03:45:00,0,0
9660,13/09/2020 , 04:00:00,0,0
9661,13/09/2020 , 04:15:00,0,0
9662,13/09/2020 , 04:30:00,0,0
9663,13/09/2020 , 04:45:00,0,0
9664,13/09/2020 , 05:00:00,0,0
9665,13/09/2020 , 05:15:00,0,0
9666,13/09/2020 , 05:30:00,0,0
9667,13/09/2020 , 05:45:00,0,0
9668,13/09/2020 , 06:00:00,0,0
9669,13/09/2020 , 06:15:00,0,0
9670,13/09/2020 , 06:30:00,4,4
9671,13/09/2020 , 06:45:00,30,30
9672,13/09/2020 , 07:00:00,126,126
9673,13/09/2020 , 07:15:00,334,334
9674,13/09/2020 , 07:30:00,634,634
9675,13/09/2020 , 07:45:00,962,962
9676,13/09/2020 , 08:00:00,1267,1267
9677,13/09/2020 , 08:15:00,1534,1534
9678,13/09/2020 , 08:30:00,1761,1761
9679,13/09/2020 , 08:45:00,2813,2813
9680,13/09/2020 , 09:00:00,4771,4771
9681,13/09/2020 , 09:15:00,5510,5510
9682,13/09/2020 , 09:30:00,7928,7928
9683,13/09/2020 , 09:45:00,13549,13549
9684,13/09/2020 , 10:00:00,15420,15420
9685,13/09/2020 , 10:15:00,16922,16922
9686,13/09/2020 , 10:30:00,18169,18169
9687,13/09/2020 , 10:45:00,19427,19427
9688,13/09/2020 , 11:00:00,20688,20688
9689,13/09/2020 , 11:15:00,21859,21859
9690,13/09/2020 , 11:30:00,22921,22921
9691,13/09/2020 , 11:45:00,23954,23954
9692,13/09/2020 , 12:00:00,24922,24922
9693,13/09/2020 , 12:15:00,25894,25894
9694,13/09/2020 , 12:30:00,26812,26812
9695,13/09/2020 , 12:45:00,27510,27510
9696,13/09/2020 , 13:00:00,27976,27976
9697,13/09/2020 , 13:15:00,28375,28375
9698,13/09/2020 , 13:30:00,28649,28649
9699,13/09/2020 , 13:45:00,28830,28830
9700,13/09/2020 , 14:00:00,28865,28865
9701,13/09/2020 , 14:15:00,28780,28780
9702,13/09/2020 , 14:30:00,28589,28589
9703,13/09/2020 , 14:45:00,28233,28233
9704,13/09/2020 , 15:00:00,16485,16485
9705,13/09/2020 , 15:15:00,6322,6322
9706,13/09/2020 , 15:30:00,26737,26737
9707,13/09/2020 , 15:45:00,25837,25837
9708,13/09/2020 , 16:00:00,24888,24888
9709,13/09/2020 , 16:15:00,17908,17908
9710,13/09/2020 , 16:30:00,4783,4783
9711,13/09/2020 , 16:45:00,3420,3420
9712,13/09/2020 , 17:00:00,4523,4523
9713,13/09/2020 , 17:15:00,6617,6617
9714,13/09/2020 , 17:30:00,6346,6346
9715,13/09/2020 , 17:45:00,7245,7245
9716,13/09/2020 , 18:00:00,12647,12647
9717,13/09/2020 , 18:15:00,8931,8931
9718,13/09/2020 , 18:30:00,8822,8822
9719,13/09/2020 , 18:45:00,7801,7801
9720,13/09/2020 , 19:00:00,6067,6067
9721,13/09/2020 , 19:15:00,4629,4629
9722,13/09/2020 , 19:30:00,3297,3297
9723,13/09/2020 , 19:45:00,1725,1725
9724,13/09/2020 , 20:00:00,964,964
9725,13/09/2020 , 20:15:00,466,466
9726,13/09/2020 , 20:30:00,186,186
9727,13/09/2020 , 20:45:00,60,60
9728,13/09/2020 , 21:00:00,11,11
9729,13/09/2020 , 21:15:00,1,1
9730,13/09/2020 , 21:30:00,0,0
9731,13/09/2020 , 21:45:00,0,0
9732,13/09/2020 , 22:00:00,0,0
9733,13/09/2020 , 22:15:00,0,0
9734,13/09/2020 , 22:30:00,0,0
9735,13/09/2020 , 22:45:00,0,0
9736,13/09/2020 , 23:00:00,0,0
9737,13/09/2020 , 23:15:00,0,0
9738,13/09/2020 , 23:30:00,0,0
9739,13/09/2020 , 23:45:00,0,0
9740,13/09/2020 , 24:00:00,0,0
9741,14/09/2020 , 00:15:00,0,0
9742,14/09/2020 , 00:30:00,0,0
9743,14/09/2020 , 00:45:00,0,0
9744,14/09/2020 , 01:00:00,0,0
9745,14/09/2020 , 01:15:00,0,0
9746,14/09/2020 , 01:30:00,0,0
9747,14/09/2020 , 01:45:00,0,0
9748,14/09/2020 , 02:00:00,0,0
9749,14/09/2020 , 02:15:00,0,0
9750,14/09/2020 , 02:30:00,0,0
9751,14/09/2020 , 02:45:00,0,0
9752,14/09/2020 , 03:00:00,0,0
9753,14/09/2020 , 03:15:00,0,0
9754,14/09/2020 , 03:30:00,0,0
9755,14/09/2020 , 03:45:00,0,0
9756,14/09/2020 , 04:00:00,0,0
9757,14/09/2020 , 04:15:00,0,0
9758,14/09/2020 , 04:30:00,0,0
9759,14/09/2020 , 04:45:00,0,0
9760,14/09/2020 , 05:00:00,0,0
9761,14/09/2020 , 05:15:00,0,0
9762,14/09/2020 , 05:30:00,0,0
9763,14/09/2020 , 05:45:00,0,0
9764,14/09/2020 , 06:00:00,0,0
9765,14/09/2020 , 06:15:00,0,0
9766,14/09/2020 , 06:30:00,0,0
9767,14/09/2020 , 06:45:00,10,10
9768,14/09/2020 , 07:00:00,54,54
9769,14/09/2020 , 07:15:00,182,182
9770,14/09/2020 , 07:30:00,608,608
9771,14/09/2020 , 07:45:00,1457,1457
9772,14/09/2020 , 08:00:00,1915,1915
9773,14/09/2020 , 08:15:00,1897,1897
9774,14/09/2020 , 08:30:00,2143,2143
9775,14/09/2020 , 08:45:00,3196,3196
9776,14/09/2020 , 09:00:00,5228,5228
9777,14/09/2020 , 09:15:00,5283,5283
9778,14/09/2020 , 09:30:00,6426,6426
9779,14/09/2020 , 09:45:00,6457,6457
9780,14/09/2020 , 10:00:00,7284,7284
9781,14/09/2020 , 10:15:00,10809,10809
9782,14/09/2020 , 10:30:00,12141,12141
9783,14/09/2020 , 10:45:00,14469,14469
9784,14/09/2020 , 11:00:00,13893,13893
9785,14/09/2020 , 11:15:00,14199,14199
9786,14/09/2020 , 11:30:00,12694,12694
9787,14/09/2020 , 11:45:00,13606,13606
9788,14/09/2020 , 12:00:00,14451,14451
9789,14/09/2020 , 12:15:00,12857,12857
9790,14/09/2020 , 12:30:00,11012,11012
9791,14/09/2020 , 12:45:00,11066,11066
9792,14/09/2020 , 13:00:00,12477,12477
9793,14/09/2020 , 13:15:00,10641,10641
9794,14/09/2020 , 13:30:00,12072,12072
9795,14/09/2020 , 13:45:00,11691,11691
9796,14/09/2020 , 14:00:00,8453,8453
9797,14/09/2020 , 14:15:00,7946,7946
9798,14/09/2020 , 14:30:00,8030,8030
9799,14/09/2020 , 14:45:00,7406,7406
9800,14/09/2020 , 15:00:00,7451,7451
9801,14/09/2020 , 15:15:00,6956,6956
9802,14/09/2020 , 15:30:00,7325,7325
9803,14/09/2020 , 15:45:00,6043,6043
9804,14/09/2020 , 16:00:00,5159,5159
9805,14/09/2020 , 16:15:00,4441,4441
9806,14/09/2020 , 16:30:00,4079,4079
9807,14/09/2020 , 16:45:00,3878,3878
9808,14/09/2020 , 17:00:00,5149,5149
9809,14/09/2020 , 17:15:00,3182,3182
9810,14/09/2020 , 17:30:00,2125,2125
9811,14/09/2020 , 17:45:00,1420,1420
9812,14/09/2020 , 18:00:00,1878,1878
9813,14/09/2020 , 18:15:00,1918,1918
9814,14/09/2020 , 18:30:00,1566,1566
9815,14/09/2020 , 18:45:00,1860,1860
9816,14/09/2020 , 19:00:00,1425,1425
9817,14/09/2020 , 19:15:00,714,714
9818,14/09/2020 , 19:30:00,586,586
9819,14/09/2020 , 19:45:00,453,453
9820,14/09/2020 , 20:00:00,285,285
9821,14/09/2020 , 20:15:00,114,114
9822,14/09/2020 , 20:30:00,54,54
9823,14/09/2020 , 20:45:00,16,16
9824,14/09/2020 , 21:00:00,2,2
9825,14/09/2020 , 21:15:00,0,0
9826,14/09/2020 , 21:30:00,0,0
9827,14/09/2020 , 21:45:00,0,0
9828,14/09/2020 , 22:00:00,0,0
9829,14/09/2020 , 22:15:00,0,0
9830,14/09/2020 , 22:30:00,0,0
9831,14/09/2020 , 22:45:00,0,0
9832,14/09/2020 , 23:00:00,0,0
9833,14/09/2020 , 23:15:00,0,0
9834,14/09/2020 , 23:30:00,0,0
9835,14/09/2020 , 23:45:00,0,0
9836,14/09/2020 , 24:00:00,0,0
9837,15/09/2020 , 00:15:00,0,0
9838,15/09/2020 , 00:30:00,0,0
9839,15/09/2020 , 00:45:00,0,0
9840,15/09/2020 , 01:00:00,0,0
9841,15/09/2020 , 01:15:00,0,0
9842,15/09/2020 , 01:30:00,0,0
9843,15/09/2020 , 01:45:00,0,0
9844,15/09/2020 , 02:00:00,0,0
9845,15/09/2020 , 02:15:00,0,0
9846,15/09/2020 , 02:30:00,0,0
9847,15/09/2020 , 02:45:00,0,0
9848,15/09/2020 , 03:00:00,0,0
9849,15/09/2020 , 03:15:00,0,0
9850,15/09/2020 , 03:30:00,0,0
9851,15/09/2020 , 03:45:00,0,0
9852,15/09/2020 , 04:00:00,0,0
9853,15/09/2020 , 04:15:00,0,0
9854,15/09/2020 , 04:30:00,0,0
9855,15/09/2020 , 04:45:00,0,0
9856,15/09/2020 , 05:00:00,0,0
9857,15/09/2020 , 05:15:00,0,0
9858,15/09/2020 , 05:30:00,0,0
9859,15/09/2020 , 05:45:00,0,0
9860,15/09/2020 , 06:00:00,0,0
9861,15/09/2020 , 06:15:00,0,0
9862,15/09/2020 , 06:30:00,0,0
9863,15/09/2020 , 06:45:00,2,2
9864,15/09/2020 , 07:00:00,25,25
9865,15/09/2020 , 07:15:00,82,82
9866,15/09/2020 , 07:30:00,213,213
9867,15/09/2020 , 07:45:00,455,455
9868,15/09/2020 , 08:00:00,731,731
9869,15/09/2020 , 08:15:00,857,857
9870,15/09/2020 , 08:30:00,703,703
9871,15/09/2020 , 08:45:00,773,773
9872,15/09/2020 , 09:00:00,1125,1125
9873,15/09/2020 , 09:15:00,1743,1743
9874,15/09/2020 , 09:30:00,2195,2195
9875,15/09/2020 , 09:45:00,3333,3333
9876,15/09/2020 , 10:00:00,3909,3909
9877,15/09/2020 , 10:15:00,3408,3408
9878,15/09/2020 , 10:30:00,4057,4057
9879,15/09/2020 , 10:45:00,4969,4969
9880,15/09/2020 , 11:00:00,4398,4398
9881,15/09/2020 , 11:15:00,4795,4795
9882,15/09/2020 , 11:30:00,5272,5272
9883,15/09/2020 , 11:45:00,6898,6898
9884,15/09/2020 , 12:00:00,7793,7793
9885,15/09/2020 , 12:15:00,8028,8028
9886,15/09/2020 , 12:30:00,8440,8440
9887,15/09/2020 , 12:45:00,13738,13738
9888,15/09/2020 , 13:00:00,8959,8959
9889,15/09/2020 , 13:15:00,7836,7836
9890,15/09/2020 , 13:30:00,11657,11657
9891,15/09/2020 , 13:45:00,14305,14305
9892,15/09/2020 , 14:00:00,16080,16080
9893,15/09/2020 , 14:15:00,23533,23533
9894,15/09/2020 , 14:30:00,25418,25418
9895,15/09/2020 , 14:45:00,21456,21456
9896,15/09/2020 , 15:00:00,12906,12906
9897,15/09/2020 , 15:15:00,16731,16731
9898,15/09/2020 , 15:30:00,18223,18223
9899,15/09/2020 , 15:45:00,15431,15431
9900,15/09/2020 , 16:00:00,10658,10658
9901,15/09/2020 , 16:15:00,9406,9406
9902,15/09/2020 , 16:30:00,9870,9870
9903,15/09/2020 , 16:45:00,10303,10303
9904,15/09/2020 , 17:00:00,13332,13332
9905,15/09/2020 , 17:15:00,11422,11422
9906,15/09/2020 , 17:30:00,7777,7777
9907,15/09/2020 , 17:45:00,9121,9121
9908,15/09/2020 , 18:00:00,6101,6101
9909,15/09/2020 , 18:15:00,5384,5384
9910,15/09/2020 , 18:30:00,4621,4621
9911,15/09/2020 , 18:45:00,3341,3341
9912,15/09/2020 , 19:00:00,2068,2068
9913,15/09/2020 , 19:15:00,1421,1421
9914,15/09/2020 , 19:30:00,1328,1328
9915,15/09/2020 , 19:45:00,885,885
9916,15/09/2020 , 20:00:00,440,440
9917,15/09/2020 , 20:15:00,154,154
9918,15/09/2020 , 20:30:00,51,51
9919,15/09/2020 , 20:45:00,19,19
9920,15/09/2020 , 21:00:00,2,2
9921,15/09/2020 , 21:15:00,0,0
9922,15/09/2020 , 21:30:00,0,0
9923,15/09/2020 , 21:45:00,0,0
9924,15/09/2020 , 22:00:00,0,0
9925,15/09/2020 , 22:15:00,0,0
9926,15/09/2020 , 22:30:00,0,0
9927,15/09/2020 , 22:45:00,0,0
9928,15/09/2020 , 23:00:00,0,0
9929,15/09/2020 , 23:15:00,0,0
9930,15/09/2020 , 23:30:00,0,0
9931,15/09/2020 , 23:45:00,0,0
9932,15/09/2020 , 24:00:00,0,0
9933,16/09/2020 , 00:15:00,0,0
9934,16/09/2020 , 00:30:00,0,0
9935,16/09/2020 , 00:45:00,0,0
9936,16/09/2020 , 01:00:00,0,0
9937,16/09/2020 , 01:15:00,0,0
9938,16/09/2020 , 01:30:00,0,0
9939,16/09/2020 , 01:45:00,0,0
9940,16/09/2020 , 02:00:00,0,0
9941,16/09/2020 , 02:15:00,0,0
9942,16/09/2020 , 02:30:00,0,0
9943,16/09/2020 , 02:45:00,0,0
9944,16/09/2020 , 03:00:00,0,0
9945,16/09/2020 , 03:15:00,0,0
9946,16/09/2020 , 03:30:00,0,0
9947,16/09/2020 , 03:45:00,0,0
9948,16/09/2020 , 04:00:00,0,0
9949,16/09/2020 , 04:15:00,0,0
9950,16/09/2020 , 04:30:00,0,0
9951,16/09/2020 , 04:45:00,0,0
9952,16/09/2020 , 05:00:00,0,0
9953,16/09/2020 , 05:15:00,0,0
9954,16/09/2020 , 05:30:00,0,0
9955,16/09/2020 , 05:45:00,0,0
9956,16/09/2020 , 06:00:00,0,0
9957,16/09/2020 , 06:15:00,0,0
9958,16/09/2020 , 06:30:00,0,0
9959,16/09/2020 , 06:45:00,0,0
9960,16/09/2020 , 07:00:00,18,18
9961,16/09/2020 , 07:15:00,101,101
9962,16/09/2020 , 07:30:00,228,228
9963,16/09/2020 , 07:45:00,410,410
9964,16/09/2020 , 08:00:00,405,405
9965,16/09/2020 , 08:15:00,639,639
9966,16/09/2020 , 08:30:00,968,968
9967,16/09/2020 , 08:45:00,1527,1527
9968,16/09/2020 , 09:00:00,2287,2287
9969,16/09/2020 , 09:15:00,2547,2547
9970,16/09/2020 , 09:30:00,2906,2906
9971,16/09/2020 , 09:45:00,4418,4418
9972,16/09/2020 , 10:00:00,5492,5492
9973,16/09/2020 , 10:15:00,4666,4666
9974,16/09/2020 , 10:30:00,5902,5902
9975,16/09/2020 , 10:45:00,9356,9356
9976,16/09/2020 , 11:00:00,4744,4744
9977,16/09/2020 , 11:15:00,7274,7274
9978,16/09/2020 , 11:30:00,9734,9734
9979,16/09/2020 , 11:45:00,8575,8575
9980,16/09/2020 , 12:00:00,7800,7800
9981,16/09/2020 , 12:15:00,8919,8919
9982,16/09/2020 , 12:30:00,10109,10109
9983,16/09/2020 , 12:45:00,10312,10312
9984,16/09/2020 , 13:00:00,12685,12685
9985,16/09/2020 , 13:15:00,13852,13852
9986,16/09/2020 , 13:30:00,13884,13884
9987,16/09/2020 , 13:45:00,15550,15550
9988,16/09/2020 , 14:00:00,11805,11805
9989,16/09/2020 , 14:15:00,15418,15418
9990,16/09/2020 , 14:30:00,26465,26465
9991,16/09/2020 , 14:45:00,24802,24802
9992,16/09/2020 , 15:00:00,12535,12535
9993,16/09/2020 , 15:15:00,14734,14734
9994,16/09/2020 , 15:30:00,22630,22630
9995,16/09/2020 , 15:45:00,25753,25753
9996,16/09/2020 , 16:00:00,23271,23271
9997,16/09/2020 , 16:15:00,17241,17241
9998,16/09/2020 , 16:30:00,5823,5823
9999,16/09/2020 , 16:45:00,4951,4951
10000,16/09/2020 , 17:00:00,5641,5641
10001,16/09/2020 , 17:15:00,5425,5425
10002,16/09/2020 , 17:30:00,10277,10277
10003,16/09/2020 , 17:45:00,9828,9828
10004,16/09/2020 , 18:00:00,11586,11586
10005,16/09/2020 , 18:15:00,9545,9545
10006,16/09/2020 , 18:30:00,6553,6553
10007,16/09/2020 , 18:45:00,6364,6364
10008,16/09/2020 , 19:00:00,2646,2646
10009,16/09/2020 , 19:15:00,1448,1448
10010,16/09/2020 , 19:30:00,1161,1161
10011,16/09/2020 , 19:45:00,939,939
10012,16/09/2020 , 20:00:00,601,601
10013,16/09/2020 , 20:15:00,307,307
10014,16/09/2020 , 20:30:00,114,114
10015,16/09/2020 , 20:45:00,21,21
10016,16/09/2020 , 21:00:00,2,2
10017,16/09/2020 , 21:15:00,0,0
10018,16/09/2020 , 21:30:00,0,0
10019,16/09/2020 , 21:45:00,0,0
10020,16/09/2020 , 22:00:00,0,0
10021,16/09/2020 , 22:15:00,0,0
10022,16/09/2020 , 22:30:00,0,0
10023,16/09/2020 , 22:45:00,0,0
10024,16/09/2020 , 23:00:00,0,0
10025,16/09/2020 , 23:15:00,0,0
10026,16/09/2020 , 23:30:00,0,0
10027,16/09/2020 , 23:45:00,0,0
10028,16/09/2020 , 24:00:00,0,0
10029,17/09/2020 , 00:15:00,0,0
10030,17/09/2020 , 00:30:00,0,0
10031,17/09/2020 , 00:45:00,0,0
10032,17/09/2020 , 01:00:00,0,0
10033,17/09/2020 , 01:15:00,0,0
10034,17/09/2020 , 01:30:00,0,0
10035,17/09/2020 , 01:45:00,0,0
10036,17/09/2020 , 02:00:00,0,0
10037,17/09/2020 , 02:15:00,0,0
10038,17/09/2020 , 02:30:00,0,0
10039,17/09/2020 , 02:45:00,0,0
10040,17/09/2020 , 03:00:00,0,0
10041,17/09/2020 , 03:15:00,0,0
10042,17/09/2020 , 03:30:00,0,0
10043,17/09/2020 , 03:45:00,0,0
10044,17/09/2020 , 04:00:00,0,0
10045,17/09/2020 , 04:15:00,0,0
10046,17/09/2020 , 04:30:00,0,0
10047,17/09/2020 , 04:45:00,0,0
10048,17/09/2020 , 05:00:00,0,0
10049,17/09/2020 , 05:15:00,0,0
10050,17/09/2020 , 05:30:00,0,0
10051,17/09/2020 , 05:45:00,0,0
10052,17/09/2020 , 06:00:00,0,0
10053,17/09/2020 , 06:15:00,0,0
10054,17/09/2020 , 06:30:00,0,0
10055,17/09/2020 , 06:45:00,1,1
10056,17/09/2020 , 07:00:00,15,15
10057,17/09/2020 , 07:15:00,71,71
10058,17/09/2020 , 07:30:00,170,170
10059,17/09/2020 , 07:45:00,347,347
10060,17/09/2020 , 08:00:00,748,748
10061,17/09/2020 , 08:15:00,1190,1190
10062,17/09/2020 , 08:30:00,1503,1503
10063,17/09/2020 , 08:45:00,1231,1231
10064,17/09/2020 , 09:00:00,1209,1209
10065,17/09/2020 , 09:15:00,1729,1729
10066,17/09/2020 , 09:30:00,1905,1905
10067,17/09/2020 , 09:45:00,2176,2176
10068,17/09/2020 , 10:00:00,2826,2826
10069,17/09/2020 , 10:15:00,3683,3683
10070,17/09/2020 , 10:30:00,3794,3794
10071,17/09/2020 , 10:45:00,4336,4336
10072,17/09/2020 , 11:00:00,5261,5261
10073,17/09/2020 , 11:15:00,5432,5432
10074,17/09/2020 , 11:30:00,4932,4932
10075,17/09/2020 , 11:45:00,5981,5981
10076,17/09/2020 , 12:00:00,8315,8315
10077,17/09/2020 , 12:15:00,8392,8392
10078,17/09/2020 , 12:30:00,9466,9466
10079,17/09/2020 , 12:45:00,6887,6887
10080,17/09/2020 , 13:00:00,5897,5897
10081,17/09/2020 , 13:15:00,10196,10196
10082,17/09/2020 , 13:30:00,11560,11560
10083,17/09/2020 , 13:45:00,19156,19156
10084,17/09/2020 , 14:00:00,19267,19267
10085,17/09/2020 , 14:15:00,23789,23789
10086,17/09/2020 , 14:30:00,26892,26892
10087,17/09/2020 , 14:45:00,14800,14800
10088,17/09/2020 , 15:00:00,11825,11825
10089,17/09/2020 , 15:15:00,12000,12000
10090,17/09/2020 , 15:30:00,9559,9559
10091,17/09/2020 , 15:45:00,6914,6914
10092,17/09/2020 , 16:00:00,5123,5123
10093,17/09/2020 , 16:15:00,3800,3800
10094,17/09/2020 , 16:30:00,3204,3204
10095,17/09/2020 , 16:45:00,3508,3508
10096,17/09/2020 , 17:00:00,2592,2592
10097,17/09/2020 , 17:15:00,1841,1841
10098,17/09/2020 , 17:30:00,1707,1707
10099,17/09/2020 , 17:45:00,2469,2469
10100,17/09/2020 , 18:00:00,5452,5452
10101,17/09/2020 , 18:15:00,7312,7312
10102,17/09/2020 , 18:30:00,3293,3293
10103,17/09/2020 , 18:45:00,3489,3489
10104,17/09/2020 , 19:00:00,2755,2755
10105,17/09/2020 , 19:15:00,1806,1806
10106,17/09/2020 , 19:30:00,1162,1162
10107,17/09/2020 , 19:45:00,687,687
10108,17/09/2020 , 20:00:00,390,390
10109,17/09/2020 , 20:15:00,158,158
10110,17/09/2020 , 20:30:00,46,46
10111,17/09/2020 , 20:45:00,6,6
10112,17/09/2020 , 21:00:00,0,0
10113,17/09/2020 , 21:15:00,0,0
10114,17/09/2020 , 21:30:00,0,0
10115,17/09/2020 , 21:45:00,0,0
10116,17/09/2020 , 22:00:00,0,0
10117,17/09/2020 , 22:15:00,0,0
10118,17/09/2020 , 22:30:00,0,0
10119,17/09/2020 , 22:45:00,0,0
10120,17/09/2020 , 23:00:00,0,0
10121,17/09/2020 , 23:15:00,0,0
10122,17/09/2020 , 23:30:00,0,0
10123,17/09/2020 , 23:45:00,0,0
10124,17/09/2020 , 24:00:00,0,0
10125,18/09/2020 , 00:15:00,0,0
10126,18/09/2020 , 00:30:00,0,0
10127,18/09/2020 , 00:45:00,0,0
10128,18/09/2020 , 01:00:00,0,0
10129,18/09/2020 , 01:15:00,0,0
10130,18/09/2020 , 01:30:00,0,0
10131,18/09/2020 , 01:45:00,0,0
10132,18/09/2020 , 02:00:00,0,0
10133,18/09/2020 , 02:15:00,0,0
10134,18/09/2020 , 02:30:00,0,0
10135,18/09/2020 , 02:45:00,0,0
10136,18/09/2020 , 03:00:00,0,0
10137,18/09/2020 , 03:15:00,0,0
10138,18/09/2020 , 03:30:00,0,0
10139,18/09/2020 , 03:45:00,0,0
10140,18/09/2020 , 04:00:00,0,0
10141,18/09/2020 , 04:15:00,0,0
10142,18/09/2020 , 04:30:00,0,0
10143,18/09/2020 , 04:45:00,0,0
10144,18/09/2020 , 05:00:00,0,0
10145,18/09/2020 , 05:15:00,0,0
10146,18/09/2020 , 05:30:00,0,0
10147,18/09/2020 , 05:45:00,0,0
10148,18/09/2020 , 06:00:00,0,0
10149,18/09/2020 , 06:15:00,0,0
10150,18/09/2020 , 06:30:00,0,0
10151,18/09/2020 , 06:45:00,1,1
10152,18/09/2020 , 07:00:00,16,16
10153,18/09/2020 , 07:15:00,78,78
10154,18/09/2020 , 07:30:00,252,252
10155,18/09/2020 , 07:45:00,553,553
10156,18/09/2020 , 08:00:00,957,957
10157,18/09/2020 , 08:15:00,1672,1672
10158,18/09/2020 , 08:30:00,2426,2426
10159,18/09/2020 , 08:45:00,3171,3171
10160,18/09/2020 , 09:00:00,3551,3551
10161,18/09/2020 , 09:15:00,4346,4346
10162,18/09/2020 , 09:30:00,3523,3523
10163,18/09/2020 , 09:45:00,3983,3983
10164,18/09/2020 , 10:00:00,3576,3576
10165,18/09/2020 , 10:15:00,3140,3140
10166,18/09/2020 , 10:30:00,2831,2831
10167,18/09/2020 , 10:45:00,4988,4988
10168,18/09/2020 , 11:00:00,5908,5908
10169,18/09/2020 , 11:15:00,4042,4042
10170,18/09/2020 , 11:30:00,3832,3832
10171,18/09/2020 , 11:45:00,4478,4478
10172,18/09/2020 , 12:00:00,8577,8577
10173,18/09/2020 , 12:15:00,9740,9740
10174,18/09/2020 , 12:30:00,8494,8494
10175,18/09/2020 , 12:45:00,11479,11479
10176,18/09/2020 , 13:00:00,13132,13132
10177,18/09/2020 , 13:15:00,21989,21989
10178,18/09/2020 , 13:30:00,25120,25120
10179,18/09/2020 , 13:45:00,12364,12364
10180,18/09/2020 , 14:00:00,13243,13243
10181,18/09/2020 , 14:15:00,12306,12306
10182,18/09/2020 , 14:30:00,13218,13218
10183,18/09/2020 , 14:45:00,7697,7697
10184,18/09/2020 , 15:00:00,7086,7086
10185,18/09/2020 , 15:15:00,5265,5265
10186,18/09/2020 , 15:30:00,7692,7692
10187,18/09/2020 , 15:45:00,7026,7026
10188,18/09/2020 , 16:00:00,4401,4401
10189,18/09/2020 , 16:15:00,5291,5291
10190,18/09/2020 , 16:30:00,3682,3682
10191,18/09/2020 , 16:45:00,3012,3012
10192,18/09/2020 , 17:00:00,2277,2277
10193,18/09/2020 , 17:15:00,4737,4737
10194,18/09/2020 , 17:30:00,6084,6084
10195,18/09/2020 , 17:45:00,5926,5926
10196,18/09/2020 , 18:00:00,6240,6240
10197,18/09/2020 , 18:15:00,6506,6506
10198,18/09/2020 , 18:30:00,3832,3832
10199,18/09/2020 , 18:45:00,2584,2584
10200,18/09/2020 , 19:00:00,2295,2295
