"","X","datetimeAK","Time","CPCRW.CRREL.Main.Met.Station..PYR_Total_TOT.N.A.","ParWm2"
"16340",NA,2021-02-03 08:00:00,"2/3/2021 8:00",0.025,0.039
"16341",NA,2021-02-03 09:00:00,"2/3/2021 9:00",0.077,0.328
"16342",NA,2021-02-03 10:00:00,"2/3/2021 10:00",1.558,7.49
"16343",NA,2021-02-03 11:00:00,"2/3/2021 11:00",8.85,37.39
"16344",NA,2021-02-03 12:00:00,"2/3/2021 12:00",11.99,54.2
"16345",NA,2021-02-03 13:00:00,"2/3/2021 13:00",14.81,63.03
"16346",NA,2021-02-03 14:00:00,"2/3/2021 14:00",12.25,52.16
"16347",NA,2021-02-03 15:00:00,"2/3/2021 15:00",9.64,50.94
"16348",NA,2021-02-03 16:00:00,"2/3/2021 16:00",3.911,23.59
"16349",NA,2021-02-03 17:00:00,"2/3/2021 17:00",0.916,4.493
"16350",NA,2021-02-03 18:00:00,"2/3/2021 18:00",0.019,0.052
"16351",NA,2021-02-03 19:00:00,"2/3/2021 19:00",0,0
"16352",NA,2021-02-03 20:00:00,"2/3/2021 20:00",0,0
"16353",NA,2021-02-03 21:00:00,"2/3/2021 21:00",0,0
"16354",NA,2021-02-03 22:00:00,"2/3/2021 22:00",0,0
"16355",NA,2021-02-03 23:00:00,"2/3/2021 23:00",0,0
"16356",NA,2021-02-04 00:00:00,"2/4/2021 0:00",0,0
"16357",NA,2021-02-04 01:00:00,"2/4/2021 1:00",0,0
"16358",NA,2021-02-04 02:00:00,"2/4/2021 2:00",0,0
"16359",NA,2021-02-04 03:00:00,"2/4/2021 3:00",0,0
"16360",NA,2021-02-04 04:00:00,"2/4/2021 4:00",0,0
"16361",NA,2021-02-04 05:00:00,"2/4/2021 5:00",0,0
"16362",NA,2021-02-04 06:00:00,"2/4/2021 6:00",0,0
"16363",NA,2021-02-04 07:00:00,"2/4/2021 7:00",0,0
"16364",NA,2021-02-04 08:00:00,"2/4/2021 8:00",0,0
"16365",NA,2021-02-04 09:00:00,"2/4/2021 9:00",0.003,0
"16366",NA,2021-02-04 10:00:00,"2/4/2021 10:00",0.383,2.804
"16367",NA,2021-02-04 11:00:00,"2/4/2021 11:00",1.439,12.39
"16368",NA,2021-02-04 12:00:00,"2/4/2021 12:00",2.562,25.9
"16369",NA,2021-02-04 13:00:00,"2/4/2021 13:00",2.693,22.5
"16370",NA,2021-02-04 14:00:00,"2/4/2021 14:00",3.529,53.23
"16371",NA,2021-02-04 15:00:00,"2/4/2021 15:00",1.677,17.38
"16372",NA,2021-02-04 16:00:00,"2/4/2021 16:00",1.199,11.77
"16373",NA,2021-02-04 17:00:00,"2/4/2021 17:00",0.452,3.908
"16374",NA,2021-02-04 18:00:00,"2/4/2021 18:00",0.068,0.262
"16375",NA,2021-02-04 19:00:00,"2/4/2021 19:00",0.019,0
"16376",NA,2021-02-04 20:00:00,"2/4/2021 20:00",0.011,0.079
"16377",NA,2021-02-04 21:00:00,"2/4/2021 21:00",0.025,0.092
"16378",NA,2021-02-04 22:00:00,"2/4/2021 22:00",0.022,0.026
"16379",NA,2021-02-04 23:00:00,"2/4/2021 23:00",0.005,0.013
"16380",NA,2021-02-05 00:00:00,"2/5/2021 0:00",0.008,0
"16381",NA,2021-02-05 01:00:00,"2/5/2021 1:00",0.014,0.013
"16382",NA,2021-02-05 02:00:00,"2/5/2021 2:00",0.014,0
"16383",NA,2021-02-05 03:00:00,"2/5/2021 3:00",0.008,0.039
"16384",NA,2021-02-05 04:00:00,"2/5/2021 4:00",0.014,0.026
"16385",NA,2021-02-05 05:00:00,"2/5/2021 5:00",0.008,0
"16386",NA,2021-02-05 06:00:00,"2/5/2021 6:00",0.005,0.039
"16387",NA,2021-02-05 07:00:00,"2/5/2021 7:00",0.005,0
"16388",NA,2021-02-05 08:00:00,"2/5/2021 8:00",0.008,0
"16389",NA,2021-02-05 09:00:00,"2/5/2021 9:00",0.047,0.105
"16390",NA,2021-02-05 10:00:00,"2/5/2021 10:00",0.496,3.295
"16391",NA,2021-02-05 11:00:00,"2/5/2021 11:00",2.047,13.91
"16392",NA,2021-02-05 12:00:00,"2/5/2021 12:00",3.555,30.77
"16393",NA,2021-02-05 13:00:00,"2/5/2021 13:00",4.819,37.41
"16394",NA,2021-02-05 14:00:00,"2/5/2021 14:00",2.387,23.64
"16395",NA,2021-02-05 15:00:00,"2/5/2021 15:00",2.51,18.16
"16396",NA,2021-02-05 16:00:00,"2/5/2021 16:00",2.028,12.38
"16397",NA,2021-02-05 17:00:00,"2/5/2021 17:00",0.788,4.195
"16398",NA,2021-02-05 18:00:00,"2/5/2021 18:00",0.027,0.157
"16399",NA,2021-02-05 19:00:00,"2/5/2021 19:00",0,0
"16400",NA,2021-02-05 20:00:00,"2/5/2021 20:00",0,0
"16401",NA,2021-02-05 21:00:00,"2/5/2021 21:00",0,0.013
"16402",NA,2021-02-05 22:00:00,"2/5/2021 22:00",0,0
"16403",NA,2021-02-05 23:00:00,"2/5/2021 23:00",0.003,0
"16404",NA,2021-02-06 00:00:00,"2/6/2021 0:00",0,0
"16405",NA,2021-02-06 01:00:00,"2/6/2021 1:00",0.003,0.013
"16406",NA,2021-02-06 02:00:00,"2/6/2021 2:00",0,0
"16407",NA,2021-02-06 03:00:00,"2/6/2021 3:00",0,0
"16408",NA,2021-02-06 04:00:00,"2/6/2021 4:00",0,0
"16409",NA,2021-02-06 05:00:00,"2/6/2021 5:00",0,0
"16410",NA,2021-02-06 06:00:00,"2/6/2021 6:00",0,0
"16411",NA,2021-02-06 07:00:00,"2/6/2021 7:00",0,0
"16412",NA,2021-02-06 08:00:00,"2/6/2021 8:00",0,0
"16413",NA,2021-02-06 09:00:00,"2/6/2021 9:00",0,0
"16414",NA,2021-02-06 10:00:00,"2/6/2021 10:00",0.271,1.926
"16415",NA,2021-02-06 11:00:00,"2/6/2021 11:00",1.143,7.377
"16416",NA,2021-02-06 12:00:00,"2/6/2021 12:00",2.126,14.56
"16417",NA,2021-02-06 13:00:00,"2/6/2021 13:00",3.498,24.21
"16418",NA,2021-02-06 14:00:00,"2/6/2021 14:00",2.286,15.52
"16419",NA,2021-02-06 15:00:00,"2/6/2021 15:00",2.267,16.28
"16420",NA,2021-02-06 16:00:00,"2/6/2021 16:00",1.176,8.06
"16421",NA,2021-02-06 17:00:00,"2/6/2021 17:00",0.345,2.698
"16422",NA,2021-02-06 18:00:00,"2/6/2021 18:00",0.014,0.065
"16423",NA,2021-02-06 19:00:00,"2/6/2021 19:00",0,0
"16424",NA,2021-02-06 20:00:00,"2/6/2021 20:00",0,0
"16425",NA,2021-02-06 21:00:00,"2/6/2021 21:00",0,0
"16426",NA,2021-02-06 22:00:00,"2/6/2021 22:00",0.003,0
"16427",NA,2021-02-06 23:00:00,"2/6/2021 23:00",0.011,0.013
"16428",NA,2021-02-07 00:00:00,"2/7/2021 0:00",0.038,0.026
"16429",NA,2021-02-07 01:00:00,"2/7/2021 1:00",0.044,0.039
"16430",NA,2021-02-07 02:00:00,"2/7/2021 2:00",0.016,0.026
"16431",NA,2021-02-07 03:00:00,"2/7/2021 3:00",0.022,0.079
"16432",NA,2021-02-07 04:00:00,"2/7/2021 4:00",0.016,0
"16433",NA,2021-02-07 05:00:00,"2/7/2021 5:00",0.022,0.039
"16434",NA,2021-02-07 06:00:00,"2/7/2021 6:00",0.011,0.013
"16435",NA,2021-02-07 07:00:00,"2/7/2021 7:00",0.011,0.013
"16436",NA,2021-02-07 08:00:00,"2/7/2021 8:00",0.016,0
"16437",NA,2021-02-07 09:00:00,"2/7/2021 9:00",0.066,0.21
"16438",NA,2021-02-07 10:00:00,"2/7/2021 10:00",0.463,3.518
"16439",NA,2021-02-07 11:00:00,"2/7/2021 11:00",1.737,13.17
"16440",NA,2021-02-07 12:00:00,"2/7/2021 12:00",2.822,36.61
"16441",NA,2021-02-07 13:00:00,"2/7/2021 13:00",3.513,38.79
"16442",NA,2021-02-07 14:00:00,"2/7/2021 14:00",3.913,80.5
"16443",NA,2021-02-07 15:00:00,"2/7/2021 15:00",1.888,16.97
"16444",NA,2021-02-07 16:00:00,"2/7/2021 16:00",1.07,11.46
"16445",NA,2021-02-07 17:00:00,"2/7/2021 17:00",0.534,5.023
"16446",NA,2021-02-07 18:00:00,"2/7/2021 18:00",0.104,0.472
"16447",NA,2021-02-07 19:00:00,"2/7/2021 19:00",0.041,0.013
"16448",NA,2021-02-07 20:00:00,"2/7/2021 20:00",0.019,0.039
"16449",NA,2021-02-07 21:00:00,"2/7/2021 21:00",0.008,0.026
"16450",NA,2021-02-07 22:00:00,"2/7/2021 22:00",0.014,0.039
"16451",NA,2021-02-07 23:00:00,"2/7/2021 23:00",0.027,0.079
"16452",NA,2021-02-08 00:00:00,"2/8/2021 0:00",0.011,0.039
"16453",NA,2021-02-08 01:00:00,"2/8/2021 1:00",0.022,0.026
"16454",NA,2021-02-08 02:00:00,"2/8/2021 2:00",0.014,0.039
"16455",NA,2021-02-08 03:00:00,"2/8/2021 3:00",0.016,0.066
"16456",NA,2021-02-08 04:00:00,"2/8/2021 4:00",0.011,0.144
"16457",NA,2021-02-08 05:00:00,"2/8/2021 5:00",0.008,0.052
"16458",NA,2021-02-08 06:00:00,"2/8/2021 6:00",0,0
"16459",NA,2021-02-08 07:00:00,"2/8/2021 7:00",0,0
"16460",NA,2021-02-08 08:00:00,"2/8/2021 8:00",0,0
"16461",NA,2021-02-08 09:00:00,"2/8/2021 9:00",0.057,0.262
"16462",NA,2021-02-08 10:00:00,"2/8/2021 10:00",0.575,4.13
"16463",NA,2021-02-08 11:00:00,"2/8/2021 11:00",1.749,13.87
"16464",NA,2021-02-08 12:00:00,"2/8/2021 12:00",2.908,38.63
"16465",NA,2021-02-08 13:00:00,"2/8/2021 13:00",3.58,46.57
"16466",NA,2021-02-08 14:00:00,"2/8/2021 14:00",3.937,86.1
"16467",NA,2021-02-08 15:00:00,"2/8/2021 15:00",2.04,20.83
"16468",NA,2021-02-08 16:00:00,"2/8/2021 16:00",1.225,13.01
"16469",NA,2021-02-08 17:00:00,"2/8/2021 17:00",0.626,5.7
"16470",NA,2021-02-08 18:00:00,"2/8/2021 18:00",0.06,0.367
"16471",NA,2021-02-08 19:00:00,"2/8/2021 19:00",0,0
"16472",NA,2021-02-08 20:00:00,"2/8/2021 20:00",0.005,0
"16473",NA,2021-02-08 21:00:00,"2/8/2021 21:00",0.014,0.118
"16474",NA,2021-02-08 22:00:00,"2/8/2021 22:00",0.016,0.026
"16475",NA,2021-02-08 23:00:00,"2/8/2021 23:00",0.022,0.105
"16476",NA,2021-02-09 00:00:00,"2/9/2021 0:00",0.022,0.052
"16477",NA,2021-02-09 01:00:00,"2/9/2021 1:00",0.047,0.092
"16478",NA,2021-02-09 02:00:00,"2/9/2021 2:00",0.011,0.013
"16479",NA,2021-02-09 03:00:00,"2/9/2021 3:00",0.027,0.092
"16480",NA,2021-02-09 04:00:00,"2/9/2021 4:00",0.008,0.026
"16481",NA,2021-02-09 05:00:00,"2/9/2021 5:00",0.025,0.079
"16482",NA,2021-02-09 06:00:00,"2/9/2021 6:00",0.014,0.105
"16483",NA,2021-02-09 07:00:00,"2/9/2021 7:00",0.016,0.013
"16484",NA,2021-02-09 08:00:00,"2/9/2021 8:00",0.014,0.013
"16485",NA,2021-02-09 09:00:00,"2/9/2021 9:00",0.09,0.394
"16486",NA,2021-02-09 10:00:00,"2/9/2021 10:00",0.729,4.829
"16487",NA,2021-02-09 11:00:00,"2/9/2021 11:00",1.846,15.59
"16488",NA,2021-02-09 12:00:00,"2/9/2021 12:00",3.04,44.49
"16489",NA,2021-02-09 13:00:00,"2/9/2021 13:00",3.679,57.6
"16490",NA,2021-02-09 14:00:00,"2/9/2021 14:00",4.046,95.3
"16491",NA,2021-02-09 15:00:00,"2/9/2021 15:00",2.051,20.38
"16492",NA,2021-02-09 16:00:00,"2/9/2021 16:00",1.171,12.63
"16493",NA,2021-02-09 17:00:00,"2/9/2021 17:00",0.621,5.991
"16494",NA,2021-02-09 18:00:00,"2/9/2021 18:00",0.09,0.616
"16495",NA,2021-02-09 19:00:00,"2/9/2021 19:00",0.008,0
"16496",NA,2021-02-09 20:00:00,"2/9/2021 20:00",0.025,0
"16497",NA,2021-02-09 21:00:00,"2/9/2021 21:00",0.019,0.013
"16498",NA,2021-02-09 22:00:00,"2/9/2021 22:00",0.011,0.053
"16499",NA,2021-02-09 23:00:00,"2/9/2021 23:00",0.005,0.039
"16500",NA,2021-02-10 00:00:00,"2/10/2021 0:00",0.008,0.039
"16501",NA,2021-02-10 01:00:00,"2/10/2021 1:00",0.005,0.013
"16502",NA,2021-02-10 02:00:00,"2/10/2021 2:00",0.011,0.079
"16503",NA,2021-02-10 03:00:00,"2/10/2021 3:00",0.011,0.013
"16504",NA,2021-02-10 04:00:00,"2/10/2021 4:00",0.005,0.092
"16505",NA,2021-02-10 05:00:00,"2/10/2021 5:00",0.011,0.157
"16506",NA,2021-02-10 06:00:00,"2/10/2021 6:00",0.003,0
"16507",NA,2021-02-10 07:00:00,"2/10/2021 7:00",0,0
"16508",NA,2021-02-10 08:00:00,"2/10/2021 8:00",0,0
"16509",NA,2021-02-10 09:00:00,"2/10/2021 9:00",0.016,0.118
"16510",NA,2021-02-10 10:00:00,"2/10/2021 10:00",0.451,2.569
"16511",NA,2021-02-10 11:00:00,"2/10/2021 11:00",1.491,9.38
"16512",NA,2021-02-10 12:00:00,"2/10/2021 12:00",2.487,16.71
"16513",NA,2021-02-10 13:00:00,"2/10/2021 13:00",3.206,24.17
"16514",NA,2021-02-10 14:00:00,"2/10/2021 14:00",5.054,41.16
"16515",NA,2021-02-10 15:00:00,"2/10/2021 15:00",4.285,30.93
"16516",NA,2021-02-10 16:00:00,"2/10/2021 16:00",2.335,17.21
"16517",NA,2021-02-10 17:00:00,"2/10/2021 17:00",0.949,5.854
"16518",NA,2021-02-10 18:00:00,"2/10/2021 18:00",0.036,0.301
"16519",NA,2021-02-10 19:00:00,"2/10/2021 19:00",0,0
"16520",NA,2021-02-10 20:00:00,"2/10/2021 20:00",0,0
"16521",NA,2021-02-10 21:00:00,"2/10/2021 21:00",0,0
"16522",NA,2021-02-10 22:00:00,"2/10/2021 22:00",0,0
"16523",NA,2021-02-10 23:00:00,"2/10/2021 23:00",0,0
"16524",NA,2021-02-11 00:00:00,"2/11/2021 0:00",0,0
"16525",NA,2021-02-11 01:00:00,"2/11/2021 1:00",0,0
"16526",NA,2021-02-11 02:00:00,"2/11/2021 2:00",0,0
"16527",NA,2021-02-11 03:00:00,"2/11/2021 3:00",0,0
"16528",NA,2021-02-11 04:00:00,"2/11/2021 4:00",0,0
"16529",NA,2021-02-11 05:00:00,"2/11/2021 5:00",0,0
"16530",NA,2021-02-11 06:00:00,"2/11/2021 6:00",0,0
"16531",NA,2021-02-11 07:00:00,"2/11/2021 7:00",0,0
"16532",NA,2021-02-11 08:00:00,"2/11/2021 8:00",0,0
"16533",NA,2021-02-11 09:00:00,"2/11/2021 9:00",0.008,0.131
"16534",NA,2021-02-11 10:00:00,"2/11/2021 10:00",0.96,5.395
"16535",NA,2021-02-11 11:00:00,"2/11/2021 11:00",2.121,14.6
"16536",NA,2021-02-11 12:00:00,"2/11/2021 12:00",3.125,24.33
"16537",NA,2021-02-11 13:00:00,"2/11/2021 13:00",4.638,35.35
"16538",NA,2021-02-11 14:00:00,"2/11/2021 14:00",4.356,37.62
"16539",NA,2021-02-11 15:00:00,"2/11/2021 15:00",4.183,36.29
"16540",NA,2021-02-11 16:00:00,"2/11/2021 16:00",3.256,26.6
"16541",NA,2021-02-11 17:00:00,"2/11/2021 17:00",0.83,6.988
"16542",NA,2021-02-11 18:00:00,"2/11/2021 18:00",0.038,0.511
"16543",NA,2021-02-11 19:00:00,"2/11/2021 19:00",0,0
"16544",NA,2021-02-11 20:00:00,"2/11/2021 20:00",0,0
"16545",NA,2021-02-11 21:00:00,"2/11/2021 21:00",0,0
"16546",NA,2021-02-11 22:00:00,"2/11/2021 22:00",0,0
"16547",NA,2021-02-11 23:00:00,"2/11/2021 23:00",0,0
"16548",NA,2021-02-12 00:00:00,"2/12/2021 0:00",0,0
"16549",NA,2021-02-12 01:00:00,"2/12/2021 1:00",0,0
"16550",NA,2021-02-12 02:00:00,"2/12/2021 2:00",0,0
"16551",NA,2021-02-12 03:00:00,"2/12/2021 3:00",0,0
"16552",NA,2021-02-12 04:00:00,"2/12/2021 4:00",0,0
"16553",NA,2021-02-12 05:00:00,"2/12/2021 5:00",0,0
"16554",NA,2021-02-12 06:00:00,"2/12/2021 6:00",0,0
"16555",NA,2021-02-12 07:00:00,"2/12/2021 7:00",0,0
"16556",NA,2021-02-12 08:00:00,"2/12/2021 8:00",0,0
"16557",NA,2021-02-12 09:00:00,"2/12/2021 9:00",0.104,0.498
"16558",NA,2021-02-12 10:00:00,"2/12/2021 10:00",1.239,8.35
"16559",NA,2021-02-12 11:00:00,"2/12/2021 11:00",2.298,21.8
"16560",NA,2021-02-12 12:00:00,"2/12/2021 12:00",3.782,59.85
"16561",NA,2021-02-12 13:00:00,"2/12/2021 13:00",4.188,73.81
"16562",NA,2021-02-12 14:00:00,"2/12/2021 14:00",4.939,124.4
"16563",NA,2021-02-12 15:00:00,"2/12/2021 15:00",2.857,47.27
"16564",NA,2021-02-12 16:00:00,"2/12/2021 16:00",1.33,15.15
"16565",NA,2021-02-12 17:00:00,"2/12/2021 17:00",0.806,8.21
"16566",NA,2021-02-12 18:00:00,"2/12/2021 18:00",0.093,0.956
"16567",NA,2021-02-12 19:00:00,"2/12/2021 19:00",0,0
"16568",NA,2021-02-12 20:00:00,"2/12/2021 20:00",0,0
"16569",NA,2021-02-12 21:00:00,"2/12/2021 21:00",0,0
"16570",NA,2021-02-12 22:00:00,"2/12/2021 22:00",0,0
"16571",NA,2021-02-12 23:00:00,"2/12/2021 23:00",0,0
"16572",NA,2021-02-13 00:00:00,"2/13/2021 0:00",0,0
"16573",NA,2021-02-13 01:00:00,"2/13/2021 1:00",0.003,0
"16574",NA,2021-02-13 02:00:00,"2/13/2021 2:00",0.005,0
"16575",NA,2021-02-13 03:00:00,"2/13/2021 3:00",0,0
"16576",NA,2021-02-13 04:00:00,"2/13/2021 4:00",0,0
"16577",NA,2021-02-13 05:00:00,"2/13/2021 5:00",0.003,0
"16578",NA,2021-02-13 06:00:00,"2/13/2021 6:00",0.005,0
"16579",NA,2021-02-13 07:00:00,"2/13/2021 7:00",0.003,0
"16580",NA,2021-02-13 08:00:00,"2/13/2021 8:00",0.003,0
"16581",NA,2021-02-13 09:00:00,"2/13/2021 9:00",0.151,0.761
"16582",NA,2021-02-13 10:00:00,"2/13/2021 10:00",1.55,10.82
"16583",NA,2021-02-13 11:00:00,"2/13/2021 11:00",2.574,26.14
"16584",NA,2021-02-13 12:00:00,"2/13/2021 12:00",4.312,70.43
"16585",NA,2021-02-13 13:00:00,"2/13/2021 13:00",4.482,79.96
"16586",NA,2021-02-13 14:00:00,"2/13/2021 14:00",5.422,140.3
"16587",NA,2021-02-13 15:00:00,"2/13/2021 15:00",3.319,70.33
"16588",NA,2021-02-13 16:00:00,"2/13/2021 16:00",1.402,16.11
"16589",NA,2021-02-13 17:00:00,"2/13/2021 17:00",0.869,8.94
"16590",NA,2021-02-13 18:00:00,"2/13/2021 18:00",0.189,1.389
"16591",NA,2021-02-13 19:00:00,"2/13/2021 19:00",0,0
"16592",NA,2021-02-13 20:00:00,"2/13/2021 20:00",0,0
"16593",NA,2021-02-13 21:00:00,"2/13/2021 21:00",0,0
"16594",NA,2021-02-13 22:00:00,"2/13/2021 22:00",0,0.013
"16595",NA,2021-02-13 23:00:00,"2/13/2021 23:00",0,0
"16596",NA,2021-02-14 00:00:00,"2/14/2021 0:00",0,0
"16597",NA,2021-02-14 01:00:00,"2/14/2021 1:00",0.008,0.013
"16598",NA,2021-02-14 02:00:00,"2/14/2021 2:00",0.019,0
"16599",NA,2021-02-14 03:00:00,"2/14/2021 3:00",0.011,0
"16600",NA,2021-02-14 04:00:00,"2/14/2021 4:00",0.011,0.013
"16601",NA,2021-02-14 05:00:00,"2/14/2021 5:00",0.027,0.039
"16602",NA,2021-02-14 06:00:00,"2/14/2021 6:00",0.014,0.013
"16603",NA,2021-02-14 07:00:00,"2/14/2021 7:00",0.027,0.013
"16604",NA,2021-02-14 08:00:00,"2/14/2021 8:00",0.033,0.026
"16605",NA,2021-02-14 09:00:00,"2/14/2021 9:00",0.2,0.997
"16606",NA,2021-02-14 10:00:00,"2/14/2021 10:00",1.829,12.68
"16607",NA,2021-02-14 11:00:00,"2/14/2021 11:00",2.908,31.28
"16608",NA,2021-02-14 12:00:00,"2/14/2021 12:00",4.597,75
"16609",NA,2021-02-14 13:00:00,"2/14/2021 13:00",4.785,82.4
"16610",NA,2021-02-14 14:00:00,"2/14/2021 14:00",5.842,154
"16611",NA,2021-02-14 15:00:00,"2/14/2021 15:00",3.879,84.9
"16612",NA,2021-02-14 16:00:00,"2/14/2021 16:00",1.541,19.17
"16613",NA,2021-02-14 17:00:00,"2/14/2021 17:00",0.932,9.61
"16614",NA,2021-02-14 18:00:00,"2/14/2021 18:00",0.202,1.624
"16615",NA,2021-02-14 19:00:00,"2/14/2021 19:00",0,0
"16616",NA,2021-02-14 20:00:00,"2/14/2021 20:00",0,0
"16617",NA,2021-02-14 21:00:00,"2/14/2021 21:00",0,0
"16618",NA,2021-02-14 22:00:00,"2/14/2021 22:00",0.005,0
"16619",NA,2021-02-14 23:00:00,"2/14/2021 23:00",0,0
"16620",NA,2021-02-15 00:00:00,"2/15/2021 0:00",0,0.013
"16621",NA,2021-02-15 01:00:00,"2/15/2021 1:00",0.003,0
"16622",NA,2021-02-15 02:00:00,"2/15/2021 2:00",0.005,0.013
"16623",NA,2021-02-15 03:00:00,"2/15/2021 3:00",0.008,0.026
"16624",NA,2021-02-15 04:00:00,"2/15/2021 4:00",0.008,0.026
"16625",NA,2021-02-15 05:00:00,"2/15/2021 5:00",0.03,0.026
"16626",NA,2021-02-15 06:00:00,"2/15/2021 6:00",0.022,0.039
"16627",NA,2021-02-15 07:00:00,"2/15/2021 7:00",0.019,0.013
"16628",NA,2021-02-15 08:00:00,"2/15/2021 8:00",0.025,0.026
"16629",NA,2021-02-15 09:00:00,"2/15/2021 9:00",0.359,1.469
"16630",NA,2021-02-15 10:00:00,"2/15/2021 10:00",3.612,17.63
"16631",NA,2021-02-15 11:00:00,"2/15/2021 11:00",2.996,19.96
"16632",NA,2021-02-15 12:00:00,"2/15/2021 12:00",4.5,29.08
"16633",NA,2021-02-15 13:00:00,"2/15/2021 13:00",5.065,34.1
"16634",NA,2021-02-15 14:00:00,"2/15/2021 14:00",4.153,27.24
"16635",NA,2021-02-15 15:00:00,"2/15/2021 15:00",4.265,28.65
"16636",NA,2021-02-15 16:00:00,"2/15/2021 16:00",3.1,22.5
"16637",NA,2021-02-15 17:00:00,"2/15/2021 17:00",1.017,6.534
"16638",NA,2021-02-15 18:00:00,"2/15/2021 18:00",0.115,0.877
"16639",NA,2021-02-15 19:00:00,"2/15/2021 19:00",0,0
"16640",NA,2021-02-15 20:00:00,"2/15/2021 20:00",0,0
"16641",NA,2021-02-15 21:00:00,"2/15/2021 21:00",0,0
"16642",NA,2021-02-15 22:00:00,"2/15/2021 22:00",0,0
"16643",NA,2021-02-15 23:00:00,"2/15/2021 23:00",0,0
"16644",NA,2021-02-16 00:00:00,"2/16/2021 0:00",0,0
"16645",NA,2021-02-16 01:00:00,"2/16/2021 1:00",0,0
"16646",NA,2021-02-16 02:00:00,"2/16/2021 2:00",0,0
"16647",NA,2021-02-16 03:00:00,"2/16/2021 3:00",0,0
"16648",NA,2021-02-16 04:00:00,"2/16/2021 4:00",0,0
"16649",NA,2021-02-16 05:00:00,"2/16/2021 5:00",0,0
"16650",NA,2021-02-16 06:00:00,"2/16/2021 6:00",0,0
"16651",NA,2021-02-16 07:00:00,"2/16/2021 7:00",0,0
"16652",NA,2021-02-16 08:00:00,"2/16/2021 8:00",0,0
"16653",NA,2021-02-16 09:00:00,"2/16/2021 9:00",0.087,0.707
"16654",NA,2021-02-16 10:00:00,"2/16/2021 10:00",1.361,8.87
"16655",NA,2021-02-16 11:00:00,"2/16/2021 11:00",3.373,23.73
"16656",NA,2021-02-16 12:00:00,"2/16/2021 12:00",2.938,25.36
"16657",NA,2021-02-16 13:00:00,"2/16/2021 13:00",3.222,27.67
"16658",NA,2021-02-16 14:00:00,"2/16/2021 14:00",2.848,25.83
"16659",NA,2021-02-16 15:00:00,"2/16/2021 15:00",4.11,30.52
"16660",NA,2021-02-16 16:00:00,"2/16/2021 16:00",2.079,13.94
"16661",NA,2021-02-16 17:00:00,"2/16/2021 17:00",0.981,6.242
"16662",NA,2021-02-16 18:00:00,"2/16/2021 18:00",0.131,0.877
"16663",NA,2021-02-16 19:00:00,"2/16/2021 19:00",0,0
"16664",NA,2021-02-16 20:00:00,"2/16/2021 20:00",0,0
"16665",NA,2021-02-16 21:00:00,"2/16/2021 21:00",0,0
"16666",NA,2021-02-16 22:00:00,"2/16/2021 22:00",0,0
"16667",NA,2021-02-16 23:00:00,"2/16/2021 23:00",0,0
"16668",NA,2021-02-17 00:00:00,"2/17/2021 0:00",0,0
"16669",NA,2021-02-17 01:00:00,"2/17/2021 1:00",0,0
"16670",NA,2021-02-17 02:00:00,"2/17/2021 2:00",0,0
"16671",NA,2021-02-17 03:00:00,"2/17/2021 3:00",0,0
"16672",NA,2021-02-17 04:00:00,"2/17/2021 4:00",0,0
"16673",NA,2021-02-17 05:00:00,"2/17/2021 5:00",0,0
"16674",NA,2021-02-17 06:00:00,"2/17/2021 6:00",0,0
"16675",NA,2021-02-17 07:00:00,"2/17/2021 7:00",0,0
"16676",NA,2021-02-17 08:00:00,"2/17/2021 8:00",0,0
"16677",NA,2021-02-17 09:00:00,"2/17/2021 9:00",0.142,1.008
"16678",NA,2021-02-17 10:00:00,"2/17/2021 10:00",2.428,14.55
"16679",NA,2021-02-17 11:00:00,"2/17/2021 11:00",3.235,27.6
"16680",NA,2021-02-17 12:00:00,"2/17/2021 12:00",4.948,67.19
"16681",NA,2021-02-17 13:00:00,"2/17/2021 13:00",5.184,49.5
"16682",NA,2021-02-17 14:00:00,"2/17/2021 14:00",3.287,24.3
"16683",NA,2021-02-17 15:00:00,"2/17/2021 15:00",3.502,25.36
"16684",NA,2021-02-17 16:00:00,"2/17/2021 16:00",2.729,21.78
"16685",NA,2021-02-17 17:00:00,"2/17/2021 17:00",1.369,10.94
"16686",NA,2021-02-17 18:00:00,"2/17/2021 18:00",0.145,1.544
"16687",NA,2021-02-17 19:00:00,"2/17/2021 19:00",0,0
"16688",NA,2021-02-17 20:00:00,"2/17/2021 20:00",0,0
"16689",NA,2021-02-17 21:00:00,"2/17/2021 21:00",0,0
"16690",NA,2021-02-17 22:00:00,"2/17/2021 22:00",0,0
"16691",NA,2021-02-17 23:00:00,"2/17/2021 23:00",0,0
"16692",NA,2021-02-18 00:00:00,"2/18/2021 0:00",0,0
"16693",NA,2021-02-18 01:00:00,"2/18/2021 1:00",0,0
"16694",NA,2021-02-18 02:00:00,"2/18/2021 2:00",0,0
"16695",NA,2021-02-18 03:00:00,"2/18/2021 3:00",0,0
"16696",NA,2021-02-18 04:00:00,"2/18/2021 4:00",0,0
"16697",NA,2021-02-18 05:00:00,"2/18/2021 5:00",0,0
"16698",NA,2021-02-18 06:00:00,"2/18/2021 6:00",0,0
"16699",NA,2021-02-18 07:00:00,"2/18/2021 7:00",0,0
"16700",NA,2021-02-18 08:00:00,"2/18/2021 8:00",0,0
"16701",NA,2021-02-18 09:00:00,"2/18/2021 9:00",0.027,0.367
