"","X","datetimeAK","Time","CPCRW.CRREL.Main.Met.Station..PYR_Total_TOT.N.A.","ParWm2"
"1",1,2021-05-18 12:00:00,"5/18/2021 12:00",249.7,997
"2",2,2021-05-18 12:15:00,NA,NA,NA
"3",3,2021-05-18 12:30:00,NA,NA,NA
"4",4,2021-05-18 12:45:00,NA,NA,NA
"5",5,2021-05-18 13:00:00,"5/18/2021 13:00",244.4,929
"6",6,2021-05-18 13:15:00,NA,NA,NA
"7",7,2021-05-18 13:30:00,NA,NA,NA
"8",8,2021-05-18 13:45:00,NA,NA,NA
"9",9,2021-05-18 14:00:00,"5/18/2021 14:00",267.5,1057
"10",10,2021-05-18 14:15:00,NA,NA,NA
"11",11,2021-05-18 14:30:00,NA,NA,NA
"12",12,2021-05-18 14:45:00,NA,NA,NA
"13",13,2021-05-18 15:00:00,"5/18/2021 15:00",259.2,1010
"14",14,2021-05-18 15:15:00,NA,NA,NA
"15",15,2021-05-18 15:30:00,NA,NA,NA
"16",16,2021-05-18 15:45:00,NA,NA,NA
"17",17,2021-05-18 16:00:00,"5/18/2021 16:00",254.7,991
"18",18,2021-05-18 16:15:00,NA,NA,NA
"19",19,2021-05-18 16:30:00,NA,NA,NA
"20",20,2021-05-18 16:45:00,NA,NA,NA
"21",21,2021-05-18 17:00:00,"5/18/2021 17:00",192.9,750.8
"22",22,2021-05-18 17:15:00,NA,NA,NA
"23",23,2021-05-18 17:30:00,NA,NA,NA
"24",24,2021-05-18 17:45:00,NA,NA,NA
"25",25,2021-05-18 18:00:00,"5/18/2021 18:00",120.9,475.6
"26",26,2021-05-18 18:15:00,NA,NA,NA
"27",27,2021-05-18 18:30:00,NA,NA,NA
"28",28,2021-05-18 18:45:00,NA,NA,NA
"29",29,2021-05-18 19:00:00,"5/18/2021 19:00",94.5,365.3
"30",30,2021-05-18 19:15:00,NA,NA,NA
"31",31,2021-05-18 19:30:00,NA,NA,NA
"32",32,2021-05-18 19:45:00,NA,NA,NA
"33",33,2021-05-18 20:00:00,"5/18/2021 20:00",42.95,170.1
"34",34,2021-05-18 20:15:00,NA,NA,NA
"35",35,2021-05-18 20:30:00,NA,NA,NA
"36",36,2021-05-18 20:45:00,NA,NA,NA
"37",37,2021-05-18 21:00:00,"5/18/2021 21:00",16.12,64.18
"38",38,2021-05-18 21:15:00,NA,NA,NA
"39",39,2021-05-18 21:30:00,NA,NA,NA
"40",40,2021-05-18 21:45:00,NA,NA,NA
"41",41,2021-05-18 22:00:00,"5/18/2021 22:00",4.346,16.4
"42",42,2021-05-18 22:15:00,NA,NA,NA
"43",43,2021-05-18 22:30:00,NA,NA,NA
"44",44,2021-05-18 22:45:00,NA,NA,NA
"45",45,2021-05-18 23:00:00,"5/18/2021 23:00",0.636,2.836
"46",46,2021-05-18 23:15:00,NA,NA,NA
"47",47,2021-05-18 23:30:00,NA,NA,NA
"48",48,2021-05-18 23:45:00,NA,NA,NA
"49",49,2021-05-19 00:00:00,"5/19/2021 0:00",0.057,0.235
"50",50,2021-05-19 00:15:00,NA,NA,NA
"51",51,2021-05-19 00:30:00,NA,NA,NA
"52",52,2021-05-19 00:45:00,NA,NA,NA
"53",53,2021-05-19 01:00:00,"5/19/2021 1:00",0,0
"54",54,2021-05-19 01:15:00,NA,NA,NA
"55",55,2021-05-19 01:30:00,NA,NA,NA
"56",56,2021-05-19 01:45:00,NA,NA,NA
"57",57,2021-05-19 02:00:00,"5/19/2021 2:00",0,0
"58",58,2021-05-19 02:15:00,NA,NA,NA
"59",59,2021-05-19 02:30:00,NA,NA,NA
"60",60,2021-05-19 02:45:00,NA,NA,NA
"61",61,2021-05-19 03:00:00,"5/19/2021 3:00",0.156,0.942
"62",62,2021-05-19 03:15:00,NA,NA,NA
"63",63,2021-05-19 03:30:00,NA,NA,NA
"64",64,2021-05-19 03:45:00,NA,NA,NA
"65",65,2021-05-19 04:00:00,"5/19/2021 4:00",1.231,7.428
"66",66,2021-05-19 04:15:00,NA,NA,NA
"67",67,2021-05-19 04:30:00,NA,NA,NA
"68",68,2021-05-19 04:45:00,NA,NA,NA
"69",69,2021-05-19 05:00:00,"5/19/2021 5:00",14.33,57.59
"70",70,2021-05-19 05:15:00,NA,NA,NA
"71",71,2021-05-19 05:30:00,NA,NA,NA
"72",72,2021-05-19 05:45:00,NA,NA,NA
"73",73,2021-05-19 06:00:00,"5/19/2021 6:00",63.96,246.2
"74",74,2021-05-19 06:15:00,NA,NA,NA
"75",75,2021-05-19 06:30:00,NA,NA,NA
"76",76,2021-05-19 06:45:00,NA,NA,NA
"77",77,2021-05-19 07:00:00,"5/19/2021 7:00",87,317.6
"78",78,2021-05-19 07:15:00,NA,NA,NA
"79",79,2021-05-19 07:30:00,NA,NA,NA
"80",80,2021-05-19 07:45:00,NA,NA,NA
"81",81,2021-05-19 08:00:00,"5/19/2021 8:00",81.1,328.8
"82",82,2021-05-19 08:15:00,NA,NA,NA
"83",83,2021-05-19 08:30:00,NA,NA,NA
"84",84,2021-05-19 08:45:00,NA,NA,NA
"85",85,2021-05-19 09:00:00,"5/19/2021 9:00",201.1,822
"86",86,2021-05-19 09:15:00,NA,NA,NA
"87",87,2021-05-19 09:30:00,NA,NA,NA
"88",88,2021-05-19 09:45:00,NA,NA,NA
"89",89,2021-05-19 10:00:00,"5/19/2021 10:00",258.7,1031
"90",90,2021-05-19 10:15:00,NA,NA,NA
"91",91,2021-05-19 10:30:00,NA,NA,NA
"92",92,2021-05-19 10:45:00,NA,NA,NA
"93",93,2021-05-19 11:00:00,"5/19/2021 11:00",274.3,1091
"94",94,2021-05-19 11:15:00,NA,NA,NA
"95",95,2021-05-19 11:30:00,NA,NA,NA
"96",96,2021-05-19 11:45:00,NA,NA,NA
"97",97,2021-05-19 12:00:00,"5/19/2021 12:00",323.7,1279
"98",98,2021-05-19 12:15:00,NA,NA,NA
"99",99,2021-05-19 12:30:00,NA,NA,NA
"100",100,2021-05-19 12:45:00,NA,NA,NA
"101",101,2021-05-19 13:00:00,"5/19/2021 13:00",263.3,1010
"102",102,2021-05-19 13:15:00,NA,NA,NA
"103",103,2021-05-19 13:30:00,NA,NA,NA
"104",104,2021-05-19 13:45:00,NA,NA,NA
"105",105,2021-05-19 14:00:00,"5/19/2021 14:00",347.6,1283
"106",106,2021-05-19 14:15:00,NA,NA,NA
"107",107,2021-05-19 14:30:00,NA,NA,NA
"108",108,2021-05-19 14:45:00,NA,NA,NA
"109",109,2021-05-19 15:00:00,"5/19/2021 15:00",332.7,1296
"110",110,2021-05-19 15:15:00,NA,NA,NA
"111",111,2021-05-19 15:30:00,NA,NA,NA
"112",112,2021-05-19 15:45:00,NA,NA,NA
"113",113,2021-05-19 16:00:00,"5/19/2021 16:00",236.5,927
"114",114,2021-05-19 16:15:00,NA,NA,NA
"115",115,2021-05-19 16:30:00,NA,NA,NA
"116",116,2021-05-19 16:45:00,NA,NA,NA
"117",117,2021-05-19 17:00:00,"5/19/2021 17:00",195.2,765.5
"118",118,2021-05-19 17:15:00,NA,NA,NA
"119",119,2021-05-19 17:30:00,NA,NA,NA
"120",120,2021-05-19 17:45:00,NA,NA,NA
"121",121,2021-05-19 18:00:00,"5/19/2021 18:00",158.5,606
"122",122,2021-05-19 18:15:00,NA,NA,NA
"123",123,2021-05-19 18:30:00,NA,NA,NA
"124",124,2021-05-19 18:45:00,NA,NA,NA
"125",125,2021-05-19 19:00:00,"5/19/2021 19:00",144.5,530
"126",126,2021-05-19 19:15:00,NA,NA,NA
"127",127,2021-05-19 19:30:00,NA,NA,NA
"128",128,2021-05-19 19:45:00,NA,NA,NA
"129",129,2021-05-19 20:00:00,"5/19/2021 20:00",61.41,237.8
"130",130,2021-05-19 20:15:00,NA,NA,NA
"131",131,2021-05-19 20:30:00,NA,NA,NA
"132",132,2021-05-19 20:45:00,NA,NA,NA
"133",133,2021-05-19 21:00:00,"5/19/2021 21:00",18.32,92.8
"134",134,2021-05-19 21:15:00,NA,NA,NA
"135",135,2021-05-19 21:30:00,NA,NA,NA
"136",136,2021-05-19 21:45:00,NA,NA,NA
"137",137,2021-05-19 22:00:00,"5/19/2021 22:00",5.121,32.41
"138",138,2021-05-19 22:15:00,NA,NA,NA
"139",139,2021-05-19 22:30:00,NA,NA,NA
"140",140,2021-05-19 22:45:00,NA,NA,NA
"141",141,2021-05-19 23:00:00,"5/19/2021 23:00",1.957,7.739
"142",142,2021-05-19 23:15:00,NA,NA,NA
"143",143,2021-05-19 23:30:00,NA,NA,NA
"144",144,2021-05-19 23:45:00,NA,NA,NA
"145",145,2021-05-20 00:00:00,"5/20/2021 0:00",0.188,0.575
"146",146,2021-05-20 00:15:00,NA,NA,NA
"147",147,2021-05-20 00:30:00,NA,NA,NA
"148",148,2021-05-20 00:45:00,NA,NA,NA
"149",149,2021-05-20 01:00:00,"5/20/2021 1:00",0,0
"150",150,2021-05-20 01:15:00,NA,NA,NA
"151",151,2021-05-20 01:30:00,NA,NA,NA
"152",152,2021-05-20 01:45:00,NA,NA,NA
"153",153,2021-05-20 02:00:00,"5/20/2021 2:00",0.019,0.013
"154",154,2021-05-20 02:15:00,NA,NA,NA
"155",155,2021-05-20 02:30:00,NA,NA,NA
"156",156,2021-05-20 02:45:00,NA,NA,NA
"157",157,2021-05-20 03:00:00,"5/20/2021 3:00",0.68,2.813
"158",158,2021-05-20 03:15:00,NA,NA,NA
"159",159,2021-05-20 03:30:00,NA,NA,NA
"160",160,2021-05-20 03:45:00,NA,NA,NA
"161",161,2021-05-20 04:00:00,"5/20/2021 4:00",3.151,17.74
"162",162,2021-05-20 04:15:00,NA,NA,NA
"163",163,2021-05-20 04:30:00,NA,NA,NA
"164",164,2021-05-20 04:45:00,NA,NA,NA
"165",165,2021-05-20 05:00:00,"5/20/2021 5:00",22.95,89.2
"166",166,2021-05-20 05:15:00,NA,NA,NA
"167",167,2021-05-20 05:30:00,NA,NA,NA
"168",168,2021-05-20 05:45:00,NA,NA,NA
"169",169,2021-05-20 06:00:00,"5/20/2021 6:00",62.4,234.6
"170",170,2021-05-20 06:15:00,NA,NA,NA
"171",171,2021-05-20 06:30:00,NA,NA,NA
"172",172,2021-05-20 06:45:00,NA,NA,NA
"173",173,2021-05-20 07:00:00,"5/20/2021 7:00",82.1,245.2
"174",174,2021-05-20 07:15:00,NA,NA,NA
"175",175,2021-05-20 07:30:00,NA,NA,NA
"176",176,2021-05-20 07:45:00,NA,NA,NA
"177",177,2021-05-20 08:00:00,"5/20/2021 8:00",50.74,282.5
"178",178,2021-05-20 08:15:00,NA,NA,NA
"179",179,2021-05-20 08:30:00,NA,NA,NA
"180",180,2021-05-20 08:45:00,NA,NA,NA
"181",181,2021-05-20 09:00:00,"5/20/2021 9:00",201.2,797.5
"182",182,2021-05-20 09:15:00,NA,NA,NA
"183",183,2021-05-20 09:30:00,NA,NA,NA
"184",184,2021-05-20 09:45:00,NA,NA,NA
"185",185,2021-05-20 10:00:00,"5/20/2021 10:00",238.9,943
"186",186,2021-05-20 10:15:00,NA,NA,NA
"187",187,2021-05-20 10:30:00,NA,NA,NA
"188",188,2021-05-20 10:45:00,NA,NA,NA
"189",189,2021-05-20 11:00:00,"5/20/2021 11:00",289.4,1150
"190",190,2021-05-20 11:15:00,NA,NA,NA
"191",191,2021-05-20 11:30:00,NA,NA,NA
"192",192,2021-05-20 11:45:00,NA,NA,NA
"193",193,2021-05-20 12:00:00,"5/20/2021 12:00",326.5,1294
"194",194,2021-05-20 12:15:00,NA,NA,NA
"195",195,2021-05-20 12:30:00,NA,NA,NA
"196",196,2021-05-20 12:45:00,NA,NA,NA
"197",197,2021-05-20 13:00:00,"5/20/2021 13:00",253.2,936
"198",198,2021-05-20 13:15:00,NA,NA,NA
"199",199,2021-05-20 13:30:00,NA,NA,NA
"200",200,2021-05-20 13:45:00,NA,NA,NA
"201",201,2021-05-20 14:00:00,"5/20/2021 14:00",282.1,1090
"202",202,2021-05-20 14:15:00,NA,NA,NA
"203",203,2021-05-20 14:30:00,NA,NA,NA
"204",204,2021-05-20 14:45:00,NA,NA,NA
"205",205,2021-05-20 15:00:00,"5/20/2021 15:00",265,1059
"206",206,2021-05-20 15:15:00,NA,NA,NA
"207",207,2021-05-20 15:30:00,NA,NA,NA
"208",208,2021-05-20 15:45:00,NA,NA,NA
"209",209,2021-05-20 16:00:00,"5/20/2021 16:00",256.6,1012
"210",210,2021-05-20 16:15:00,NA,NA,NA
"211",211,2021-05-20 16:30:00,NA,NA,NA
"212",212,2021-05-20 16:45:00,NA,NA,NA
"213",213,2021-05-20 17:00:00,"5/20/2021 17:00",240.8,941
"214",214,2021-05-20 17:15:00,NA,NA,NA
"215",215,2021-05-20 17:30:00,NA,NA,NA
"216",216,2021-05-20 17:45:00,NA,NA,NA
"217",217,2021-05-20 18:00:00,"5/20/2021 18:00",172.8,670.4
"218",218,2021-05-20 18:15:00,NA,NA,NA
"219",219,2021-05-20 18:30:00,NA,NA,NA
"220",220,2021-05-20 18:45:00,NA,NA,NA
"221",221,2021-05-20 19:00:00,"5/20/2021 19:00",112.2,437.3
"222",222,2021-05-20 19:15:00,NA,NA,NA
"223",223,2021-05-20 19:30:00,NA,NA,NA
"224",224,2021-05-20 19:45:00,NA,NA,NA
"225",225,2021-05-20 20:00:00,"5/20/2021 20:00",52.86,218.4
"226",226,2021-05-20 20:15:00,NA,NA,NA
"227",227,2021-05-20 20:30:00,NA,NA,NA
"228",228,2021-05-20 20:45:00,NA,NA,NA
"229",229,2021-05-20 21:00:00,"5/20/2021 21:00",19.96,88
"230",230,2021-05-20 21:15:00,NA,NA,NA
"231",231,2021-05-20 21:30:00,NA,NA,NA
"232",232,2021-05-20 21:45:00,NA,NA,NA
"233",233,2021-05-20 22:00:00,"5/20/2021 22:00",9,37.32
"234",234,2021-05-20 22:15:00,NA,NA,NA
"235",235,2021-05-20 22:30:00,NA,NA,NA
"236",236,2021-05-20 22:45:00,NA,NA,NA
"237",237,2021-05-20 23:00:00,"5/20/2021 23:00",1.547,7.149
"238",238,2021-05-20 23:15:00,NA,NA,NA
"239",239,2021-05-20 23:30:00,NA,NA,NA
"240",240,2021-05-20 23:45:00,NA,NA,NA
"241",241,2021-05-21 00:00:00,"5/21/2021 0:00",0.145,0.64
"242",242,2021-05-21 00:15:00,NA,NA,NA
"243",243,2021-05-21 00:30:00,NA,NA,NA
"244",244,2021-05-21 00:45:00,NA,NA,NA
"245",245,2021-05-21 01:00:00,"5/21/2021 1:00",0,0
"246",246,2021-05-21 01:15:00,NA,NA,NA
"247",247,2021-05-21 01:30:00,NA,NA,NA
"248",248,2021-05-21 01:45:00,NA,NA,NA
"249",249,2021-05-21 02:00:00,"5/21/2021 2:00",0.014,0
"250",250,2021-05-21 02:15:00,NA,NA,NA
"251",251,2021-05-21 02:30:00,NA,NA,NA
"252",252,2021-05-21 02:45:00,NA,NA,NA
"253",253,2021-05-21 03:00:00,"5/21/2021 3:00",0.502,2.236
"254",254,2021-05-21 03:15:00,NA,NA,NA
"255",255,2021-05-21 03:30:00,NA,NA,NA
"256",256,2021-05-21 03:45:00,NA,NA,NA
"257",257,2021-05-21 04:00:00,"5/21/2021 4:00",3.789,15.22
"258",258,2021-05-21 04:15:00,NA,NA,NA
"259",259,2021-05-21 04:30:00,NA,NA,NA
"260",260,2021-05-21 04:45:00,NA,NA,NA
"261",261,2021-05-21 05:00:00,"5/21/2021 5:00",11.64,50.9
"262",262,2021-05-21 05:15:00,NA,NA,NA
"263",263,2021-05-21 05:30:00,NA,NA,NA
"264",264,2021-05-21 05:45:00,NA,NA,NA
"265",265,2021-05-21 06:00:00,"5/21/2021 6:00",39.79,165.9
"266",266,2021-05-21 06:15:00,NA,NA,NA
"267",267,2021-05-21 06:30:00,NA,NA,NA
"268",268,2021-05-21 06:45:00,NA,NA,NA
"269",269,2021-05-21 07:00:00,"5/21/2021 7:00",70.32,281.5
"270",270,2021-05-21 07:15:00,NA,NA,NA
"271",271,2021-05-21 07:30:00,NA,NA,NA
"272",272,2021-05-21 07:45:00,NA,NA,NA
"273",273,2021-05-21 08:00:00,"5/21/2021 8:00",69.71,299.4
"274",274,2021-05-21 08:15:00,NA,NA,NA
"275",275,2021-05-21 08:30:00,NA,NA,NA
"276",276,2021-05-21 08:45:00,NA,NA,NA
"277",277,2021-05-21 09:00:00,"5/21/2021 9:00",65.58,276.5
"278",278,2021-05-21 09:15:00,NA,NA,NA
"279",279,2021-05-21 09:30:00,NA,NA,NA
"280",280,2021-05-21 09:45:00,NA,NA,NA
"281",281,2021-05-21 10:00:00,"5/21/2021 10:00",72.6,307.2
"282",282,2021-05-21 10:15:00,NA,NA,NA
"283",283,2021-05-21 10:30:00,NA,NA,NA
"284",284,2021-05-21 10:45:00,NA,NA,NA
"285",285,2021-05-21 11:00:00,"5/21/2021 11:00",99.8,418.9
"286",286,2021-05-21 11:15:00,NA,NA,NA
"287",287,2021-05-21 11:30:00,NA,NA,NA
"288",288,2021-05-21 11:45:00,NA,NA,NA
"289",289,2021-05-21 12:00:00,"5/21/2021 12:00",99.9,423.6
"290",290,2021-05-21 12:15:00,NA,NA,NA
"291",291,2021-05-21 12:30:00,NA,NA,NA
"292",292,2021-05-21 12:45:00,NA,NA,NA
"293",293,2021-05-21 13:00:00,"5/21/2021 13:00",111.3,470.8
"294",294,2021-05-21 13:15:00,NA,NA,NA
"295",295,2021-05-21 13:30:00,NA,NA,NA
"296",296,2021-05-21 13:45:00,NA,NA,NA
"297",297,2021-05-21 14:00:00,"5/21/2021 14:00",130.6,550.1
"298",298,2021-05-21 14:15:00,NA,NA,NA
"299",299,2021-05-21 14:30:00,NA,NA,NA
"300",300,2021-05-21 14:45:00,NA,NA,NA
"301",301,2021-05-21 15:00:00,"5/21/2021 15:00",162.6,672.2
"302",302,2021-05-21 15:15:00,NA,NA,NA
"303",303,2021-05-21 15:30:00,NA,NA,NA
"304",304,2021-05-21 15:45:00,NA,NA,NA
"305",305,2021-05-21 16:00:00,"5/21/2021 16:00",74.37,316.9
"306",306,2021-05-21 16:15:00,NA,NA,NA
"307",307,2021-05-21 16:30:00,NA,NA,NA
"308",308,2021-05-21 16:45:00,NA,NA,NA
"309",309,2021-05-21 17:00:00,"5/21/2021 17:00",88.4,372.5
"310",310,2021-05-21 17:15:00,NA,NA,NA
"311",311,2021-05-21 17:30:00,NA,NA,NA
"312",312,2021-05-21 17:45:00,NA,NA,NA
"313",313,2021-05-21 18:00:00,"5/21/2021 18:00",48.61,209.6
"314",314,2021-05-21 18:15:00,NA,NA,NA
"315",315,2021-05-21 18:30:00,NA,NA,NA
"316",316,2021-05-21 18:45:00,NA,NA,NA
"317",317,2021-05-21 19:00:00,"5/21/2021 19:00",75.46,310.7
"318",318,2021-05-21 19:15:00,NA,NA,NA
"319",319,2021-05-21 19:30:00,NA,NA,NA
"320",320,2021-05-21 19:45:00,NA,NA,NA
"321",321,2021-05-21 20:00:00,"5/21/2021 20:00",41.44,175
"322",322,2021-05-21 20:15:00,NA,NA,NA
"323",323,2021-05-21 20:30:00,NA,NA,NA
"324",324,2021-05-21 20:45:00,NA,NA,NA
"325",325,2021-05-21 21:00:00,"5/21/2021 21:00",15.22,63.24
"326",326,2021-05-21 21:15:00,NA,NA,NA
"327",327,2021-05-21 21:30:00,NA,NA,NA
"328",328,2021-05-21 21:45:00,NA,NA,NA
"329",329,2021-05-21 22:00:00,"5/21/2021 22:00",9.25,35.56
"330",330,2021-05-21 22:15:00,NA,NA,NA
"331",331,2021-05-21 22:30:00,NA,NA,NA
"332",332,2021-05-21 22:45:00,NA,NA,NA
"333",333,2021-05-21 23:00:00,"5/21/2021 23:00",0.718,4.287
"334",334,2021-05-21 23:15:00,NA,NA,NA
"335",335,2021-05-21 23:30:00,NA,NA,NA
"336",336,2021-05-21 23:45:00,NA,NA,NA
"337",337,2021-05-22 00:00:00,"5/22/2021 0:00",0.183,0.902
"338",338,2021-05-22 00:15:00,NA,NA,NA
"339",339,2021-05-22 00:30:00,NA,NA,NA
"340",340,2021-05-22 00:45:00,NA,NA,NA
"341",341,2021-05-22 01:00:00,"5/22/2021 1:00",0,0
"342",342,2021-05-22 01:15:00,NA,NA,NA
"343",343,2021-05-22 01:30:00,NA,NA,NA
"344",344,2021-05-22 01:45:00,NA,NA,NA
"345",345,2021-05-22 02:00:00,"5/22/2021 2:00",0.038,0.144
"346",346,2021-05-22 02:15:00,NA,NA,NA
"347",347,2021-05-22 02:30:00,NA,NA,NA
"348",348,2021-05-22 02:45:00,NA,NA,NA
"349",349,2021-05-22 03:00:00,"5/22/2021 3:00",0.644,3.387
"350",350,2021-05-22 03:15:00,NA,NA,NA
"351",351,2021-05-22 03:30:00,NA,NA,NA
"352",352,2021-05-22 03:45:00,NA,NA,NA
"353",353,2021-05-22 04:00:00,"5/22/2021 4:00",3.252,17
"354",354,2021-05-22 04:15:00,NA,NA,NA
"355",355,2021-05-22 04:30:00,NA,NA,NA
"356",356,2021-05-22 04:45:00,NA,NA,NA
"357",357,2021-05-22 05:00:00,"5/22/2021 5:00",6.346,32.62
"358",358,2021-05-22 05:15:00,NA,NA,NA
"359",359,2021-05-22 05:30:00,NA,NA,NA
"360",360,2021-05-22 05:45:00,NA,NA,NA
"361",361,2021-05-22 06:00:00,"5/22/2021 6:00",33.17,145.7
"362",362,2021-05-22 06:15:00,NA,NA,NA
"363",363,2021-05-22 06:30:00,NA,NA,NA
"364",364,2021-05-22 06:45:00,NA,NA,NA
"365",365,2021-05-22 07:00:00,"5/22/2021 7:00",63.87,264.6
"366",366,2021-05-22 07:15:00,NA,NA,NA
"367",367,2021-05-22 07:30:00,NA,NA,NA
"368",368,2021-05-22 07:45:00,NA,NA,NA
"369",369,2021-05-22 08:00:00,"5/22/2021 8:00",51.07,221.4
"370",370,2021-05-22 08:15:00,NA,NA,NA
"371",371,2021-05-22 08:30:00,NA,NA,NA
"372",372,2021-05-22 08:45:00,NA,NA,NA
"373",373,2021-05-22 09:00:00,"5/22/2021 9:00",27.31,119.1
"374",374,2021-05-22 09:15:00,NA,NA,NA
"375",375,2021-05-22 09:30:00,NA,NA,NA
"376",376,2021-05-22 09:45:00,NA,NA,NA
"377",377,2021-05-22 10:00:00,"5/22/2021 10:00",65.07,277.1
"378",378,2021-05-22 10:15:00,NA,NA,NA
"379",379,2021-05-22 10:30:00,NA,NA,NA
"380",380,2021-05-22 10:45:00,NA,NA,NA
"381",381,2021-05-22 11:00:00,"5/22/2021 11:00",89.4,384.5
"382",382,2021-05-22 11:15:00,NA,NA,NA
"383",383,2021-05-22 11:30:00,NA,NA,NA
"384",384,2021-05-22 11:45:00,NA,NA,NA
"385",385,2021-05-22 12:00:00,"5/22/2021 12:00",106.8,454.5
"386",386,2021-05-22 12:15:00,NA,NA,NA
"387",387,2021-05-22 12:30:00,NA,NA,NA
"388",388,2021-05-22 12:45:00,NA,NA,NA
"389",389,2021-05-22 13:00:00,"5/22/2021 13:00",124.5,528.6
"390",390,2021-05-22 13:15:00,NA,NA,NA
"391",391,2021-05-22 13:30:00,NA,NA,NA
"392",392,2021-05-22 13:45:00,NA,NA,NA
"393",393,2021-05-22 14:00:00,"5/22/2021 14:00",167.9,685
"394",394,2021-05-22 14:15:00,NA,NA,NA
"395",395,2021-05-22 14:30:00,NA,NA,NA
"396",396,2021-05-22 14:45:00,NA,NA,NA
"397",397,2021-05-22 15:00:00,"5/22/2021 15:00",208.5,846
"398",398,2021-05-22 15:15:00,NA,NA,NA
"399",399,2021-05-22 15:30:00,NA,NA,NA
"400",400,2021-05-22 15:45:00,NA,NA,NA
"401",401,2021-05-22 16:00:00,"5/22/2021 16:00",247.4,977
"402",402,2021-05-22 16:15:00,NA,NA,NA
"403",403,2021-05-22 16:30:00,NA,NA,NA
"404",404,2021-05-22 16:45:00,NA,NA,NA
"405",405,2021-05-22 17:00:00,"5/22/2021 17:00",164.2,649.6
"406",406,2021-05-22 17:15:00,NA,NA,NA
"407",407,2021-05-22 17:30:00,NA,NA,NA
"408",408,2021-05-22 17:45:00,NA,NA,NA
"409",409,2021-05-22 18:00:00,"5/22/2021 18:00",62.65,272.3
"410",410,2021-05-22 18:15:00,NA,NA,NA
"411",411,2021-05-22 18:30:00,NA,NA,NA
"412",412,2021-05-22 18:45:00,NA,NA,NA
"413",413,2021-05-22 19:00:00,"5/22/2021 19:00",46.61,198.2
"414",414,2021-05-22 19:15:00,NA,NA,NA
"415",415,2021-05-22 19:30:00,NA,NA,NA
"416",416,2021-05-22 19:45:00,NA,NA,NA
"417",417,2021-05-22 20:00:00,"5/22/2021 20:00",29.14,118
"418",418,2021-05-22 20:15:00,NA,NA,NA
"419",419,2021-05-22 20:30:00,NA,NA,NA
"420",420,2021-05-22 20:45:00,NA,NA,NA
"421",421,2021-05-22 21:00:00,"5/22/2021 21:00",26.24,106.1
"422",422,2021-05-22 21:15:00,NA,NA,NA
"423",423,2021-05-22 21:30:00,NA,NA,NA
"424",424,2021-05-22 21:45:00,NA,NA,NA
"425",425,2021-05-22 22:00:00,"5/22/2021 22:00",6.94,39.14
"426",426,2021-05-22 22:15:00,NA,NA,NA
"427",427,2021-05-22 22:30:00,NA,NA,NA
"428",428,2021-05-22 22:45:00,NA,NA,NA
"429",429,2021-05-22 23:00:00,"5/22/2021 23:00",2.075,10.54
"430",430,2021-05-22 23:15:00,NA,NA,NA
"431",431,2021-05-22 23:30:00,NA,NA,NA
"432",432,2021-05-22 23:45:00,NA,NA,NA
"433",433,2021-05-23 00:00:00,"5/23/2021 0:00",0.494,1.674
"434",434,2021-05-23 00:15:00,NA,NA,NA
"435",435,2021-05-23 00:30:00,NA,NA,NA
"436",436,2021-05-23 00:45:00,NA,NA,NA
"437",437,2021-05-23 01:00:00,"5/23/2021 1:00",0.022,0
"438",438,2021-05-23 01:15:00,NA,NA,NA
"439",439,2021-05-23 01:30:00,NA,NA,NA
"440",440,2021-05-23 01:45:00,NA,NA,NA
"441",441,2021-05-23 02:00:00,"5/23/2021 2:00",0.055,0.157
"442",442,2021-05-23 02:15:00,NA,NA,NA
"443",443,2021-05-23 02:30:00,NA,NA,NA
"444",444,2021-05-23 02:45:00,NA,NA,NA
"445",445,2021-05-23 03:00:00,"5/23/2021 3:00",0.513,2.708
"446",446,2021-05-23 03:15:00,NA,NA,NA
"447",447,2021-05-23 03:30:00,NA,NA,NA
"448",448,2021-05-23 03:45:00,NA,NA,NA
"449",449,2021-05-23 04:00:00,"5/23/2021 4:00",4.514,19.62
"450",450,2021-05-23 04:15:00,NA,NA,NA
"451",451,2021-05-23 04:30:00,NA,NA,NA
"452",452,2021-05-23 04:45:00,NA,NA,NA
"453",453,2021-05-23 05:00:00,"5/23/2021 5:00",10.91,50.1
"454",454,2021-05-23 05:15:00,NA,NA,NA
"455",455,2021-05-23 05:30:00,NA,NA,NA
"456",456,2021-05-23 05:45:00,NA,NA,NA
"457",457,2021-05-23 06:00:00,"5/23/2021 6:00",17.14,77.99
"458",458,2021-05-23 06:15:00,NA,NA,NA
"459",459,2021-05-23 06:30:00,NA,NA,NA
"460",460,2021-05-23 06:45:00,NA,NA,NA
"461",461,2021-05-23 07:00:00,"5/23/2021 7:00",52.68,217.4
"462",462,2021-05-23 07:15:00,NA,NA,NA
"463",463,2021-05-23 07:30:00,NA,NA,NA
"464",464,2021-05-23 07:45:00,NA,NA,NA
"465",465,2021-05-23 08:00:00,"5/23/2021 8:00",51.26,210.6
"466",466,2021-05-23 08:15:00,NA,NA,NA
"467",467,2021-05-23 08:30:00,NA,NA,NA
"468",468,2021-05-23 08:45:00,NA,NA,NA
"469",469,2021-05-23 09:00:00,"5/23/2021 9:00",99.8,408
"470",470,2021-05-23 09:15:00,NA,NA,NA
"471",471,2021-05-23 09:30:00,NA,NA,NA
