Site Name ,STRT
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11618


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,08/06/2022 , 14:45:00,43967,43967
2,08/06/2022 , 15:00:00,43730,43730
3,08/06/2022 , 15:15:00,43292,43292
4,08/06/2022 , 15:30:00,42798,42798
5,08/06/2022 , 15:45:00,42336,42336
6,08/06/2022 , 16:00:00,41683,41683
7,08/06/2022 , 16:15:00,40936,40936
8,08/06/2022 , 16:30:00,40158,40158
9,08/06/2022 , 16:45:00,39333,39333
10,08/06/2022 , 17:00:00,38327,38327
11,08/06/2022 , 17:15:00,37248,37248
12,08/06/2022 , 17:30:00,33006,33006
13,08/06/2022 , 17:45:00,13079,13079
14,08/06/2022 , 18:00:00,33543,33543
15,08/06/2022 , 18:15:00,27949,27949
16,08/06/2022 , 18:30:00,19777,19777
17,08/06/2022 , 18:45:00,9279,9279
18,08/06/2022 , 19:00:00,4817,4817
19,08/06/2022 , 19:15:00,3261,3261
20,08/06/2022 , 19:30:00,3020,3020
21,08/06/2022 , 19:45:00,2931,2931
22,08/06/2022 , 20:00:00,2919,2919
23,08/06/2022 , 20:15:00,6262,6262
24,08/06/2022 , 20:30:00,9525,9525
25,08/06/2022 , 20:45:00,10392,10392
26,08/06/2022 , 21:00:00,6889,6889
27,08/06/2022 , 21:15:00,7171,7171
28,08/06/2022 , 21:30:00,9181,9181
29,08/06/2022 , 21:45:00,6011,6011
30,08/06/2022 , 22:00:00,4888,4888
31,08/06/2022 , 22:15:00,4565,4565
32,08/06/2022 , 22:30:00,2273,2273
33,08/06/2022 , 22:45:00,1314,1314
34,08/06/2022 , 23:00:00,1113,1113
35,08/06/2022 , 23:15:00,910,910
36,08/06/2022 , 23:30:00,722,722
37,08/06/2022 , 23:45:00,549,549
38,08/06/2022 , 24:00:00,417,417
39,09/06/2022 , 00:15:00,313,313
40,09/06/2022 , 00:30:00,230,230
41,09/06/2022 , 00:45:00,168,168
42,09/06/2022 , 01:00:00,129,129
43,09/06/2022 , 01:15:00,104,104
44,09/06/2022 , 01:30:00,89,89
45,09/06/2022 , 01:45:00,84,84
46,09/06/2022 , 02:00:00,83,83
47,09/06/2022 , 02:15:00,89,89
48,09/06/2022 , 02:30:00,102,102
49,09/06/2022 , 02:45:00,125,125
50,09/06/2022 , 03:00:00,163,163
51,09/06/2022 , 03:15:00,215,215
52,09/06/2022 , 03:30:00,286,286
53,09/06/2022 , 03:45:00,383,383
54,09/06/2022 , 04:00:00,503,503
55,09/06/2022 , 04:15:00,639,639
56,09/06/2022 , 04:30:00,787,787
57,09/06/2022 , 04:45:00,943,943
58,09/06/2022 , 05:00:00,1129,1129
59,09/06/2022 , 05:15:00,1314,1314
60,09/06/2022 , 05:30:00,1480,1480
61,09/06/2022 , 05:45:00,1627,1627
62,09/06/2022 , 06:00:00,1762,1762
63,09/06/2022 , 06:15:00,1896,1896
64,09/06/2022 , 06:30:00,2053,2053
65,09/06/2022 , 06:45:00,2240,2240
66,09/06/2022 , 07:00:00,2484,2484
67,09/06/2022 , 07:15:00,13977,13977
68,09/06/2022 , 07:30:00,17202,17202
69,09/06/2022 , 07:45:00,19162,19162
70,09/06/2022 , 08:00:00,17349,17349
71,09/06/2022 , 08:15:00,20834,20834
72,09/06/2022 , 08:30:00,11135,11135
73,09/06/2022 , 08:45:00,11563,11563
74,09/06/2022 , 09:00:00,13552,13552
75,09/06/2022 , 09:15:00,18052,18052
76,09/06/2022 , 09:30:00,20037,20037
77,09/06/2022 , 09:45:00,20357,20357
78,09/06/2022 , 10:00:00,24473,24473
79,09/06/2022 , 10:15:00,21740,21740
80,09/06/2022 , 10:30:00,23632,23632
81,09/06/2022 , 10:45:00,15860,15860
82,09/06/2022 , 11:00:00,18919,18919
83,09/06/2022 , 11:15:00,27486,27486
84,09/06/2022 , 11:30:00,24387,24387
85,09/06/2022 , 11:45:00,22330,22330
86,09/06/2022 , 12:00:00,18685,18685
87,09/06/2022 , 12:15:00,19992,19992
88,09/06/2022 , 12:30:00,19776,19776
89,09/06/2022 , 12:45:00,19409,19409
90,09/06/2022 , 13:00:00,24220,24220
91,09/06/2022 , 13:15:00,21695,21695
92,09/06/2022 , 13:30:00,15979,15979
93,09/06/2022 , 13:45:00,17078,17078
94,09/06/2022 , 14:00:00,19716,19716
95,09/06/2022 , 14:15:00,19052,19052
96,09/06/2022 , 14:30:00,17790,17790
97,09/06/2022 , 14:45:00,22240,22240
98,09/06/2022 , 15:00:00,18839,18839
99,09/06/2022 , 15:15:00,19261,19261
100,09/06/2022 , 15:30:00,22680,22680
101,09/06/2022 , 15:45:00,21358,21358
102,09/06/2022 , 16:00:00,24520,24520
103,09/06/2022 , 16:15:00,13325,13325
104,09/06/2022 , 16:30:00,11468,11468
