Site Name ,POKE
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11619


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,01/08/2022 , 18:15:00,8054,8054
2,01/08/2022 , 18:30:00,3015,3015
3,01/08/2022 , 18:45:00,2339,2339
4,01/08/2022 , 19:00:00,1631,1631
5,01/08/2022 , 19:15:00,1006,1006
6,01/08/2022 , 19:30:00,1226,1226
7,01/08/2022 , 19:45:00,1668,1668
8,01/08/2022 , 20:00:00,1916,1916
9,01/08/2022 , 20:15:00,2297,2297
10,01/08/2022 , 20:30:00,2745,2745
11,01/08/2022 , 20:45:00,1940,1940
12,01/08/2022 , 21:00:00,1502,1502
13,01/08/2022 , 21:15:00,992,992
14,01/08/2022 , 21:30:00,706,706
15,01/08/2022 , 21:45:00,601,601
16,01/08/2022 , 22:00:00,423,423
17,01/08/2022 , 22:15:00,324,324
18,01/08/2022 , 22:30:00,276,276
19,01/08/2022 , 22:45:00,194,194
20,01/08/2022 , 23:00:00,122,122
21,01/08/2022 , 23:15:00,64,64
22,01/08/2022 , 23:30:00,28,28
23,01/08/2022 , 23:45:00,14,14
24,01/08/2022 , 24:00:00,7,7
25,02/08/2022 , 00:15:00,3,3
26,02/08/2022 , 00:30:00,2,2
27,02/08/2022 , 00:45:00,0,0
28,02/08/2022 , 01:00:00,0,0
29,02/08/2022 , 01:15:00,0,0
30,02/08/2022 , 01:30:00,0,0
31,02/08/2022 , 01:45:00,0,0
32,02/08/2022 , 02:00:00,0,0
33,02/08/2022 , 02:15:00,0,0
34,02/08/2022 , 02:30:00,0,0
35,02/08/2022 , 02:45:00,0,0
36,02/08/2022 , 03:00:00,0,0
37,02/08/2022 , 03:15:00,0,0
38,02/08/2022 , 03:30:00,0,0
39,02/08/2022 , 03:45:00,1,1
40,02/08/2022 , 04:00:00,3,3
41,02/08/2022 , 04:15:00,10,10
42,02/08/2022 , 04:30:00,24,24
43,02/08/2022 , 04:45:00,53,53
44,02/08/2022 , 05:00:00,83,83
45,02/08/2022 , 05:15:00,142,142
46,02/08/2022 , 05:30:00,257,257
47,02/08/2022 , 05:45:00,447,447
48,02/08/2022 , 06:00:00,629,629
49,02/08/2022 , 06:15:00,849,849
50,02/08/2022 , 06:30:00,1072,1072
51,02/08/2022 , 06:45:00,1394,1394
52,02/08/2022 , 07:00:00,1778,1778
53,02/08/2022 , 07:15:00,2573,2573
54,02/08/2022 , 07:30:00,2624,2624
55,02/08/2022 , 07:45:00,3943,3943
56,02/08/2022 , 08:00:00,4642,4642
57,02/08/2022 , 08:15:00,4670,4670
58,02/08/2022 , 08:30:00,4546,4546
59,02/08/2022 , 08:45:00,4750,4750
60,02/08/2022 , 09:00:00,5507,5507
61,02/08/2022 , 09:15:00,5184,5184
62,02/08/2022 , 09:30:00,4416,4416
63,02/08/2022 , 09:45:00,5254,5254
64,02/08/2022 , 10:00:00,9014,9014
65,02/08/2022 , 10:15:00,10782,10782
66,02/08/2022 , 10:30:00,11676,11676
67,02/08/2022 , 10:45:00,12940,12940
68,02/08/2022 , 11:00:00,12488,12488
69,02/08/2022 , 11:15:00,14051,14051
70,02/08/2022 , 11:30:00,19387,19387
71,02/08/2022 , 11:45:00,23737,23737
72,02/08/2022 , 12:00:00,34698,34698
73,02/08/2022 , 12:15:00,29611,29611
74,02/08/2022 , 12:30:00,17446,17446
75,02/08/2022 , 12:45:00,17911,17911
76,02/08/2022 , 13:00:00,10983,10983
77,02/08/2022 , 13:15:00,13370,13370
78,02/08/2022 , 13:30:00,18776,18776
79,02/08/2022 , 13:45:00,30265,30265
80,02/08/2022 , 14:00:00,10634,10634
81,02/08/2022 , 14:15:00,12101,12101
82,02/08/2022 , 14:30:00,8106,8106
83,02/08/2022 , 14:45:00,9453,9453
84,02/08/2022 , 15:00:00,10337,10337
85,02/08/2022 , 15:15:00,12977,12977
86,02/08/2022 , 15:30:00,18433,18433
87,02/08/2022 , 15:45:00,7756,7756
88,02/08/2022 , 16:00:00,2291,2291
89,02/08/2022 , 16:15:00,1601,1601
90,02/08/2022 , 16:30:00,2425,2425
91,02/08/2022 , 16:45:00,3934,3934
92,02/08/2022 , 17:00:00,6070,6070
93,02/08/2022 , 17:15:00,9226,9226
94,02/08/2022 , 17:30:00,13442,13442
95,02/08/2022 , 17:45:00,19456,19456
96,02/08/2022 , 18:00:00,11479,11479
97,02/08/2022 , 18:15:00,16109,16109
98,02/08/2022 , 18:30:00,20973,20973
99,02/08/2022 , 18:45:00,10986,10986
100,02/08/2022 , 19:00:00,8304,8304
101,02/08/2022 , 19:15:00,8241,8241
102,02/08/2022 , 19:30:00,6409,6409
103,02/08/2022 , 19:45:00,6888,6888
104,02/08/2022 , 20:00:00,6727,6727
105,02/08/2022 , 20:15:00,7582,7582
106,02/08/2022 , 20:30:00,5263,5263
