Site Name ,MOOS
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11617


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,07/06/2022 , 15:15:00,3195,3195
2,07/06/2022 , 15:30:00,2725,2725
3,07/06/2022 , 15:45:00,2721,2721
4,07/06/2022 , 16:00:00,1991,1991
5,07/06/2022 , 16:15:00,1898,1898
6,07/06/2022 , 16:30:00,1884,1884
7,07/06/2022 , 16:45:00,1779,1779
8,07/06/2022 , 17:00:00,1650,1650
9,07/06/2022 , 17:15:00,1641,1641
10,07/06/2022 , 17:30:00,2715,2715
11,07/06/2022 , 17:45:00,1491,1491
12,07/06/2022 , 18:00:00,1403,1403
13,07/06/2022 , 18:15:00,1322,1322
14,07/06/2022 , 18:30:00,1277,1277
15,07/06/2022 , 18:45:00,1460,1460
16,07/06/2022 , 19:00:00,1144,1144
17,07/06/2022 , 19:15:00,1097,1097
18,07/06/2022 , 19:30:00,1327,1327
19,07/06/2022 , 19:45:00,985,985
20,07/06/2022 , 20:00:00,936,936
21,07/06/2022 , 20:15:00,876,876
22,07/06/2022 , 20:30:00,825,825
23,07/06/2022 , 20:45:00,777,777
24,07/06/2022 , 21:00:00,723,723
25,07/06/2022 , 21:15:00,666,666
26,07/06/2022 , 21:30:00,606,606
27,07/06/2022 , 21:45:00,553,553
28,07/06/2022 , 22:00:00,498,498
29,07/06/2022 , 22:15:00,442,442
30,07/06/2022 , 22:30:00,389,389
31,07/06/2022 , 22:45:00,334,334
32,07/06/2022 , 23:00:00,283,283
33,07/06/2022 , 23:15:00,232,232
34,07/06/2022 , 23:30:00,188,188
35,07/06/2022 , 23:45:00,145,145
36,07/06/2022 , 24:00:00,107,107
37,08/06/2022 , 00:15:00,76,76
38,08/06/2022 , 00:30:00,56,56
39,08/06/2022 , 00:45:00,40,40
40,08/06/2022 , 01:00:00,31,31
41,08/06/2022 , 01:15:00,25,25
42,08/06/2022 , 01:30:00,21,21
43,08/06/2022 , 01:45:00,19,19
44,08/06/2022 , 02:00:00,19,19
45,08/06/2022 , 02:15:00,19,19
46,08/06/2022 , 02:30:00,24,24
47,08/06/2022 , 02:45:00,31,31
48,08/06/2022 , 03:00:00,42,42
49,08/06/2022 , 03:15:00,59,59
50,08/06/2022 , 03:30:00,82,82
51,08/06/2022 , 03:45:00,112,112
52,08/06/2022 , 04:00:00,142,142
53,08/06/2022 , 04:15:00,225,225
54,08/06/2022 , 04:30:00,324,324
55,08/06/2022 , 04:45:00,375,375
56,08/06/2022 , 05:00:00,448,448
57,08/06/2022 , 05:15:00,491,491
58,08/06/2022 , 05:30:00,688,688
59,08/06/2022 , 05:45:00,686,686
60,08/06/2022 , 06:00:00,671,671
61,08/06/2022 , 06:15:00,807,807
62,08/06/2022 , 06:30:00,733,733
63,08/06/2022 , 06:45:00,821,821
64,08/06/2022 , 07:00:00,917,917
65,08/06/2022 , 07:15:00,951,951
66,08/06/2022 , 07:30:00,1025,1025
67,08/06/2022 , 07:45:00,1098,1098
68,08/06/2022 , 08:00:00,1191,1191
69,08/06/2022 , 08:15:00,1463,1463
70,08/06/2022 , 08:30:00,1390,1390
71,08/06/2022 , 08:45:00,1667,1667
72,08/06/2022 , 09:00:00,2432,2432
73,08/06/2022 , 09:15:00,1703,1703
74,08/06/2022 , 09:30:00,1918,1918
75,08/06/2022 , 09:45:00,3513,3513
76,08/06/2022 , 10:00:00,2413,2413
77,08/06/2022 , 10:15:00,5251,5251
78,08/06/2022 , 10:30:00,19643,19643
79,08/06/2022 , 10:45:00,15521,15521
80,08/06/2022 , 11:00:00,20906,20906
81,08/06/2022 , 11:15:00,13728,13728
82,08/06/2022 , 11:30:00,18793,18793
83,08/06/2022 , 11:45:00,3663,3663
84,08/06/2022 , 12:00:00,29677,29677
85,08/06/2022 , 12:15:00,36490,36490
86,08/06/2022 , 12:30:00,36615,36615
87,08/06/2022 , 12:45:00,36881,36881
88,08/06/2022 , 13:00:00,37098,37098
89,08/06/2022 , 13:15:00,37293,37293
90,08/06/2022 , 13:30:00,37375,37375
91,08/06/2022 , 13:45:00,37398,37398
92,08/06/2022 , 14:00:00,37145,37145
93,08/06/2022 , 14:15:00,21254,21254
94,08/06/2022 , 14:30:00,11180,11180
95,08/06/2022 , 14:45:00,2469,2469
96,08/06/2022 , 15:00:00,2462,2462
97,08/06/2022 , 15:15:00,3052,3052
98,08/06/2022 , 15:30:00,2551,2551
99,08/06/2022 , 15:45:00,2312,2312
100,08/06/2022 , 16:00:00,1637,1637
101,08/06/2022 , 16:15:00,1579,1579
102,08/06/2022 , 16:30:00,1560,1560
103,08/06/2022 , 16:45:00,1506,1506
104,08/06/2022 , 17:00:00,1453,1453
105,08/06/2022 , 17:15:00,1494,1494
106,08/06/2022 , 17:30:00,2661,2661
