Site Name ,FRCH,,,
Site Number ,3,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11615,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
3643,19/07/2020 , 11:45:00,38665,38665
3644,19/07/2020 , 12:00:00,27972,27972
3645,19/07/2020 , 12:15:00,29510,29510
3646,19/07/2020 , 12:30:00,13402,13402
3647,19/07/2020 , 12:45:00,14137,14137
3648,19/07/2020 , 13:00:00,18252,18252
3649,19/07/2020 , 13:15:00,39053,39053
3650,19/07/2020 , 13:30:00,44911,44911
3651,19/07/2020 , 13:45:00,31420,31420
3652,19/07/2020 , 14:00:00,26323,26323
3653,19/07/2020 , 14:15:00,11758,11758
3654,19/07/2020 , 14:30:00,19239,19239
3655,19/07/2020 , 14:45:00,17542,17542
3656,19/07/2020 , 15:00:00,39248,39248
3657,19/07/2020 , 15:15:00,51749,51749
3658,19/07/2020 , 15:30:00,36904,36904
3659,19/07/2020 , 15:45:00,44305,44305
3660,19/07/2020 , 16:00:00,45374,45374
3661,19/07/2020 , 16:15:00,30832,30832
3662,19/07/2020 , 16:30:00,41693,41693
3663,19/07/2020 , 16:45:00,36597,36597
3664,19/07/2020 , 17:00:00,29536,29536
3665,19/07/2020 , 17:15:00,14684,14684
3666,19/07/2020 , 17:30:00,25636,25636
3667,19/07/2020 , 17:45:00,28500,28500
3668,19/07/2020 , 18:00:00,33601,33601
3669,19/07/2020 , 18:15:00,29242,29242
3670,19/07/2020 , 18:30:00,27711,27711
3671,19/07/2020 , 18:45:00,24863,24863
3672,19/07/2020 , 19:00:00,18824,18824
3673,19/07/2020 , 19:15:00,17954,17954
3674,19/07/2020 , 19:30:00,17399,17399
3675,19/07/2020 , 19:45:00,15460,15460
3676,19/07/2020 , 20:00:00,7185,7185
3677,19/07/2020 , 20:15:00,5956,5956
3678,19/07/2020 , 20:30:00,7850,7850
3679,19/07/2020 , 20:45:00,5196,5196
3680,19/07/2020 , 21:00:00,3510,3510
3681,19/07/2020 , 21:15:00,2574,2574
3682,19/07/2020 , 21:30:00,2069,2069
3683,19/07/2020 , 21:45:00,1970,1970
3684,19/07/2020 , 22:00:00,1914,1914
3685,19/07/2020 , 22:15:00,1650,1650
3686,19/07/2020 , 22:30:00,1323,1323
3687,19/07/2020 , 22:45:00,1025,1025
3688,19/07/2020 , 23:00:00,768,768
3689,19/07/2020 , 23:15:00,512,512
3690,19/07/2020 , 23:30:00,342,342
3691,19/07/2020 , 23:45:00,218,218
3692,19/07/2020 , 24:00:00,131,131
3693,20/07/2020 , 00:15:00,76,76
3694,20/07/2020 , 00:30:00,41,41
3695,20/07/2020 , 00:45:00,23,23
3696,20/07/2020 , 01:00:00,14,14
3697,20/07/2020 , 01:15:00,8,8
3698,20/07/2020 , 01:30:00,7,7
3699,20/07/2020 , 01:45:00,5,5
3700,20/07/2020 , 02:00:00,5,5
3701,20/07/2020 , 02:15:00,5,5
3702,20/07/2020 , 02:30:00,7,7
3703,20/07/2020 , 02:45:00,8,8
3704,20/07/2020 , 03:00:00,13,13
3705,20/07/2020 , 03:15:00,21,21
3706,20/07/2020 , 03:30:00,35,35
3707,20/07/2020 , 03:45:00,68,68
3708,20/07/2020 , 04:00:00,122,122
3709,20/07/2020 , 04:15:00,202,202
3710,20/07/2020 , 04:30:00,322,322
3711,20/07/2020 , 04:45:00,489,489
3712,20/07/2020 , 05:00:00,688,688
3713,20/07/2020 , 05:15:00,916,916
3714,20/07/2020 , 05:30:00,1172,1172
3715,20/07/2020 , 05:45:00,1428,1428
3716,20/07/2020 , 06:00:00,1674,1674
3717,20/07/2020 , 06:15:00,2026,2026
3718,20/07/2020 , 06:30:00,2411,2411
3719,20/07/2020 , 06:45:00,3042,3042
3720,20/07/2020 , 07:00:00,2599,2599
3721,20/07/2020 , 07:15:00,2729,2729
3722,20/07/2020 , 07:30:00,2826,2826
3723,20/07/2020 , 07:45:00,2946,2946
3724,20/07/2020 , 08:00:00,3158,3158
3725,20/07/2020 , 08:15:00,3335,3335
3726,20/07/2020 , 08:30:00,3327,3327
3727,20/07/2020 , 08:45:00,3952,3952
3728,20/07/2020 , 09:00:00,4410,4410
3729,20/07/2020 , 09:15:00,4218,4218
3730,20/07/2020 , 09:30:00,3931,3931
3731,20/07/2020 , 09:45:00,6805,6805
3732,20/07/2020 , 10:00:00,14949,14949
3733,20/07/2020 , 10:15:00,13970,13970
3734,20/07/2020 , 10:30:00,6556,6556
3735,20/07/2020 , 10:45:00,8795,8795
3736,20/07/2020 , 11:00:00,24451,24451
3737,20/07/2020 , 11:15:00,8229,8229
3738,20/07/2020 , 11:30:00,19512,19512
3739,20/07/2020 , 11:45:00,12861,12861
3740,20/07/2020 , 12:00:00,24261,24261
3741,20/07/2020 , 12:15:00,11864,11864
3742,20/07/2020 , 12:30:00,11343,11343
3743,20/07/2020 , 12:45:00,9090,9090
3744,20/07/2020 , 13:00:00,19914,19914
3745,20/07/2020 , 13:15:00,34386,34386
3746,20/07/2020 , 13:30:00,29027,29027
3747,20/07/2020 , 13:45:00,28988,28988
3748,20/07/2020 , 14:00:00,22341,22341
3749,20/07/2020 , 14:15:00,15309,15309
3750,20/07/2020 , 14:30:00,26188,26188
3751,20/07/2020 , 14:45:00,21886,21886
3752,20/07/2020 , 15:00:00,42125,42125
3753,20/07/2020 , 15:15:00,16617,16617
3754,20/07/2020 , 15:30:00,16105,16105
3755,20/07/2020 , 15:45:00,11978,11978
3756,20/07/2020 , 16:00:00,28716,28716
3757,20/07/2020 , 16:15:00,14978,14978
3758,20/07/2020 , 16:30:00,19333,19333
3759,20/07/2020 , 16:45:00,11540,11540
3760,20/07/2020 , 17:00:00,24087,24087
3761,20/07/2020 , 17:15:00,28016,28016
3762,20/07/2020 , 17:30:00,17889,17889
3763,20/07/2020 , 17:45:00,33122,33122
3764,20/07/2020 , 18:00:00,5713,5713
3765,20/07/2020 , 18:15:00,8937,8937
3766,20/07/2020 , 18:30:00,26220,26220
3767,20/07/2020 , 18:45:00,20726,20726
3768,20/07/2020 , 19:00:00,5825,5825
3769,20/07/2020 , 19:15:00,2813,2813
3770,20/07/2020 , 19:30:00,825,825
3771,20/07/2020 , 19:45:00,2893,2893
3772,20/07/2020 , 20:00:00,3035,3035
3773,20/07/2020 , 20:15:00,1084,1084
3774,20/07/2020 , 20:30:00,720,720
3775,20/07/2020 , 20:45:00,651,651
3776,20/07/2020 , 21:00:00,396,396
3777,20/07/2020 , 21:15:00,549,549
3778,20/07/2020 , 21:30:00,1834,1834
3779,20/07/2020 , 21:45:00,2297,2297
3780,20/07/2020 , 22:00:00,1698,1698
3781,20/07/2020 , 22:15:00,1013,1013
3782,20/07/2020 , 22:30:00,600,600
3783,20/07/2020 , 22:45:00,514,514
3784,20/07/2020 , 23:00:00,332,332
3785,20/07/2020 , 23:15:00,180,180
3786,20/07/2020 , 23:30:00,97,97
3787,20/07/2020 , 23:45:00,43,43
3788,20/07/2020 , 24:00:00,16,16
3789,21/07/2020 , 00:15:00,10,10
3790,21/07/2020 , 00:30:00,4,4
3791,21/07/2020 , 00:45:00,3,3
3792,21/07/2020 , 01:00:00,3,3
3793,21/07/2020 , 01:15:00,1,1
3794,21/07/2020 , 01:30:00,0,0
3795,21/07/2020 , 01:45:00,0,0
3796,21/07/2020 , 02:00:00,0,0
3797,21/07/2020 , 02:15:00,0,0
3798,21/07/2020 , 02:30:00,0,0
3799,21/07/2020 , 02:45:00,0,0
3800,21/07/2020 , 03:00:00,0,0
3801,21/07/2020 , 03:15:00,0,0
3802,21/07/2020 , 03:30:00,3,3
3803,21/07/2020 , 03:45:00,6,6
3804,21/07/2020 , 04:00:00,21,21
3805,21/07/2020 , 04:15:00,23,23
3806,21/07/2020 , 04:30:00,34,34
3807,21/07/2020 , 04:45:00,69,69
3808,21/07/2020 , 05:00:00,112,112
3809,21/07/2020 , 05:15:00,79,79
3810,21/07/2020 , 05:30:00,141,141
3811,21/07/2020 , 05:45:00,227,227
3812,21/07/2020 , 06:00:00,241,241
3813,21/07/2020 , 06:15:00,262,262
3814,21/07/2020 , 06:30:00,344,344
3815,21/07/2020 , 06:45:00,461,461
3816,21/07/2020 , 07:00:00,367,367
3817,21/07/2020 , 07:15:00,839,839
3818,21/07/2020 , 07:30:00,1480,1480
3819,21/07/2020 , 07:45:00,1055,1055
3820,21/07/2020 , 08:00:00,1497,1497
3821,21/07/2020 , 08:15:00,1359,1359
3822,21/07/2020 , 08:30:00,1564,1564
3823,21/07/2020 , 08:45:00,1749,1749
3824,21/07/2020 , 09:00:00,2371,2371
3825,21/07/2020 , 09:15:00,2582,2582
3826,21/07/2020 , 09:30:00,1493,1493
3827,21/07/2020 , 09:45:00,2041,2041
3828,21/07/2020 , 10:00:00,3263,3263
3829,21/07/2020 , 10:15:00,4732,4732
3830,21/07/2020 , 10:30:00,4322,4322
3831,21/07/2020 , 10:45:00,5820,5820
3832,21/07/2020 , 11:00:00,5028,5028
3833,21/07/2020 , 11:15:00,4289,4289
3834,21/07/2020 , 11:30:00,6537,6537
3835,21/07/2020 , 11:45:00,10420,10420
3836,21/07/2020 , 12:00:00,6746,6746
3837,21/07/2020 , 12:15:00,7613,7613
3838,21/07/2020 , 12:30:00,7093,7093
3839,21/07/2020 , 12:45:00,10062,10062
3840,21/07/2020 , 13:00:00,10666,10666
3841,21/07/2020 , 13:15:00,10441,10441
3842,21/07/2020 , 13:30:00,9011,9011
3843,21/07/2020 , 13:45:00,7899,7899
3844,21/07/2020 , 14:00:00,8129,8129
3845,21/07/2020 , 14:15:00,6630,6630
3846,21/07/2020 , 14:30:00,7180,7180
3847,21/07/2020 , 14:45:00,5835,5835
3848,21/07/2020 , 15:00:00,4873,4873
3849,21/07/2020 , 15:15:00,6693,6693
3850,21/07/2020 , 15:30:00,6330,6330
3851,21/07/2020 , 15:45:00,5529,5529
3852,21/07/2020 , 16:00:00,6445,6445
3853,21/07/2020 , 16:15:00,6635,6635
3854,21/07/2020 , 16:30:00,4108,4108
3855,21/07/2020 , 16:45:00,5332,5332
3856,21/07/2020 , 17:00:00,4962,4962
3857,21/07/2020 , 17:15:00,4196,4196
3858,21/07/2020 , 17:30:00,3977,3977
3859,21/07/2020 , 17:45:00,3209,3209
3860,21/07/2020 , 18:00:00,2297,2297
3861,21/07/2020 , 18:15:00,3561,3561
3862,21/07/2020 , 18:30:00,2762,2762
3863,21/07/2020 , 18:45:00,3775,3775
3864,21/07/2020 , 19:00:00,3145,3145
3865,21/07/2020 , 19:15:00,2507,2507
3866,21/07/2020 , 19:30:00,2785,2785
3867,21/07/2020 , 19:45:00,2267,2267
3868,21/07/2020 , 20:00:00,1946,1946
3869,21/07/2020 , 20:15:00,1309,1309
3870,21/07/2020 , 20:30:00,1217,1217
3871,21/07/2020 , 20:45:00,1146,1146
3872,21/07/2020 , 21:00:00,978,978
3873,21/07/2020 , 21:15:00,1026,1026
3874,21/07/2020 , 21:30:00,827,827
3875,21/07/2020 , 21:45:00,729,729
3876,21/07/2020 , 22:00:00,526,526
3877,21/07/2020 , 22:15:00,315,315
3878,21/07/2020 , 22:30:00,217,217
3879,21/07/2020 , 22:45:00,212,212
3880,21/07/2020 , 23:00:00,145,145
3881,21/07/2020 , 23:15:00,98,98
3882,21/07/2020 , 23:30:00,64,64
3883,21/07/2020 , 23:45:00,38,38
3884,21/07/2020 , 24:00:00,14,14
3885,22/07/2020 , 00:15:00,6,6
3886,22/07/2020 , 00:30:00,3,3
3887,22/07/2020 , 00:45:00,1,1
3888,22/07/2020 , 01:00:00,0,0
3889,22/07/2020 , 01:15:00,0,0
3890,22/07/2020 , 01:30:00,0,0
3891,22/07/2020 , 01:45:00,0,0
3892,22/07/2020 , 02:00:00,0,0
3893,22/07/2020 , 02:15:00,0,0
3894,22/07/2020 , 02:30:00,0,0
3895,22/07/2020 , 02:45:00,0,0
3896,22/07/2020 , 03:00:00,0,0
3897,22/07/2020 , 03:15:00,1,1
3898,22/07/2020 , 03:30:00,3,3
3899,22/07/2020 , 03:45:00,6,6
3900,22/07/2020 , 04:00:00,11,11
3901,22/07/2020 , 04:15:00,36,36
3902,22/07/2020 , 04:30:00,67,67
3903,22/07/2020 , 04:45:00,120,120
3904,22/07/2020 , 05:00:00,170,170
3905,22/07/2020 , 05:15:00,193,193
3906,22/07/2020 , 05:30:00,177,177
3907,22/07/2020 , 05:45:00,231,231
3908,22/07/2020 , 06:00:00,314,314
3909,22/07/2020 , 06:15:00,375,375
3910,22/07/2020 , 06:30:00,557,557
3911,22/07/2020 , 06:45:00,666,666
3912,22/07/2020 , 07:00:00,926,926
3913,22/07/2020 , 07:15:00,1602,1602
3914,22/07/2020 , 07:30:00,2255,2255
3915,22/07/2020 , 07:45:00,2232,2232
3916,22/07/2020 , 08:00:00,2315,2315
3917,22/07/2020 , 08:15:00,2444,2444
3918,22/07/2020 , 08:30:00,2571,2571
3919,22/07/2020 , 08:45:00,2718,2718
3920,22/07/2020 , 09:00:00,3035,3035
3921,22/07/2020 , 09:15:00,2964,2964
3922,22/07/2020 , 09:30:00,2821,2821
3923,22/07/2020 , 09:45:00,2610,2610
3924,22/07/2020 , 10:00:00,2945,2945
3925,22/07/2020 , 10:15:00,3270,3270
3926,22/07/2020 , 10:30:00,6422,6422
3927,22/07/2020 , 10:45:00,6509,6509
3928,22/07/2020 , 11:00:00,4553,4553
3929,22/07/2020 , 11:15:00,5956,5956
3930,22/07/2020 , 11:30:00,6843,6843
3931,22/07/2020 , 11:45:00,9442,9442
3932,22/07/2020 , 12:00:00,10813,10813
3933,22/07/2020 , 12:15:00,12270,12270
3934,22/07/2020 , 12:30:00,5866,5866
3935,22/07/2020 , 12:45:00,4577,4577
3936,22/07/2020 , 13:00:00,8047,8047
3937,22/07/2020 , 13:15:00,16923,16923
3938,22/07/2020 , 13:30:00,35814,35814
3939,22/07/2020 , 13:45:00,34559,34559
3940,22/07/2020 , 14:00:00,26013,26013
3941,22/07/2020 , 14:15:00,8166,8166
3942,22/07/2020 , 14:30:00,6830,6830
3943,22/07/2020 , 14:45:00,8573,8573
3944,22/07/2020 , 15:00:00,12051,12051
3945,22/07/2020 , 15:15:00,40684,40684
3946,22/07/2020 , 15:30:00,8823,8823
3947,22/07/2020 , 15:45:00,12748,12748
3948,22/07/2020 , 16:00:00,24834,24834
3949,22/07/2020 , 16:15:00,25592,25592
3950,22/07/2020 , 16:30:00,33442,33442
3951,22/07/2020 , 16:45:00,8365,8365
3952,22/07/2020 , 17:00:00,5360,5360
3953,22/07/2020 , 17:15:00,3923,3923
3954,22/07/2020 , 17:30:00,4043,4043
3955,22/07/2020 , 17:45:00,5213,5213
3956,22/07/2020 , 18:00:00,4218,4218
3957,22/07/2020 , 18:15:00,16212,16212
3958,22/07/2020 , 18:30:00,8311,8311
3959,22/07/2020 , 18:45:00,5851,5851
3960,22/07/2020 , 19:00:00,20140,20140
3961,22/07/2020 , 19:15:00,19351,19351
3962,22/07/2020 , 19:30:00,17285,17285
3963,22/07/2020 , 19:45:00,11254,11254
3964,22/07/2020 , 20:00:00,6954,6954
3965,22/07/2020 , 20:15:00,3460,3460
3966,22/07/2020 , 20:30:00,3809,3809
3967,22/07/2020 , 20:45:00,1788,1788
3968,22/07/2020 , 21:00:00,1518,1518
3969,22/07/2020 , 21:15:00,2336,2336
3970,22/07/2020 , 21:30:00,2306,2306
3971,22/07/2020 , 21:45:00,1819,1819
3972,22/07/2020 , 22:00:00,1315,1315
3973,22/07/2020 , 22:15:00,1087,1087
3974,22/07/2020 , 22:30:00,852,852
3975,22/07/2020 , 22:45:00,607,607
3976,22/07/2020 , 23:00:00,431,431
3977,22/07/2020 , 23:15:00,312,312
3978,22/07/2020 , 23:30:00,203,203
3979,22/07/2020 , 23:45:00,114,114
3980,22/07/2020 , 24:00:00,61,61
3981,23/07/2020 , 00:15:00,31,31
3982,23/07/2020 , 00:30:00,16,16
3983,23/07/2020 , 00:45:00,9,9
3984,23/07/2020 , 01:00:00,5,5
3985,23/07/2020 , 01:15:00,2,2
3986,23/07/2020 , 01:30:00,2,2
3987,23/07/2020 , 01:45:00,1,1
3988,23/07/2020 , 02:00:00,1,1
3989,23/07/2020 , 02:15:00,1,1
3990,23/07/2020 , 02:30:00,1,1
3991,23/07/2020 , 02:45:00,2,2
3992,23/07/2020 , 03:00:00,4,4
3993,23/07/2020 , 03:15:00,6,6
3994,23/07/2020 , 03:30:00,14,14
3995,23/07/2020 , 03:45:00,26,26
3996,23/07/2020 , 04:00:00,52,52
3997,23/07/2020 , 04:15:00,93,93
3998,23/07/2020 , 04:30:00,163,163
3999,23/07/2020 , 04:45:00,252,252
4000,23/07/2020 , 05:00:00,348,348
4001,23/07/2020 , 05:15:00,513,513
4002,23/07/2020 , 05:30:00,737,737
4003,23/07/2020 , 05:45:00,1128,1128
4004,23/07/2020 , 06:00:00,1637,1637
4005,23/07/2020 , 06:15:00,1874,1874
4006,23/07/2020 , 06:30:00,2427,2427
4007,23/07/2020 , 06:45:00,3126,3126
4008,23/07/2020 , 07:00:00,3703,3703
4009,23/07/2020 , 07:15:00,4074,4074
4010,23/07/2020 , 07:30:00,5083,5083
4011,23/07/2020 , 07:45:00,6211,6211
4012,23/07/2020 , 08:00:00,7153,7153
4013,23/07/2020 , 08:15:00,5868,5868
4014,23/07/2020 , 08:30:00,6903,6903
4015,23/07/2020 , 08:45:00,9331,9331
4016,23/07/2020 , 09:00:00,9658,9658
4017,23/07/2020 , 09:15:00,9273,9273
4018,23/07/2020 , 09:30:00,9970,9970
4019,23/07/2020 , 09:45:00,7352,7352
4020,23/07/2020 , 10:00:00,11155,11155
4021,23/07/2020 , 10:15:00,12274,12274
4022,23/07/2020 , 10:30:00,12970,12970
4023,23/07/2020 , 10:45:00,11379,11379
4024,23/07/2020 , 11:00:00,15814,15814
4025,23/07/2020 , 11:15:00,12704,12704
4026,23/07/2020 , 11:30:00,14046,14046
4027,23/07/2020 , 11:45:00,16458,16458
4028,23/07/2020 , 12:00:00,17744,17744
4029,23/07/2020 , 12:15:00,21453,21453
4030,23/07/2020 , 12:30:00,12969,12969
4031,23/07/2020 , 12:45:00,21725,21725
4032,23/07/2020 , 13:00:00,9063,9063
4033,23/07/2020 , 13:15:00,7953,7953
4034,23/07/2020 , 13:30:00,36130,36130
4035,23/07/2020 , 13:45:00,22226,22226
4036,23/07/2020 , 14:00:00,3876,3876
4037,23/07/2020 , 14:15:00,6219,6219
4038,23/07/2020 , 14:30:00,26933,26933
4039,23/07/2020 , 14:45:00,9399,9399
4040,23/07/2020 , 15:00:00,28681,28681
4041,23/07/2020 , 15:15:00,35386,35386
4042,23/07/2020 , 15:30:00,36464,36464
4043,23/07/2020 , 15:45:00,29362,29362
4044,23/07/2020 , 16:00:00,33502,33502
4045,23/07/2020 , 16:15:00,45928,45928
4046,23/07/2020 , 16:30:00,29932,29932
4047,23/07/2020 , 16:45:00,40297,40297
4048,23/07/2020 , 17:00:00,39500,39500
4049,23/07/2020 , 17:15:00,36641,36641
4050,23/07/2020 , 17:30:00,20008,20008
4051,23/07/2020 , 17:45:00,19499,19499
4052,23/07/2020 , 18:00:00,11579,11579
4053,23/07/2020 , 18:15:00,25199,25199
4054,23/07/2020 , 18:30:00,15667,15667
4055,23/07/2020 , 18:45:00,11479,11479
4056,23/07/2020 , 19:00:00,4452,4452
4057,23/07/2020 , 19:15:00,2744,2744
4058,23/07/2020 , 19:30:00,1741,1741
4059,23/07/2020 , 19:45:00,4665,4665
4060,23/07/2020 , 20:00:00,5264,5264
4061,23/07/2020 , 20:15:00,6508,6508
4062,23/07/2020 , 20:30:00,3241,3241
4063,23/07/2020 , 20:45:00,1439,1439
4064,23/07/2020 , 21:00:00,2209,2209
4065,23/07/2020 , 21:15:00,1364,1364
4066,23/07/2020 , 21:30:00,1504,1504
4067,23/07/2020 , 21:45:00,1490,1490
4068,23/07/2020 , 22:00:00,1163,1163
4069,23/07/2020 , 22:15:00,1043,1043
4070,23/07/2020 , 22:30:00,777,777
4071,23/07/2020 , 22:45:00,402,402
4072,23/07/2020 , 23:00:00,307,307
4073,23/07/2020 , 23:15:00,170,170
4074,23/07/2020 , 23:30:00,89,89
4075,23/07/2020 , 23:45:00,47,47
4076,23/07/2020 , 24:00:00,17,17
4077,24/07/2020 , 00:15:00,9,9
4078,24/07/2020 , 00:30:00,5,5
4079,24/07/2020 , 00:45:00,4,4
4080,24/07/2020 , 01:00:00,2,2
4081,24/07/2020 , 01:15:00,1,1
4082,24/07/2020 , 01:30:00,1,1
4083,24/07/2020 , 01:45:00,1,1
4084,24/07/2020 , 02:00:00,0,0
4085,24/07/2020 , 02:15:00,1,1
4086,24/07/2020 , 02:30:00,0,0
4087,24/07/2020 , 02:45:00,1,1
4088,24/07/2020 , 03:00:00,2,2
4089,24/07/2020 , 03:15:00,4,4
4090,24/07/2020 , 03:30:00,7,7
4091,24/07/2020 , 03:45:00,16,16
4092,24/07/2020 , 04:00:00,33,33
4093,24/07/2020 , 04:15:00,70,70
4094,24/07/2020 , 04:30:00,140,140
4095,24/07/2020 , 04:45:00,257,257
4096,24/07/2020 , 05:00:00,451,451
4097,24/07/2020 , 05:15:00,696,696
4098,24/07/2020 , 05:30:00,1088,1088
4099,24/07/2020 , 05:45:00,1553,1553
4100,24/07/2020 , 06:00:00,1646,1646
4101,24/07/2020 , 06:15:00,1718,1718
4102,24/07/2020 , 06:30:00,2144,2144
4103,24/07/2020 , 06:45:00,2501,2501
4104,24/07/2020 , 07:00:00,3547,3547
4105,24/07/2020 , 07:15:00,4077,4077
4106,24/07/2020 , 07:30:00,3861,3861
4107,24/07/2020 , 07:45:00,5345,5345
4108,24/07/2020 , 08:00:00,5503,5503
4109,24/07/2020 , 08:15:00,6920,6920
4110,24/07/2020 , 08:30:00,7033,7033
4111,24/07/2020 , 08:45:00,4752,4752
4112,24/07/2020 , 09:00:00,7451,7451
4113,24/07/2020 , 09:15:00,10213,10213
4114,24/07/2020 , 09:30:00,5195,5195
4115,24/07/2020 , 09:45:00,5848,5848
4116,24/07/2020 , 10:00:00,7598,7598
4117,24/07/2020 , 10:15:00,4756,4756
4118,24/07/2020 , 10:30:00,6511,6511
4119,24/07/2020 , 10:45:00,6892,6892
4120,24/07/2020 , 11:00:00,7449,7449
4121,24/07/2020 , 11:15:00,8608,8608
4122,24/07/2020 , 11:30:00,5755,5755
4123,24/07/2020 , 11:45:00,4676,4676
4124,24/07/2020 , 12:00:00,5161,5161
4125,24/07/2020 , 12:15:00,6050,6050
4126,24/07/2020 , 12:30:00,5622,5622
4127,24/07/2020 , 12:45:00,7792,7792
4128,24/07/2020 , 13:00:00,9755,9755
4129,24/07/2020 , 13:15:00,7351,7351
4130,24/07/2020 , 13:30:00,6349,6349
4131,24/07/2020 , 13:45:00,8152,8152
4132,24/07/2020 , 14:00:00,6427,6427
4133,24/07/2020 , 14:15:00,10734,10734
4134,24/07/2020 , 14:30:00,12347,12347
4135,24/07/2020 , 14:45:00,8111,8111
4136,24/07/2020 , 15:00:00,11941,11941
4137,24/07/2020 , 15:15:00,13502,13502
4138,24/07/2020 , 15:30:00,15176,15176
4139,24/07/2020 , 15:45:00,14129,14129
4140,24/07/2020 , 16:00:00,17281,17281
4141,24/07/2020 , 16:15:00,19435,19435
4142,24/07/2020 , 16:30:00,13635,13635
4143,24/07/2020 , 16:45:00,15616,15616
4144,24/07/2020 , 17:00:00,16888,16888
4145,24/07/2020 , 17:15:00,13621,13621
4146,24/07/2020 , 17:30:00,11918,11918
4147,24/07/2020 , 17:45:00,12613,12613
4148,24/07/2020 , 18:00:00,11240,11240
4149,24/07/2020 , 18:15:00,9629,9629
4150,24/07/2020 , 18:30:00,10351,10351
4151,24/07/2020 , 18:45:00,8042,8042
4152,24/07/2020 , 19:00:00,4719,4719
4153,24/07/2020 , 19:15:00,3668,3668
4154,24/07/2020 , 19:30:00,5981,5981
4155,24/07/2020 , 19:45:00,7116,7116
4156,24/07/2020 , 20:00:00,5869,5869
4157,24/07/2020 , 20:15:00,5388,5388
4158,24/07/2020 , 20:30:00,5292,5292
4159,24/07/2020 , 20:45:00,2870,2870
4160,24/07/2020 , 21:00:00,3216,3216
4161,24/07/2020 , 21:15:00,2929,2929
4162,24/07/2020 , 21:30:00,2409,2409
4163,24/07/2020 , 21:45:00,2143,2143
4164,24/07/2020 , 22:00:00,1618,1618
4165,24/07/2020 , 22:15:00,1092,1092
4166,24/07/2020 , 22:30:00,751,751
4167,24/07/2020 , 22:45:00,418,418
4168,24/07/2020 , 23:00:00,335,335
4169,24/07/2020 , 23:15:00,255,255
4170,24/07/2020 , 23:30:00,139,139
4171,24/07/2020 , 23:45:00,80,80
4172,24/07/2020 , 24:00:00,44,44
4173,25/07/2020 , 00:15:00,23,23
4174,25/07/2020 , 00:30:00,8,8
4175,25/07/2020 , 00:45:00,4,4
4176,25/07/2020 , 01:00:00,2,2
4177,25/07/2020 , 01:15:00,2,2
4178,25/07/2020 , 01:30:00,1,1
4179,25/07/2020 , 01:45:00,0,0
4180,25/07/2020 , 02:00:00,1,1
4181,25/07/2020 , 02:15:00,0,0
4182,25/07/2020 , 02:30:00,2,2
4183,25/07/2020 , 02:45:00,2,2
4184,25/07/2020 , 03:00:00,2,2
4185,25/07/2020 , 03:15:00,4,4
4186,25/07/2020 , 03:30:00,8,8
4187,25/07/2020 , 03:45:00,14,14
4188,25/07/2020 , 04:00:00,29,29
4189,25/07/2020 , 04:15:00,50,50
4190,25/07/2020 , 04:30:00,74,74
4191,25/07/2020 , 04:45:00,120,120
4192,25/07/2020 , 05:00:00,185,185
4193,25/07/2020 , 05:15:00,281,281
4194,25/07/2020 , 05:30:00,501,501
4195,25/07/2020 , 05:45:00,628,628
4196,25/07/2020 , 06:00:00,785,785
4197,25/07/2020 , 06:15:00,967,967
4198,25/07/2020 , 06:30:00,1057,1057
4199,25/07/2020 , 06:45:00,1348,1348
4200,25/07/2020 , 07:00:00,1762,1762
4201,25/07/2020 , 07:15:00,2038,2038
4202,25/07/2020 , 07:30:00,1845,1845
4203,25/07/2020 , 07:45:00,2463,2463
4204,25/07/2020 , 08:00:00,2985,2985
4205,25/07/2020 , 08:15:00,2859,2859
4206,25/07/2020 , 08:30:00,2902,2902
4207,25/07/2020 , 08:45:00,3020,3020
4208,25/07/2020 , 09:00:00,2759,2759
4209,25/07/2020 , 09:15:00,2872,2872
4210,25/07/2020 , 09:30:00,3295,3295
4211,25/07/2020 , 09:45:00,3712,3712
4212,25/07/2020 , 10:00:00,4523,4523
4213,25/07/2020 , 10:15:00,5766,5766
4214,25/07/2020 , 10:30:00,11545,11545
4215,25/07/2020 , 10:45:00,10064,10064
4216,25/07/2020 , 11:00:00,10450,10450
4217,25/07/2020 , 11:15:00,8872,8872
4218,25/07/2020 , 11:30:00,12710,12710
4219,25/07/2020 , 11:45:00,14521,14521
4220,25/07/2020 , 12:00:00,14812,14812
4221,25/07/2020 , 12:15:00,14843,14843
4222,25/07/2020 , 12:30:00,15973,15973
4223,25/07/2020 , 12:45:00,14048,14048
4224,25/07/2020 , 13:00:00,16398,16398
4225,25/07/2020 , 13:15:00,18124,18124
4226,25/07/2020 , 13:30:00,25369,25369
4227,25/07/2020 , 13:45:00,31961,31961
4228,25/07/2020 , 14:00:00,17800,17800
4229,25/07/2020 , 14:15:00,17954,17954
4230,25/07/2020 , 14:30:00,25652,25652
4231,25/07/2020 , 14:45:00,19453,19453
4232,25/07/2020 , 15:00:00,19956,19956
4233,25/07/2020 , 15:15:00,20841,20841
4234,25/07/2020 , 15:30:00,22359,22359
4235,25/07/2020 , 15:45:00,29562,29562
4236,25/07/2020 , 16:00:00,22655,22655
