Site Name ,AZ3
Site Number ,123
Logger ,Integrating Light Sensor
Logger Serial Number ,6366


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,12/07/2022 , 13:00:00,975,975
2,12/07/2022 , 13:15:00,1222,1222
3,12/07/2022 , 13:30:00,1214,1214
4,12/07/2022 , 13:45:00,1516,1516
5,12/07/2022 , 14:00:00,2136,2136
6,12/07/2022 , 14:15:00,1886,1886
7,12/07/2022 , 14:30:00,1344,1344
8,12/07/2022 , 14:45:00,4012,4012
9,12/07/2022 , 15:00:00,1681,1681
10,12/07/2022 , 15:15:00,1217,1217
11,12/07/2022 , 15:30:00,1224,1224
12,12/07/2022 , 15:45:00,1202,1202
13,12/07/2022 , 16:00:00,1175,1175
14,12/07/2022 , 16:15:00,1189,1189
15,12/07/2022 , 16:30:00,1515,1515
16,12/07/2022 , 16:45:00,1807,1807
17,12/07/2022 , 17:00:00,1332,1332
18,12/07/2022 , 17:15:00,1206,1206
19,12/07/2022 , 17:30:00,970,970
20,12/07/2022 , 17:45:00,935,935
21,12/07/2022 , 18:00:00,833,833
22,12/07/2022 , 18:15:00,854,854
23,12/07/2022 , 18:30:00,859,859
24,12/07/2022 , 18:45:00,900,900
25,12/07/2022 , 19:00:00,596,596
26,12/07/2022 , 19:15:00,575,575
27,12/07/2022 , 19:30:00,571,571
28,12/07/2022 , 19:45:00,471,471
29,12/07/2022 , 20:00:00,396,396
30,12/07/2022 , 20:15:00,357,357
31,12/07/2022 , 20:30:00,337,337
32,12/07/2022 , 20:45:00,452,452
33,12/07/2022 , 21:00:00,373,373
34,12/07/2022 , 21:15:00,276,276
35,12/07/2022 , 21:30:00,225,225
36,12/07/2022 , 21:45:00,169,169
37,12/07/2022 , 22:00:00,111,111
38,12/07/2022 , 22:15:00,92,92
39,12/07/2022 , 22:30:00,104,104
40,12/07/2022 , 22:45:00,92,92
41,12/07/2022 , 23:00:00,67,67
42,12/07/2022 , 23:15:00,49,49
43,12/07/2022 , 23:30:00,32,32
44,12/07/2022 , 23:45:00,18,18
45,12/07/2022 , 24:00:00,12,12
46,13/07/2022 , 00:15:00,8,8
47,13/07/2022 , 00:30:00,5,5
48,13/07/2022 , 00:45:00,3,3
49,13/07/2022 , 01:00:00,2,2
50,13/07/2022 , 01:15:00,1,1
51,13/07/2022 , 01:30:00,1,1
52,13/07/2022 , 01:45:00,1,1
53,13/07/2022 , 02:00:00,0,0
54,13/07/2022 , 02:15:00,1,1
55,13/07/2022 , 02:30:00,1,1
56,13/07/2022 , 02:45:00,2,2
57,13/07/2022 , 03:00:00,1,1
58,13/07/2022 , 03:15:00,3,3
59,13/07/2022 , 03:30:00,2,2
60,13/07/2022 , 03:45:00,1,1
61,13/07/2022 , 04:00:00,3,3
62,13/07/2022 , 04:15:00,2,2
63,13/07/2022 , 04:30:00,6,6
64,13/07/2022 , 04:45:00,13,13
65,13/07/2022 , 05:00:00,15,15
66,13/07/2022 , 05:15:00,7,7
67,13/07/2022 , 05:30:00,4,4
68,13/07/2022 , 05:45:00,5,5
69,13/07/2022 , 06:00:00,6,6
70,13/07/2022 , 06:15:00,4,4
71,13/07/2022 , 06:30:00,14,14
72,13/07/2022 , 06:45:00,16,16
73,13/07/2022 , 07:00:00,33,33
74,13/07/2022 , 07:15:00,29,29
75,13/07/2022 , 07:30:00,41,41
76,13/07/2022 , 07:45:00,92,92
77,13/07/2022 , 08:00:00,144,144
78,13/07/2022 , 08:15:00,110,110
79,13/07/2022 , 08:30:00,86,86
80,13/07/2022 , 08:45:00,114,114
81,13/07/2022 , 09:00:00,224,224
82,13/07/2022 , 09:15:00,348,348
83,13/07/2022 , 09:30:00,324,324
84,13/07/2022 , 09:45:00,281,281
85,13/07/2022 , 10:00:00,430,430
86,13/07/2022 , 10:15:00,525,525
87,13/07/2022 , 10:30:00,603,603
88,13/07/2022 , 10:45:00,600,600
89,13/07/2022 , 11:00:00,605,605
90,13/07/2022 , 11:15:00,638,638
91,13/07/2022 , 11:30:00,605,605
92,13/07/2022 , 11:45:00,485,485
93,13/07/2022 , 12:00:00,573,573
94,13/07/2022 , 12:15:00,738,738
95,13/07/2022 , 12:30:00,758,758
96,13/07/2022 , 12:45:00,795,795
97,13/07/2022 , 13:00:00,552,552
98,13/07/2022 , 13:15:00,767,767
99,13/07/2022 , 13:30:00,855,855
100,13/07/2022 , 13:45:00,1157,1157
101,13/07/2022 , 14:00:00,1282,1282
102,13/07/2022 , 14:15:00,1180,1180
103,13/07/2022 , 14:30:00,1150,1150
104,13/07/2022 , 14:45:00,1386,1386
105,13/07/2022 , 15:00:00,1105,1105
106,13/07/2022 , 15:15:00,988,988
107,13/07/2022 , 15:30:00,1394,1394
108,13/07/2022 , 15:45:00,1475,1475
109,13/07/2022 , 16:00:00,1343,1343
110,13/07/2022 , 16:15:00,1066,1066
