Site Name ,AZ1
Site Number ,123
Logger ,Integrating Light Sensor
Logger Serial Number ,6365


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,12/07/2022 , 16:30:00,2587,2587
2,12/07/2022 , 16:45:00,2033,2033
3,12/07/2022 , 17:00:00,2099,2099
4,12/07/2022 , 17:15:00,2050,2050
5,12/07/2022 , 17:30:00,1752,1752
6,12/07/2022 , 17:45:00,1781,1781
7,12/07/2022 , 18:00:00,3745,3745
8,12/07/2022 , 18:15:00,1690,1690
9,12/07/2022 , 18:30:00,1512,1512
10,12/07/2022 , 18:45:00,1398,1398
11,12/07/2022 , 19:00:00,1134,1134
12,12/07/2022 , 19:15:00,1002,1002
13,12/07/2022 , 19:30:00,1014,1014
14,12/07/2022 , 19:45:00,914,914
15,12/07/2022 , 20:00:00,809,809
16,12/07/2022 , 20:15:00,869,869
17,12/07/2022 , 20:30:00,1559,1559
18,12/07/2022 , 20:45:00,668,668
19,12/07/2022 , 21:00:00,665,665
20,12/07/2022 , 21:15:00,564,564
21,12/07/2022 , 21:30:00,482,482
22,12/07/2022 , 21:45:00,376,376
23,12/07/2022 , 22:00:00,251,251
24,12/07/2022 , 22:15:00,201,201
25,12/07/2022 , 22:30:00,217,217
26,12/07/2022 , 22:45:00,197,197
27,12/07/2022 , 23:00:00,147,147
28,12/07/2022 , 23:15:00,108,108
29,12/07/2022 , 23:30:00,74,74
30,12/07/2022 , 23:45:00,43,43
31,12/07/2022 , 24:00:00,29,29
32,13/07/2022 , 00:15:00,21,21
33,13/07/2022 , 00:30:00,12,12
34,13/07/2022 , 00:45:00,7,7
35,13/07/2022 , 01:00:00,5,5
36,13/07/2022 , 01:15:00,3,3
37,13/07/2022 , 01:30:00,2,2
38,13/07/2022 , 01:45:00,2,2
39,13/07/2022 , 02:00:00,2,2
40,13/07/2022 , 02:15:00,2,2
41,13/07/2022 , 02:30:00,3,3
42,13/07/2022 , 02:45:00,4,4
43,13/07/2022 , 03:00:00,5,5
44,13/07/2022 , 03:15:00,5,5
45,13/07/2022 , 03:30:00,6,6
46,13/07/2022 , 03:45:00,4,4
47,13/07/2022 , 04:00:00,9,9
48,13/07/2022 , 04:15:00,6,6
49,13/07/2022 , 04:30:00,15,15
50,13/07/2022 , 04:45:00,28,28
51,13/07/2022 , 05:00:00,34,34
52,13/07/2022 , 05:15:00,12,12
53,13/07/2022 , 05:30:00,9,9
54,13/07/2022 , 05:45:00,11,11
55,13/07/2022 , 06:00:00,12,12
56,13/07/2022 , 06:15:00,10,10
57,13/07/2022 , 06:30:00,26,26
58,13/07/2022 , 06:45:00,41,41
59,13/07/2022 , 07:00:00,91,91
60,13/07/2022 , 07:15:00,84,84
61,13/07/2022 , 07:30:00,96,96
62,13/07/2022 , 07:45:00,211,211
63,13/07/2022 , 08:00:00,345,345
64,13/07/2022 , 08:15:00,280,280
65,13/07/2022 , 08:30:00,159,159
66,13/07/2022 , 08:45:00,315,315
67,13/07/2022 , 09:00:00,400,400
68,13/07/2022 , 09:15:00,888,888
69,13/07/2022 , 09:30:00,842,842
70,13/07/2022 , 09:45:00,794,794
71,13/07/2022 , 10:00:00,774,774
72,13/07/2022 , 10:15:00,1061,1061
73,13/07/2022 , 10:30:00,1475,1475
74,13/07/2022 , 10:45:00,1398,1398
75,13/07/2022 , 11:00:00,1343,1343
76,13/07/2022 , 11:15:00,1325,1325
77,13/07/2022 , 11:30:00,1468,1468
78,13/07/2022 , 11:45:00,1240,1240
79,13/07/2022 , 12:00:00,1470,1470
80,13/07/2022 , 12:15:00,1712,1712
81,13/07/2022 , 12:30:00,1778,1778
82,13/07/2022 , 12:45:00,1710,1710
83,13/07/2022 , 13:00:00,1258,1258
84,13/07/2022 , 13:15:00,1760,1760
85,13/07/2022 , 13:30:00,1948,1948
86,13/07/2022 , 13:45:00,2465,2465
87,13/07/2022 , 14:00:00,2915,2915
88,13/07/2022 , 14:15:00,2695,2695
89,13/07/2022 , 14:30:00,2567,2567
90,13/07/2022 , 14:45:00,3128,3128
91,13/07/2022 , 15:00:00,2973,2973
92,13/07/2022 , 15:15:00,3918,3918
93,13/07/2022 , 15:30:00,6112,6112
94,13/07/2022 , 15:45:00,6932,6932
95,13/07/2022 , 16:00:00,3265,3265
96,13/07/2022 , 16:15:00,2377,2377
97,13/07/2022 , 16:30:00,2160,2160
98,13/07/2022 , 16:45:00,1845,1845
99,13/07/2022 , 17:00:00,1228,1228
100,13/07/2022 , 17:15:00,1250,1250
101,13/07/2022 , 17:30:00,1518,1518
102,13/07/2022 , 17:45:00,1012,1012
103,13/07/2022 , 18:00:00,831,831
104,13/07/2022 , 18:15:00,1382,1382
105,13/07/2022 , 18:30:00,1067,1067
106,13/07/2022 , 18:45:00,1066,1066
107,13/07/2022 , 19:00:00,1190,1190
