agency_cd,site_no,datetime,tz_cd,1760_00060,1760_00060_cd,1761_00065,1761_00065_cd
5s,15s,20d,6s,14n,10s,14n,10s
USGS,15484000,6/13/2021 13:15,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 13:30,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 13:45,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 14:00,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 14:15,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 14:30,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 14:45,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 15:00,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 15:15,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 15:30,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 15:45,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 16:00,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 16:15,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 16:30,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 16:45,AKDT,1910,A,7.34,A
USGS,15484000,6/13/2021 17:00,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 17:15,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 17:30,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 17:45,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 18:00,AKDT,1910,A,7.34,A
USGS,15484000,6/13/2021 18:15,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 18:30,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 18:45,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 19:00,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 19:15,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 19:30,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 19:45,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 20:00,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 20:15,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 20:30,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 20:45,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 21:00,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 21:15,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 21:30,AKDT,1900,A,7.33,A
USGS,15484000,6/13/2021 21:45,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 22:00,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 22:15,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 22:30,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 22:45,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 23:00,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 23:15,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 23:30,AKDT,1880,A,7.32,A
USGS,15484000,6/13/2021 23:45,AKDT,1880,A,7.32,A
USGS,15484000,6/14/2021 0:00,AKDT,1900,A,7.33,A
USGS,15484000,6/14/2021 0:15,AKDT,1900,A,7.33,A
USGS,15484000,6/14/2021 0:30,AKDT,1900,A,7.33,A
USGS,15484000,6/14/2021 0:45,AKDT,1900,A,7.33,A
USGS,15484000,6/14/2021 1:00,AKDT,1910,A,7.34,A
USGS,15484000,6/14/2021 1:15,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 1:30,AKDT,1910,A,7.34,A
USGS,15484000,6/14/2021 1:45,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 2:00,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 2:15,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 2:30,AKDT,1930,A,7.36,A
USGS,15484000,6/14/2021 2:45,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 3:00,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 3:15,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 3:30,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 3:45,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 4:00,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 4:15,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 4:30,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 4:45,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 5:00,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 5:15,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 5:30,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 5:45,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 6:00,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 6:15,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 6:30,AKDT,1920,A,7.35,A
USGS,15484000,6/14/2021 6:45,AKDT,1930,A,7.36,A
USGS,15484000,6/14/2021 7:00,AKDT,1930,A,7.36,A
USGS,15484000,6/14/2021 7:15,AKDT,1930,A,7.36,A
USGS,15484000,6/14/2021 7:30,AKDT,1950,A,7.37,A
USGS,15484000,6/14/2021 7:45,AKDT,1950,A,7.37,A
USGS,15484000,6/14/2021 8:00,AKDT,1960,A,7.38,A
USGS,15484000,6/14/2021 8:15,AKDT,1950,A,7.37,A
USGS,15484000,6/14/2021 8:30,AKDT,1960,A,7.38,A
USGS,15484000,6/14/2021 8:45,AKDT,1970,A,7.39,A
USGS,15484000,6/14/2021 9:00,AKDT,1970,A,7.39,A
USGS,15484000,6/14/2021 9:15,AKDT,1970,A,7.39,A
USGS,15484000,6/14/2021 9:30,AKDT,1990,A,7.4,A
USGS,15484000,6/14/2021 9:45,AKDT,1990,A,7.4,A
USGS,15484000,6/14/2021 10:00,AKDT,1990,A,7.4,A
USGS,15484000,6/14/2021 10:15,AKDT,1990,A,7.4,A
USGS,15484000,6/14/2021 10:30,AKDT,2000,A,7.41,A
USGS,15484000,6/14/2021 10:45,AKDT,2000,A,7.41,A
USGS,15484000,6/14/2021 11:00,AKDT,2000,A,7.41,A
USGS,15484000,6/14/2021 11:15,AKDT,2000,A,7.41,A
USGS,15484000,6/14/2021 11:30,AKDT,2000,A,7.41,A
USGS,15484000,6/14/2021 11:45,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 12:00,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 12:15,AKDT,2000,A,7.41,A
USGS,15484000,6/14/2021 12:30,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 12:45,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 13:00,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 13:15,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 13:30,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 13:45,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 14:00,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 14:15,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 14:30,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 14:45,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 15:00,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 15:15,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 15:30,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 15:45,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 16:00,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 16:15,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 16:30,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 16:45,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 17:00,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 17:15,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 17:30,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 17:45,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 18:00,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 18:15,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 18:30,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 18:45,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 19:00,AKDT,2040,A,7.44,A
USGS,15484000,6/14/2021 19:15,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 19:30,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 19:45,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 20:00,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 20:15,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 20:30,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 20:45,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 21:00,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 21:15,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 21:30,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 21:45,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 22:00,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 22:15,AKDT,2020,A,7.43,A
USGS,15484000,6/14/2021 22:30,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 22:45,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 23:00,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 23:15,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 23:30,AKDT,2010,A,7.42,A
USGS,15484000,6/14/2021 23:45,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 0:00,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 0:15,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 0:30,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 0:45,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 1:00,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 1:15,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 1:30,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 1:45,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 2:00,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 2:15,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 2:30,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 2:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 3:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 3:15,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 3:30,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 3:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 4:00,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 4:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 4:30,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 4:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 5:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 5:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 5:30,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 5:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 6:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 6:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 6:30,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 6:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 7:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 7:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 7:30,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 7:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 8:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 8:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 8:30,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 8:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 9:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 9:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 9:30,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 9:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 10:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 10:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 10:30,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 10:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 11:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 11:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 11:30,AKDT,2010,A,7.42,A
USGS,15484000,6/15/2021 11:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 12:00,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 12:15,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 12:30,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 12:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 13:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 13:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 13:30,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 13:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 14:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 14:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 14:30,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 14:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 15:00,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 15:15,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 15:30,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 15:45,AKDT,2000,A,7.41,A
USGS,15484000,6/15/2021 16:00,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 16:15,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 16:30,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 16:45,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 17:00,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 17:15,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 17:30,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 17:45,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 18:00,AKDT,1990,A,7.4,A
USGS,15484000,6/15/2021 18:15,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 18:30,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 18:45,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 19:00,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 19:15,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 19:30,AKDT,1960,A,7.38,A
USGS,15484000,6/15/2021 19:45,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 20:00,AKDT,1970,A,7.39,A
USGS,15484000,6/15/2021 20:15,AKDT,1960,A,7.38,A
USGS,15484000,6/15/2021 20:30,AKDT,1960,A,7.38,A
USGS,15484000,6/15/2021 20:45,AKDT,1950,A,7.37,A
USGS,15484000,6/15/2021 21:00,AKDT,1950,A,7.37,A
USGS,15484000,6/15/2021 21:15,AKDT,1950,A,7.37,A
USGS,15484000,6/15/2021 21:30,AKDT,1950,A,7.37,A
USGS,15484000,6/15/2021 21:45,AKDT,1950,A,7.37,A
USGS,15484000,6/15/2021 22:00,AKDT,1930,A,7.36,A
USGS,15484000,6/15/2021 22:15,AKDT,1950,A,7.37,A
USGS,15484000,6/15/2021 22:30,AKDT,1930,A,7.36,A
USGS,15484000,6/15/2021 22:45,AKDT,1950,A,7.37,A
USGS,15484000,6/15/2021 23:00,AKDT,1930,A,7.36,A
USGS,15484000,6/15/2021 23:15,AKDT,1930,A,7.36,A
USGS,15484000,6/15/2021 23:30,AKDT,1920,A,7.35,A
USGS,15484000,6/15/2021 23:45,AKDT,1930,A,7.36,A
USGS,15484000,6/16/2021 0:00,AKDT,1920,A,7.35,A
USGS,15484000,6/16/2021 0:15,AKDT,1930,A,7.36,A
USGS,15484000,6/16/2021 0:30,AKDT,1920,A,7.35,A
USGS,15484000,6/16/2021 0:45,AKDT,1910,A,7.34,A
USGS,15484000,6/16/2021 1:00,AKDT,1920,A,7.35,A
USGS,15484000,6/16/2021 1:15,AKDT,1920,A,7.35,A
USGS,15484000,6/16/2021 1:30,AKDT,1910,A,7.34,A
USGS,15484000,6/16/2021 1:45,AKDT,1910,A,7.34,A
USGS,15484000,6/16/2021 2:00,AKDT,1910,A,7.34,A
USGS,15484000,6/16/2021 2:15,AKDT,1900,A,7.33,A
USGS,15484000,6/16/2021 2:30,AKDT,1910,A,7.34,A
USGS,15484000,6/16/2021 2:45,AKDT,1900,A,7.33,A
USGS,15484000,6/16/2021 3:00,AKDT,1900,A,7.33,A
USGS,15484000,6/16/2021 3:15,AKDT,1900,A,7.33,A
USGS,15484000,6/16/2021 3:30,AKDT,1900,A,7.33,A
USGS,15484000,6/16/2021 3:45,AKDT,1900,A,7.33,A
USGS,15484000,6/16/2021 4:00,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 4:15,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 4:30,AKDT,1900,A,7.33,A
USGS,15484000,6/16/2021 4:45,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 5:00,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 5:15,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 5:30,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 5:45,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 6:00,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 6:15,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 6:30,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 6:45,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 7:00,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 7:15,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 7:30,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 7:45,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 8:00,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 8:15,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 8:30,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 8:45,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 9:00,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 9:15,AKDT,1880,A,7.32,A
USGS,15484000,6/16/2021 9:30,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 9:45,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 10:00,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 10:15,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 10:30,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 10:45,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 11:00,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 11:15,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 11:30,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 11:45,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 12:00,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 12:15,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 12:30,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 12:45,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 13:00,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 13:15,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 13:30,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 13:45,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 14:00,AKDT,1870,A,7.31,A
USGS,15484000,6/16/2021 14:15,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 14:30,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 14:45,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 15:00,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 15:15,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 15:30,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 15:45,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 16:00,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 16:15,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 16:30,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 16:45,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 17:00,AKDT,1860,A,7.3,A
USGS,15484000,6/16/2021 17:15,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 17:30,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 17:45,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 18:00,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 18:15,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 18:30,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 18:45,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 19:00,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 19:15,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 19:30,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 19:45,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 20:00,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 20:15,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 20:30,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 20:45,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 21:00,AKDT,1820,A,7.27,A
USGS,15484000,6/16/2021 21:15,AKDT,1820,A,7.27,A
USGS,15484000,6/16/2021 21:30,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 21:45,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 22:00,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 22:15,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 22:30,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 22:45,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 23:00,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 23:15,AKDT,1850,A,7.29,A
USGS,15484000,6/16/2021 23:30,AKDT,1840,A,7.28,A
USGS,15484000,6/16/2021 23:45,AKDT,1840,A,7.28,A
USGS,15484000,6/17/2021 0:00,AKDT,1820,A,7.27,A
USGS,15484000,6/17/2021 0:15,AKDT,1820,A,7.27,A
USGS,15484000,6/17/2021 0:30,AKDT,1820,A,7.27,A
USGS,15484000,6/17/2021 0:45,AKDT,1810,A,7.26,A
USGS,15484000,6/17/2021 1:00,AKDT,1810,A,7.26,A
USGS,15484000,6/17/2021 1:15,AKDT,1810,A,7.26,A
USGS,15484000,6/17/2021 1:30,AKDT,1810,A,7.26,A
USGS,15484000,6/17/2021 1:45,AKDT,1800,A,7.25,A
USGS,15484000,6/17/2021 2:00,AKDT,1800,A,7.25,A
USGS,15484000,6/17/2021 2:15,AKDT,1800,A,7.25,A
USGS,15484000,6/17/2021 2:30,AKDT,1800,A,7.25,A
USGS,15484000,6/17/2021 2:45,AKDT,1800,A,7.25,A
USGS,15484000,6/17/2021 3:00,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 3:15,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 3:30,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 3:45,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 4:00,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 4:15,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 4:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 4:45,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 5:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 5:15,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 5:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 5:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 6:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 6:15,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 6:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 6:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 7:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 7:15,AKDT,1760,A,7.22,A
USGS,15484000,6/17/2021 7:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 7:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 8:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 8:15,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 8:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 8:45,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 9:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 9:15,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 9:30,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 9:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 10:00,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 10:15,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 10:30,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 10:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 11:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 11:15,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 11:30,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 11:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 12:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 12:15,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 12:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 12:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 13:00,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 13:15,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 13:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 13:45,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 14:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 14:15,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 14:30,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 14:45,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 15:00,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 15:15,AKDT,1770,A,7.23,A
USGS,15484000,6/17/2021 15:30,AKDT,1800,A,7.25,A
USGS,15484000,6/17/2021 15:45,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 16:00,AKDT,1790,A,7.24,A
USGS,15484000,6/17/2021 16:15,AKDT,1770,A,7.23,A
