Site Name ,FRCH
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11615


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,07/06/2022 , 11:45:00,8156,8156
2,07/06/2022 , 12:00:00,34596,34596
3,07/06/2022 , 12:15:00,30541,30541
4,07/06/2022 , 12:30:00,48553,48553
5,07/06/2022 , 12:45:00,49088,49088
6,07/06/2022 , 13:00:00,49421,49421
7,07/06/2022 , 13:15:00,31236,31236
8,07/06/2022 , 13:30:00,13797,13797
9,07/06/2022 , 13:45:00,18546,18546
10,07/06/2022 , 14:00:00,48912,48912
11,07/06/2022 , 14:15:00,50245,50245
12,07/06/2022 , 14:30:00,49709,49709
13,07/06/2022 , 14:45:00,44659,44659
14,07/06/2022 , 15:00:00,48668,48668
15,07/06/2022 , 15:15:00,48024,48024
16,07/06/2022 , 15:30:00,47179,47179
17,07/06/2022 , 15:45:00,45620,45620
18,07/06/2022 , 16:00:00,43670,43670
19,07/06/2022 , 16:15:00,43179,43179
20,07/06/2022 , 16:30:00,42149,42149
21,07/06/2022 , 16:45:00,40734,40734
22,07/06/2022 , 17:00:00,39503,39503
23,07/06/2022 , 17:15:00,39296,39296
24,07/06/2022 , 17:30:00,37753,37753
25,07/06/2022 , 17:45:00,36060,36060
26,07/06/2022 , 18:00:00,34017,34017
27,07/06/2022 , 18:15:00,32404,32404
28,07/06/2022 , 18:30:00,30907,30907
29,07/06/2022 , 18:45:00,29325,29325
30,07/06/2022 , 19:00:00,24833,24833
31,07/06/2022 , 19:15:00,15432,15432
32,07/06/2022 , 19:30:00,9235,9235
33,07/06/2022 , 19:45:00,7884,7884
34,07/06/2022 , 20:00:00,3813,3813
35,07/06/2022 , 20:15:00,3910,3910
36,07/06/2022 , 20:30:00,2832,2832
37,07/06/2022 , 20:45:00,3348,3348
38,07/06/2022 , 21:00:00,2815,2815
39,07/06/2022 , 21:15:00,2487,2487
40,07/06/2022 , 21:30:00,2113,2113
41,07/06/2022 , 21:45:00,1903,1903
42,07/06/2022 , 22:00:00,1685,1685
43,07/06/2022 , 22:15:00,1479,1479
44,07/06/2022 , 22:30:00,1299,1299
45,07/06/2022 , 22:45:00,1137,1137
46,07/06/2022 , 23:00:00,974,974
47,07/06/2022 , 23:15:00,812,812
48,07/06/2022 , 23:30:00,651,651
49,07/06/2022 , 23:45:00,506,506
50,07/06/2022 , 24:00:00,382,382
51,08/06/2022 , 00:15:00,284,284
52,08/06/2022 , 00:30:00,204,204
53,08/06/2022 , 00:45:00,148,148
54,08/06/2022 , 01:00:00,113,113
55,08/06/2022 , 01:15:00,92,92
56,08/06/2022 , 01:30:00,78,78
57,08/06/2022 , 01:45:00,73,73
58,08/06/2022 , 02:00:00,72,72
59,08/06/2022 , 02:15:00,77,77
60,08/06/2022 , 02:30:00,90,90
61,08/06/2022 , 02:45:00,112,112
62,08/06/2022 , 03:00:00,145,145
63,08/06/2022 , 03:15:00,194,194
64,08/06/2022 , 03:30:00,269,269
65,08/06/2022 , 03:45:00,358,358
66,08/06/2022 , 04:00:00,468,468
67,08/06/2022 , 04:15:00,635,635
68,08/06/2022 , 04:30:00,826,826
69,08/06/2022 , 04:45:00,1064,1064
70,08/06/2022 , 05:00:00,989,989
71,08/06/2022 , 05:15:00,1326,1326
72,08/06/2022 , 05:30:00,2521,2521
73,08/06/2022 , 05:45:00,1983,1983
74,08/06/2022 , 06:00:00,2547,2547
75,08/06/2022 , 06:15:00,4756,4756
76,08/06/2022 , 06:30:00,6406,6406
77,08/06/2022 , 06:45:00,5898,5898
78,08/06/2022 , 07:00:00,5949,5949
79,08/06/2022 , 07:15:00,6020,6020
80,08/06/2022 , 07:30:00,6255,6255
81,08/06/2022 , 07:45:00,6940,6940
82,08/06/2022 , 08:00:00,7377,7377
83,08/06/2022 , 08:15:00,3720,3720
84,08/06/2022 , 08:30:00,5491,5491
85,08/06/2022 , 08:45:00,3547,3547
86,08/06/2022 , 09:00:00,3712,3712
87,08/06/2022 , 09:15:00,4990,4990
88,08/06/2022 , 09:30:00,17282,17282
89,08/06/2022 , 09:45:00,9688,9688
90,08/06/2022 , 10:00:00,10077,10077
91,08/06/2022 , 10:15:00,5325,5325
92,08/06/2022 , 10:30:00,3899,3899
93,08/06/2022 , 10:45:00,17965,17965
94,08/06/2022 , 11:00:00,9692,9692
95,08/06/2022 , 11:15:00,22473,22473
96,08/06/2022 , 11:30:00,18245,18245
97,08/06/2022 , 11:45:00,8203,8203
98,08/06/2022 , 12:00:00,33554,33554
99,08/06/2022 , 12:15:00,35623,35623
100,08/06/2022 , 12:30:00,50034,50034
101,08/06/2022 , 12:45:00,51092,51092
102,08/06/2022 , 13:00:00,51545,51545
103,08/06/2022 , 13:15:00,33267,33267
104,08/06/2022 , 13:30:00,13770,13770
