Site Name ,AZ2
Site Number ,123
Logger ,Integrating Light Sensor
Logger Serial Number ,7922


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,14/06/2022 , 10:15:00,0,0
2,14/06/2022 , 10:30:00,0,0
3,14/06/2022 , 10:45:00,0,0
4,14/06/2022 , 11:00:00,19,19
5,14/06/2022 , 11:15:00,22,22
6,14/06/2022 , 11:30:00,33,33
7,14/06/2022 , 11:45:00,31,31
8,14/06/2022 , 12:00:00,35,35
9,14/06/2022 , 12:15:00,26,26
10,14/06/2022 , 12:30:00,10,10
11,14/06/2022 , 12:45:00,5,5
12,14/06/2022 , 13:00:00,325,325
13,14/06/2022 , 13:15:00,530,530
14,14/06/2022 , 13:30:00,838,838
15,14/06/2022 , 13:45:00,710,710
16,14/06/2022 , 14:00:00,809,809
17,14/06/2022 , 14:15:00,1792,1792
18,14/06/2022 , 14:30:00,19102,19102
19,14/06/2022 , 14:45:00,20568,20568
20,14/06/2022 , 15:00:00,15765,15765
21,14/06/2022 , 15:15:00,19554,19554
22,14/06/2022 , 15:30:00,11184,11184
23,14/06/2022 , 15:45:00,11131,11131
24,14/06/2022 , 16:00:00,10131,10131
25,14/06/2022 , 16:15:00,10933,10933
26,14/06/2022 , 16:30:00,8678,8678
27,14/06/2022 , 16:45:00,7889,7889
28,14/06/2022 , 17:00:00,8124,8124
29,14/06/2022 , 17:15:00,7282,7282
30,14/06/2022 , 17:30:00,6797,6797
31,14/06/2022 , 17:45:00,6741,6741
32,14/06/2022 , 18:00:00,7069,7069
33,14/06/2022 , 18:15:00,7712,7712
34,14/06/2022 , 18:30:00,11119,11119
35,14/06/2022 , 18:45:00,13821,13821
36,14/06/2022 , 19:00:00,10466,10466
37,14/06/2022 , 19:15:00,12873,12873
38,14/06/2022 , 19:30:00,10231,10231
39,14/06/2022 , 19:45:00,6127,6127
40,14/06/2022 , 20:00:00,5716,5716
41,14/06/2022 , 20:15:00,4583,4583
42,14/06/2022 , 20:30:00,4763,4763
43,14/06/2022 , 20:45:00,3134,3134
44,14/06/2022 , 21:00:00,2968,2968
45,14/06/2022 , 21:15:00,2785,2785
46,14/06/2022 , 21:30:00,2236,2236
47,14/06/2022 , 21:45:00,1746,1746
48,14/06/2022 , 22:00:00,1473,1473
49,14/06/2022 , 22:15:00,1289,1289
50,14/06/2022 , 22:30:00,1143,1143
51,14/06/2022 , 22:45:00,890,890
52,14/06/2022 , 23:00:00,654,654
53,14/06/2022 , 23:15:00,469,469
54,14/06/2022 , 23:30:00,341,341
55,14/06/2022 , 23:45:00,248,248
56,14/06/2022 , 24:00:00,186,186
57,15/06/2022 , 00:15:00,146,146
58,15/06/2022 , 00:30:00,111,111
59,15/06/2022 , 00:45:00,84,84
60,15/06/2022 , 01:00:00,65,65
61,15/06/2022 , 01:15:00,53,53
62,15/06/2022 , 01:30:00,46,46
63,15/06/2022 , 01:45:00,41,41
64,15/06/2022 , 02:00:00,40,40
65,15/06/2022 , 02:15:00,41,41
66,15/06/2022 , 02:30:00,44,44
67,15/06/2022 , 02:45:00,51,51
68,15/06/2022 , 03:00:00,61,61
69,15/06/2022 , 03:15:00,77,77
70,15/06/2022 , 03:30:00,105,105
71,15/06/2022 , 03:45:00,123,123
72,15/06/2022 , 04:00:00,154,154
73,15/06/2022 , 04:15:00,216,216
74,15/06/2022 , 04:30:00,340,340
75,15/06/2022 , 04:45:00,493,493
76,15/06/2022 , 05:00:00,665,665
77,15/06/2022 , 05:15:00,845,845
78,15/06/2022 , 05:30:00,1002,1002
79,15/06/2022 , 05:45:00,1112,1112
80,15/06/2022 , 06:00:00,1348,1348
81,15/06/2022 , 06:15:00,1691,1691
82,15/06/2022 , 06:30:00,2205,2205
83,15/06/2022 , 06:45:00,2458,2458
84,15/06/2022 , 07:00:00,2769,2769
85,15/06/2022 , 07:15:00,3279,3279
86,15/06/2022 , 07:30:00,3304,3304
87,15/06/2022 , 07:45:00,4030,4030
88,15/06/2022 , 08:00:00,4575,4575
89,15/06/2022 , 08:15:00,5122,5122
90,15/06/2022 , 08:30:00,6162,6162
91,15/06/2022 , 08:45:00,6814,6814
92,15/06/2022 , 09:00:00,5806,5806
93,15/06/2022 , 09:15:00,7034,7034
94,15/06/2022 , 09:30:00,7166,7166
95,15/06/2022 , 09:45:00,6591,6591
96,15/06/2022 , 10:00:00,7257,7257
97,15/06/2022 , 10:15:00,13666,13666
98,15/06/2022 , 10:30:00,11381,11381
99,15/06/2022 , 10:45:00,10044,10044
100,15/06/2022 , 11:00:00,11557,11557
101,15/06/2022 , 11:15:00,11460,11460
102,15/06/2022 , 11:30:00,15187,15187
103,15/06/2022 , 11:45:00,10681,10681
104,15/06/2022 , 12:00:00,13920,13920
105,15/06/2022 , 12:15:00,11194,11194
106,15/06/2022 , 12:30:00,7481,7481
