Site Name ,STRT11620
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,11620


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,17/09/2019 , 12:15:00,4777,4777
2,17/09/2019 , 12:30:00,13375,13375
3,17/09/2019 , 12:45:00,9632,9632
4,17/09/2019 , 13:00:00,11910,11910
5,17/09/2019 , 13:15:00,7936,7936
6,17/09/2019 , 13:30:00,8652,8652
7,17/09/2019 , 13:45:00,5680,5680
8,17/09/2019 , 14:00:00,3808,3808
9,17/09/2019 , 14:15:00,2400,2400
10,17/09/2019 , 14:30:00,2988,2988
11,17/09/2019 , 14:45:00,2332,2332
12,17/09/2019 , 15:00:00,1838,1838
13,17/09/2019 , 15:15:00,1786,1786
14,17/09/2019 , 15:30:00,2266,2266
15,17/09/2019 , 15:45:00,1911,1911
16,17/09/2019 , 16:00:00,2261,2261
17,17/09/2019 , 16:15:00,2626,2626
18,17/09/2019 , 16:30:00,2023,2023
19,17/09/2019 , 16:45:00,1985,1985
20,17/09/2019 , 17:00:00,2226,2226
21,17/09/2019 , 17:15:00,3137,3137
22,17/09/2019 , 17:30:00,3205,3205
23,17/09/2019 , 17:45:00,1724,1724
24,17/09/2019 , 18:00:00,1589,1589
25,17/09/2019 , 18:15:00,1485,1485
26,17/09/2019 , 18:30:00,1398,1398
27,17/09/2019 , 18:45:00,1128,1128
28,17/09/2019 , 19:00:00,1167,1167
29,17/09/2019 , 19:15:00,639,639
30,17/09/2019 , 19:30:00,600,600
31,17/09/2019 , 19:45:00,348,348
32,17/09/2019 , 20:00:00,241,241
33,17/09/2019 , 20:15:00,108,108
34,17/09/2019 , 20:30:00,31,31
35,17/09/2019 , 20:45:00,7,7
36,17/09/2019 , 21:00:00,0,0
37,17/09/2019 , 21:15:00,0,0
38,17/09/2019 , 21:30:00,0,0
39,17/09/2019 , 21:45:00,0,0
40,17/09/2019 , 22:00:00,0,0
41,17/09/2019 , 22:15:00,0,0
42,17/09/2019 , 22:30:00,0,0
43,17/09/2019 , 22:45:00,0,0
44,17/09/2019 , 23:00:00,0,0
45,17/09/2019 , 23:15:00,0,0
46,17/09/2019 , 23:30:00,0,0
47,17/09/2019 , 23:45:00,0,0
48,17/09/2019 , 24:00:00,0,0
49,18/09/2019 , 00:15:00,0,0
50,18/09/2019 , 00:30:00,0,0
51,18/09/2019 , 00:45:00,0,0
52,18/09/2019 , 01:00:00,0,0
53,18/09/2019 , 01:15:00,0,0
54,18/09/2019 , 01:30:00,0,0
55,18/09/2019 , 01:45:00,0,0
56,18/09/2019 , 02:00:00,0,0
57,18/09/2019 , 02:15:00,0,0
58,18/09/2019 , 02:30:00,0,0
59,18/09/2019 , 02:45:00,0,0
60,18/09/2019 , 03:00:00,0,0
61,18/09/2019 , 03:15:00,0,0
62,18/09/2019 , 03:30:00,0,0
63,18/09/2019 , 03:45:00,0,0
64,18/09/2019 , 04:00:00,0,0
65,18/09/2019 , 04:15:00,0,0
66,18/09/2019 , 04:30:00,0,0
67,18/09/2019 , 04:45:00,0,0
68,18/09/2019 , 05:00:00,0,0
69,18/09/2019 , 05:15:00,0,0
70,18/09/2019 , 05:30:00,0,0
71,18/09/2019 , 05:45:00,0,0
72,18/09/2019 , 06:00:00,0,0
73,18/09/2019 , 06:15:00,0,0
74,18/09/2019 , 06:30:00,0,0
75,18/09/2019 , 06:45:00,0,0
76,18/09/2019 , 07:00:00,4,4
77,18/09/2019 , 07:15:00,22,22
78,18/09/2019 , 07:30:00,63,63
79,18/09/2019 , 07:45:00,131,131
80,18/09/2019 , 08:00:00,237,237
81,18/09/2019 , 08:15:00,354,354
82,18/09/2019 , 08:30:00,535,535
83,18/09/2019 , 08:45:00,814,814
84,18/09/2019 , 09:00:00,887,887
85,18/09/2019 , 09:15:00,1002,1002
86,18/09/2019 , 09:30:00,1229,1229
87,18/09/2019 , 09:45:00,1948,1948
88,18/09/2019 , 10:00:00,1656,1656
89,18/09/2019 , 10:15:00,2684,2684
90,18/09/2019 , 10:30:00,3972,3972
91,18/09/2019 , 10:45:00,4861,4861
92,18/09/2019 , 11:00:00,5317,5317
93,18/09/2019 , 11:15:00,6213,6213
94,18/09/2019 , 11:30:00,6427,6427
95,18/09/2019 , 11:45:00,9955,9955
96,18/09/2019 , 12:00:00,7689,7689
97,18/09/2019 , 12:15:00,6541,6541
98,18/09/2019 , 12:30:00,5943,5943
99,18/09/2019 , 12:45:00,5494,5494
100,18/09/2019 , 13:00:00,4859,4859
101,18/09/2019 , 13:15:00,4175,4175
102,18/09/2019 , 13:30:00,4166,4166
103,18/09/2019 , 13:45:00,6144,6144
104,18/09/2019 , 14:00:00,9285,9285
105,18/09/2019 , 14:15:00,9042,9042
106,18/09/2019 , 14:30:00,6617,6617
107,18/09/2019 , 14:45:00,5367,5367
