Site Name ,AZ3
Site Number ,123
Logger ,Integrating Light Sensor
Logger Serial Number ,6366


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,13/06/2022 , 18:30:00,1695,1695
2,13/06/2022 , 18:45:00,1709,1709
3,13/06/2022 , 19:00:00,1259,1259
4,13/06/2022 , 19:15:00,961,961
5,13/06/2022 , 19:30:00,1247,1247
6,13/06/2022 , 19:45:00,641,641
7,13/06/2022 , 20:00:00,302,302
8,13/06/2022 , 20:15:00,225,225
9,13/06/2022 , 20:30:00,198,198
10,13/06/2022 , 20:45:00,194,194
11,13/06/2022 , 21:00:00,209,209
12,13/06/2022 , 21:15:00,259,259
13,13/06/2022 , 21:30:00,280,280
14,13/06/2022 , 21:45:00,280,280
15,13/06/2022 , 22:00:00,250,250
16,13/06/2022 , 22:15:00,209,209
17,13/06/2022 , 22:30:00,176,176
18,13/06/2022 , 22:45:00,140,140
19,13/06/2022 , 23:00:00,117,117
20,13/06/2022 , 23:15:00,99,99
21,13/06/2022 , 23:30:00,75,75
22,13/06/2022 , 23:45:00,53,53
23,13/06/2022 , 24:00:00,35,35
24,14/06/2022 , 00:15:00,24,24
25,14/06/2022 , 00:30:00,18,18
26,14/06/2022 , 00:45:00,13,13
27,14/06/2022 , 01:00:00,11,11
28,14/06/2022 , 01:15:00,8,8
29,14/06/2022 , 01:30:00,7,7
30,14/06/2022 , 01:45:00,6,6
31,14/06/2022 , 02:00:00,7,7
32,14/06/2022 , 02:15:00,8,8
33,14/06/2022 , 02:30:00,8,8
34,14/06/2022 , 02:45:00,10,10
35,14/06/2022 , 03:00:00,12,12
36,14/06/2022 , 03:15:00,15,15
37,14/06/2022 , 03:30:00,20,20
38,14/06/2022 , 03:45:00,29,29
39,14/06/2022 , 04:00:00,44,44
40,14/06/2022 , 04:15:00,62,62
41,14/06/2022 , 04:30:00,80,80
42,14/06/2022 , 04:45:00,105,105
43,14/06/2022 , 05:00:00,120,120
44,14/06/2022 , 05:15:00,109,109
45,14/06/2022 , 05:30:00,117,117
46,14/06/2022 , 05:45:00,142,142
47,14/06/2022 , 06:00:00,183,183
48,14/06/2022 , 06:15:00,218,218
49,14/06/2022 , 06:30:00,232,232
50,14/06/2022 , 06:45:00,279,279
51,14/06/2022 , 07:00:00,325,325
52,14/06/2022 , 07:15:00,428,428
53,14/06/2022 , 07:30:00,583,583
54,14/06/2022 , 07:45:00,680,680
55,14/06/2022 , 08:00:00,766,766
56,14/06/2022 , 08:15:00,827,827
57,14/06/2022 , 08:30:00,836,836
58,14/06/2022 , 08:45:00,953,953
59,14/06/2022 , 09:00:00,1209,1209
60,14/06/2022 , 09:15:00,1433,1433
61,14/06/2022 , 09:30:00,1402,1402
62,14/06/2022 , 09:45:00,1432,1432
63,14/06/2022 , 10:00:00,1454,1454
64,14/06/2022 , 10:15:00,1305,1305
65,14/06/2022 , 10:30:00,1382,1382
66,14/06/2022 , 10:45:00,1480,1480
67,14/06/2022 , 11:00:00,1570,1570
68,14/06/2022 , 11:15:00,1825,1825
69,14/06/2022 , 11:30:00,2012,2012
70,14/06/2022 , 11:45:00,2411,2411
71,14/06/2022 , 12:00:00,2196,2196
72,14/06/2022 , 12:15:00,2157,2157
73,14/06/2022 , 12:30:00,2233,2233
74,14/06/2022 , 12:45:00,2439,2439
75,14/06/2022 , 13:00:00,2404,2404
76,14/06/2022 , 13:15:00,2934,2934
77,14/06/2022 , 13:30:00,2262,2262
78,14/06/2022 , 13:45:00,2698,2698
79,14/06/2022 , 14:00:00,2783,2783
80,14/06/2022 , 14:15:00,2988,2988
81,14/06/2022 , 14:30:00,3877,3877
82,14/06/2022 , 14:45:00,2943,2943
83,14/06/2022 , 15:00:00,2892,2892
84,14/06/2022 , 15:15:00,2790,2790
85,14/06/2022 , 15:30:00,3138,3138
86,14/06/2022 , 15:45:00,2727,2727
87,14/06/2022 , 16:00:00,2463,2463
88,14/06/2022 , 16:15:00,3161,3161
89,14/06/2022 , 16:30:00,3672,3672
90,14/06/2022 , 16:45:00,4211,4211
91,14/06/2022 , 17:00:00,3143,3143
92,14/06/2022 , 17:15:00,2293,2293
93,14/06/2022 , 17:30:00,1941,1941
94,14/06/2022 , 17:45:00,2182,2182
95,14/06/2022 , 18:00:00,1561,1561
96,14/06/2022 , 18:15:00,1501,1501
97,14/06/2022 , 18:30:00,1525,1525
98,14/06/2022 , 18:45:00,1173,1173
99,14/06/2022 , 19:00:00,1007,1007
100,14/06/2022 , 19:15:00,1048,1048
101,14/06/2022 , 19:30:00,908,908
102,14/06/2022 , 19:45:00,754,754
103,14/06/2022 , 20:00:00,517,517
104,14/06/2022 , 20:15:00,483,483
105,14/06/2022 , 20:30:00,576,576
106,14/06/2022 , 20:45:00,438,438
107,14/06/2022 , 21:00:00,204,204
108,14/06/2022 , 21:15:00,118,118
