"Plot Title: 20005933_FRCH_atmo"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 20005933, SEN S/N: 20005933, LBL: P)","Temp, °C (LGR S/N: 20005933, SEN S/N: 20005933, LBL: T)"
1350,06/25/20 02:00:00 PM,98.309,20.901
1351,06/25/20 02:15:00 PM,98.311,20.710
1352,06/25/20 02:30:00 PM,98.334,21.855
1353,06/25/20 02:45:00 PM,98.325,21.855
1354,06/25/20 03:00:00 PM,98.313,22.046
1355,06/25/20 03:15:00 PM,98.293,21.760
1356,06/25/20 03:30:00 PM,98.282,22.525
1357,06/25/20 03:45:00 PM,98.282,22.525
1358,06/25/20 04:00:00 PM,98.263,22.525
1359,06/25/20 04:15:00 PM,98.243,22.238
1360,06/25/20 04:30:00 PM,98.246,21.282
1361,06/25/20 04:45:00 PM,98.222,20.901
1362,06/25/20 05:00:00 PM,98.215,21.473
1363,06/25/20 05:15:00 PM,98.202,20.615
1364,06/25/20 05:30:00 PM,98.187,19.948
1365,06/25/20 05:45:00 PM,98.173,19.567
1366,06/25/20 06:00:00 PM,98.155,19.853
1367,06/25/20 06:15:00 PM,98.142,20.805
1368,06/25/20 06:30:00 PM,98.135,20.615
1369,06/25/20 06:45:00 PM,98.135,20.615
1370,06/25/20 07:00:00 PM,98.139,20.996
1371,06/25/20 07:15:00 PM,98.117,21.951
1372,06/25/20 07:30:00 PM,98.098,21.187
1373,06/25/20 07:45:00 PM,98.094,20.043
1374,06/25/20 08:00:00 PM,98.107,19.092
1375,06/25/20 08:15:00 PM,98.111,18.426
1376,06/25/20 08:30:00 PM,98.129,19.948
1377,06/25/20 08:45:00 PM,98.144,20.615
1378,06/25/20 09:00:00 PM,98.139,19.948
1379,06/25/20 09:15:00 PM,98.124,17.475
1380,06/25/20 09:30:00 PM,98.152,15.378
1381,06/25/20 09:45:00 PM,98.169,13.750
1382,06/25/20 10:00:00 PM,98.177,12.401
1383,06/25/20 10:15:00 PM,98.210,11.236
1384,06/25/20 10:30:00 PM,98.235,10.357
1385,06/25/20 10:45:00 PM,98.251,9.472
1386,06/25/20 11:00:00 PM,98.292,8.779
1387,06/25/20 11:15:00 PM,98.311,7.983
1388,06/25/20 11:30:00 PM,98.333,7.280
1389,06/25/20 11:45:00 PM,98.349,6.674
1390,06/26/20 12:00:00 AM,98.370,5.962
1391,06/26/20 12:15:00 AM,98.393,5.552
1392,06/26/20 12:30:00 AM,98.388,5.655
1393,06/26/20 12:45:00 AM,98.401,6.268
1394,06/26/20 01:00:00 AM,98.420,6.268
1395,06/26/20 01:15:00 AM,98.443,5.860
1396,06/26/20 01:30:00 AM,98.455,5.141
1397,06/26/20 01:45:00 AM,98.485,4.415
1398,06/26/20 02:00:00 AM,98.489,3.998
1399,06/26/20 02:15:00 AM,98.498,3.472
1400,06/26/20 02:30:00 AM,98.513,2.837
1401,06/26/20 02:45:00 AM,98.555,2.410
1402,06/26/20 03:00:00 AM,98.564,1.872
1403,06/26/20 03:15:00 AM,98.586,1.439
1404,06/26/20 03:30:00 AM,98.612,1.112
1405,06/26/20 03:45:00 AM,98.614,0.893
1406,06/26/20 04:00:00 AM,98.619,0.784
1407,06/26/20 04:15:00 AM,98.630,0.563
1408,06/26/20 04:30:00 AM,98.645,0.453
1409,06/26/20 04:45:00 AM,98.666,0.232
1410,06/26/20 05:00:00 AM,98.660,0.343
1411,06/26/20 05:15:00 AM,98.659,0.563
1412,06/26/20 05:30:00 AM,98.660,1.112
1413,06/26/20 05:45:00 AM,98.654,1.221
1414,06/26/20 06:00:00 AM,98.666,1.548
1415,06/26/20 06:15:00 AM,98.671,2.195
1416,06/26/20 06:30:00 AM,98.672,3.261
1417,06/26/20 06:45:00 AM,98.688,4.727
1418,06/26/20 07:00:00 AM,98.689,6.064
1419,06/26/20 07:15:00 AM,98.709,7.381
1420,06/26/20 07:30:00 AM,98.719,8.680
1421,06/26/20 07:45:00 AM,98.702,10.553
1422,06/26/20 08:00:00 AM,98.710,11.528
1423,06/26/20 08:15:00 AM,98.698,11.722
1424,06/26/20 08:30:00 AM,98.724,14.230
1425,06/26/20 08:45:00 AM,98.725,17.379
1426,06/26/20 09:00:00 AM,98.703,16.523
1427,06/26/20 09:15:00 AM,98.701,16.713
1428,06/26/20 09:30:00 AM,98.683,16.237
1429,06/26/20 09:45:00 AM,98.676,16.046
1430,06/26/20 10:00:00 AM,98.713,21.187
1431,06/26/20 10:15:00 AM,98.625,27.075
1432,06/26/20 10:30:00 AM,98.601,22.812
1433,06/26/20 10:45:00 AM,98.622,23.388
1434,06/26/20 11:00:00 AM,98.554,23.100
1435,06/26/20 11:15:00 AM,98.577,20.615
1436,06/26/20 11:30:00 AM,98.609,21.473
1437,06/26/20 11:45:00 AM,98.578,21.951
1438,06/26/20 12:00:00 PM,98.605,25.513
1439,06/26/20 12:15:00 PM,98.567,23.196
1440,06/26/20 12:30:00 PM,98.552,22.525
1441,06/26/20 12:45:00 PM,98.548,21.664
1442,06/26/20 01:00:00 PM,98.547,22.142
1443,06/26/20 01:15:00 PM,98.557,23.196
1444,06/26/20 01:30:00 PM,98.553,22.812
1445,06/26/20 01:45:00 PM,98.566,22.142
1446,06/26/20 02:00:00 PM,98.558,20.615
1447,06/26/20 02:15:00 PM,98.587,19.092
1448,06/26/20 02:30:00 PM,98.599,17.855
1449,06/26/20 02:45:00 PM,98.629,17.379
1450,06/26/20 03:00:00 PM,98.648,17.094
1451,06/26/20 03:15:00 PM,98.649,17.379
1452,06/26/20 03:30:00 PM,98.665,17.570
1453,06/26/20 03:45:00 PM,98.666,17.855
1454,06/26/20 04:00:00 PM,98.673,18.045
1455,06/26/20 04:15:00 PM,98.681,18.521
1456,06/26/20 04:30:00 PM,98.668,18.426
1457,06/26/20 04:45:00 PM,98.683,19.092
1458,06/26/20 05:00:00 PM,98.639,19.187
1459,06/26/20 05:15:00 PM,98.635,19.092
1460,06/26/20 05:30:00 PM,98.639,19.187
1461,06/26/20 05:45:00 PM,98.632,20.043
1462,06/26/20 06:00:00 PM,98.631,20.519
1463,06/26/20 06:15:00 PM,98.625,20.615
1464,06/26/20 06:30:00 PM,98.632,20.805
1465,06/26/20 06:45:00 PM,98.624,21.378
1466,06/26/20 07:00:00 PM,98.644,21.378
1467,06/26/20 07:15:00 PM,98.664,20.901
1468,06/26/20 07:30:00 PM,98.675,20.424
1469,06/26/20 07:45:00 PM,98.680,20.043
1470,06/26/20 08:00:00 PM,98.700,20.043
1471,06/26/20 08:15:00 PM,98.721,19.853
1472,06/26/20 08:30:00 PM,98.718,19.758
1473,06/26/20 08:45:00 PM,98.744,19.948
1474,06/26/20 09:00:00 PM,98.769,20.615
1475,06/26/20 09:15:00 PM,98.766,20.805
1476,06/26/20 09:30:00 PM,98.793,20.234
1477,06/26/20 09:45:00 PM,98.812,18.426
1478,06/26/20 10:00:00 PM,98.826,17.760
1479,06/26/20 10:15:00 PM,98.840,16.332
1480,06/26/20 10:30:00 PM,98.872,15.378
1481,06/26/20 10:45:00 PM,98.882,14.613
1482,06/26/20 11:00:00 PM,98.914,13.942
1483,06/26/20 11:15:00 PM,98.924,13.173
1484,06/26/20 11:30:00 PM,98.958,12.013
1485,06/26/20 11:45:00 PM,98.987,10.748
1486,06/27/20 12:00:00 AM,99.043,9.669
1487,06/27/20 12:15:00 AM,99.070,8.581
1488,06/27/20 12:30:00 AM,99.094,7.682
1489,06/27/20 12:45:00 AM,99.108,7.280
1490,06/27/20 01:00:00 AM,99.140,7.381
1491,06/27/20 01:15:00 AM,99.167,7.582
1492,06/27/20 01:30:00 AM,99.201,7.983
1493,06/27/20 01:45:00 AM,99.224,8.082
1494,06/27/20 02:00:00 AM,99.245,7.882
1495,06/27/20 02:15:00 AM,99.270,7.280
1496,06/27/20 02:30:00 AM,99.301,6.573
1497,06/27/20 02:45:00 AM,99.338,5.757
1498,06/27/20 03:00:00 AM,99.355,4.934
1499,06/27/20 03:15:00 AM,99.372,4.623
1500,06/27/20 03:30:00 AM,99.403,4.415
1501,06/27/20 03:45:00 AM,99.424,4.207
1502,06/27/20 04:00:00 AM,99.451,3.893
1503,06/27/20 04:15:00 AM,99.462,3.683
1504,06/27/20 04:30:00 AM,99.475,3.788
1505,06/27/20 04:45:00 AM,99.485,3.788
1506,06/27/20 05:00:00 AM,99.491,3.683
1507,06/27/20 05:15:00 AM,99.485,4.311
1508,06/27/20 05:30:00 AM,99.495,5.347
1509,06/27/20 05:45:00 AM,99.520,6.775
1510,06/27/20 06:00:00 AM,99.540,7.582
1511,06/27/20 06:15:00 AM,99.553,8.182
1512,06/27/20 06:30:00 AM,99.574,9.275
1513,06/27/20 06:45:00 AM,99.574,10.553
1514,06/27/20 07:00:00 AM,99.587,11.139
1515,06/27/20 07:15:00 AM,99.596,11.916
1516,06/27/20 07:30:00 AM,99.609,12.497
1517,06/27/20 07:45:00 AM,99.615,13.173
1518,06/27/20 08:00:00 AM,99.611,13.846
1519,06/27/20 08:15:00 AM,99.633,13.654
1520,06/27/20 08:30:00 AM,99.635,14.230
1521,06/27/20 08:45:00 AM,99.630,15.378
1522,06/27/20 09:00:00 AM,99.635,15.760
1523,06/27/20 09:15:00 AM,99.605,16.237
1524,06/27/20 09:30:00 AM,99.591,16.141
1525,06/27/20 09:45:00 AM,99.588,16.046
1526,06/27/20 10:00:00 AM,99.638,20.710
1527,06/27/20 10:15:00 AM,99.563,27.173
1528,06/27/20 10:30:00 AM,99.526,23.100
1529,06/27/20 10:45:00 AM,99.558,23.196
1530,06/27/20 11:00:00 AM,99.509,23.677
1531,06/27/20 11:15:00 AM,99.525,21.282
1532,06/27/20 11:30:00 AM,99.539,20.901
1533,06/27/20 11:45:00 AM,99.550,20.424
1534,06/27/20 12:00:00 PM,99.587,21.664
1535,06/27/20 12:15:00 PM,99.540,22.717
1536,06/27/20 12:30:00 PM,99.523,23.292
1537,06/27/20 12:45:00 PM,99.526,23.100
1538,06/27/20 01:00:00 PM,99.508,22.621
1539,06/27/20 01:15:00 PM,99.486,21.282
1540,06/27/20 01:30:00 PM,99.517,21.855
1541,06/27/20 01:45:00 PM,99.488,23.388
1542,06/27/20 02:00:00 PM,99.474,23.004
1543,06/27/20 02:15:00 PM,99.461,22.908
1544,06/27/20 02:30:00 PM,99.458,23.100
1545,06/27/20 02:45:00 PM,99.431,22.621
1546,06/27/20 03:00:00 PM,99.410,22.333
1547,06/27/20 03:15:00 PM,99.389,22.525
1548,06/27/20 03:30:00 PM,99.369,22.525
1549,06/27/20 03:45:00 PM,99.353,22.333
1550,06/27/20 04:00:00 PM,99.340,22.525
1551,06/27/20 04:15:00 PM,99.312,22.525
1552,06/27/20 04:30:00 PM,99.291,22.238
1553,06/27/20 04:45:00 PM,99.289,22.429
1554,06/27/20 05:00:00 PM,99.280,22.717
1555,06/27/20 05:15:00 PM,99.275,23.100
1556,06/27/20 05:30:00 PM,99.251,22.717
1557,06/27/20 05:45:00 PM,99.253,23.004
1558,06/27/20 06:00:00 PM,99.235,22.525
1559,06/27/20 06:15:00 PM,99.218,23.100
1560,06/27/20 06:30:00 PM,99.197,23.581
1561,06/27/20 06:45:00 PM,99.185,23.773
1562,06/27/20 07:00:00 PM,99.173,23.966
1563,06/27/20 07:15:00 PM,99.155,24.255
1564,06/27/20 07:30:00 PM,99.127,24.545
1565,06/27/20 07:45:00 PM,99.103,24.158
1566,06/27/20 08:00:00 PM,99.103,24.158
1567,06/27/20 08:15:00 PM,99.105,23.677
1568,06/27/20 08:30:00 PM,99.091,23.581
1569,06/27/20 08:45:00 PM,99.088,23.484
1570,06/27/20 09:00:00 PM,99.085,24.448
1571,06/27/20 09:15:00 PM,99.073,24.641
1572,06/27/20 09:30:00 PM,99.052,23.292
1573,06/27/20 09:45:00 PM,99.036,21.855
1574,06/27/20 10:00:00 PM,99.034,20.234
1575,06/27/20 10:15:00 PM,99.044,18.711
1576,06/27/20 10:30:00 PM,99.033,17.379
1577,06/27/20 10:45:00 PM,99.035,16.141
1578,06/27/20 11:00:00 PM,99.053,15.091
1579,06/27/20 11:15:00 PM,99.052,14.038
1580,06/27/20 11:30:00 PM,99.055,13.076
1581,06/27/20 11:45:00 PM,99.063,12.013
1582,06/28/20 12:00:00 AM,99.075,11.041
1583,06/28/20 12:15:00 AM,99.055,10.259
1584,06/28/20 12:30:00 AM,99.049,9.571
1585,06/28/20 12:45:00 AM,99.068,8.779
1586,06/28/20 01:00:00 AM,99.061,8.082
1587,06/28/20 01:15:00 AM,99.048,7.481
1588,06/28/20 01:30:00 AM,99.051,6.775
1589,06/28/20 01:45:00 AM,99.047,6.166
1590,06/28/20 02:00:00 AM,99.047,5.655
1591,06/28/20 02:15:00 AM,99.032,5.244
1592,06/28/20 02:30:00 AM,99.011,4.934
1593,06/28/20 02:45:00 AM,99.028,4.623
1594,06/28/20 03:00:00 AM,99.011,4.415
1595,06/28/20 03:15:00 AM,99.003,4.207
1596,06/28/20 03:30:00 AM,99.011,3.893
1597,06/28/20 03:45:00 AM,99.013,3.683
1598,06/28/20 04:00:00 AM,99.001,3.367
1599,06/28/20 04:15:00 AM,98.978,3.261
1600,06/28/20 04:30:00 AM,98.949,3.261
1601,06/28/20 04:45:00 AM,98.921,3.261
1602,06/28/20 05:00:00 AM,98.900,3.472
1603,06/28/20 05:15:00 AM,98.879,3.683
1604,06/28/20 05:30:00 AM,98.862,3.998
1605,06/28/20 05:45:00 AM,98.875,4.102
1606,06/28/20 06:00:00 AM,98.837,4.102
1607,06/28/20 06:15:00 AM,98.831,4.727
1608,06/28/20 06:30:00 AM,98.812,6.268
1609,06/28/20 06:45:00 AM,98.818,7.481
1610,06/28/20 07:00:00 AM,98.785,8.382
1611,06/28/20 07:15:00 AM,98.745,10.161
1612,06/28/20 07:30:00 AM,98.761,11.625
1613,06/28/20 07:45:00 AM,98.735,13.750
1614,06/28/20 08:00:00 AM,98.729,14.900
1615,06/28/20 08:15:00 AM,98.721,15.187
1616,06/28/20 08:30:00 AM,98.709,16.427
1617,06/28/20 08:45:00 AM,98.660,17.950
1618,06/28/20 09:00:00 AM,98.624,17.760
1619,06/28/20 09:15:00 AM,98.615,17.760
1620,06/28/20 09:30:00 AM,98.623,19.282
1621,06/28/20 09:45:00 AM,98.589,20.424
1622,06/28/20 10:00:00 AM,98.574,23.388
1623,06/28/20 10:15:00 AM,98.531,26.097
1624,06/28/20 10:30:00 AM,98.493,24.835
1625,06/28/20 10:45:00 AM,98.497,23.388
1626,06/28/20 11:00:00 AM,98.471,22.429
1627,06/28/20 11:15:00 AM,98.453,21.951
1628,06/28/20 11:30:00 AM,98.468,22.333
1629,06/28/20 11:45:00 AM,98.455,24.062
1630,06/28/20 12:00:00 PM,98.467,25.416
1631,06/28/20 12:15:00 PM,98.446,25.125
1632,06/28/20 12:30:00 PM,98.448,24.641
1633,06/28/20 12:45:00 PM,98.442,23.966
1634,06/28/20 01:00:00 PM,98.444,23.004
1635,06/28/20 01:15:00 PM,98.453,21.951
1636,06/28/20 01:30:00 PM,98.451,21.378
1637,06/28/20 01:45:00 PM,98.443,20.901
1638,06/28/20 02:00:00 PM,98.461,20.615
1639,06/28/20 02:15:00 PM,98.466,19.948
1640,06/28/20 02:30:00 PM,98.456,19.187
1641,06/28/20 02:45:00 PM,98.493,17.855
1642,06/28/20 03:00:00 PM,98.533,16.332
1643,06/28/20 03:15:00 PM,98.631,15.091
1644,06/28/20 03:30:00 PM,98.678,13.269
1645,06/28/20 03:45:00 PM,98.667,12.690
1646,06/28/20 04:00:00 PM,98.657,12.690
1647,06/28/20 04:15:00 PM,98.676,13.461
1648,06/28/20 04:30:00 PM,98.681,13.846
1649,06/28/20 04:45:00 PM,98.677,14.517
1650,06/28/20 05:00:00 PM,98.680,14.613
1651,06/28/20 05:15:00 PM,98.680,14.613
1652,06/28/20 05:30:00 PM,98.665,14.709
1653,06/28/20 05:45:00 PM,98.642,14.613
1654,06/28/20 06:00:00 PM,98.650,14.325
1655,06/28/20 06:15:00 PM,98.653,14.134
1656,06/28/20 06:30:00 PM,98.630,14.038
1657,06/28/20 06:45:00 PM,98.636,13.942
1658,06/28/20 07:00:00 PM,98.652,13.846
1659,06/28/20 07:15:00 PM,98.641,13.558
1660,06/28/20 07:30:00 PM,98.636,13.173
1661,06/28/20 07:45:00 PM,98.646,13.173
1662,06/28/20 08:00:00 PM,98.627,13.173
1663,06/28/20 08:15:00 PM,98.656,13.173
1664,06/28/20 08:30:00 PM,98.671,13.076
1665,06/28/20 08:45:00 PM,98.681,13.076
1666,06/28/20 09:00:00 PM,98.708,12.787
1667,06/28/20 09:15:00 PM,98.754,12.207
1668,06/28/20 09:30:00 PM,98.771,11.625
1669,06/28/20 09:45:00 PM,98.750,11.334
1670,06/28/20 10:00:00 PM,98.770,11.334
1671,06/28/20 10:15:00 PM,98.779,11.334
1672,06/28/20 10:30:00 PM,98.778,11.041
1673,06/28/20 10:45:00 PM,98.799,10.846
1674,06/28/20 11:00:00 PM,98.821,10.651
1675,06/28/20 11:15:00 PM,98.833,10.455
1676,06/28/20 11:30:00 PM,98.839,10.357
1677,06/28/20 11:45:00 PM,98.851,10.161
1678,06/29/20 12:00:00 AM,98.853,9.965
1679,06/29/20 12:15:00 AM,98.874,9.768
1680,06/29/20 12:30:00 AM,98.867,9.571
1681,06/29/20 12:45:00 AM,98.873,9.472
1682,06/29/20 01:00:00 AM,98.872,9.176
1683,06/29/20 01:15:00 AM,98.870,8.879
1684,06/29/20 01:30:00 AM,98.892,8.680
1685,06/29/20 01:45:00 AM,98.897,8.581
1686,06/29/20 02:00:00 AM,98.913,8.481
1687,06/29/20 02:15:00 AM,98.913,8.481
1688,06/29/20 02:30:00 AM,98.928,8.382
1689,06/29/20 02:45:00 AM,98.925,8.282
1690,06/29/20 03:00:00 AM,98.934,8.282
1691,06/29/20 03:15:00 AM,98.934,8.282
1692,06/29/20 03:30:00 AM,98.947,8.382
1693,06/29/20 03:45:00 AM,98.942,8.481
1694,06/29/20 04:00:00 AM,98.955,8.581
1695,06/29/20 04:15:00 AM,98.955,8.581
1696,06/29/20 04:30:00 AM,98.964,8.581
1697,06/29/20 04:45:00 AM,98.989,8.481
1698,06/29/20 05:00:00 AM,98.980,8.481
1699,06/29/20 05:15:00 AM,99.003,8.581
1700,06/29/20 05:30:00 AM,99.010,8.779
1701,06/29/20 05:45:00 AM,99.017,8.978
1702,06/29/20 06:00:00 AM,99.038,9.275
1703,06/29/20 06:15:00 AM,99.045,9.472
1704,06/29/20 06:30:00 AM,99.047,9.768
1705,06/29/20 06:45:00 AM,99.073,9.965
1706,06/29/20 07:00:00 AM,99.071,10.161
1707,06/29/20 07:15:00 AM,99.074,10.748
1708,06/29/20 07:30:00 AM,99.098,11.139
1709,06/29/20 07:45:00 AM,99.107,11.916
1710,06/29/20 08:00:00 AM,99.116,12.401
1711,06/29/20 08:15:00 AM,99.122,12.304
1712,06/29/20 08:30:00 AM,99.127,12.690
1713,06/29/20 08:45:00 AM,99.139,13.269
1714,06/29/20 09:00:00 AM,99.132,14.134
1715,06/29/20 09:15:00 AM,99.138,14.804
1716,06/29/20 09:30:00 AM,99.145,15.760
1717,06/29/20 09:45:00 AM,99.129,15.855
1718,06/29/20 10:00:00 AM,99.133,20.329
1719,06/29/20 10:15:00 AM,99.088,23.484
1720,06/29/20 10:30:00 AM,99.047,19.567
1721,06/29/20 10:45:00 AM,99.062,19.187
1722,06/29/20 11:00:00 AM,99.027,19.282
1723,06/29/20 11:15:00 AM,99.039,19.092
1724,06/29/20 11:30:00 AM,99.045,18.996
1725,06/29/20 11:45:00 AM,99.039,19.092
1726,06/29/20 12:00:00 PM,99.087,23.196
1727,06/29/20 12:15:00 PM,99.022,22.238
1728,06/29/20 12:30:00 PM,99.019,20.615
1729,06/29/20 12:45:00 PM,98.989,19.567
1730,06/29/20 01:00:00 PM,99.008,20.329
1731,06/29/20 01:15:00 PM,98.990,21.378
1732,06/29/20 01:30:00 PM,98.985,21.760
1733,06/29/20 01:45:00 PM,98.990,21.378
1734,06/29/20 02:00:00 PM,98.951,20.329
1735,06/29/20 02:15:00 PM,98.950,20.043
1736,06/29/20 02:30:00 PM,98.932,20.615
1737,06/29/20 02:45:00 PM,98.944,21.187
1738,06/29/20 03:00:00 PM,98.931,21.091
1739,06/29/20 03:15:00 PM,98.940,20.805
1740,06/29/20 03:30:00 PM,98.947,20.234
1741,06/29/20 03:45:00 PM,98.956,19.948
1742,06/29/20 04:00:00 PM,98.971,18.806
1743,06/29/20 04:15:00 PM,99.026,16.427
1744,06/29/20 04:30:00 PM,99.049,14.996
1745,06/29/20 04:45:00 PM,99.071,14.804
1746,06/29/20 05:00:00 PM,99.078,14.996
1747,06/29/20 05:15:00 PM,99.109,15.569
1748,06/29/20 05:30:00 PM,99.125,16.237
1749,06/29/20 05:45:00 PM,99.131,16.141
1750,06/29/20 06:00:00 PM,99.199,15.664
1751,06/29/20 06:15:00 PM,99.263,13.269
1752,06/29/20 06:30:00 PM,99.294,12.304
1753,06/29/20 06:45:00 PM,99.312,12.013
1754,06/29/20 07:00:00 PM,99.330,11.722
1755,06/29/20 07:15:00 PM,99.352,11.528
1756,06/29/20 07:30:00 PM,99.361,11.528
1757,06/29/20 07:45:00 PM,99.365,11.625
1758,06/29/20 08:00:00 PM,99.375,11.625
1759,06/29/20 08:15:00 PM,99.396,11.431
1760,06/29/20 08:30:00 PM,99.404,11.139
1761,06/29/20 08:45:00 PM,99.433,11.139
1762,06/29/20 09:00:00 PM,99.430,11.041
1763,06/29/20 09:15:00 PM,99.447,10.748
1764,06/29/20 09:30:00 PM,99.444,10.651
1765,06/29/20 09:45:00 PM,99.459,10.553
1766,06/29/20 10:00:00 PM,99.463,10.651
1767,06/29/20 10:15:00 PM,99.478,10.553
1768,06/29/20 10:30:00 PM,99.484,10.455
1769,06/29/20 10:45:00 PM,99.506,10.259
1770,06/29/20 11:00:00 PM,99.504,9.965
1771,06/29/20 11:15:00 PM,99.526,9.768
1772,06/29/20 11:30:00 PM,99.547,9.571
1773,06/29/20 11:45:00 PM,99.549,9.373
1774,06/30/20 12:00:00 AM,99.578,9.373
1775,06/30/20 12:15:00 AM,99.594,9.275
1776,06/30/20 12:30:00 AM,99.605,9.077
1777,06/30/20 12:45:00 AM,99.608,8.879
1778,06/30/20 01:00:00 AM,99.619,8.680
1779,06/30/20 01:15:00 AM,99.641,8.481
1780,06/30/20 01:30:00 AM,99.662,8.282
1781,06/30/20 01:45:00 AM,99.677,8.182
1782,06/30/20 02:00:00 AM,99.695,7.882
1783,06/30/20 02:15:00 AM,99.703,7.582
1784,06/30/20 02:30:00 AM,99.730,7.280
1785,06/30/20 02:45:00 AM,99.738,6.978
1786,06/30/20 03:00:00 AM,99.765,6.674
1787,06/30/20 03:15:00 AM,99.763,6.370
1788,06/30/20 03:30:00 AM,99.780,6.064
1789,06/30/20 03:45:00 AM,99.826,5.757
1790,06/30/20 04:00:00 AM,99.832,5.655
1791,06/30/20 04:15:00 AM,99.847,5.552
1792,06/30/20 04:30:00 AM,99.861,5.655
1793,06/30/20 04:45:00 AM,99.874,5.757
1794,06/30/20 05:00:00 AM,99.887,5.860
1795,06/30/20 05:15:00 AM,99.885,6.064
1796,06/30/20 05:30:00 AM,99.906,6.370
1797,06/30/20 05:45:00 AM,99.937,6.674
1798,06/30/20 06:00:00 AM,99.950,6.775
1799,06/30/20 06:15:00 AM,99.954,6.877
1800,06/30/20 06:30:00 AM,99.969,7.280
1801,06/30/20 06:45:00 AM,99.984,7.682
1802,06/30/20 07:00:00 AM,99.992,7.882
1803,06/30/20 07:15:00 AM,100.021,7.882
1804,06/30/20 07:30:00 AM,100.018,8.082
1805,06/30/20 07:45:00 AM,100.005,8.481
1806,06/30/20 08:00:00 AM,100.029,8.879
1807,06/30/20 08:15:00 AM,100.045,9.571
1808,06/30/20 08:30:00 AM,100.036,9.571
1809,06/30/20 08:45:00 AM,100.074,10.846
1810,06/30/20 09:00:00 AM,100.063,11.819
1811,06/30/20 09:15:00 AM,100.066,11.916
1812,06/30/20 09:30:00 AM,100.082,12.594
1813,06/30/20 09:45:00 AM,100.066,13.173
1814,06/30/20 10:00:00 AM,100.070,13.558
1815,06/30/20 10:15:00 AM,100.086,17.284
1816,06/30/20 10:30:00 AM,100.052,16.141
1817,06/30/20 10:45:00 AM,100.054,15.664
1818,06/30/20 11:00:00 AM,100.004,17.665
1819,06/30/20 11:15:00 AM,100.006,15.664
1820,06/30/20 11:30:00 AM,100.007,15.951
1821,06/30/20 11:45:00 AM,99.978,16.713
1822,06/30/20 12:00:00 PM,100.001,18.616
1823,06/30/20 12:15:00 PM,99.980,18.045
1824,06/30/20 12:30:00 PM,100.013,16.618
1825,06/30/20 12:45:00 PM,100.039,12.980
1826,06/30/20 01:00:00 PM,100.048,12.690
1827,06/30/20 01:15:00 PM,100.062,14.613
1828,06/30/20 01:30:00 PM,100.067,16.523
1829,06/30/20 01:45:00 PM,100.045,17.475
1830,06/30/20 02:00:00 PM,100.043,16.903
1831,06/30/20 02:15:00 PM,100.015,16.427
1832,06/30/20 02:30:00 PM,100.021,17.094
1833,06/30/20 02:45:00 PM,100.020,16.808
1834,06/30/20 03:00:00 PM,100.079,13.269
1835,06/30/20 03:15:00 PM,100.115,12.690
1836,06/30/20 03:30:00 PM,100.114,11.916
1837,06/30/20 03:45:00 PM,100.138,13.558
1838,06/30/20 04:00:00 PM,100.149,12.594
1839,06/30/20 04:15:00 PM,100.136,13.269
1840,06/30/20 04:30:00 PM,100.149,13.846
1841,06/30/20 04:45:00 PM,100.150,14.134
1842,06/30/20 05:00:00 PM,100.167,14.325
1843,06/30/20 05:15:00 PM,100.155,14.517
1844,06/30/20 05:30:00 PM,100.164,15.282
1845,06/30/20 05:45:00 PM,100.157,15.091
1846,06/30/20 06:00:00 PM,100.152,15.473
1847,06/30/20 06:15:00 PM,100.131,15.664
1848,06/30/20 06:30:00 PM,100.139,16.141
1849,06/30/20 06:45:00 PM,100.129,16.141
1850,06/30/20 07:00:00 PM,100.143,16.237
1851,06/30/20 07:15:00 PM,100.137,16.332
1852,06/30/20 07:30:00 PM,100.133,15.473
1853,06/30/20 07:45:00 PM,100.134,15.760
1854,06/30/20 08:00:00 PM,100.161,15.951
1855,06/30/20 08:15:00 PM,100.173,14.996
1856,06/30/20 08:30:00 PM,100.191,14.709
1857,06/30/20 08:45:00 PM,100.210,13.173
1858,06/30/20 09:00:00 PM,100.208,12.883
1859,06/30/20 09:15:00 PM,100.240,14.996
1860,06/30/20 09:30:00 PM,100.249,14.996
1861,06/30/20 09:45:00 PM,100.256,13.654
1862,06/30/20 10:00:00 PM,100.273,12.304
1863,06/30/20 10:15:00 PM,100.274,10.553
1864,06/30/20 10:30:00 PM,100.297,9.373
1865,06/30/20 10:45:00 PM,100.313,8.282
1866,06/30/20 11:00:00 PM,100.339,7.682
1867,06/30/20 11:15:00 PM,100.351,6.978
1868,06/30/20 11:30:00 PM,100.345,6.573
1869,06/30/20 11:45:00 PM,100.356,5.860
1870,07/01/20 12:00:00 AM,100.387,5.141
1871,07/01/20 12:15:00 AM,100.392,4.519
1872,07/01/20 12:30:00 AM,100.417,3.893
1873,07/01/20 12:45:00 AM,100.427,3.155
1874,07/01/20 01:00:00 AM,100.466,2.410
1875,07/01/20 01:15:00 AM,100.469,1.980
1876,07/01/20 01:30:00 AM,100.487,1.439
1877,07/01/20 01:45:00 AM,100.490,1.003
1878,07/01/20 02:00:00 AM,100.508,0.453
1879,07/01/20 02:15:00 AM,100.524,0.121
1880,07/01/20 02:30:00 AM,100.530,-0.213
1881,07/01/20 02:45:00 AM,100.536,-0.325
1882,07/01/20 03:00:00 AM,100.546,-0.549
