agency_cd,site_no,datetime,tz_cd,1760_00060,1760_00060_cd
USGS,15484000,6/7/2022 11:30,AKDT,6600,A
USGS,15484000,6/7/2022 11:45,AKDT,6580,A
USGS,15484000,6/7/2022 12:00,AKDT,6580,A
USGS,15484000,6/7/2022 12:15,AKDT,6520,A
USGS,15484000,6/7/2022 12:30,AKDT,6560,A
USGS,15484000,6/7/2022 12:45,AKDT,6500,A
USGS,15484000,6/7/2022 13:00,AKDT,6520,A
USGS,15484000,6/7/2022 13:15,AKDT,6460,A
USGS,15484000,6/7/2022 13:30,AKDT,6480,A
USGS,15484000,6/7/2022 13:45,AKDT,6480,A
USGS,15484000,6/7/2022 14:00,AKDT,6480,A
USGS,15484000,6/7/2022 14:15,AKDT,6450,A
USGS,15484000,6/7/2022 14:30,AKDT,6410,A
USGS,15484000,6/7/2022 14:45,AKDT,6460,A
USGS,15484000,6/7/2022 15:00,AKDT,6410,A
USGS,15484000,6/7/2022 15:15,AKDT,6410,A
USGS,15484000,6/7/2022 15:30,AKDT,6390,A
USGS,15484000,6/7/2022 15:45,AKDT,6450,A
USGS,15484000,6/7/2022 16:00,AKDT,6410,A
USGS,15484000,6/7/2022 16:15,AKDT,6350,A
USGS,15484000,6/7/2022 16:30,AKDT,6370,A
USGS,15484000,6/7/2022 16:45,AKDT,6350,A
USGS,15484000,6/7/2022 17:00,AKDT,6330,A
USGS,15484000,6/7/2022 17:15,AKDT,6330,A
USGS,15484000,6/7/2022 17:30,AKDT,6370,A
USGS,15484000,6/7/2022 17:45,AKDT,6350,A
USGS,15484000,6/7/2022 18:00,AKDT,6390,A
USGS,15484000,6/7/2022 18:15,AKDT,6350,A
USGS,15484000,6/7/2022 18:30,AKDT,6390,A
USGS,15484000,6/7/2022 18:45,AKDT,6330,A
USGS,15484000,6/7/2022 19:00,AKDT,6350,A
USGS,15484000,6/7/2022 19:15,AKDT,6330,A
USGS,15484000,6/7/2022 19:30,AKDT,6370,A
USGS,15484000,6/7/2022 19:45,AKDT,6370,A
USGS,15484000,6/7/2022 20:00,AKDT,6370,A
USGS,15484000,6/7/2022 20:15,AKDT,6370,A
USGS,15484000,6/7/2022 20:30,AKDT,6370,A
USGS,15484000,6/7/2022 20:45,AKDT,6390,A
USGS,15484000,6/7/2022 21:00,AKDT,6410,A
USGS,15484000,6/7/2022 21:15,AKDT,6390,A
USGS,15484000,6/7/2022 21:30,AKDT,6410,A
USGS,15484000,6/7/2022 21:45,AKDT,6430,A
USGS,15484000,6/7/2022 22:00,AKDT,6430,A
USGS,15484000,6/7/2022 22:15,AKDT,6430,A
USGS,15484000,6/7/2022 22:30,AKDT,6450,A
USGS,15484000,6/7/2022 22:45,AKDT,6460,A
USGS,15484000,6/7/2022 23:00,AKDT,6480,A
USGS,15484000,6/7/2022 23:15,AKDT,6460,A
USGS,15484000,6/7/2022 23:30,AKDT,6500,A
USGS,15484000,6/7/2022 23:45,AKDT,6480,A
USGS,15484000,6/8/2022 0:00,AKDT,6500,A
USGS,15484000,6/8/2022 0:15,AKDT,6500,A
USGS,15484000,6/8/2022 0:30,AKDT,6540,A
USGS,15484000,6/8/2022 0:45,AKDT,6560,A
USGS,15484000,6/8/2022 1:00,AKDT,6540,A
USGS,15484000,6/8/2022 1:15,AKDT,6580,A
USGS,15484000,6/8/2022 1:30,AKDT,6560,A
USGS,15484000,6/8/2022 1:45,AKDT,6600,A
USGS,15484000,6/8/2022 2:00,AKDT,6600,A
USGS,15484000,6/8/2022 2:15,AKDT,6620,A
USGS,15484000,6/8/2022 2:30,AKDT,6640,A
USGS,15484000,6/8/2022 2:45,AKDT,6600,A
USGS,15484000,6/8/2022 3:00,AKDT,6600,A
USGS,15484000,6/8/2022 3:15,AKDT,6600,A
USGS,15484000,6/8/2022 3:30,AKDT,6620,A
USGS,15484000,6/8/2022 3:45,AKDT,6600,A
USGS,15484000,6/8/2022 4:00,AKDT,6600,A
USGS,15484000,6/8/2022 4:15,AKDT,6620,A
USGS,15484000,6/8/2022 4:30,AKDT,6620,A
USGS,15484000,6/8/2022 4:45,AKDT,6580,A
USGS,15484000,6/8/2022 5:00,AKDT,6580,A
USGS,15484000,6/8/2022 5:15,AKDT,6560,A
USGS,15484000,6/8/2022 5:30,AKDT,6620,A
USGS,15484000,6/8/2022 5:45,AKDT,6540,A
USGS,15484000,6/8/2022 6:00,AKDT,6580,A
USGS,15484000,6/8/2022 6:15,AKDT,6540,A
USGS,15484000,6/8/2022 6:30,AKDT,6560,A
USGS,15484000,6/8/2022 6:45,AKDT,6500,A
USGS,15484000,6/8/2022 7:00,AKDT,6500,A
USGS,15484000,6/8/2022 7:15,AKDT,6500,A
USGS,15484000,6/8/2022 7:30,AKDT,6460,A
USGS,15484000,6/8/2022 7:45,AKDT,6460,A
USGS,15484000,6/8/2022 8:00,AKDT,6460,A
USGS,15484000,6/8/2022 8:15,AKDT,6430,A
USGS,15484000,6/8/2022 8:30,AKDT,6430,A
USGS,15484000,6/8/2022 8:45,AKDT,6430,A
USGS,15484000,6/8/2022 9:00,AKDT,6390,A
USGS,15484000,6/8/2022 9:15,AKDT,6390,A
USGS,15484000,6/8/2022 9:30,AKDT,6350,A
USGS,15484000,6/8/2022 9:45,AKDT,6390,A
USGS,15484000,6/8/2022 10:00,AKDT,6350,A
USGS,15484000,6/8/2022 10:15,AKDT,6330,A
USGS,15484000,6/8/2022 10:30,AKDT,6270,A
USGS,15484000,6/8/2022 10:45,AKDT,6310,A
USGS,15484000,6/8/2022 11:00,AKDT,6290,A
USGS,15484000,6/8/2022 11:15,AKDT,6270,A
USGS,15484000,6/8/2022 11:30,AKDT,6270,A
USGS,15484000,6/8/2022 11:45,AKDT,6250,A
USGS,15484000,6/8/2022 12:00,AKDT,6240,A
USGS,15484000,6/8/2022 12:15,AKDT,6240,A
USGS,15484000,6/8/2022 12:30,AKDT,6160,A
USGS,15484000,6/8/2022 12:45,AKDT,6220,A
USGS,15484000,6/8/2022 13:00,AKDT,6240,A
USGS,15484000,6/8/2022 13:15,AKDT,6160,A
USGS,15484000,6/8/2022 13:30,AKDT,6180,A
USGS,15484000,6/8/2022 13:45,AKDT,6160,A
USGS,15484000,6/8/2022 14:00,AKDT,6160,A
USGS,15484000,6/8/2022 14:15,AKDT,6160,A
USGS,15484000,6/8/2022 14:30,AKDT,6160,A
USGS,15484000,6/8/2022 14:45,AKDT,6140,A
USGS,15484000,6/8/2022 15:00,AKDT,6180,A
USGS,15484000,6/8/2022 15:15,AKDT,6100,A
USGS,15484000,6/8/2022 15:30,AKDT,6120,A
USGS,15484000,6/8/2022 15:45,AKDT,6090,A
USGS,15484000,6/8/2022 16:00,AKDT,6100,A
USGS,15484000,6/8/2022 16:15,AKDT,6100,A
USGS,15484000,6/8/2022 16:30,AKDT,6120,A
USGS,15484000,6/8/2022 16:45,AKDT,6070,A
USGS,15484000,6/8/2022 17:00,AKDT,6100,A
USGS,15484000,6/8/2022 17:15,AKDT,6090,A
USGS,15484000,6/8/2022 17:30,AKDT,6090,A
USGS,15484000,6/8/2022 17:45,AKDT,6090,A
USGS,15484000,6/8/2022 18:00,AKDT,6090,A
USGS,15484000,6/8/2022 18:15,AKDT,6050,A
USGS,15484000,6/8/2022 18:30,AKDT,6090,A
USGS,15484000,6/8/2022 18:45,AKDT,6090,A
USGS,15484000,6/8/2022 19:00,AKDT,6050,A
USGS,15484000,6/8/2022 19:15,AKDT,6090,A
USGS,15484000,6/8/2022 19:30,AKDT,6070,A
USGS,15484000,6/8/2022 19:45,AKDT,6070,A
USGS,15484000,6/8/2022 20:00,AKDT,6100,A
USGS,15484000,6/8/2022 20:15,AKDT,6100,A
USGS,15484000,6/8/2022 20:30,AKDT,6120,A
USGS,15484000,6/8/2022 20:45,AKDT,6140,A
USGS,15484000,6/8/2022 21:00,AKDT,6140,A
USGS,15484000,6/8/2022 21:15,AKDT,6160,A
USGS,15484000,6/8/2022 21:30,AKDT,6160,A
USGS,15484000,6/8/2022 21:45,AKDT,6160,A
USGS,15484000,6/8/2022 22:00,AKDT,6160,A
USGS,15484000,6/8/2022 22:15,AKDT,6220,A
USGS,15484000,6/8/2022 22:30,AKDT,6200,A
USGS,15484000,6/8/2022 22:45,AKDT,6180,A
USGS,15484000,6/8/2022 23:00,AKDT,6200,A
USGS,15484000,6/8/2022 23:15,AKDT,6220,A
USGS,15484000,6/8/2022 23:30,AKDT,6250,A
USGS,15484000,6/8/2022 23:45,AKDT,6270,A
USGS,15484000,6/9/2022 0:00,AKDT,6290,A
USGS,15484000,6/9/2022 0:15,AKDT,6290,A
USGS,15484000,6/9/2022 0:30,AKDT,6250,A
USGS,15484000,6/9/2022 0:45,AKDT,6290,A
USGS,15484000,6/9/2022 1:00,AKDT,6310,A
USGS,15484000,6/9/2022 1:15,AKDT,6330,A
USGS,15484000,6/9/2022 1:30,AKDT,6330,A
USGS,15484000,6/9/2022 1:45,AKDT,6330,A
USGS,15484000,6/9/2022 2:00,AKDT,6330,A
USGS,15484000,6/9/2022 2:15,AKDT,6310,A
USGS,15484000,6/9/2022 2:30,AKDT,6350,A
USGS,15484000,6/9/2022 2:45,AKDT,6330,A
USGS,15484000,6/9/2022 3:00,AKDT,6310,A
USGS,15484000,6/9/2022 3:15,AKDT,6290,A
USGS,15484000,6/9/2022 3:30,AKDT,6310,A
USGS,15484000,6/9/2022 3:45,AKDT,6310,A
USGS,15484000,6/9/2022 4:00,AKDT,6310,A
USGS,15484000,6/9/2022 4:15,AKDT,6290,A
USGS,15484000,6/9/2022 4:30,AKDT,6310,A
USGS,15484000,6/9/2022 4:45,AKDT,6290,A
USGS,15484000,6/9/2022 5:00,AKDT,6250,A
USGS,15484000,6/9/2022 5:15,AKDT,6270,A
USGS,15484000,6/9/2022 5:30,AKDT,6290,A
USGS,15484000,6/9/2022 5:45,AKDT,6270,A
USGS,15484000,6/9/2022 6:00,AKDT,6250,A
USGS,15484000,6/9/2022 6:15,AKDT,6250,A
USGS,15484000,6/9/2022 6:30,AKDT,6220,A
USGS,15484000,6/9/2022 6:45,AKDT,6180,A
USGS,15484000,6/9/2022 7:00,AKDT,6180,A
USGS,15484000,6/9/2022 7:15,AKDT,6220,A
USGS,15484000,6/9/2022 7:30,AKDT,6180,A
USGS,15484000,6/9/2022 7:45,AKDT,6140,A
USGS,15484000,6/9/2022 8:00,AKDT,6100,A
USGS,15484000,6/9/2022 8:15,AKDT,6100,A
USGS,15484000,6/9/2022 8:30,AKDT,6120,A
USGS,15484000,6/9/2022 8:45,AKDT,6090,A
USGS,15484000,6/9/2022 9:00,AKDT,6090,A
USGS,15484000,6/9/2022 9:15,AKDT,6050,A
USGS,15484000,6/9/2022 9:30,AKDT,6050,A
USGS,15484000,6/9/2022 9:45,AKDT,6050,A
USGS,15484000,6/9/2022 10:00,AKDT,5990,A
USGS,15484000,6/9/2022 10:15,AKDT,5970,A
USGS,15484000,6/9/2022 10:30,AKDT,5990,A
USGS,15484000,6/9/2022 10:45,AKDT,5990,A
USGS,15484000,6/9/2022 11:00,AKDT,5970,A
USGS,15484000,6/9/2022 11:15,AKDT,5960,A
USGS,15484000,6/9/2022 11:30,AKDT,5900,A
USGS,15484000,6/9/2022 11:45,AKDT,5920,A
USGS,15484000,6/9/2022 12:00,AKDT,5900,A
USGS,15484000,6/9/2022 12:15,AKDT,5880,A
USGS,15484000,6/9/2022 12:30,AKDT,5880,A
USGS,15484000,6/9/2022 12:45,AKDT,5840,A
USGS,15484000,6/9/2022 13:00,AKDT,5840,A
USGS,15484000,6/9/2022 13:15,AKDT,5840,A
USGS,15484000,6/9/2022 13:30,AKDT,5810,A
USGS,15484000,6/9/2022 13:45,AKDT,5790,A
USGS,15484000,6/9/2022 14:00,AKDT,5810,A
USGS,15484000,6/9/2022 14:15,AKDT,5770,A
USGS,15484000,6/9/2022 14:30,AKDT,5750,A
USGS,15484000,6/9/2022 14:45,AKDT,5750,A
USGS,15484000,6/9/2022 15:00,AKDT,5730,A
USGS,15484000,6/9/2022 15:15,AKDT,5730,A
USGS,15484000,6/9/2022 15:30,AKDT,5720,A
USGS,15484000,6/9/2022 15:45,AKDT,5700,A
USGS,15484000,6/9/2022 16:00,AKDT,5680,A
USGS,15484000,6/9/2022 16:15,AKDT,5680,A
USGS,15484000,6/9/2022 16:30,AKDT,5700,A
USGS,15484000,6/9/2022 16:45,AKDT,5660,A
USGS,15484000,6/9/2022 17:00,AKDT,5640,A
USGS,15484000,6/9/2022 17:15,AKDT,5640,A
USGS,15484000,6/9/2022 17:30,AKDT,5630,A
USGS,15484000,6/9/2022 17:45,AKDT,5630,A
USGS,15484000,6/9/2022 18:00,AKDT,5590,A
USGS,15484000,6/9/2022 18:15,AKDT,5550,A
USGS,15484000,6/9/2022 18:30,AKDT,5590,A
USGS,15484000,6/9/2022 18:45,AKDT,5570,A
USGS,15484000,6/9/2022 19:00,AKDT,5570,A
USGS,15484000,6/9/2022 19:15,AKDT,5570,A
USGS,15484000,6/9/2022 19:30,AKDT,5550,A
USGS,15484000,6/9/2022 19:45,AKDT,5540,A
USGS,15484000,6/9/2022 20:00,AKDT,5520,A
USGS,15484000,6/9/2022 20:15,AKDT,5540,A
USGS,15484000,6/9/2022 20:30,AKDT,5520,A
USGS,15484000,6/9/2022 20:45,AKDT,5520,A
USGS,15484000,6/9/2022 21:00,AKDT,5520,A
USGS,15484000,6/9/2022 21:15,AKDT,5500,A
USGS,15484000,6/9/2022 21:30,AKDT,5480,A
USGS,15484000,6/9/2022 21:45,AKDT,5460,A
USGS,15484000,6/9/2022 22:00,AKDT,5460,A
USGS,15484000,6/9/2022 22:15,AKDT,5460,A
USGS,15484000,6/9/2022 22:30,AKDT,5430,A
USGS,15484000,6/9/2022 22:45,AKDT,5450,A
USGS,15484000,6/9/2022 23:00,AKDT,5430,A
USGS,15484000,6/9/2022 23:15,AKDT,5460,A
USGS,15484000,6/9/2022 23:30,AKDT,5430,A
USGS,15484000,6/9/2022 23:45,AKDT,5410,A
USGS,15484000,6/10/2022 0:00,AKDT,5410,A
USGS,15484000,6/10/2022 0:15,AKDT,5390,A
USGS,15484000,6/10/2022 0:30,AKDT,5390,A
USGS,15484000,6/10/2022 0:45,AKDT,5390,A
USGS,15484000,6/10/2022 1:00,AKDT,5410,A
USGS,15484000,6/10/2022 1:15,AKDT,5370,A
USGS,15484000,6/10/2022 1:30,AKDT,5370,A
USGS,15484000,6/10/2022 1:45,AKDT,5370,A
USGS,15484000,6/10/2022 2:00,AKDT,5370,A
USGS,15484000,6/10/2022 2:15,AKDT,5360,A
USGS,15484000,6/10/2022 2:30,AKDT,5340,A
USGS,15484000,6/10/2022 2:45,AKDT,5360,A
USGS,15484000,6/10/2022 3:00,AKDT,5360,A
USGS,15484000,6/10/2022 3:15,AKDT,5340,A
USGS,15484000,6/10/2022 3:30,AKDT,5300,A
USGS,15484000,6/10/2022 3:45,AKDT,5300,A
USGS,15484000,6/10/2022 4:00,AKDT,5300,A
USGS,15484000,6/10/2022 4:15,AKDT,5300,A
USGS,15484000,6/10/2022 4:30,AKDT,5270,A
USGS,15484000,6/10/2022 4:45,AKDT,5290,A
USGS,15484000,6/10/2022 5:00,AKDT,5290,A
USGS,15484000,6/10/2022 5:15,AKDT,5290,A
USGS,15484000,6/10/2022 5:30,AKDT,5270,A
USGS,15484000,6/10/2022 5:45,AKDT,5270,A
USGS,15484000,6/10/2022 6:00,AKDT,5250,A
USGS,15484000,6/10/2022 6:15,AKDT,5250,A
USGS,15484000,6/10/2022 6:30,AKDT,5230,A
USGS,15484000,6/10/2022 6:45,AKDT,5200,A
USGS,15484000,6/10/2022 7:00,AKDT,5200,A
USGS,15484000,6/10/2022 7:15,AKDT,5180,A
USGS,15484000,6/10/2022 7:30,AKDT,5200,A
USGS,15484000,6/10/2022 7:45,AKDT,5160,A
USGS,15484000,6/10/2022 8:00,AKDT,5200,A
USGS,15484000,6/10/2022 8:15,AKDT,5160,A
USGS,15484000,6/10/2022 8:30,AKDT,5150,A
USGS,15484000,6/10/2022 8:45,AKDT,5180,A
USGS,15484000,6/10/2022 9:00,AKDT,5150,A
USGS,15484000,6/10/2022 9:15,AKDT,5130,A
USGS,15484000,6/10/2022 9:30,AKDT,5130,A
USGS,15484000,6/10/2022 9:45,AKDT,5110,A
USGS,15484000,6/10/2022 10:00,AKDT,5110,A
USGS,15484000,6/10/2022 10:15,AKDT,5090,A
USGS,15484000,6/10/2022 10:30,AKDT,5090,A
USGS,15484000,6/10/2022 10:45,AKDT,5080,A
USGS,15484000,6/10/2022 11:00,AKDT,5040,A
USGS,15484000,6/10/2022 11:15,AKDT,5060,A
USGS,15484000,6/10/2022 11:30,AKDT,5040,A
USGS,15484000,6/10/2022 11:45,AKDT,5040,A
USGS,15484000,6/10/2022 12:00,AKDT,5020,A
USGS,15484000,6/10/2022 12:15,AKDT,5020,A
USGS,15484000,6/10/2022 12:30,AKDT,5010,A
USGS,15484000,6/10/2022 12:45,AKDT,5010,A
USGS,15484000,6/10/2022 13:00,AKDT,4990,A
USGS,15484000,6/10/2022 13:15,AKDT,4970,A
USGS,15484000,6/10/2022 13:30,AKDT,4990,A
USGS,15484000,6/10/2022 13:45,AKDT,4950,A
USGS,15484000,6/10/2022 14:00,AKDT,4970,A
USGS,15484000,6/10/2022 14:15,AKDT,4950,A
USGS,15484000,6/10/2022 14:30,AKDT,4970,A
USGS,15484000,6/10/2022 14:45,AKDT,4940,A
USGS,15484000,6/10/2022 15:00,AKDT,4940,A
USGS,15484000,6/10/2022 15:15,AKDT,4890,A
USGS,15484000,6/10/2022 15:30,AKDT,4900,A
USGS,15484000,6/10/2022 15:45,AKDT,4900,A
USGS,15484000,6/10/2022 16:00,AKDT,4890,A
USGS,15484000,6/10/2022 16:15,AKDT,4890,A
USGS,15484000,6/10/2022 16:30,AKDT,4890,A
USGS,15484000,6/10/2022 16:45,AKDT,4870,A
USGS,15484000,6/10/2022 17:00,AKDT,4850,A
USGS,15484000,6/10/2022 17:15,AKDT,4890,A
USGS,15484000,6/10/2022 17:30,AKDT,4850,A
USGS,15484000,6/10/2022 17:45,AKDT,4830,A
USGS,15484000,6/10/2022 18:00,AKDT,4830,A
USGS,15484000,6/10/2022 18:15,AKDT,4850,A
USGS,15484000,6/10/2022 18:30,AKDT,4820,A
USGS,15484000,6/10/2022 18:45,AKDT,4800,A
USGS,15484000,6/10/2022 19:00,AKDT,4820,A
USGS,15484000,6/10/2022 19:15,AKDT,4780,A
USGS,15484000,6/10/2022 19:30,AKDT,4780,A
USGS,15484000,6/10/2022 19:45,AKDT,4780,A
USGS,15484000,6/10/2022 20:00,AKDT,4770,A
USGS,15484000,6/10/2022 20:15,AKDT,4780,A
USGS,15484000,6/10/2022 20:30,AKDT,4780,A
USGS,15484000,6/10/2022 20:45,AKDT,4750,A
USGS,15484000,6/10/2022 21:00,AKDT,4770,A
USGS,15484000,6/10/2022 21:15,AKDT,4750,A
USGS,15484000,6/10/2022 21:30,AKDT,4750,A
USGS,15484000,6/10/2022 21:45,AKDT,4730,A
USGS,15484000,6/10/2022 22:00,AKDT,4730,A
USGS,15484000,6/10/2022 22:15,AKDT,4720,A
USGS,15484000,6/10/2022 22:30,AKDT,4720,A
USGS,15484000,6/10/2022 22:45,AKDT,4720,A
USGS,15484000,6/10/2022 23:00,AKDT,4700,A
USGS,15484000,6/10/2022 23:15,AKDT,4720,A
USGS,15484000,6/10/2022 23:30,AKDT,4680,A
USGS,15484000,6/10/2022 23:45,AKDT,4700,A
USGS,15484000,6/11/2022 0:00,AKDT,4680,A
USGS,15484000,6/11/2022 0:15,AKDT,4680,A
USGS,15484000,6/11/2022 0:30,AKDT,4700,A
USGS,15484000,6/11/2022 0:45,AKDT,4680,A
USGS,15484000,6/11/2022 1:00,AKDT,4670,A
USGS,15484000,6/11/2022 1:15,AKDT,4650,A
USGS,15484000,6/11/2022 1:30,AKDT,4670,A
USGS,15484000,6/11/2022 1:45,AKDT,4670,A
USGS,15484000,6/11/2022 2:00,AKDT,4650,A
USGS,15484000,6/11/2022 2:15,AKDT,4670,A
USGS,15484000,6/11/2022 2:30,AKDT,4630,A
USGS,15484000,6/11/2022 2:45,AKDT,4630,A
USGS,15484000,6/11/2022 3:00,AKDT,4630,A
USGS,15484000,6/11/2022 3:15,AKDT,4620,A
USGS,15484000,6/11/2022 3:30,AKDT,4620,A
USGS,15484000,6/11/2022 3:45,AKDT,4630,A
USGS,15484000,6/11/2022 4:00,AKDT,4620,A
USGS,15484000,6/11/2022 4:15,AKDT,4630,A
USGS,15484000,6/11/2022 4:30,AKDT,4620,A
USGS,15484000,6/11/2022 4:45,AKDT,4620,A
USGS,15484000,6/11/2022 5:00,AKDT,4630,A
USGS,15484000,6/11/2022 5:15,AKDT,4620,A
USGS,15484000,6/11/2022 5:30,AKDT,4600,A
USGS,15484000,6/11/2022 5:45,AKDT,4620,A
USGS,15484000,6/11/2022 6:00,AKDT,4620,A
USGS,15484000,6/11/2022 6:15,AKDT,4620,A
USGS,15484000,6/11/2022 6:30,AKDT,4600,A
USGS,15484000,6/11/2022 6:45,AKDT,4620,A
USGS,15484000,6/11/2022 7:00,AKDT,4570,A
USGS,15484000,6/11/2022 7:15,AKDT,4580,A
USGS,15484000,6/11/2022 7:30,AKDT,4580,A
USGS,15484000,6/11/2022 7:45,AKDT,4580,A
USGS,15484000,6/11/2022 8:00,AKDT,4550,A
USGS,15484000,6/11/2022 8:15,AKDT,4580,A
USGS,15484000,6/11/2022 8:30,AKDT,4570,A
USGS,15484000,6/11/2022 8:45,AKDT,4550,A
USGS,15484000,6/11/2022 9:00,AKDT,4550,A
USGS,15484000,6/11/2022 9:15,AKDT,4550,A
USGS,15484000,6/11/2022 9:30,AKDT,4570,A
USGS,15484000,6/11/2022 9:45,AKDT,4550,A
USGS,15484000,6/11/2022 10:00,AKDT,4570,A
USGS,15484000,6/11/2022 10:15,AKDT,4550,A
USGS,15484000,6/11/2022 10:30,AKDT,4530,A
USGS,15484000,6/11/2022 10:45,AKDT,4520,A
USGS,15484000,6/11/2022 11:00,AKDT,4530,A
USGS,15484000,6/11/2022 11:15,AKDT,4520,A
USGS,15484000,6/11/2022 11:30,AKDT,4530,A
USGS,15484000,6/11/2022 11:45,AKDT,4520,A
USGS,15484000,6/11/2022 12:00,AKDT,4520,A
USGS,15484000,6/11/2022 12:15,AKDT,4480,A
USGS,15484000,6/11/2022 12:30,AKDT,4520,A
USGS,15484000,6/11/2022 12:45,AKDT,4500,A
USGS,15484000,6/11/2022 13:00,AKDT,4520,A
USGS,15484000,6/11/2022 13:15,AKDT,4480,A
USGS,15484000,6/11/2022 13:30,AKDT,4480,A
USGS,15484000,6/11/2022 13:45,AKDT,4480,A
USGS,15484000,6/11/2022 14:00,AKDT,4480,A
USGS,15484000,6/11/2022 14:15,AKDT,4470,A
USGS,15484000,6/11/2022 14:30,AKDT,4470,A
USGS,15484000,6/11/2022 14:45,AKDT,4480,A
USGS,15484000,6/11/2022 15:00,AKDT,4470,A
USGS,15484000,6/11/2022 15:15,AKDT,4470,A
USGS,15484000,6/11/2022 15:30,AKDT,4430,A
USGS,15484000,6/11/2022 15:45,AKDT,4430,A
USGS,15484000,6/11/2022 16:00,AKDT,4420,A
USGS,15484000,6/11/2022 16:15,AKDT,4430,A
USGS,15484000,6/11/2022 16:30,AKDT,4420,A
USGS,15484000,6/11/2022 16:45,AKDT,4420,A
USGS,15484000,6/11/2022 17:00,AKDT,4420,A
USGS,15484000,6/11/2022 17:15,AKDT,4380,A
USGS,15484000,6/11/2022 17:30,AKDT,4400,A
USGS,15484000,6/11/2022 17:45,AKDT,4420,A
USGS,15484000,6/11/2022 18:00,AKDT,4420,A
USGS,15484000,6/11/2022 18:15,AKDT,4400,A
USGS,15484000,6/11/2022 18:30,AKDT,4370,A
USGS,15484000,6/11/2022 18:45,AKDT,4370,A
USGS,15484000,6/11/2022 19:00,AKDT,4370,A
USGS,15484000,6/11/2022 19:15,AKDT,4350,A
USGS,15484000,6/11/2022 19:30,AKDT,4370,A
USGS,15484000,6/11/2022 19:45,AKDT,4370,A
USGS,15484000,6/11/2022 20:00,AKDT,4350,A
USGS,15484000,6/11/2022 20:15,AKDT,4350,A
USGS,15484000,6/11/2022 20:30,AKDT,4330,A
USGS,15484000,6/11/2022 20:45,AKDT,4330,A
USGS,15484000,6/11/2022 21:00,AKDT,4330,A
USGS,15484000,6/11/2022 21:15,AKDT,4320,A
USGS,15484000,6/11/2022 21:30,AKDT,4300,A
USGS,15484000,6/11/2022 21:45,AKDT,4330,A
USGS,15484000,6/11/2022 22:00,AKDT,4320,A
USGS,15484000,6/11/2022 22:15,AKDT,4320,A
USGS,15484000,6/11/2022 22:30,AKDT,4320,A
USGS,15484000,6/11/2022 22:45,AKDT,4300,A
USGS,15484000,6/11/2022 23:00,AKDT,4320,A
USGS,15484000,6/11/2022 23:15,AKDT,4320,A
USGS,15484000,6/11/2022 23:30,AKDT,4300,A
USGS,15484000,6/11/2022 23:45,AKDT,4300,A
USGS,15484000,6/12/2022 0:00,AKDT,4290,A
USGS,15484000,6/12/2022 0:15,AKDT,4300,A
USGS,15484000,6/12/2022 0:30,AKDT,4290,A
USGS,15484000,6/12/2022 0:45,AKDT,4300,A
USGS,15484000,6/12/2022 1:00,AKDT,4290,A
USGS,15484000,6/12/2022 1:15,AKDT,4290,A
USGS,15484000,6/12/2022 1:30,AKDT,4270,A
USGS,15484000,6/12/2022 1:45,AKDT,4270,A
USGS,15484000,6/12/2022 2:00,AKDT,4270,A
USGS,15484000,6/12/2022 2:15,AKDT,4270,A
USGS,15484000,6/12/2022 2:30,AKDT,4270,A
USGS,15484000,6/12/2022 2:45,AKDT,4270,A
USGS,15484000,6/12/2022 3:00,AKDT,4270,A
USGS,15484000,6/12/2022 3:15,AKDT,4250,A
USGS,15484000,6/12/2022 3:30,AKDT,4250,A
USGS,15484000,6/12/2022 3:45,AKDT,4270,A
USGS,15484000,6/12/2022 4:00,AKDT,4250,A
USGS,15484000,6/12/2022 4:15,AKDT,4250,A
USGS,15484000,6/12/2022 4:30,AKDT,4250,A
USGS,15484000,6/12/2022 4:45,AKDT,4270,A
USGS,15484000,6/12/2022 5:00,AKDT,4240,A
USGS,15484000,6/12/2022 5:15,AKDT,4240,A
USGS,15484000,6/12/2022 5:30,AKDT,4240,A
USGS,15484000,6/12/2022 5:45,AKDT,4250,A
USGS,15484000,6/12/2022 6:00,AKDT,4240,A
USGS,15484000,6/12/2022 6:15,AKDT,4240,A
USGS,15484000,6/12/2022 6:30,AKDT,4240,A
USGS,15484000,6/12/2022 6:45,AKDT,4250,A
USGS,15484000,6/12/2022 7:00,AKDT,4240,A
USGS,15484000,6/12/2022 7:15,AKDT,4240,A
USGS,15484000,6/12/2022 7:30,AKDT,4250,A
USGS,15484000,6/12/2022 7:45,AKDT,4220,A
USGS,15484000,6/12/2022 8:00,AKDT,4220,A
USGS,15484000,6/12/2022 8:15,AKDT,4220,A
USGS,15484000,6/12/2022 8:30,AKDT,4240,A
USGS,15484000,6/12/2022 8:45,AKDT,4210,A
USGS,15484000,6/12/2022 9:00,AKDT,4210,A
USGS,15484000,6/12/2022 9:15,AKDT,4220,A
USGS,15484000,6/12/2022 9:30,AKDT,4220,A
USGS,15484000,6/12/2022 9:45,AKDT,4210,A
USGS,15484000,6/12/2022 10:00,AKDT,4210,A
USGS,15484000,6/12/2022 10:15,AKDT,4210,A
USGS,15484000,6/12/2022 10:30,AKDT,4210,A
USGS,15484000,6/12/2022 10:45,AKDT,4220,A
USGS,15484000,6/12/2022 11:00,AKDT,4190,A
USGS,15484000,6/12/2022 11:15,AKDT,4190,A
USGS,15484000,6/12/2022 11:30,AKDT,4170,A
