agency_cd,site_no,datetime,tz_cd,1760_00060,1760_00060_cd
USGS,15484000,7/15/2022 18:15,AKDT,3600,A
USGS,15484000,7/15/2022 18:30,AKDT,3600,A
USGS,15484000,7/15/2022 18:45,AKDT,3580,A
USGS,15484000,7/15/2022 19:00,AKDT,3580,A
USGS,15484000,7/15/2022 19:15,AKDT,3580,A
USGS,15484000,7/15/2022 19:30,AKDT,3580,A
USGS,15484000,7/15/2022 19:45,AKDT,3580,A
USGS,15484000,7/15/2022 20:00,AKDT,3570,A
USGS,15484000,7/15/2022 20:15,AKDT,3570,A
USGS,15484000,7/15/2022 20:30,AKDT,3570,A
USGS,15484000,7/15/2022 20:45,AKDT,3550,A
USGS,15484000,7/15/2022 21:00,AKDT,3540,A
USGS,15484000,7/15/2022 21:15,AKDT,3550,A
USGS,15484000,7/15/2022 21:30,AKDT,3540,A
USGS,15484000,7/15/2022 21:45,AKDT,3540,A
USGS,15484000,7/15/2022 22:00,AKDT,3520,A
USGS,15484000,7/15/2022 22:15,AKDT,3520,A
USGS,15484000,7/15/2022 22:30,AKDT,3540,A
USGS,15484000,7/15/2022 22:45,AKDT,3520,A
USGS,15484000,7/15/2022 23:00,AKDT,3520,A
USGS,15484000,7/15/2022 23:15,AKDT,3520,A
USGS,15484000,7/15/2022 23:30,AKDT,3510,A
USGS,15484000,7/15/2022 23:45,AKDT,3490,A
USGS,15484000,7/16/2022 0:00,AKDT,3510,A
USGS,15484000,7/16/2022 0:15,AKDT,3480,A
USGS,15484000,7/16/2022 0:30,AKDT,3480,A
USGS,15484000,7/16/2022 0:45,AKDT,3460,A
USGS,15484000,7/16/2022 1:00,AKDT,3480,A
USGS,15484000,7/16/2022 1:15,AKDT,3460,A
USGS,15484000,7/16/2022 1:30,AKDT,3460,A
USGS,15484000,7/16/2022 1:45,AKDT,3460,A
USGS,15484000,7/16/2022 2:00,AKDT,3460,A
USGS,15484000,7/16/2022 2:15,AKDT,3450,A
USGS,15484000,7/16/2022 2:30,AKDT,3450,A
USGS,15484000,7/16/2022 2:45,AKDT,3430,A
USGS,15484000,7/16/2022 3:00,AKDT,3430,A
USGS,15484000,7/16/2022 3:15,AKDT,3420,A
USGS,15484000,7/16/2022 3:30,AKDT,3430,A
USGS,15484000,7/16/2022 3:45,AKDT,3420,A
USGS,15484000,7/16/2022 4:00,AKDT,3420,A
USGS,15484000,7/16/2022 4:15,AKDT,3420,A
USGS,15484000,7/16/2022 4:30,AKDT,3420,A
USGS,15484000,7/16/2022 4:45,AKDT,3400,A
USGS,15484000,7/16/2022 5:00,AKDT,3400,A
USGS,15484000,7/16/2022 5:15,AKDT,3400,A
USGS,15484000,7/16/2022 5:30,AKDT,3390,A
USGS,15484000,7/16/2022 5:45,AKDT,3390,A
USGS,15484000,7/16/2022 6:00,AKDT,3400,A
USGS,15484000,7/16/2022 6:15,AKDT,3400,A
USGS,15484000,7/16/2022 6:30,AKDT,3370,A
USGS,15484000,7/16/2022 6:45,AKDT,3370,A
USGS,15484000,7/16/2022 7:00,AKDT,3370,A
USGS,15484000,7/16/2022 7:15,AKDT,3370,A
USGS,15484000,7/16/2022 7:30,AKDT,3370,A
USGS,15484000,7/16/2022 7:45,AKDT,3370,A
USGS,15484000,7/16/2022 8:00,AKDT,3360,A
USGS,15484000,7/16/2022 8:15,AKDT,3360,A
USGS,15484000,7/16/2022 8:30,AKDT,3360,A
USGS,15484000,7/16/2022 8:45,AKDT,3360,A
USGS,15484000,7/16/2022 9:00,AKDT,3360,A
USGS,15484000,7/16/2022 9:15,AKDT,3340,A
USGS,15484000,7/16/2022 9:30,AKDT,3340,A
USGS,15484000,7/16/2022 9:45,AKDT,3330,A
USGS,15484000,7/16/2022 10:00,AKDT,3330,A
USGS,15484000,7/16/2022 10:15,AKDT,3330,A
USGS,15484000,7/16/2022 10:30,AKDT,3310,A
USGS,15484000,7/16/2022 10:45,AKDT,3310,A
USGS,15484000,7/16/2022 11:00,AKDT,3310,A
USGS,15484000,7/16/2022 11:15,AKDT,3310,A
USGS,15484000,7/16/2022 11:30,AKDT,3300,A
USGS,15484000,7/16/2022 11:45,AKDT,3300,A
USGS,15484000,7/16/2022 12:00,AKDT,3300,A
USGS,15484000,7/16/2022 12:15,AKDT,3310,A
USGS,15484000,7/16/2022 12:30,AKDT,3300,A
USGS,15484000,7/16/2022 12:45,AKDT,3290,A
USGS,15484000,7/16/2022 13:00,AKDT,3290,A
USGS,15484000,7/16/2022 13:15,AKDT,3290,A
USGS,15484000,7/16/2022 13:30,AKDT,3270,A
USGS,15484000,7/16/2022 14:00,AKDT,3290,A
USGS,15484000,7/16/2022 14:15,AKDT,3270,A
USGS,15484000,7/16/2022 14:30,AKDT,3270,A
USGS,15484000,7/16/2022 14:45,AKDT,3270,A
USGS,15484000,7/16/2022 15:00,AKDT,3270,A
USGS,15484000,7/16/2022 15:15,AKDT,3260,A
USGS,15484000,7/16/2022 15:30,AKDT,3260,A
USGS,15484000,7/16/2022 15:45,AKDT,3270,A
USGS,15484000,7/16/2022 16:00,AKDT,3260,A
USGS,15484000,7/16/2022 16:15,AKDT,3260,A
USGS,15484000,7/16/2022 16:30,AKDT,3240,A
USGS,15484000,7/16/2022 17:00,AKDT,3260,A
USGS,15484000,7/16/2022 17:15,AKDT,3240,A
USGS,15484000,7/16/2022 17:30,AKDT,3240,A
USGS,15484000,7/16/2022 17:45,AKDT,3260,A
USGS,15484000,7/16/2022 18:00,AKDT,3240,A
USGS,15484000,7/16/2022 18:15,AKDT,3230,A
USGS,15484000,7/16/2022 18:30,AKDT,3230,A
USGS,15484000,7/16/2022 18:45,AKDT,3230,A
USGS,15484000,7/16/2022 19:00,AKDT,3230,A
USGS,15484000,7/16/2022 19:15,AKDT,3210,A
USGS,15484000,7/16/2022 19:30,AKDT,3210,A
USGS,15484000,7/16/2022 19:45,AKDT,3210,A
USGS,15484000,7/16/2022 20:00,AKDT,3230,A
USGS,15484000,7/16/2022 20:15,AKDT,3200,A
USGS,15484000,7/16/2022 20:30,AKDT,3200,A
USGS,15484000,7/16/2022 20:45,AKDT,3210,A
USGS,15484000,7/16/2022 21:00,AKDT,3200,A
USGS,15484000,7/16/2022 21:15,AKDT,3200,A
USGS,15484000,7/16/2022 21:30,AKDT,3200,A
USGS,15484000,7/16/2022 21:45,AKDT,3200,A
USGS,15484000,7/16/2022 22:00,AKDT,3200,A
USGS,15484000,7/16/2022 22:15,AKDT,3200,A
USGS,15484000,7/16/2022 22:30,AKDT,3200,A
USGS,15484000,7/16/2022 22:45,AKDT,3200,A
USGS,15484000,7/16/2022 23:00,AKDT,3180,A
USGS,15484000,7/16/2022 23:15,AKDT,3180,A
USGS,15484000,7/16/2022 23:30,AKDT,3200,A
USGS,15484000,7/16/2022 23:45,AKDT,3180,A
USGS,15484000,7/17/2022 0:00,AKDT,3180,A
USGS,15484000,7/17/2022 0:15,AKDT,3180,A
USGS,15484000,7/17/2022 0:30,AKDT,3170,A
USGS,15484000,7/17/2022 0:45,AKDT,3170,A
USGS,15484000,7/17/2022 1:00,AKDT,3170,A
USGS,15484000,7/17/2022 1:15,AKDT,3170,A
USGS,15484000,7/17/2022 1:30,AKDT,3170,A
USGS,15484000,7/17/2022 1:45,AKDT,3170,A
USGS,15484000,7/17/2022 2:00,AKDT,3170,A
USGS,15484000,7/17/2022 2:15,AKDT,3170,A
USGS,15484000,7/17/2022 2:30,AKDT,3170,A
USGS,15484000,7/17/2022 2:45,AKDT,3150,A
USGS,15484000,7/17/2022 3:00,AKDT,3170,A
USGS,15484000,7/17/2022 3:15,AKDT,3170,A
USGS,15484000,7/17/2022 3:30,AKDT,3170,A
USGS,15484000,7/17/2022 3:45,AKDT,3150,A
USGS,15484000,7/17/2022 4:00,AKDT,3150,A
USGS,15484000,7/17/2022 4:15,AKDT,3150,A
USGS,15484000,7/17/2022 4:30,AKDT,3150,A
USGS,15484000,7/17/2022 4:45,AKDT,3150,A
USGS,15484000,7/17/2022 5:00,AKDT,3150,A
USGS,15484000,7/17/2022 5:15,AKDT,3150,A
USGS,15484000,7/17/2022 5:30,AKDT,3170,A
USGS,15484000,7/17/2022 5:45,AKDT,3150,A
USGS,15484000,7/17/2022 6:00,AKDT,3150,A
USGS,15484000,7/17/2022 6:15,AKDT,3140,A
USGS,15484000,7/17/2022 6:30,AKDT,3150,A
USGS,15484000,7/17/2022 6:45,AKDT,3140,A
USGS,15484000,7/17/2022 7:00,AKDT,3150,A
USGS,15484000,7/17/2022 7:15,AKDT,3140,A
USGS,15484000,7/17/2022 7:30,AKDT,3150,A
USGS,15484000,7/17/2022 7:45,AKDT,3140,A
USGS,15484000,7/17/2022 8:00,AKDT,3150,A
USGS,15484000,7/17/2022 8:15,AKDT,3140,A
USGS,15484000,7/17/2022 8:30,AKDT,3150,A
USGS,15484000,7/17/2022 8:45,AKDT,3140,A
USGS,15484000,7/17/2022 9:00,AKDT,3140,A
USGS,15484000,7/17/2022 9:15,AKDT,3150,A
USGS,15484000,7/17/2022 9:30,AKDT,3150,A
USGS,15484000,7/17/2022 9:45,AKDT,3140,A
USGS,15484000,7/17/2022 10:00,AKDT,3140,A
USGS,15484000,7/17/2022 10:15,AKDT,3140,A
USGS,15484000,7/17/2022 10:30,AKDT,3140,A
USGS,15484000,7/17/2022 10:45,AKDT,3140,A
USGS,15484000,7/17/2022 11:00,AKDT,3140,A
USGS,15484000,7/17/2022 11:15,AKDT,3120,A
USGS,15484000,7/17/2022 11:30,AKDT,3140,A
USGS,15484000,7/17/2022 11:45,AKDT,3140,A
USGS,15484000,7/17/2022 12:00,AKDT,3140,A
USGS,15484000,7/17/2022 12:15,AKDT,3140,A
USGS,15484000,7/17/2022 12:30,AKDT,3140,A
USGS,15484000,7/17/2022 12:45,AKDT,3140,A
USGS,15484000,7/17/2022 13:00,AKDT,3140,A
USGS,15484000,7/17/2022 13:15,AKDT,3140,A
USGS,15484000,7/17/2022 13:30,AKDT,3120,A
USGS,15484000,7/17/2022 13:45,AKDT,3140,A
USGS,15484000,7/17/2022 14:00,AKDT,3140,A
USGS,15484000,7/17/2022 14:15,AKDT,3140,A
USGS,15484000,7/17/2022 14:30,AKDT,3140,A
USGS,15484000,7/17/2022 14:45,AKDT,3140,A
USGS,15484000,7/17/2022 15:00,AKDT,3120,A
USGS,15484000,7/17/2022 15:30,AKDT,3140,A
USGS,15484000,7/17/2022 15:45,AKDT,3140,A
USGS,15484000,7/17/2022 16:00,AKDT,3120,A
USGS,15484000,7/17/2022 16:15,AKDT,3120,A
USGS,15484000,7/17/2022 16:30,AKDT,3140,A
USGS,15484000,7/17/2022 16:45,AKDT,3120,A
USGS,15484000,7/17/2022 17:00,AKDT,3120,A
USGS,15484000,7/17/2022 17:15,AKDT,3110,A
USGS,15484000,7/17/2022 17:30,AKDT,3120,A
USGS,15484000,7/17/2022 17:45,AKDT,3120,A
USGS,15484000,7/17/2022 18:00,AKDT,3120,A
USGS,15484000,7/17/2022 18:15,AKDT,3110,A
USGS,15484000,7/17/2022 18:30,AKDT,3120,A
USGS,15484000,7/17/2022 18:45,AKDT,3110,A
USGS,15484000,7/17/2022 19:00,AKDT,3120,A
USGS,15484000,7/17/2022 19:15,AKDT,3110,A
USGS,15484000,7/17/2022 19:30,AKDT,3120,A
USGS,15484000,7/17/2022 19:45,AKDT,3110,A
USGS,15484000,7/17/2022 20:15,AKDT,3110,A
USGS,15484000,7/17/2022 20:30,AKDT,3110,A
USGS,15484000,7/17/2022 20:45,AKDT,3090,A
USGS,15484000,7/17/2022 21:00,AKDT,3110,A
USGS,15484000,7/17/2022 21:15,AKDT,3090,A
USGS,15484000,7/17/2022 21:30,AKDT,3110,A
USGS,15484000,7/17/2022 21:45,AKDT,3090,A
USGS,15484000,7/17/2022 22:00,AKDT,3090,A
USGS,15484000,7/17/2022 22:15,AKDT,3090,A
USGS,15484000,7/17/2022 22:30,AKDT,3090,A
USGS,15484000,7/17/2022 22:45,AKDT,3090,A
USGS,15484000,7/17/2022 23:00,AKDT,3090,A
USGS,15484000,7/17/2022 23:15,AKDT,3090,A
USGS,15484000,7/17/2022 23:30,AKDT,3080,A
USGS,15484000,7/17/2022 23:45,AKDT,3090,A
USGS,15484000,7/18/2022 0:00,AKDT,3090,A
USGS,15484000,7/18/2022 0:15,AKDT,3080,A
USGS,15484000,7/18/2022 0:30,AKDT,3080,A
USGS,15484000,7/18/2022 0:45,AKDT,3090,A
USGS,15484000,7/18/2022 1:00,AKDT,3080,A
USGS,15484000,7/18/2022 1:15,AKDT,3080,A
USGS,15484000,7/18/2022 1:30,AKDT,3080,A
USGS,15484000,7/18/2022 1:45,AKDT,3080,A
USGS,15484000,7/18/2022 2:00,AKDT,3080,A
USGS,15484000,7/18/2022 2:15,AKDT,3090,A
USGS,15484000,7/18/2022 2:30,AKDT,3090,A
USGS,15484000,7/18/2022 2:45,AKDT,3090,A
USGS,15484000,7/18/2022 3:00,AKDT,3080,A
USGS,15484000,7/18/2022 3:15,AKDT,3080,A
USGS,15484000,7/18/2022 3:30,AKDT,3080,A
USGS,15484000,7/18/2022 3:45,AKDT,3080,A
USGS,15484000,7/18/2022 4:00,AKDT,3080,A
USGS,15484000,7/18/2022 4:15,AKDT,3080,A
USGS,15484000,7/18/2022 4:30,AKDT,3080,A
USGS,15484000,7/18/2022 4:45,AKDT,3080,A
USGS,15484000,7/18/2022 5:00,AKDT,3060,A
USGS,15484000,7/18/2022 5:15,AKDT,3060,A
USGS,15484000,7/18/2022 5:30,AKDT,3060,A
USGS,15484000,7/18/2022 5:45,AKDT,3040,A
USGS,15484000,7/18/2022 6:00,AKDT,3060,A
USGS,15484000,7/18/2022 6:15,AKDT,3040,A
USGS,15484000,7/18/2022 6:30,AKDT,3060,A
USGS,15484000,7/18/2022 6:45,AKDT,3040,A
USGS,15484000,7/18/2022 7:00,AKDT,3040,A
USGS,15484000,7/18/2022 7:15,AKDT,3060,A
USGS,15484000,7/18/2022 7:30,AKDT,3040,A
USGS,15484000,7/18/2022 7:45,AKDT,3040,A
USGS,15484000,7/18/2022 8:00,AKDT,3040,A
USGS,15484000,7/18/2022 8:15,AKDT,3030,A
USGS,15484000,7/18/2022 8:30,AKDT,3030,A
USGS,15484000,7/18/2022 8:45,AKDT,3030,A
USGS,15484000,7/18/2022 9:00,AKDT,3010,A
USGS,15484000,7/18/2022 9:15,AKDT,3030,A
USGS,15484000,7/18/2022 9:30,AKDT,3030,A
USGS,15484000,7/18/2022 9:45,AKDT,3030,A
USGS,15484000,7/18/2022 10:00,AKDT,3030,A
USGS,15484000,7/18/2022 10:15,AKDT,3030,A
USGS,15484000,7/18/2022 10:30,AKDT,3010,A
USGS,15484000,7/18/2022 10:45,AKDT,3010,A
USGS,15484000,7/18/2022 11:00,AKDT,3010,A
USGS,15484000,7/18/2022 11:15,AKDT,3010,A
USGS,15484000,7/18/2022 11:30,AKDT,3000,A
USGS,15484000,7/18/2022 11:45,AKDT,3010,A
USGS,15484000,7/18/2022 12:00,AKDT,3010,A
USGS,15484000,7/18/2022 12:15,AKDT,3000,A
USGS,15484000,7/18/2022 12:30,AKDT,3000,A
USGS,15484000,7/18/2022 12:45,AKDT,3000,A
USGS,15484000,7/18/2022 13:00,AKDT,3010,A
USGS,15484000,7/18/2022 13:15,AKDT,2980,A
USGS,15484000,7/18/2022 13:30,AKDT,3000,A
USGS,15484000,7/18/2022 13:45,AKDT,3000,A
USGS,15484000,7/18/2022 14:00,AKDT,2980,A
USGS,15484000,7/18/2022 14:15,AKDT,2980,A
USGS,15484000,7/18/2022 14:30,AKDT,2980,A
USGS,15484000,7/18/2022 14:45,AKDT,2980,A
USGS,15484000,7/18/2022 15:00,AKDT,2980,A
USGS,15484000,7/18/2022 15:15,AKDT,2970,A
USGS,15484000,7/18/2022 15:30,AKDT,2980,A
USGS,15484000,7/18/2022 15:45,AKDT,2970,A
USGS,15484000,7/18/2022 16:00,AKDT,2980,A
USGS,15484000,7/18/2022 16:15,AKDT,2980,A
USGS,15484000,7/18/2022 16:30,AKDT,2970,A
USGS,15484000,7/18/2022 16:45,AKDT,2970,A
USGS,15484000,7/18/2022 17:00,AKDT,2970,A
USGS,15484000,7/18/2022 17:15,AKDT,2950,A
USGS,15484000,7/18/2022 17:30,AKDT,2970,A
USGS,15484000,7/18/2022 17:45,AKDT,2970,A
USGS,15484000,7/18/2022 18:00,AKDT,2950,A
USGS,15484000,7/18/2022 18:15,AKDT,2970,A
USGS,15484000,7/18/2022 18:30,AKDT,2950,A
USGS,15484000,7/18/2022 18:45,AKDT,2950,A
USGS,15484000,7/18/2022 19:00,AKDT,2950,A
USGS,15484000,7/18/2022 19:15,AKDT,2950,A
USGS,15484000,7/18/2022 19:30,AKDT,2950,A
USGS,15484000,7/18/2022 19:45,AKDT,2940,A
USGS,15484000,7/18/2022 20:00,AKDT,2940,A
USGS,15484000,7/18/2022 20:15,AKDT,2940,A
USGS,15484000,7/18/2022 20:30,AKDT,2950,A
USGS,15484000,7/18/2022 20:45,AKDT,2940,A
USGS,15484000,7/18/2022 21:00,AKDT,2940,A
USGS,15484000,7/18/2022 21:15,AKDT,2940,A
USGS,15484000,7/18/2022 21:30,AKDT,2940,A
USGS,15484000,7/18/2022 21:45,AKDT,2940,A
USGS,15484000,7/18/2022 22:00,AKDT,2940,A
USGS,15484000,7/18/2022 22:15,AKDT,2940,A
USGS,15484000,7/18/2022 22:30,AKDT,2920,A
USGS,15484000,7/18/2022 22:45,AKDT,2920,A
USGS,15484000,7/18/2022 23:00,AKDT,2920,A
USGS,15484000,7/18/2022 23:15,AKDT,2920,A
USGS,15484000,7/18/2022 23:30,AKDT,2920,A
USGS,15484000,7/18/2022 23:45,AKDT,2920,A
USGS,15484000,7/19/2022 0:00,AKDT,2910,A
USGS,15484000,7/19/2022 0:15,AKDT,2910,A
USGS,15484000,7/19/2022 0:30,AKDT,2910,A
USGS,15484000,7/19/2022 0:45,AKDT,2910,A
USGS,15484000,7/19/2022 1:00,AKDT,2920,A
USGS,15484000,7/19/2022 1:15,AKDT,2910,A
USGS,15484000,7/19/2022 1:30,AKDT,2910,A
USGS,15484000,7/19/2022 1:45,AKDT,2910,A
USGS,15484000,7/19/2022 2:00,AKDT,2910,A
USGS,15484000,7/19/2022 2:15,AKDT,2910,A
USGS,15484000,7/19/2022 2:30,AKDT,2900,A
USGS,15484000,7/19/2022 2:45,AKDT,2900,A
USGS,15484000,7/19/2022 3:00,AKDT,2900,A
USGS,15484000,7/19/2022 3:15,AKDT,2900,A
USGS,15484000,7/19/2022 3:30,AKDT,2880,A
USGS,15484000,7/19/2022 3:45,AKDT,2900,A
USGS,15484000,7/19/2022 4:00,AKDT,2900,A
USGS,15484000,7/19/2022 4:15,AKDT,2900,A
USGS,15484000,7/19/2022 4:30,AKDT,2900,A
USGS,15484000,7/19/2022 4:45,AKDT,2900,A
USGS,15484000,7/19/2022 5:00,AKDT,2900,A
USGS,15484000,7/19/2022 5:15,AKDT,2880,A
USGS,15484000,7/19/2022 5:30,AKDT,2900,A
USGS,15484000,7/19/2022 5:45,AKDT,2880,A
USGS,15484000,7/19/2022 6:00,AKDT,2900,A
USGS,15484000,7/19/2022 6:15,AKDT,2880,A
USGS,15484000,7/19/2022 6:30,AKDT,2900,A
USGS,15484000,7/19/2022 6:45,AKDT,2900,A
USGS,15484000,7/19/2022 7:00,AKDT,2900,A
USGS,15484000,7/19/2022 7:15,AKDT,2900,A
USGS,15484000,7/19/2022 7:30,AKDT,2880,A
USGS,15484000,7/19/2022 7:45,AKDT,2900,A
USGS,15484000,7/19/2022 8:00,AKDT,2900,A
USGS,15484000,7/19/2022 8:15,AKDT,2900,A
USGS,15484000,7/19/2022 8:30,AKDT,2880,A
USGS,15484000,7/19/2022 8:45,AKDT,2870,A
USGS,15484000,7/19/2022 9:00,AKDT,2880,A
USGS,15484000,7/19/2022 9:15,AKDT,2880,A
USGS,15484000,7/19/2022 9:30,AKDT,2880,A
USGS,15484000,7/19/2022 9:45,AKDT,2880,A
USGS,15484000,7/19/2022 10:00,AKDT,2870,A
USGS,15484000,7/19/2022 10:15,AKDT,2880,A
USGS,15484000,7/19/2022 10:30,AKDT,2870,A
USGS,15484000,7/19/2022 10:45,AKDT,2870,A
USGS,15484000,7/19/2022 11:00,AKDT,2880,A
USGS,15484000,7/19/2022 11:15,AKDT,2880,A
USGS,15484000,7/19/2022 11:30,AKDT,2870,A
USGS,15484000,7/19/2022 11:45,AKDT,2870,A
USGS,15484000,7/19/2022 12:00,AKDT,2870,A
USGS,15484000,7/19/2022 12:15,AKDT,2850,A
USGS,15484000,7/19/2022 12:30,AKDT,2850,A
USGS,15484000,7/19/2022 12:45,AKDT,2870,A
USGS,15484000,7/19/2022 13:00,AKDT,2870,A
USGS,15484000,7/19/2022 13:15,AKDT,2850,A
USGS,15484000,7/19/2022 13:30,AKDT,2870,A
USGS,15484000,7/19/2022 13:45,AKDT,2850,A
USGS,15484000,7/19/2022 14:00,AKDT,2850,A
USGS,15484000,7/19/2022 14:15,AKDT,2850,A
USGS,15484000,7/19/2022 14:30,AKDT,2850,A
USGS,15484000,7/19/2022 14:45,AKDT,2870,A
USGS,15484000,7/19/2022 15:00,AKDT,2850,A
USGS,15484000,7/19/2022 15:15,AKDT,2870,A
USGS,15484000,7/19/2022 15:30,AKDT,2850,A
USGS,15484000,7/19/2022 15:45,AKDT,2850,A
USGS,15484000,7/19/2022 16:00,AKDT,2840,A
USGS,15484000,7/19/2022 16:15,AKDT,2850,A
USGS,15484000,7/19/2022 16:30,AKDT,2850,A
USGS,15484000,7/19/2022 16:45,AKDT,2850,A
USGS,15484000,7/19/2022 17:00,AKDT,2850,A
USGS,15484000,7/19/2022 17:15,AKDT,2850,A
USGS,15484000,7/19/2022 17:30,AKDT,2840,A
USGS,15484000,7/19/2022 17:45,AKDT,2840,A
USGS,15484000,7/19/2022 18:00,AKDT,2850,A
USGS,15484000,7/19/2022 18:15,AKDT,2840,A
USGS,15484000,7/19/2022 18:30,AKDT,2840,A
USGS,15484000,7/19/2022 18:45,AKDT,2840,A
USGS,15484000,7/19/2022 19:00,AKDT,2840,A
USGS,15484000,7/19/2022 19:15,AKDT,2840,A
USGS,15484000,7/19/2022 19:30,AKDT,2840,A
USGS,15484000,7/19/2022 19:45,AKDT,2840,A
USGS,15484000,7/19/2022 20:00,AKDT,2840,A
USGS,15484000,7/19/2022 20:15,AKDT,2840,A
USGS,15484000,7/19/2022 20:30,AKDT,2840,A
USGS,15484000,7/19/2022 20:45,AKDT,2840,A
USGS,15484000,7/19/2022 21:00,AKDT,2820,A
USGS,15484000,7/19/2022 21:15,AKDT,2820,A
USGS,15484000,7/19/2022 21:30,AKDT,2840,A
USGS,15484000,7/19/2022 21:45,AKDT,2820,A
USGS,15484000,7/19/2022 22:00,AKDT,2820,A
USGS,15484000,7/19/2022 22:15,AKDT,2840,A
USGS,15484000,7/19/2022 22:30,AKDT,2820,A
USGS,15484000,7/19/2022 22:45,AKDT,2820,A
USGS,15484000,7/19/2022 23:00,AKDT,2840,A
USGS,15484000,7/19/2022 23:15,AKDT,2820,A
USGS,15484000,7/19/2022 23:30,AKDT,2840,A
USGS,15484000,7/19/2022 23:45,AKDT,2820,A
USGS,15484000,7/20/2022 0:00,AKDT,2810,A
USGS,15484000,7/20/2022 0:15,AKDT,2810,A
USGS,15484000,7/20/2022 0:30,AKDT,2820,A
USGS,15484000,7/20/2022 0:45,AKDT,2820,A
USGS,15484000,7/20/2022 1:00,AKDT,2820,A
USGS,15484000,7/20/2022 1:15,AKDT,2820,A
USGS,15484000,7/20/2022 1:30,AKDT,2810,A
USGS,15484000,7/20/2022 1:45,AKDT,2810,A
USGS,15484000,7/20/2022 2:00,AKDT,2810,A
USGS,15484000,7/20/2022 2:15,AKDT,2810,A
USGS,15484000,7/20/2022 2:30,AKDT,2790,A
USGS,15484000,7/20/2022 2:45,AKDT,2810,A
USGS,15484000,7/20/2022 3:00,AKDT,2810,A
USGS,15484000,7/20/2022 3:15,AKDT,2790,A
USGS,15484000,7/20/2022 3:30,AKDT,2810,A
USGS,15484000,7/20/2022 3:45,AKDT,2810,A
USGS,15484000,7/20/2022 4:00,AKDT,2790,A
USGS,15484000,7/20/2022 4:15,AKDT,2790,A
USGS,15484000,7/20/2022 4:30,AKDT,2790,A
USGS,15484000,7/20/2022 4:45,AKDT,2810,A
USGS,15484000,7/20/2022 5:00,AKDT,2790,A
USGS,15484000,7/20/2022 5:15,AKDT,2790,A
USGS,15484000,7/20/2022 5:30,AKDT,2790,A
USGS,15484000,7/20/2022 5:45,AKDT,2790,A
USGS,15484000,7/20/2022 6:00,AKDT,2790,A
USGS,15484000,7/20/2022 6:15,AKDT,2790,A
USGS,15484000,7/20/2022 6:30,AKDT,2790,A
USGS,15484000,7/20/2022 6:45,AKDT,2790,A
USGS,15484000,7/20/2022 7:00,AKDT,2780,A
USGS,15484000,7/20/2022 7:15,AKDT,2790,A
USGS,15484000,7/20/2022 7:30,AKDT,2780,A
USGS,15484000,7/20/2022 7:45,AKDT,2790,A
USGS,15484000,7/20/2022 8:00,AKDT,2790,A
USGS,15484000,7/20/2022 8:15,AKDT,2780,A
USGS,15484000,7/20/2022 8:30,AKDT,2780,A
USGS,15484000,7/20/2022 8:45,AKDT,2780,A
USGS,15484000,7/20/2022 9:00,AKDT,2780,A
USGS,15484000,7/20/2022 9:15,AKDT,2780,A
USGS,15484000,7/20/2022 9:30,AKDT,2780,A
USGS,15484000,7/20/2022 9:45,AKDT,2780,A
USGS,15484000,7/20/2022 10:00,AKDT,2780,A
USGS,15484000,7/20/2022 10:15,AKDT,2780,A
USGS,15484000,7/20/2022 10:30,AKDT,2780,A
USGS,15484000,7/20/2022 10:45,AKDT,2780,A
USGS,15484000,7/20/2022 11:00,AKDT,2780,A
USGS,15484000,7/20/2022 11:15,AKDT,2780,A
USGS,15484000,7/20/2022 11:30,AKDT,2780,A
USGS,15484000,7/20/2022 11:45,AKDT,2780,A
USGS,15484000,7/20/2022 12:00,AKDT,2760,A
USGS,15484000,7/20/2022 12:15,AKDT,2760,A
USGS,15484000,7/20/2022 12:30,AKDT,2760,A
USGS,15484000,7/20/2022 12:45,AKDT,2760,A
USGS,15484000,7/20/2022 13:00,AKDT,2760,A
USGS,15484000,7/20/2022 13:15,AKDT,2760,A
USGS,15484000,7/20/2022 13:30,AKDT,2760,A
USGS,15484000,7/20/2022 13:45,AKDT,2760,A
USGS,15484000,7/20/2022 14:00,AKDT,2760,A
USGS,15484000,7/20/2022 14:15,AKDT,2760,A
USGS,15484000,7/20/2022 14:30,AKDT,2760,A
USGS,15484000,7/20/2022 14:45,AKDT,2760,A
USGS,15484000,7/20/2022 15:00,AKDT,2760,A
USGS,15484000,7/20/2022 15:15,AKDT,2760,A
USGS,15484000,7/20/2022 15:30,AKDT,2750,A
USGS,15484000,7/20/2022 15:45,AKDT,2760,A
USGS,15484000,7/20/2022 16:00,AKDT,2760,A
USGS,15484000,7/20/2022 16:15,AKDT,2760,A
USGS,15484000,7/20/2022 16:30,AKDT,2760,A
USGS,15484000,7/20/2022 16:45,AKDT,2750,A
USGS,15484000,7/20/2022 17:00,AKDT,2750,A
USGS,15484000,7/20/2022 17:15,AKDT,2750,A
USGS,15484000,7/20/2022 17:30,AKDT,2760,A
USGS,15484000,7/20/2022 17:45,AKDT,2750,A
USGS,15484000,7/20/2022 18:00,AKDT,2760,A
USGS,15484000,7/20/2022 18:15,AKDT,2750,A
USGS,15484000,7/20/2022 18:30,AKDT,2750,A
USGS,15484000,7/20/2022 18:45,AKDT,2750,A
USGS,15484000,7/20/2022 19:00,AKDT,2750,A
USGS,15484000,7/20/2022 19:15,AKDT,2750,A
