"","Date","daily_mean_SP","MeasuredQ"
"1",2022-06-14,43.8125,847.437624476111
"2",2022-07-15,134.9045,256.862501117098
"3",2022-08-08,137.078861788618,246.086564876396
"4",2022-10-05,146.338255033557,197.147449989948
