Site Name ,MOOS,,,
Site Number ,4,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11617,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
633,17/06/2020 , 03:15:00,126,126
634,17/06/2020 , 03:30:00,222,222
635,17/06/2020 , 03:45:00,287,287
636,17/06/2020 , 04:00:00,297,297
637,17/06/2020 , 04:15:00,374,374
638,17/06/2020 , 04:30:00,589,589
639,17/06/2020 , 04:45:00,674,674
640,17/06/2020 , 05:00:00,995,995
641,17/06/2020 , 05:15:00,1530,1530
642,17/06/2020 , 05:30:00,1542,1542
643,17/06/2020 , 05:45:00,1065,1065
644,17/06/2020 , 06:00:00,1004,1004
645,17/06/2020 , 06:15:00,2212,2212
646,17/06/2020 , 06:30:00,2913,2913
647,17/06/2020 , 06:45:00,2794,2794
648,17/06/2020 , 07:00:00,2918,2918
649,17/06/2020 , 07:15:00,1771,1771
650,17/06/2020 , 07:30:00,1565,1565
651,17/06/2020 , 07:45:00,1579,1579
652,17/06/2020 , 08:00:00,1669,1669
653,17/06/2020 , 08:15:00,1770,1770
654,17/06/2020 , 08:30:00,1879,1879
655,17/06/2020 , 08:45:00,2319,2319
656,17/06/2020 , 09:00:00,2123,2123
657,17/06/2020 , 09:15:00,2298,2298
658,17/06/2020 , 09:30:00,2898,2898
659,17/06/2020 , 09:45:00,2952,2952
660,17/06/2020 , 10:00:00,3657,3657
661,17/06/2020 , 10:15:00,4622,4622
662,17/06/2020 , 10:30:00,3686,3686
663,17/06/2020 , 10:45:00,3445,3445
664,17/06/2020 , 11:00:00,18526,18526
665,17/06/2020 , 11:15:00,24350,24350
666,17/06/2020 , 11:30:00,5865,5865
667,17/06/2020 , 11:45:00,8455,8455
668,17/06/2020 , 12:00:00,20544,20544
669,17/06/2020 , 12:15:00,24793,24793
670,17/06/2020 , 12:30:00,23067,23067
671,17/06/2020 , 12:45:00,41190,41190
672,17/06/2020 , 13:00:00,14658,14658
673,17/06/2020 , 13:15:00,23699,23699
674,17/06/2020 , 13:30:00,42747,42747
675,17/06/2020 , 13:45:00,42804,42804
676,17/06/2020 , 14:00:00,36044,36044
677,17/06/2020 , 14:15:00,35624,35624
678,17/06/2020 , 14:30:00,17209,17209
679,17/06/2020 , 14:45:00,23602,23602
680,17/06/2020 , 15:00:00,40722,40722
681,17/06/2020 , 15:15:00,20397,20397
682,17/06/2020 , 15:30:00,9968,9968
683,17/06/2020 , 15:45:00,4854,4854
684,17/06/2020 , 16:00:00,4760,4760
685,17/06/2020 , 16:15:00,4641,4641
686,17/06/2020 , 16:30:00,8626,8626
687,17/06/2020 , 16:45:00,8896,8896
688,17/06/2020 , 17:00:00,7450,7450
689,17/06/2020 , 17:15:00,4875,4875
690,17/06/2020 , 17:30:00,4973,4973
691,17/06/2020 , 17:45:00,5750,5750
692,17/06/2020 , 18:00:00,4331,4331
693,17/06/2020 , 18:15:00,4514,4514
694,17/06/2020 , 18:30:00,3847,3847
695,17/06/2020 , 18:45:00,4367,4367
696,17/06/2020 , 19:00:00,4293,4293
697,17/06/2020 , 19:15:00,4451,4451
698,17/06/2020 , 19:30:00,3870,3870
699,17/06/2020 , 19:45:00,4666,4666
700,17/06/2020 , 20:00:00,3769,3769
701,17/06/2020 , 20:15:00,3103,3103
702,17/06/2020 , 20:30:00,2713,2713
703,17/06/2020 , 20:45:00,2500,2500
704,17/06/2020 , 21:00:00,2195,2195
705,17/06/2020 , 21:15:00,2003,2003
706,17/06/2020 , 21:30:00,1772,1772
707,17/06/2020 , 21:45:00,1537,1537
708,17/06/2020 , 22:00:00,1332,1332
709,17/06/2020 , 22:15:00,1285,1285
710,17/06/2020 , 22:30:00,1121,1121
711,17/06/2020 , 22:45:00,1227,1227
712,17/06/2020 , 23:00:00,1077,1077
713,17/06/2020 , 23:15:00,789,789
714,17/06/2020 , 23:30:00,617,617
715,17/06/2020 , 23:45:00,465,465
716,17/06/2020 , 24:00:00,347,347
717,18/06/2020 , 00:15:00,231,231
718,18/06/2020 , 00:30:00,171,171
719,18/06/2020 , 00:45:00,135,135
720,18/06/2020 , 01:00:00,109,109
721,18/06/2020 , 01:15:00,87,87
722,18/06/2020 , 01:30:00,76,76
723,18/06/2020 , 01:45:00,70,70
724,18/06/2020 , 02:00:00,64,64
725,18/06/2020 , 02:15:00,58,58
726,18/06/2020 , 02:30:00,70,70
727,18/06/2020 , 02:45:00,79,79
728,18/06/2020 , 03:00:00,106,106
729,18/06/2020 , 03:15:00,125,125
730,18/06/2020 , 03:30:00,160,160
731,18/06/2020 , 03:45:00,206,206
732,18/06/2020 , 04:00:00,240,240
733,18/06/2020 , 04:15:00,296,296
734,18/06/2020 , 04:30:00,353,353
735,18/06/2020 , 04:45:00,427,427
736,18/06/2020 , 05:00:00,562,562
737,18/06/2020 , 05:15:00,792,792
738,18/06/2020 , 05:30:00,957,957
739,18/06/2020 , 05:45:00,1132,1132
740,18/06/2020 , 06:00:00,1377,1377
741,18/06/2020 , 06:15:00,1673,1673
742,18/06/2020 , 06:30:00,2046,2046
743,18/06/2020 , 06:45:00,2834,2834
744,18/06/2020 , 07:00:00,3218,3218
745,18/06/2020 , 07:15:00,2572,2572
746,18/06/2020 , 07:30:00,2462,2462
747,18/06/2020 , 07:45:00,3153,3153
748,18/06/2020 , 08:00:00,3322,3322
749,18/06/2020 , 08:15:00,3369,3369
750,18/06/2020 , 08:30:00,3511,3511
751,18/06/2020 , 08:45:00,3283,3283
752,18/06/2020 , 09:00:00,2462,2462
753,18/06/2020 , 09:15:00,2464,2464
754,18/06/2020 , 09:30:00,3023,3023
755,18/06/2020 , 09:45:00,3047,3047
756,18/06/2020 , 10:00:00,4374,4374
757,18/06/2020 , 10:15:00,4011,4011
758,18/06/2020 , 10:30:00,3936,3936
759,18/06/2020 , 10:45:00,4741,4741
760,18/06/2020 , 11:00:00,18697,18697
761,18/06/2020 , 11:15:00,22393,22393
762,18/06/2020 , 11:30:00,8847,8847
763,18/06/2020 , 11:45:00,12371,12371
764,18/06/2020 , 12:00:00,16620,16620
765,18/06/2020 , 12:15:00,23276,23276
766,18/06/2020 , 12:30:00,20761,20761
767,18/06/2020 , 12:45:00,31335,31335
768,18/06/2020 , 13:00:00,16611,16611
769,18/06/2020 , 13:15:00,23603,23603
770,18/06/2020 , 13:30:00,37274,37274
771,18/06/2020 , 13:45:00,30722,30722
772,18/06/2020 , 14:00:00,39802,39802
773,18/06/2020 , 14:15:00,33511,33511
774,18/06/2020 , 14:30:00,15284,15284
775,18/06/2020 , 14:45:00,22203,22203
776,18/06/2020 , 15:00:00,37832,37832
777,18/06/2020 , 15:15:00,15918,15918
778,18/06/2020 , 15:30:00,9335,9335
779,18/06/2020 , 15:45:00,4008,4008
780,18/06/2020 , 16:00:00,2991,2991
781,18/06/2020 , 16:15:00,4119,4119
782,18/06/2020 , 16:30:00,6256,6256
783,18/06/2020 , 16:45:00,7875,7875
784,18/06/2020 , 17:00:00,5825,5825
785,18/06/2020 , 17:15:00,5679,5679
786,18/06/2020 , 17:30:00,4025,4025
787,18/06/2020 , 17:45:00,4194,4194
788,18/06/2020 , 18:00:00,6382,6382
789,18/06/2020 , 18:15:00,5014,5014
790,18/06/2020 , 18:30:00,4398,4398
791,18/06/2020 , 18:45:00,4491,4491
792,18/06/2020 , 19:00:00,4840,4840
793,18/06/2020 , 19:15:00,4973,4973
794,18/06/2020 , 19:30:00,4570,4570
795,18/06/2020 , 19:45:00,4012,4012
796,18/06/2020 , 20:00:00,3591,3591
797,18/06/2020 , 20:15:00,3233,3233
798,18/06/2020 , 20:30:00,1682,1682
799,18/06/2020 , 20:45:00,1618,1618
800,18/06/2020 , 21:00:00,492,492
801,18/06/2020 , 21:15:00,762,762
802,18/06/2020 , 21:30:00,1013,1013
803,18/06/2020 , 21:45:00,576,576
804,18/06/2020 , 22:00:00,366,366
805,18/06/2020 , 22:15:00,252,252
806,18/06/2020 , 22:30:00,312,312
807,18/06/2020 , 22:45:00,154,154
808,18/06/2020 , 23:00:00,151,151
809,18/06/2020 , 23:15:00,150,150
810,18/06/2020 , 23:30:00,101,101
811,18/06/2020 , 23:45:00,82,82
812,18/06/2020 , 24:00:00,67,67
813,19/06/2020 , 00:15:00,67,67
814,19/06/2020 , 00:30:00,56,56
815,19/06/2020 , 00:45:00,53,53
816,19/06/2020 , 01:00:00,46,46
817,19/06/2020 , 01:15:00,40,40
818,19/06/2020 , 01:30:00,32,32
819,19/06/2020 , 01:45:00,25,25
820,19/06/2020 , 02:00:00,26,26
821,19/06/2020 , 02:15:00,29,29
822,19/06/2020 , 02:30:00,34,34
823,19/06/2020 , 02:45:00,38,38
824,19/06/2020 , 03:00:00,50,50
825,19/06/2020 , 03:15:00,73,73
826,19/06/2020 , 03:30:00,110,110
827,19/06/2020 , 03:45:00,158,158
828,19/06/2020 , 04:00:00,207,207
829,19/06/2020 , 04:15:00,243,243
830,19/06/2020 , 04:30:00,250,250
831,19/06/2020 , 04:45:00,347,347
832,19/06/2020 , 05:00:00,420,420
833,19/06/2020 , 05:15:00,421,421
834,19/06/2020 , 05:30:00,333,333
835,19/06/2020 , 05:45:00,368,368
836,19/06/2020 , 06:00:00,647,647
837,19/06/2020 , 06:15:00,1030,1030
838,19/06/2020 , 06:30:00,1001,1001
839,19/06/2020 , 06:45:00,850,850
840,19/06/2020 , 07:00:00,1527,1527
841,19/06/2020 , 07:15:00,2010,2010
842,19/06/2020 , 07:30:00,2014,2014
843,19/06/2020 , 07:45:00,2338,2338
844,19/06/2020 , 08:00:00,2582,2582
845,19/06/2020 , 08:15:00,3602,3602
846,19/06/2020 , 08:30:00,2824,2824
847,19/06/2020 , 08:45:00,2514,2514
848,19/06/2020 , 09:00:00,2352,2352
849,19/06/2020 , 09:15:00,2895,2895
850,19/06/2020 , 09:30:00,3854,3854
851,19/06/2020 , 09:45:00,3485,3485
852,19/06/2020 , 10:00:00,2404,2404
853,19/06/2020 , 10:15:00,2307,2307
854,19/06/2020 , 10:30:00,2876,2876
855,19/06/2020 , 10:45:00,1102,1102
856,19/06/2020 , 11:00:00,1530,1530
857,19/06/2020 , 11:15:00,947,947
858,19/06/2020 , 11:30:00,2088,2088
859,19/06/2020 , 11:45:00,3566,3566
860,19/06/2020 , 12:00:00,2858,2858
861,19/06/2020 , 12:15:00,3326,3326
862,19/06/2020 , 12:30:00,2616,2616
863,19/06/2020 , 12:45:00,2727,2727
864,19/06/2020 , 13:00:00,3067,3067
865,19/06/2020 , 13:15:00,2990,2990
866,19/06/2020 , 13:30:00,3196,3196
867,19/06/2020 , 13:45:00,1563,1563
868,19/06/2020 , 14:00:00,1990,1990
869,19/06/2020 , 14:15:00,1982,1982
870,19/06/2020 , 14:30:00,3743,3743
871,19/06/2020 , 14:45:00,6715,6715
872,19/06/2020 , 15:00:00,5947,5947
873,19/06/2020 , 15:15:00,6721,6721
874,19/06/2020 , 15:30:00,7860,7860
875,19/06/2020 , 15:45:00,8551,8551
876,19/06/2020 , 16:00:00,8273,8273
877,19/06/2020 , 16:15:00,7308,7308
878,19/06/2020 , 16:30:00,6923,6923
879,19/06/2020 , 16:45:00,6033,6033
880,19/06/2020 , 17:00:00,5139,5139
881,19/06/2020 , 17:15:00,4831,4831
882,19/06/2020 , 17:30:00,4916,4916
883,19/06/2020 , 17:45:00,3929,3929
884,19/06/2020 , 18:00:00,4462,4462
885,19/06/2020 , 18:15:00,5348,5348
886,19/06/2020 , 18:30:00,3088,3088
887,19/06/2020 , 18:45:00,1635,1635
888,19/06/2020 , 19:00:00,1750,1750
889,19/06/2020 , 19:15:00,1649,1649
890,19/06/2020 , 19:30:00,2413,2413
891,19/06/2020 , 19:45:00,3107,3107
892,19/06/2020 , 20:00:00,1854,1854
893,19/06/2020 , 20:15:00,1109,1109
894,19/06/2020 , 20:30:00,861,861
895,19/06/2020 , 20:45:00,1624,1624
896,19/06/2020 , 21:00:00,1083,1083
897,19/06/2020 , 21:15:00,1227,1227
898,19/06/2020 , 21:30:00,1341,1341
899,19/06/2020 , 21:45:00,1398,1398
900,19/06/2020 , 22:00:00,1020,1020
901,19/06/2020 , 22:15:00,797,797
902,19/06/2020 , 22:30:00,923,923
903,19/06/2020 , 22:45:00,1028,1028
904,19/06/2020 , 23:00:00,889,889
905,19/06/2020 , 23:15:00,612,612
906,19/06/2020 , 23:30:00,487,487
907,19/06/2020 , 23:45:00,361,361
908,19/06/2020 , 24:00:00,234,234
909,20/06/2020 , 00:15:00,147,147
910,20/06/2020 , 00:30:00,108,108
911,20/06/2020 , 00:45:00,89,89
912,20/06/2020 , 01:00:00,75,75
913,20/06/2020 , 01:15:00,75,75
914,20/06/2020 , 01:30:00,71,71
915,20/06/2020 , 01:45:00,58,58
916,20/06/2020 , 02:00:00,54,54
917,20/06/2020 , 02:15:00,62,62
918,20/06/2020 , 02:30:00,87,87
919,20/06/2020 , 02:45:00,94,94
920,20/06/2020 , 03:00:00,97,97
921,20/06/2020 , 03:15:00,117,117
922,20/06/2020 , 03:30:00,157,157
923,20/06/2020 , 03:45:00,215,215
924,20/06/2020 , 04:00:00,269,269
925,20/06/2020 , 04:15:00,297,297
926,20/06/2020 , 04:30:00,377,377
927,20/06/2020 , 04:45:00,500,500
928,20/06/2020 , 05:00:00,738,738
929,20/06/2020 , 05:15:00,843,843
930,20/06/2020 , 05:30:00,1003,1003
931,20/06/2020 , 05:45:00,1040,1040
932,20/06/2020 , 06:00:00,1285,1285
933,20/06/2020 , 06:15:00,1879,1879
934,20/06/2020 , 06:30:00,2130,2130
935,20/06/2020 , 06:45:00,2196,2196
936,20/06/2020 , 07:00:00,2952,2952
937,20/06/2020 , 07:15:00,3395,3395
938,20/06/2020 , 07:30:00,3707,3707
939,20/06/2020 , 07:45:00,3577,3577
940,20/06/2020 , 08:00:00,3330,3330
941,20/06/2020 , 08:15:00,3568,3568
942,20/06/2020 , 08:30:00,5270,5270
943,20/06/2020 , 08:45:00,5426,5426
944,20/06/2020 , 09:00:00,5337,5337
945,20/06/2020 , 09:15:00,5816,5816
946,20/06/2020 , 09:30:00,6625,6625
947,20/06/2020 , 09:45:00,5707,5707
948,20/06/2020 , 10:00:00,6665,6665
949,20/06/2020 , 10:15:00,8035,8035
950,20/06/2020 , 10:30:00,7929,7929
951,20/06/2020 , 10:45:00,8064,8064
952,20/06/2020 , 11:00:00,14265,14265
953,20/06/2020 , 11:15:00,13069,13069
954,20/06/2020 , 11:30:00,12960,12960
955,20/06/2020 , 11:45:00,13066,13066
956,20/06/2020 , 12:00:00,20370,20370
957,20/06/2020 , 12:15:00,25215,25215
958,20/06/2020 , 12:30:00,14167,14167
959,20/06/2020 , 12:45:00,20320,20320
960,20/06/2020 , 13:00:00,14955,14955
961,20/06/2020 , 13:15:00,25238,25238
962,20/06/2020 , 13:30:00,31329,31329
963,20/06/2020 , 13:45:00,41508,41508
964,20/06/2020 , 14:00:00,16292,16292
965,20/06/2020 , 14:15:00,20673,20673
966,20/06/2020 , 14:30:00,12763,12763
967,20/06/2020 , 14:45:00,17531,17531
968,20/06/2020 , 15:00:00,7357,7357
969,20/06/2020 , 15:15:00,3398,3398
970,20/06/2020 , 15:30:00,2710,2710
971,20/06/2020 , 15:45:00,3403,3403
972,20/06/2020 , 16:00:00,3394,3394
973,20/06/2020 , 16:15:00,4895,4895
974,20/06/2020 , 16:30:00,4030,4030
975,20/06/2020 , 16:45:00,2402,2402
976,20/06/2020 , 17:00:00,1427,1427
977,20/06/2020 , 17:15:00,999,999
978,20/06/2020 , 17:30:00,2053,2053
979,20/06/2020 , 17:45:00,1648,1648
980,20/06/2020 , 18:00:00,1819,1819
981,20/06/2020 , 18:15:00,2012,2012
982,20/06/2020 , 18:30:00,3542,3542
983,20/06/2020 , 18:45:00,4378,4378
984,20/06/2020 , 19:00:00,2502,2502
985,20/06/2020 , 19:15:00,3174,3174
986,20/06/2020 , 19:30:00,2918,2918
987,20/06/2020 , 19:45:00,2511,2511
988,20/06/2020 , 20:00:00,2656,2656
989,20/06/2020 , 20:15:00,2176,2176
990,20/06/2020 , 20:30:00,1715,1715
991,20/06/2020 , 20:45:00,1711,1711
992,20/06/2020 , 21:00:00,1174,1174
993,20/06/2020 , 21:15:00,1450,1450
994,20/06/2020 , 21:30:00,1229,1229
995,20/06/2020 , 21:45:00,861,861
996,20/06/2020 , 22:00:00,935,935
997,20/06/2020 , 22:15:00,660,660
998,20/06/2020 , 22:30:00,436,436
999,20/06/2020 , 22:45:00,382,382
1000,20/06/2020 , 23:00:00,242,242
1001,20/06/2020 , 23:15:00,151,151
1002,20/06/2020 , 23:30:00,121,121
1003,20/06/2020 , 23:45:00,84,84
1004,20/06/2020 , 24:00:00,45,45
1005,21/06/2020 , 00:15:00,19,19
1006,21/06/2020 , 00:30:00,20,20
1007,21/06/2020 , 00:45:00,11,11
1008,21/06/2020 , 01:00:00,24,24
1009,21/06/2020 , 01:15:00,16,16
1010,21/06/2020 , 01:30:00,12,12
1011,21/06/2020 , 01:45:00,14,14
1012,21/06/2020 , 02:00:00,13,13
1013,21/06/2020 , 02:15:00,13,13
1014,21/06/2020 , 02:30:00,13,13
1015,21/06/2020 , 02:45:00,9,9
1016,21/06/2020 , 03:00:00,12,12
1017,21/06/2020 , 03:15:00,21,21
1018,21/06/2020 , 03:30:00,36,36
1019,21/06/2020 , 03:45:00,52,52
1020,21/06/2020 , 04:00:00,33,33
1021,21/06/2020 , 04:15:00,23,23
1022,21/06/2020 , 04:30:00,27,27
1023,21/06/2020 , 04:45:00,46,46
1024,21/06/2020 , 05:00:00,120,120
1025,21/06/2020 , 05:15:00,159,159
1026,21/06/2020 , 05:30:00,124,124
1027,21/06/2020 , 05:45:00,129,129
1028,21/06/2020 , 06:00:00,237,237
1029,21/06/2020 , 06:15:00,365,365
1030,21/06/2020 , 06:30:00,563,563
1031,21/06/2020 , 06:45:00,712,712
1032,21/06/2020 , 07:00:00,699,699
1033,21/06/2020 , 07:15:00,552,552
1034,21/06/2020 , 07:30:00,931,931
1035,21/06/2020 , 07:45:00,998,998
1036,21/06/2020 , 08:00:00,1052,1052
1037,21/06/2020 , 08:15:00,942,942
1038,21/06/2020 , 08:30:00,654,654
1039,21/06/2020 , 08:45:00,540,540
1040,21/06/2020 , 09:00:00,640,640
1041,21/06/2020 , 09:15:00,643,643
1042,21/06/2020 , 09:30:00,674,674
1043,21/06/2020 , 09:45:00,746,746
1044,21/06/2020 , 10:00:00,1251,1251
1045,21/06/2020 , 10:15:00,1560,1560
1046,21/06/2020 , 10:30:00,1658,1658
1047,21/06/2020 , 10:45:00,1873,1873
1048,21/06/2020 , 11:00:00,1954,1954
1049,21/06/2020 , 11:15:00,2122,2122
1050,21/06/2020 , 11:30:00,1808,1808
1051,21/06/2020 , 11:45:00,2125,2125
1052,21/06/2020 , 12:00:00,2786,2786
1053,21/06/2020 , 12:15:00,1972,1972
1054,21/06/2020 , 12:30:00,2305,2305
1055,21/06/2020 , 12:45:00,2777,2777
1056,21/06/2020 , 13:00:00,2621,2621
1057,21/06/2020 , 13:15:00,2580,2580
1058,21/06/2020 , 13:30:00,3617,3617
1059,21/06/2020 , 13:45:00,2544,2544
1060,21/06/2020 , 14:00:00,2544,2544
1061,21/06/2020 , 14:15:00,2735,2735
1062,21/06/2020 , 14:30:00,2162,2162
1063,21/06/2020 , 14:45:00,2589,2589
1064,21/06/2020 , 15:00:00,1877,1877
1065,21/06/2020 , 15:15:00,1293,1293
1066,21/06/2020 , 15:30:00,1738,1738
1067,21/06/2020 , 15:45:00,1713,1713
1068,21/06/2020 , 16:00:00,1613,1613
1069,21/06/2020 , 16:15:00,1331,1331
1070,21/06/2020 , 16:30:00,1531,1531
1071,21/06/2020 , 16:45:00,1627,1627
1072,21/06/2020 , 17:00:00,1317,1317
1073,21/06/2020 , 17:15:00,1444,1444
1074,21/06/2020 , 17:30:00,1505,1505
1075,21/06/2020 , 17:45:00,1265,1265
1076,21/06/2020 , 18:00:00,1500,1500
1077,21/06/2020 , 18:15:00,1359,1359
1078,21/06/2020 , 18:30:00,1407,1407
1079,21/06/2020 , 18:45:00,725,725
1080,21/06/2020 , 19:00:00,1418,1418
1081,21/06/2020 , 19:15:00,1550,1550
1082,21/06/2020 , 19:30:00,1243,1243
1083,21/06/2020 , 19:45:00,952,952
1084,21/06/2020 , 20:00:00,1222,1222
1085,21/06/2020 , 20:15:00,955,955
1086,21/06/2020 , 20:30:00,837,837
1087,21/06/2020 , 20:45:00,654,654
1088,21/06/2020 , 21:00:00,452,452
1089,21/06/2020 , 21:15:00,461,461
1090,21/06/2020 , 21:30:00,352,352
1091,21/06/2020 , 21:45:00,342,342
1092,21/06/2020 , 22:00:00,455,455
1093,21/06/2020 , 22:15:00,365,365
1094,21/06/2020 , 22:30:00,337,337
1095,21/06/2020 , 22:45:00,246,246
1096,21/06/2020 , 23:00:00,122,122
1097,21/06/2020 , 23:15:00,87,87
1098,21/06/2020 , 23:30:00,72,72
1099,21/06/2020 , 23:45:00,63,63
1100,21/06/2020 , 24:00:00,42,42
1101,22/06/2020 , 00:15:00,22,22
1102,22/06/2020 , 00:30:00,14,14
1103,22/06/2020 , 00:45:00,9,9
1104,22/06/2020 , 01:00:00,8,8
1105,22/06/2020 , 01:15:00,7,7
1106,22/06/2020 , 01:30:00,4,4
1107,22/06/2020 , 01:45:00,3,3
1108,22/06/2020 , 02:00:00,4,4
1109,22/06/2020 , 02:15:00,6,6
1110,22/06/2020 , 02:30:00,6,6
1111,22/06/2020 , 02:45:00,12,12
1112,22/06/2020 , 03:00:00,14,14
1113,22/06/2020 , 03:15:00,16,16
1114,22/06/2020 , 03:30:00,15,15
1115,22/06/2020 , 03:45:00,14,14
1116,22/06/2020 , 04:00:00,20,20
1117,22/06/2020 , 04:15:00,30,30
1118,22/06/2020 , 04:30:00,43,43
1119,22/06/2020 , 04:45:00,52,52
1120,22/06/2020 , 05:00:00,53,53
1121,22/06/2020 , 05:15:00,65,65
1122,22/06/2020 , 05:30:00,80,80
1123,22/06/2020 , 05:45:00,108,108
1124,22/06/2020 , 06:00:00,156,156
1125,22/06/2020 , 06:15:00,318,318
1126,22/06/2020 , 06:30:00,382,382
1127,22/06/2020 , 06:45:00,554,554
1128,22/06/2020 , 07:00:00,464,464
1129,22/06/2020 , 07:15:00,416,416
1130,22/06/2020 , 07:30:00,490,490
1131,22/06/2020 , 07:45:00,577,577
1132,22/06/2020 , 08:00:00,406,406
1133,22/06/2020 , 08:15:00,476,476
1134,22/06/2020 , 08:30:00,525,525
1135,22/06/2020 , 08:45:00,828,828
1136,22/06/2020 , 09:00:00,775,775
1137,22/06/2020 , 09:15:00,896,896
1138,22/06/2020 , 09:30:00,1103,1103
1139,22/06/2020 , 09:45:00,1398,1398
1140,22/06/2020 , 10:00:00,1510,1510
1141,22/06/2020 , 10:15:00,1439,1439
1142,22/06/2020 , 10:30:00,1407,1407
1143,22/06/2020 , 10:45:00,1660,1660
1144,22/06/2020 , 11:00:00,1546,1546
1145,22/06/2020 , 11:15:00,1557,1557
1146,22/06/2020 , 11:30:00,2120,2120
1147,22/06/2020 , 11:45:00,1900,1900
1148,22/06/2020 , 12:00:00,2242,2242
1149,22/06/2020 , 12:15:00,2615,2615
1150,22/06/2020 , 12:30:00,2308,2308
1151,22/06/2020 , 12:45:00,2088,2088
1152,22/06/2020 , 13:00:00,2133,2133
1153,22/06/2020 , 13:15:00,2201,2201
1154,22/06/2020 , 13:30:00,2191,2191
1155,22/06/2020 , 13:45:00,2318,2318
1156,22/06/2020 , 14:00:00,1949,1949
1157,22/06/2020 , 14:15:00,1856,1856
1158,22/06/2020 , 14:30:00,2036,2036
1159,22/06/2020 , 14:45:00,2483,2483
1160,22/06/2020 , 15:00:00,2011,2011
1161,22/06/2020 , 15:15:00,1924,1924
1162,22/06/2020 , 15:30:00,1749,1749
1163,22/06/2020 , 15:45:00,1921,1921
1164,22/06/2020 , 16:00:00,1902,1902
1165,22/06/2020 , 16:15:00,1484,1484
1166,22/06/2020 , 16:30:00,1491,1491
1167,22/06/2020 , 16:45:00,1210,1210
1168,22/06/2020 , 17:00:00,1234,1234
1169,22/06/2020 , 17:15:00,1267,1267
1170,22/06/2020 , 17:30:00,1222,1222
1171,22/06/2020 , 17:45:00,965,965
1172,22/06/2020 , 18:00:00,1086,1086
1173,22/06/2020 , 18:15:00,880,880
1174,22/06/2020 , 18:30:00,714,714
1175,22/06/2020 , 18:45:00,1011,1011
1176,22/06/2020 , 19:00:00,1261,1261
1177,22/06/2020 , 19:15:00,950,950
1178,22/06/2020 , 19:30:00,951,951
1179,22/06/2020 , 19:45:00,953,953
1180,22/06/2020 , 20:00:00,611,611
1181,22/06/2020 , 20:15:00,523,523
1182,22/06/2020 , 20:30:00,463,463
1183,22/06/2020 , 20:45:00,387,387
1184,22/06/2020 , 21:00:00,341,341
1185,22/06/2020 , 21:15:00,334,334
1186,22/06/2020 , 21:30:00,350,350
1187,22/06/2020 , 21:45:00,308,308
1188,22/06/2020 , 22:00:00,290,290
1189,22/06/2020 , 22:15:00,179,179
1190,22/06/2020 , 22:30:00,130,130
1191,22/06/2020 , 22:45:00,125,125
1192,22/06/2020 , 23:00:00,113,113
1193,22/06/2020 , 23:15:00,100,100
1194,22/06/2020 , 23:30:00,79,79
1195,22/06/2020 , 23:45:00,50,50
1196,22/06/2020 , 24:00:00,27,27
1197,23/06/2020 , 00:15:00,24,24
1198,23/06/2020 , 00:30:00,13,13
1199,23/06/2020 , 00:45:00,6,6
1200,23/06/2020 , 01:00:00,6,6
1201,23/06/2020 , 01:15:00,7,7
1202,23/06/2020 , 01:30:00,5,5
1203,23/06/2020 , 01:45:00,2,2
1204,23/06/2020 , 02:00:00,3,3
1205,23/06/2020 , 02:15:00,3,3
1206,23/06/2020 , 02:30:00,3,3
1207,23/06/2020 , 02:45:00,4,4
1208,23/06/2020 , 03:00:00,8,8
1209,23/06/2020 , 03:15:00,11,11
1210,23/06/2020 , 03:30:00,17,17
1211,23/06/2020 , 03:45:00,19,19
1212,23/06/2020 , 04:00:00,27,27
1213,23/06/2020 , 04:15:00,43,43
1214,23/06/2020 , 04:30:00,54,54
1215,23/06/2020 , 04:45:00,71,71
1216,23/06/2020 , 05:00:00,98,98
1217,23/06/2020 , 05:15:00,114,114
1218,23/06/2020 , 05:30:00,188,188
1219,23/06/2020 , 05:45:00,255,255
1220,23/06/2020 , 06:00:00,301,301
1221,23/06/2020 , 06:15:00,326,326
1222,23/06/2020 , 06:30:00,437,437
1223,23/06/2020 , 06:45:00,520,520
1224,23/06/2020 , 07:00:00,475,475
1225,23/06/2020 , 07:15:00,598,598
1226,23/06/2020 , 07:30:00,768,768
1227,23/06/2020 , 07:45:00,778,778
1228,23/06/2020 , 08:00:00,1028,1028
1229,23/06/2020 , 08:15:00,1537,1537
1230,23/06/2020 , 08:30:00,1374,1374
1231,23/06/2020 , 08:45:00,1154,1154
1232,23/06/2020 , 09:00:00,1284,1284
1233,23/06/2020 , 09:15:00,1396,1396
1234,23/06/2020 , 09:30:00,1302,1302
1235,23/06/2020 , 09:45:00,1187,1187
1236,23/06/2020 , 10:00:00,1378,1378
1237,23/06/2020 , 10:15:00,1360,1360
1238,23/06/2020 , 10:30:00,1341,1341
1239,23/06/2020 , 10:45:00,1349,1349
1240,23/06/2020 , 11:00:00,1764,1764
1241,23/06/2020 , 11:15:00,1804,1804
1242,23/06/2020 , 11:30:00,2193,2193
1243,23/06/2020 , 11:45:00,2467,2467
1244,23/06/2020 , 12:00:00,1933,1933
1245,23/06/2020 , 12:15:00,2099,2099
1246,23/06/2020 , 12:30:00,2571,2571
