"Plot Title: 20574421_MOOS_atmo"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 20574421, SEN S/N: 20574421)","Temp, °C (LGR S/N: 20574421, SEN S/N: 20574421)"
1,06/10/20 03:00:00 PM,98.805,25.513
2,06/10/20 03:15:00 PM,98.788,25.319
3,06/10/20 03:30:00 PM,98.781,25.125
4,06/10/20 03:45:00 PM,98.767,24.255
5,06/10/20 04:00:00 PM,98.765,23.004
6,06/10/20 04:15:00 PM,98.749,22.142
7,06/10/20 04:30:00 PM,98.743,22.238
8,06/10/20 04:45:00 PM,98.720,23.292
9,06/10/20 05:00:00 PM,98.715,23.869
10,06/10/20 05:15:00 PM,98.717,24.158
11,06/10/20 05:30:00 PM,98.711,24.255
12,06/10/20 05:45:00 PM,98.715,24.351
13,06/10/20 06:00:00 PM,98.696,24.351
14,06/10/20 06:15:00 PM,98.696,24.351
15,06/10/20 06:30:00 PM,98.694,24.062
16,06/10/20 06:45:00 PM,98.698,24.158
17,06/10/20 07:00:00 PM,98.707,24.158
18,06/10/20 07:15:00 PM,98.703,24.062
19,06/10/20 07:30:00 PM,98.715,23.869
20,06/10/20 07:45:00 PM,98.709,23.966
21,06/10/20 08:00:00 PM,98.696,23.869
22,06/10/20 08:15:00 PM,98.692,23.773
23,06/10/20 08:30:00 PM,98.702,23.773
24,06/10/20 08:45:00 PM,98.713,23.581
25,06/10/20 09:00:00 PM,98.713,23.581
26,06/10/20 09:15:00 PM,98.720,23.292
27,06/10/20 09:30:00 PM,98.741,23.100
28,06/10/20 09:45:00 PM,98.774,23.004
29,06/10/20 10:00:00 PM,98.794,22.333
30,06/10/20 10:15:00 PM,98.856,21.569
31,06/10/20 10:30:00 PM,98.927,20.615
32,06/10/20 10:45:00 PM,98.937,19.567
33,06/10/20 11:00:00 PM,98.939,18.996
34,06/10/20 11:15:00 PM,98.963,18.521
35,06/10/20 11:30:00 PM,98.997,18.236
36,06/10/20 11:45:00 PM,98.998,17.475
37,06/11/20 12:00:00 AM,99.026,16.523
38,06/11/20 12:15:00 AM,99.034,15.760
39,06/11/20 12:30:00 AM,99.030,15.664
40,06/11/20 12:45:00 AM,99.071,15.569
41,06/11/20 01:00:00 AM,99.104,15.473
42,06/11/20 01:15:00 AM,99.146,15.378
43,06/11/20 01:30:00 AM,99.192,15.187
44,06/11/20 01:45:00 AM,99.196,15.091
45,06/11/20 02:00:00 AM,99.214,14.900
46,06/11/20 02:15:00 AM,99.227,14.613
47,06/11/20 02:30:00 AM,99.235,14.230
48,06/11/20 02:45:00 AM,99.238,13.750
49,06/11/20 03:00:00 AM,99.204,13.654
50,06/11/20 03:15:00 AM,99.231,13.461
51,06/11/20 03:30:00 AM,99.268,12.594
52,06/11/20 03:45:00 AM,99.288,11.625
53,06/11/20 04:00:00 AM,99.299,10.846
54,06/11/20 04:15:00 AM,99.311,10.259
55,06/11/20 04:30:00 AM,99.328,9.768
56,06/11/20 04:45:00 AM,99.332,9.669
57,06/11/20 05:00:00 AM,99.369,9.669
58,06/11/20 05:15:00 AM,99.381,9.866
59,06/11/20 05:30:00 AM,99.396,9.965
60,06/11/20 05:45:00 AM,99.389,10.161
61,06/11/20 06:00:00 AM,99.401,10.357
62,06/11/20 06:15:00 AM,99.386,10.748
63,06/11/20 06:30:00 AM,99.387,11.236
64,06/11/20 06:45:00 AM,99.409,11.625
65,06/11/20 07:00:00 AM,99.413,12.013
66,06/11/20 07:15:00 AM,99.405,12.883
67,06/11/20 07:30:00 AM,99.423,13.558
68,06/11/20 07:45:00 AM,99.428,13.461
69,06/11/20 08:00:00 AM,99.426,13.269
70,06/11/20 08:15:00 AM,99.428,13.461
71,06/11/20 08:30:00 AM,99.424,13.750
72,06/11/20 08:45:00 AM,99.417,14.134
73,06/11/20 09:00:00 AM,99.429,14.709
74,06/11/20 09:15:00 AM,99.421,15.282
75,06/11/20 09:30:00 AM,99.419,16.141
76,06/11/20 09:45:00 AM,99.419,16.713
77,06/11/20 10:00:00 AM,99.429,17.094
78,06/11/20 10:15:00 AM,99.424,16.999
79,06/11/20 10:30:00 AM,99.433,16.999
80,06/11/20 10:45:00 AM,99.438,17.284
81,06/11/20 11:00:00 AM,99.414,17.950
82,06/11/20 11:15:00 AM,99.422,18.711
83,06/11/20 11:30:00 AM,99.432,19.948
84,06/11/20 11:45:00 AM,99.444,21.282
85,06/11/20 12:00:00 PM,99.421,21.855
86,06/11/20 12:15:00 PM,99.413,20.805
87,06/11/20 12:30:00 PM,99.425,21.951
88,06/11/20 12:45:00 PM,99.441,23.966
89,06/11/20 01:00:00 PM,99.421,25.416
90,06/11/20 01:15:00 PM,99.405,24.255
91,06/11/20 01:30:00 PM,99.379,24.545
92,06/11/20 01:45:00 PM,99.385,23.484
93,06/11/20 02:00:00 PM,99.353,23.388
94,06/11/20 02:15:00 PM,99.347,23.484
95,06/11/20 02:30:00 PM,99.328,23.004
96,06/11/20 02:45:00 PM,99.293,22.621
97,06/11/20 03:00:00 PM,99.303,22.621
98,06/11/20 03:15:00 PM,99.282,22.333
99,06/11/20 03:30:00 PM,99.278,22.238
100,06/11/20 03:45:00 PM,99.278,22.238
101,06/11/20 04:00:00 PM,99.271,21.855
102,06/11/20 04:15:00 PM,99.252,21.855
103,06/11/20 04:30:00 PM,99.249,22.238
104,06/11/20 04:45:00 PM,99.240,22.238
105,06/11/20 05:00:00 PM,99.239,22.429
106,06/11/20 05:15:00 PM,99.207,22.333
107,06/11/20 05:30:00 PM,99.209,22.621
108,06/11/20 05:45:00 PM,99.207,22.812
109,06/11/20 06:00:00 PM,99.209,22.621
110,06/11/20 06:15:00 PM,99.201,22.429
111,06/11/20 06:30:00 PM,99.216,22.333
112,06/11/20 06:45:00 PM,99.216,22.333
113,06/11/20 07:00:00 PM,99.213,22.046
114,06/11/20 07:15:00 PM,99.232,21.378
115,06/11/20 07:30:00 PM,99.238,21.091
116,06/11/20 07:45:00 PM,99.240,20.901
117,06/11/20 08:00:00 PM,99.255,20.615
118,06/11/20 08:15:00 PM,99.284,20.424
119,06/11/20 08:30:00 PM,99.281,20.138
120,06/11/20 08:45:00 PM,99.274,19.567
121,06/11/20 09:00:00 PM,99.275,19.187
122,06/11/20 09:15:00 PM,99.281,18.711
123,06/11/20 09:30:00 PM,99.273,18.331
124,06/11/20 09:45:00 PM,99.287,18.236
125,06/11/20 10:00:00 PM,99.278,17.855
126,06/11/20 10:15:00 PM,99.279,17.284
127,06/11/20 10:30:00 PM,99.288,17.094
128,06/11/20 10:45:00 PM,99.279,17.475
129,06/11/20 11:00:00 PM,99.288,17.094
130,06/11/20 11:15:00 PM,99.278,15.951
131,06/11/20 11:30:00 PM,99.294,14.804
132,06/11/20 11:45:00 PM,99.308,13.846
133,06/12/20 12:00:00 AM,99.321,12.883
134,06/12/20 12:15:00 AM,99.330,12.207
135,06/12/20 12:30:00 AM,99.329,11.528
136,06/12/20 12:45:00 AM,99.351,10.944
137,06/12/20 01:00:00 AM,99.369,10.455
138,06/12/20 01:15:00 AM,99.374,10.063
139,06/12/20 01:30:00 AM,99.379,9.669
140,06/12/20 01:45:00 AM,99.395,9.472
141,06/12/20 02:00:00 AM,99.395,9.176
142,06/12/20 02:15:00 AM,99.395,9.176
143,06/12/20 02:30:00 AM,99.415,8.879
144,06/12/20 02:45:00 AM,99.437,8.481
145,06/12/20 03:00:00 AM,99.462,7.983
146,06/12/20 03:15:00 AM,99.480,7.381
147,06/12/20 03:30:00 AM,99.489,7.079
148,06/12/20 03:45:00 AM,99.525,6.775
149,06/12/20 04:00:00 AM,99.524,6.471
150,06/12/20 04:15:00 AM,99.545,6.370
151,06/12/20 04:30:00 AM,99.539,6.268
152,06/12/20 04:45:00 AM,99.545,6.370
153,06/12/20 05:00:00 AM,99.546,6.674
154,06/12/20 05:15:00 AM,99.526,7.079
155,06/12/20 05:30:00 AM,99.526,7.381
156,06/12/20 05:45:00 AM,99.549,7.882
157,06/12/20 06:00:00 AM,99.530,8.182
158,06/12/20 06:15:00 AM,99.546,8.581
159,06/12/20 06:30:00 AM,99.555,8.879
160,06/12/20 06:45:00 AM,99.569,9.275
161,06/12/20 07:00:00 AM,99.587,9.571
162,06/12/20 07:15:00 AM,99.568,9.866
163,06/12/20 07:30:00 AM,99.567,10.161
164,06/12/20 07:45:00 AM,99.580,10.553
165,06/12/20 08:00:00 AM,99.566,10.944
166,06/12/20 08:15:00 AM,99.549,11.625
167,06/12/20 08:30:00 AM,99.553,12.690
168,06/12/20 08:45:00 AM,99.536,13.558
169,06/12/20 09:00:00 AM,99.557,14.134
170,06/12/20 09:15:00 AM,99.550,14.517
171,06/12/20 09:30:00 AM,99.548,15.378
172,06/12/20 09:45:00 AM,99.550,16.713
173,06/12/20 10:00:00 AM,99.545,17.570
174,06/12/20 10:15:00 AM,99.559,17.855
175,06/12/20 10:30:00 AM,99.573,18.140
176,06/12/20 10:45:00 AM,99.573,18.331
177,06/12/20 11:00:00 AM,99.571,18.901
178,06/12/20 11:15:00 AM,99.569,19.662
179,06/12/20 11:30:00 AM,99.552,20.329
180,06/12/20 11:45:00 AM,99.553,20.996
181,06/12/20 12:00:00 PM,99.543,21.187
182,06/12/20 12:15:00 PM,99.532,21.378
183,06/12/20 12:30:00 PM,99.524,21.187
184,06/12/20 12:45:00 PM,99.544,23.004
185,06/12/20 01:00:00 PM,99.531,24.351
186,06/12/20 01:15:00 PM,99.514,23.677
187,06/12/20 01:30:00 PM,99.512,24.351
188,06/12/20 01:45:00 PM,99.478,23.484
189,06/12/20 02:00:00 PM,99.471,23.292
190,06/12/20 02:15:00 PM,99.469,23.484
191,06/12/20 02:30:00 PM,99.452,23.292
192,06/12/20 02:45:00 PM,99.459,23.004
193,06/12/20 03:00:00 PM,99.447,22.717
194,06/12/20 03:15:00 PM,99.436,22.429
195,06/12/20 03:30:00 PM,99.413,22.333
196,06/12/20 03:45:00 PM,99.425,21.951
197,06/12/20 04:00:00 PM,99.410,21.378
198,06/12/20 04:15:00 PM,99.397,21.282
199,06/12/20 04:30:00 PM,99.394,21.664
200,06/12/20 04:45:00 PM,99.375,21.664
201,06/12/20 05:00:00 PM,99.381,21.569
202,06/12/20 05:15:00 PM,99.371,21.569
203,06/12/20 05:30:00 PM,99.350,21.282
204,06/12/20 05:45:00 PM,99.354,21.378
205,06/12/20 06:00:00 PM,99.331,21.282
206,06/12/20 06:15:00 PM,99.344,21.378
207,06/12/20 06:30:00 PM,99.324,21.569
208,06/12/20 06:45:00 PM,99.334,21.569
209,06/12/20 07:00:00 PM,99.330,21.473
210,06/12/20 07:15:00 PM,99.315,21.569
211,06/12/20 07:30:00 PM,99.322,21.282
212,06/12/20 07:45:00 PM,99.305,20.901
213,06/12/20 08:00:00 PM,99.309,20.996
214,06/12/20 08:15:00 PM,99.295,21.091
215,06/12/20 08:30:00 PM,99.269,20.710
216,06/12/20 08:45:00 PM,99.270,20.519
217,06/12/20 09:00:00 PM,99.266,20.424
218,06/12/20 09:15:00 PM,99.276,20.234
219,06/12/20 09:30:00 PM,99.282,19.948
220,06/12/20 09:45:00 PM,99.307,19.472
221,06/12/20 10:00:00 PM,99.314,18.806
222,06/12/20 10:15:00 PM,99.320,18.140
223,06/12/20 10:30:00 PM,99.307,17.094
224,06/12/20 10:45:00 PM,99.292,16.237
225,06/12/20 11:00:00 PM,99.310,15.664
226,06/12/20 11:15:00 PM,99.277,15.378
227,06/12/20 11:30:00 PM,99.285,14.996
228,06/12/20 11:45:00 PM,99.273,14.421
229,06/13/20 12:00:00 AM,99.260,13.654
230,06/13/20 12:15:00 AM,99.252,12.980
231,06/13/20 12:30:00 AM,99.251,12.304
232,06/13/20 12:45:00 AM,99.232,11.625
233,06/13/20 01:00:00 AM,99.217,11.041
234,06/13/20 01:15:00 AM,99.231,10.651
235,06/13/20 01:30:00 AM,99.233,10.357
236,06/13/20 01:45:00 AM,99.227,10.259
237,06/13/20 02:00:00 AM,99.214,10.357
238,06/13/20 02:15:00 AM,99.201,10.455
239,06/13/20 02:30:00 AM,99.214,10.357
240,06/13/20 02:45:00 AM,99.201,10.455
241,06/13/20 03:00:00 AM,99.214,10.357
242,06/13/20 03:15:00 AM,99.219,9.965
243,06/13/20 03:30:00 AM,99.233,9.571
244,06/13/20 03:45:00 AM,99.237,8.879
245,06/13/20 04:00:00 AM,99.229,8.282
246,06/13/20 04:15:00 AM,99.222,7.882
247,06/13/20 04:30:00 AM,99.222,7.582
248,06/13/20 04:45:00 AM,99.225,7.481
249,06/13/20 05:00:00 AM,99.200,7.381
250,06/13/20 05:15:00 AM,99.197,7.481
251,06/13/20 05:30:00 AM,99.175,7.582
252,06/13/20 05:45:00 AM,99.157,7.882
253,06/13/20 06:00:00 AM,99.151,8.382
254,06/13/20 06:15:00 AM,99.159,8.978
255,06/13/20 06:30:00 AM,99.145,9.669
256,06/13/20 06:45:00 AM,99.149,10.357
257,06/13/20 07:00:00 AM,99.144,11.236
258,06/13/20 07:15:00 AM,99.142,12.013
259,06/13/20 07:30:00 AM,99.129,12.787
260,06/13/20 07:45:00 AM,99.118,13.269
261,06/13/20 08:00:00 AM,99.107,13.750
262,06/13/20 08:15:00 AM,99.096,14.421
263,06/13/20 08:30:00 AM,99.097,14.804
264,06/13/20 08:45:00 AM,99.075,15.282
265,06/13/20 09:00:00 AM,99.058,15.855
266,06/13/20 09:15:00 AM,99.059,16.618
267,06/13/20 09:30:00 AM,99.054,17.475
268,06/13/20 09:45:00 AM,99.044,18.045
269,06/13/20 10:00:00 AM,99.038,18.711
270,06/13/20 10:15:00 AM,99.035,19.472
271,06/13/20 10:30:00 AM,99.057,19.948
272,06/13/20 10:45:00 AM,99.023,20.234
273,06/13/20 11:00:00 AM,99.013,20.424
274,06/13/20 11:15:00 AM,98.988,21.378
275,06/13/20 11:30:00 AM,98.972,21.664
276,06/13/20 11:45:00 AM,98.970,22.046
277,06/13/20 12:00:00 PM,98.941,21.378
278,06/13/20 12:15:00 PM,98.934,20.996
279,06/13/20 12:30:00 PM,98.916,20.996
280,06/13/20 12:45:00 PM,98.908,21.473
281,06/13/20 01:00:00 PM,98.896,21.187
282,06/13/20 01:15:00 PM,98.874,21.569
283,06/13/20 01:30:00 PM,98.848,23.677
284,06/13/20 01:45:00 PM,98.838,24.641
285,06/13/20 02:00:00 PM,98.819,24.641
286,06/13/20 02:15:00 PM,98.815,25.028
287,06/13/20 02:30:00 PM,98.768,25.028
288,06/13/20 02:45:00 PM,98.741,24.545
289,06/13/20 03:00:00 PM,98.712,24.545
290,06/13/20 03:15:00 PM,98.692,24.255
291,06/13/20 03:30:00 PM,98.662,24.448
292,06/13/20 03:45:00 PM,98.645,24.738
293,06/13/20 04:00:00 PM,98.639,25.610
294,06/13/20 04:15:00 PM,98.598,24.738
295,06/13/20 04:30:00 PM,98.668,23.388
296,06/13/20 04:45:00 PM,98.769,17.379
297,06/13/20 05:00:00 PM,98.731,12.690
298,06/13/20 05:15:00 PM,98.658,11.722
299,06/13/20 05:30:00 PM,98.643,11.625
300,06/13/20 05:45:00 PM,98.609,12.013
301,06/13/20 06:00:00 PM,98.579,12.304
302,06/13/20 06:15:00 PM,98.560,12.980
303,06/13/20 06:30:00 PM,98.550,13.654
304,06/13/20 06:45:00 PM,98.530,14.325
305,06/13/20 07:00:00 PM,98.536,14.804
306,06/13/20 07:15:00 PM,98.519,15.187
307,06/13/20 07:30:00 PM,98.524,15.282
308,06/13/20 07:45:00 PM,98.524,15.282
309,06/13/20 08:00:00 PM,98.533,15.091
310,06/13/20 08:15:00 PM,98.519,15.187
311,06/13/20 08:30:00 PM,98.501,15.378
312,06/13/20 08:45:00 PM,98.473,15.378
313,06/13/20 09:00:00 PM,98.463,15.378
314,06/13/20 09:15:00 PM,98.454,15.378
315,06/13/20 09:30:00 PM,98.473,15.378
316,06/13/20 09:45:00 PM,98.501,15.378
317,06/13/20 10:00:00 PM,98.519,15.378
318,06/13/20 10:15:00 PM,98.542,15.282
319,06/13/20 10:30:00 PM,98.542,15.091
320,06/13/20 10:45:00 PM,98.537,14.996
321,06/13/20 11:00:00 PM,98.531,14.709
322,06/13/20 11:15:00 PM,98.534,14.230
323,06/13/20 11:30:00 PM,98.500,13.942
324,06/13/20 11:45:00 PM,98.489,13.558
325,06/14/20 12:00:00 AM,98.482,13.076
326,06/14/20 12:15:00 AM,98.502,12.594
327,06/14/20 12:30:00 AM,98.499,12.207
328,06/14/20 12:45:00 AM,98.524,11.819
329,06/14/20 01:00:00 AM,98.522,11.625
330,06/14/20 01:15:00 AM,98.520,11.431
331,06/14/20 01:30:00 AM,98.513,11.139
332,06/14/20 01:45:00 AM,98.511,10.944
333,06/14/20 02:00:00 AM,98.503,10.651
334,06/14/20 02:15:00 AM,98.527,10.259
335,06/14/20 02:30:00 AM,98.541,9.866
336,06/14/20 02:45:00 AM,98.555,9.472
337,06/14/20 03:00:00 AM,98.581,8.978
338,06/14/20 03:15:00 AM,98.604,8.581
339,06/14/20 03:30:00 AM,98.591,8.382
340,06/14/20 03:45:00 AM,98.604,8.282
341,06/14/20 04:00:00 AM,98.579,8.182
342,06/14/20 04:15:00 AM,98.573,8.082
343,06/14/20 04:30:00 AM,98.591,8.082
344,06/14/20 04:45:00 AM,98.595,7.983
345,06/14/20 05:00:00 AM,98.595,7.983
346,06/14/20 05:15:00 AM,98.607,8.182
347,06/14/20 05:30:00 AM,98.610,8.382
348,06/14/20 05:45:00 AM,98.628,8.680
349,06/14/20 06:00:00 AM,98.662,9.077
350,06/14/20 06:15:00 AM,98.658,9.472
351,06/14/20 06:30:00 AM,98.659,9.965
352,06/14/20 06:45:00 AM,98.688,10.455
353,06/14/20 07:00:00 AM,98.703,11.041
354,06/14/20 07:15:00 AM,98.696,11.236
355,06/14/20 07:30:00 AM,98.703,11.528
356,06/14/20 07:45:00 AM,98.703,12.013
357,06/14/20 08:00:00 AM,98.691,12.304
358,06/14/20 08:15:00 AM,98.692,12.497
359,06/14/20 08:30:00 AM,98.714,12.883
360,06/14/20 08:45:00 AM,98.739,13.173
361,06/14/20 09:00:00 AM,98.734,13.076
362,06/14/20 09:15:00 AM,98.746,12.787
363,06/14/20 09:30:00 AM,98.741,12.690
364,06/14/20 09:45:00 AM,98.759,12.690
365,06/14/20 10:00:00 AM,98.773,12.594
366,06/14/20 10:15:00 AM,98.780,12.401
367,06/14/20 10:30:00 AM,98.760,12.207
368,06/14/20 10:45:00 AM,98.796,12.013
369,06/14/20 11:00:00 AM,98.800,11.916
370,06/14/20 11:15:00 AM,98.813,11.819
371,06/14/20 11:30:00 AM,98.832,11.819
372,06/14/20 11:45:00 AM,98.832,11.819
373,06/14/20 12:00:00 PM,98.813,11.819
374,06/14/20 12:15:00 PM,98.823,11.819
375,06/14/20 12:30:00 PM,98.847,11.916
376,06/14/20 12:45:00 PM,98.858,12.110
377,06/14/20 01:00:00 PM,98.855,12.401
378,06/14/20 01:15:00 PM,98.853,12.690
379,06/14/20 01:30:00 PM,98.842,13.173
380,06/14/20 01:45:00 PM,98.845,13.750
381,06/14/20 02:00:00 PM,98.837,13.942
382,06/14/20 02:15:00 PM,98.809,13.942
383,06/14/20 02:30:00 PM,98.809,14.134
384,06/14/20 02:45:00 PM,98.809,14.134
385,06/14/20 03:00:00 PM,98.784,14.709
386,06/14/20 03:15:00 PM,98.774,14.709
387,06/14/20 03:30:00 PM,98.793,14.709
388,06/14/20 03:45:00 PM,98.766,14.900
389,06/14/20 04:00:00 PM,98.753,15.378
390,06/14/20 04:15:00 PM,98.735,15.760
391,06/14/20 04:30:00 PM,98.722,16.046
392,06/14/20 04:45:00 PM,98.703,16.237
393,06/14/20 05:00:00 PM,98.689,16.523
394,06/14/20 05:15:00 PM,98.685,16.808
395,06/14/20 05:30:00 PM,98.680,16.903
396,06/14/20 05:45:00 PM,98.694,17.379
397,06/14/20 06:00:00 PM,98.680,17.665
398,06/14/20 06:15:00 PM,98.693,17.760
399,06/14/20 06:30:00 PM,98.679,17.855
400,06/14/20 06:45:00 PM,98.670,17.855
401,06/14/20 07:00:00 PM,98.684,17.950
402,06/14/20 07:15:00 PM,98.703,17.950
403,06/14/20 07:30:00 PM,98.679,17.855
404,06/14/20 07:45:00 PM,98.665,17.950
405,06/14/20 08:00:00 PM,98.651,17.855
406,06/14/20 08:15:00 PM,98.642,17.855
407,06/14/20 08:30:00 PM,98.647,17.760
408,06/14/20 08:45:00 PM,98.647,17.760
409,06/14/20 09:00:00 PM,98.651,17.665
410,06/14/20 09:15:00 PM,98.661,17.475
411,06/14/20 09:30:00 PM,98.685,16.999
412,06/14/20 09:45:00 PM,98.675,16.618
413,06/14/20 10:00:00 PM,98.698,16.141
414,06/14/20 10:15:00 PM,98.688,15.760
415,06/14/20 10:30:00 PM,98.711,15.282
416,06/14/20 10:45:00 PM,98.700,14.709
417,06/14/20 11:00:00 PM,98.712,14.230
418,06/14/20 11:15:00 PM,98.686,13.750
419,06/14/20 11:30:00 PM,98.699,13.461
420,06/14/20 11:45:00 PM,98.710,12.980
421,06/15/20 12:00:00 AM,98.735,12.594
422,06/15/20 12:15:00 AM,98.742,12.207
423,06/15/20 12:30:00 AM,98.742,11.722
424,06/15/20 12:45:00 AM,98.739,11.334
425,06/15/20 01:00:00 AM,98.754,10.944
426,06/15/20 01:15:00 AM,98.740,10.553
427,06/15/20 01:30:00 AM,98.755,10.161
428,06/15/20 01:45:00 AM,98.756,9.866
429,06/15/20 02:00:00 AM,98.757,9.571
430,06/15/20 02:15:00 AM,98.782,9.373
431,06/15/20 02:30:00 AM,98.792,9.077
432,06/15/20 02:45:00 AM,98.790,8.879
433,06/15/20 03:00:00 AM,98.818,8.581
434,06/15/20 03:15:00 AM,98.821,8.481
435,06/15/20 03:30:00 AM,98.818,8.282
436,06/15/20 03:45:00 AM,98.815,8.382
437,06/15/20 04:00:00 AM,98.818,8.581
438,06/15/20 04:15:00 AM,98.812,8.779
439,06/15/20 04:30:00 AM,98.833,8.978
440,06/15/20 04:45:00 AM,98.830,9.077
441,06/15/20 05:00:00 AM,98.845,9.176
442,06/15/20 05:15:00 AM,98.870,9.275
443,06/15/20 05:30:00 AM,98.854,9.472
444,06/15/20 05:45:00 AM,98.850,9.571
445,06/15/20 06:00:00 AM,98.853,9.768
446,06/15/20 06:15:00 AM,98.874,9.965
447,06/15/20 06:30:00 AM,98.876,10.161
448,06/15/20 06:45:00 AM,98.865,10.455
449,06/15/20 07:00:00 AM,98.866,10.944
450,06/15/20 07:15:00 AM,98.883,11.236
451,06/15/20 07:30:00 AM,98.882,11.722
452,06/15/20 07:45:00 AM,98.876,12.110
453,06/15/20 08:00:00 AM,98.871,12.690
454,06/15/20 08:15:00 AM,98.887,12.980
455,06/15/20 08:30:00 AM,98.866,13.269
456,06/15/20 08:45:00 AM,98.872,13.558
457,06/15/20 09:00:00 AM,98.882,13.750
458,06/15/20 09:15:00 AM,98.867,14.517
459,06/15/20 09:30:00 AM,98.850,15.091
460,06/15/20 09:45:00 AM,98.862,16.046
461,06/15/20 10:00:00 AM,98.848,16.713
462,06/15/20 10:15:00 AM,98.858,17.094
463,06/15/20 10:30:00 AM,98.858,17.094
464,06/15/20 10:45:00 AM,98.881,17.379
465,06/15/20 11:00:00 AM,98.867,17.284
466,06/15/20 11:15:00 AM,98.862,17.379
467,06/15/20 11:30:00 AM,98.852,18.331
468,06/15/20 11:45:00 AM,98.871,19.567
469,06/15/20 12:00:00 PM,98.872,20.424
470,06/15/20 12:15:00 PM,98.862,21.282
471,06/15/20 12:30:00 PM,98.869,20.996
472,06/15/20 12:45:00 PM,98.858,22.525
473,06/15/20 01:00:00 PM,98.837,23.388
474,06/15/20 01:15:00 PM,98.824,22.621
475,06/15/20 01:30:00 PM,98.798,21.091
476,06/15/20 01:45:00 PM,98.787,20.615
477,06/15/20 02:00:00 PM,98.771,20.901
478,06/15/20 02:15:00 PM,98.778,21.951
479,06/15/20 02:30:00 PM,98.778,22.621
480,06/15/20 02:45:00 PM,98.753,22.717
481,06/15/20 03:00:00 PM,98.725,22.717
482,06/15/20 03:15:00 PM,98.725,22.717
483,06/15/20 03:30:00 PM,98.733,22.908
484,06/15/20 03:45:00 PM,98.716,23.196
485,06/15/20 04:00:00 PM,98.726,23.196
486,06/15/20 04:15:00 PM,98.722,23.581
487,06/15/20 04:30:00 PM,98.741,24.062
488,06/15/20 04:45:00 PM,98.725,21.569
489,06/15/20 05:00:00 PM,98.726,19.662
490,06/15/20 05:15:00 PM,98.735,18.045
491,06/15/20 05:30:00 PM,98.741,16.808
492,06/15/20 05:45:00 PM,98.722,16.237
493,06/15/20 06:00:00 PM,98.716,15.760
494,06/15/20 06:15:00 PM,98.753,15.378
495,06/15/20 06:30:00 PM,98.784,14.900
496,06/15/20 06:45:00 PM,98.774,14.517
497,06/15/20 07:00:00 PM,98.741,14.421
498,06/15/20 07:15:00 PM,98.708,14.517
499,06/15/20 07:30:00 PM,98.690,14.709
500,06/15/20 07:45:00 PM,98.658,14.804
501,06/15/20 08:00:00 PM,98.668,14.996
502,06/15/20 08:15:00 PM,98.645,15.091
503,06/15/20 08:30:00 PM,98.640,15.187
504,06/15/20 08:45:00 PM,98.650,15.187
505,06/15/20 09:00:00 PM,98.607,15.091
506,06/15/20 09:15:00 PM,98.607,15.091
507,06/15/20 09:30:00 PM,98.617,15.091
508,06/15/20 09:45:00 PM,98.612,15.187
509,06/15/20 10:00:00 PM,98.594,15.187
510,06/15/20 10:15:00 PM,98.607,15.091
511,06/15/20 10:30:00 PM,98.612,14.996
512,06/15/20 10:45:00 PM,98.625,14.900
513,06/15/20 11:00:00 PM,98.629,14.613
514,06/15/20 11:15:00 PM,98.610,14.421
515,06/15/20 11:30:00 PM,98.636,14.038
516,06/15/20 11:45:00 PM,98.634,13.654
517,06/16/20 12:00:00 AM,98.618,13.173
518,06/16/20 12:15:00 AM,98.620,12.883
519,06/16/20 12:30:00 AM,98.632,12.594
520,06/16/20 12:45:00 AM,98.627,12.497
521,06/16/20 01:00:00 AM,98.633,12.110
522,06/16/20 01:15:00 AM,98.641,11.916
523,06/16/20 01:30:00 AM,98.634,11.625
524,06/16/20 01:45:00 AM,98.623,11.431
525,06/16/20 02:00:00 AM,98.612,11.236
526,06/16/20 02:15:00 AM,98.610,11.041
527,06/16/20 02:30:00 AM,98.580,10.846
528,06/16/20 02:45:00 AM,98.589,10.846
529,06/16/20 03:00:00 AM,98.597,11.139
530,06/16/20 03:15:00 AM,98.612,11.236
531,06/16/20 03:30:00 AM,98.625,11.139
532,06/16/20 03:45:00 AM,98.629,11.041
533,06/16/20 04:00:00 AM,98.632,10.944
534,06/16/20 04:15:00 AM,98.640,10.748
535,06/16/20 04:30:00 AM,98.653,10.651
536,06/16/20 04:45:00 AM,98.653,10.651
537,06/16/20 05:00:00 AM,98.668,10.748
538,06/16/20 05:15:00 AM,98.642,10.944
539,06/16/20 05:30:00 AM,98.662,11.139
540,06/16/20 05:45:00 AM,98.651,11.431
541,06/16/20 06:00:00 AM,98.668,11.722
542,06/16/20 06:15:00 AM,98.647,12.013
543,06/16/20 06:30:00 AM,98.650,12.401
544,06/16/20 06:45:00 AM,98.662,12.787
545,06/16/20 07:00:00 AM,98.674,13.173
546,06/16/20 07:15:00 AM,98.676,13.558
547,06/16/20 07:30:00 AM,98.659,13.942
548,06/16/20 07:45:00 AM,98.661,14.325
549,06/16/20 08:00:00 AM,98.669,14.134
550,06/16/20 08:15:00 AM,98.665,14.230
551,06/16/20 08:30:00 AM,98.676,14.613
552,06/16/20 08:45:00 AM,98.663,14.900
553,06/16/20 09:00:00 AM,98.660,15.378
554,06/16/20 09:15:00 AM,98.651,15.760
555,06/16/20 09:30:00 AM,98.661,16.332
