"","datetimeAK","discharge","depth"
"1",2022-05-03 10:30:00,NA,NA
"2",2022-05-03 10:45:00,NA,NA
"3",2022-05-03 11:00:00,NA,NA
"4",2022-05-03 11:15:00,NA,NA
"5",2022-05-03 11:30:00,NA,NA
"6",2022-05-03 11:45:00,NA,NA
"7",2022-05-03 12:00:00,NA,NA
"8",2022-05-03 12:15:00,NA,NA
"9",2022-05-03 12:30:00,NA,NA
"10",2022-05-03 12:45:00,NA,NA
"11",2022-05-03 13:00:00,NA,NA
"12",2022-05-03 13:15:00,NA,NA
"13",2022-05-03 13:30:00,NA,NA
"14",2022-05-03 13:45:00,NA,NA
"15",2022-05-03 14:00:00,NA,NA
"16",2022-05-03 14:15:00,NA,NA
"17",2022-05-03 14:30:00,NA,NA
"18",2022-05-03 14:45:00,NA,NA
"19",2022-05-03 15:00:00,NA,NA
"20",2022-05-03 15:15:00,NA,NA
"21",2022-05-03 15:30:00,NA,NA
"22",2022-05-03 15:45:00,NA,NA
"23",2022-05-03 16:00:00,NA,NA
"24",2022-05-03 16:15:00,NA,NA
"25",2022-05-03 16:30:00,NA,NA
"26",2022-05-03 16:45:00,NA,NA
"27",2022-05-03 17:00:00,NA,NA
"28",2022-05-03 17:15:00,NA,NA
"29",2022-05-03 17:30:00,NA,NA
"30",2022-05-03 17:45:00,NA,NA
"31",2022-05-03 18:00:00,NA,NA
"32",2022-05-03 18:15:00,NA,NA
"33",2022-05-03 18:30:00,NA,NA
"34",2022-05-03 18:45:00,NA,NA
"35",2022-05-03 19:00:00,NA,NA
"36",2022-05-03 19:15:00,NA,NA
"37",2022-05-03 19:30:00,NA,NA
"38",2022-05-03 19:45:00,NA,NA
"39",2022-05-03 20:00:00,NA,NA
"40",2022-05-03 20:15:00,NA,NA
"41",2022-05-03 20:30:00,NA,NA
"42",2022-05-03 20:45:00,NA,NA
"43",2022-05-03 21:00:00,NA,NA
"44",2022-05-03 21:15:00,NA,NA
"45",2022-05-03 21:30:00,NA,NA
"46",2022-05-03 21:45:00,NA,NA
"47",2022-05-03 22:00:00,NA,NA
"48",2022-05-03 22:15:00,NA,NA
"49",2022-05-03 22:30:00,NA,NA
"50",2022-05-03 22:45:00,NA,NA
"51",2022-05-03 23:00:00,NA,NA
"52",2022-05-03 23:15:00,NA,NA
"53",2022-05-03 23:30:00,NA,NA
"54",2022-05-03 23:45:00,NA,NA
"55",2022-05-04 00:00:00,NA,NA
"56",2022-05-04 00:15:00,NA,NA
"57",2022-05-04 00:30:00,NA,NA
"58",2022-05-04 00:45:00,NA,NA
"59",2022-05-04 01:00:00,NA,NA
"60",2022-05-04 01:15:00,NA,NA
"61",2022-05-04 01:30:00,NA,NA
"62",2022-05-04 01:45:00,NA,NA
"63",2022-05-04 02:00:00,NA,NA
"64",2022-05-04 02:15:00,NA,NA
"65",2022-05-04 02:30:00,NA,NA
"66",2022-05-04 02:45:00,NA,NA
"67",2022-05-04 03:00:00,NA,NA
"68",2022-05-04 03:15:00,NA,NA
"69",2022-05-04 03:30:00,NA,NA
"70",2022-05-04 03:45:00,NA,NA
"71",2022-05-04 04:00:00,NA,NA
"72",2022-05-04 04:15:00,NA,NA
"73",2022-05-04 04:30:00,NA,NA
"74",2022-05-04 04:45:00,NA,NA
"75",2022-05-04 05:00:00,NA,NA
"76",2022-05-04 05:15:00,NA,NA
"77",2022-05-04 05:30:00,NA,NA
"78",2022-05-04 05:45:00,NA,NA
"79",2022-05-04 06:00:00,NA,NA
"80",2022-05-04 06:15:00,NA,NA
"81",2022-05-04 06:30:00,NA,NA
"82",2022-05-04 06:45:00,NA,NA
"83",2022-05-04 07:00:00,NA,NA
"84",2022-05-04 07:15:00,NA,NA
"85",2022-05-04 07:30:00,NA,NA
"86",2022-05-04 07:45:00,NA,NA
"87",2022-05-04 08:00:00,NA,NA
"88",2022-05-04 08:15:00,NA,NA
"89",2022-05-04 08:30:00,NA,NA
"90",2022-05-04 08:45:00,NA,NA
"91",2022-05-04 09:00:00,NA,NA
"92",2022-05-04 09:15:00,NA,NA
"93",2022-05-04 09:30:00,NA,NA
"94",2022-05-04 09:45:00,NA,NA
"95",2022-05-04 10:00:00,NA,NA
"96",2022-05-04 10:15:00,NA,NA
"97",2022-05-04 10:30:00,NA,NA
"98",2022-05-04 10:45:00,NA,NA
"99",2022-05-04 11:00:00,NA,NA
"100",2022-05-04 11:15:00,NA,NA
"101",2022-05-04 11:30:00,NA,NA
"102",2022-05-04 11:45:00,NA,NA
"103",2022-05-04 12:00:00,NA,NA
"104",2022-05-04 12:15:00,NA,NA
"105",2022-05-04 12:30:00,NA,NA
"106",2022-05-04 12:45:00,NA,NA
"107",2022-05-04 13:00:00,NA,NA
"108",2022-05-04 13:15:00,NA,NA
"109",2022-05-04 13:30:00,NA,NA
"110",2022-05-04 13:45:00,NA,NA
"111",2022-05-04 14:00:00,NA,NA
"112",2022-05-04 14:15:00,NA,NA
"113",2022-05-04 14:30:00,NA,NA
"114",2022-05-04 14:45:00,NA,NA
"115",2022-05-04 15:00:00,NA,NA
"116",2022-05-04 15:15:00,NA,NA
"117",2022-05-04 15:30:00,NA,NA
"118",2022-05-04 15:45:00,NA,NA
"119",2022-05-04 16:00:00,NA,NA
"120",2022-05-04 16:15:00,NA,NA
"121",2022-05-04 16:30:00,NA,NA
"122",2022-05-04 16:45:00,NA,NA
"123",2022-05-04 17:00:00,NA,NA
"124",2022-05-04 17:15:00,NA,NA
"125",2022-05-04 17:30:00,NA,NA
"126",2022-05-04 17:45:00,NA,NA
"127",2022-05-04 18:00:00,NA,NA
"128",2022-05-04 18:15:00,NA,NA
"129",2022-05-04 18:30:00,NA,NA
"130",2022-05-04 18:45:00,NA,NA
"131",2022-05-04 19:00:00,NA,NA
"132",2022-05-04 19:15:00,NA,NA
"133",2022-05-04 19:30:00,NA,NA
"134",2022-05-04 19:45:00,NA,NA
"135",2022-05-04 20:00:00,NA,NA
"136",2022-05-04 20:15:00,NA,NA
"137",2022-05-04 20:30:00,NA,NA
"138",2022-05-04 20:45:00,NA,NA
"139",2022-05-04 21:00:00,NA,NA
"140",2022-05-04 21:15:00,NA,NA
"141",2022-05-04 21:30:00,NA,NA
"142",2022-05-04 21:45:00,NA,NA
"143",2022-05-04 22:00:00,NA,NA
"144",2022-05-04 22:15:00,NA,NA
"145",2022-05-04 22:30:00,NA,NA
"146",2022-05-04 22:45:00,NA,NA
"147",2022-05-04 23:00:00,NA,NA
"148",2022-05-04 23:15:00,NA,NA
"149",2022-05-04 23:30:00,NA,NA
"150",2022-05-04 23:45:00,NA,NA
"151",2022-05-05 00:00:00,NA,NA
"152",2022-05-05 00:15:00,NA,NA
"153",2022-05-05 00:30:00,NA,NA
"154",2022-05-05 00:45:00,NA,NA
"155",2022-05-05 01:00:00,NA,NA
"156",2022-05-05 01:15:00,NA,NA
"157",2022-05-05 01:30:00,NA,NA
"158",2022-05-05 01:45:00,NA,NA
"159",2022-05-05 02:00:00,NA,NA
"160",2022-05-05 02:15:00,NA,NA
"161",2022-05-05 02:30:00,NA,NA
"162",2022-05-05 02:45:00,NA,NA
"163",2022-05-05 03:00:00,NA,NA
"164",2022-05-05 03:15:00,NA,NA
"165",2022-05-05 03:30:00,NA,NA
"166",2022-05-05 03:45:00,NA,NA
"167",2022-05-05 04:00:00,NA,NA
"168",2022-05-05 04:15:00,NA,NA
"169",2022-05-05 04:30:00,NA,NA
"170",2022-05-05 04:45:00,NA,NA
"171",2022-05-05 05:00:00,NA,NA
"172",2022-05-05 05:15:00,NA,NA
"173",2022-05-05 05:30:00,NA,NA
"174",2022-05-05 05:45:00,NA,NA
"175",2022-05-05 06:00:00,NA,NA
"176",2022-05-05 06:15:00,NA,NA
"177",2022-05-05 06:30:00,NA,NA
"178",2022-05-05 06:45:00,NA,NA
"179",2022-05-05 07:00:00,NA,NA
"180",2022-05-05 07:15:00,NA,NA
"181",2022-05-05 07:30:00,NA,NA
"182",2022-05-05 07:45:00,NA,NA
"183",2022-05-05 08:00:00,NA,NA
"184",2022-05-05 08:15:00,NA,NA
"185",2022-05-05 08:30:00,NA,NA
"186",2022-05-05 08:45:00,NA,NA
"187",2022-05-05 09:00:00,NA,NA
"188",2022-05-05 09:15:00,NA,NA
"189",2022-05-05 09:30:00,NA,NA
"190",2022-05-05 09:45:00,NA,NA
"191",2022-05-05 10:00:00,NA,NA
"192",2022-05-05 10:15:00,NA,NA
"193",2022-05-05 10:30:00,NA,NA
"194",2022-05-05 10:45:00,NA,NA
"195",2022-05-05 11:00:00,NA,NA
"196",2022-05-05 11:15:00,NA,NA
"197",2022-05-05 11:30:00,NA,NA
"198",2022-05-05 11:45:00,NA,NA
"199",2022-05-05 12:00:00,NA,NA
"200",2022-05-05 12:15:00,NA,NA
"201",2022-05-05 12:30:00,NA,NA
"202",2022-05-05 12:45:00,NA,NA
"203",2022-05-05 13:00:00,NA,NA
"204",2022-05-05 13:15:00,NA,NA
"205",2022-05-05 13:30:00,NA,NA
"206",2022-05-05 13:45:00,NA,NA
"207",2022-05-05 14:00:00,NA,NA
"208",2022-05-05 14:15:00,NA,NA
"209",2022-05-05 14:30:00,NA,NA
"210",2022-05-05 14:45:00,NA,NA
"211",2022-05-05 15:00:00,NA,NA
"212",2022-05-05 15:15:00,NA,NA
"213",2022-05-05 15:30:00,NA,NA
"214",2022-05-05 15:45:00,NA,NA
"215",2022-05-05 16:00:00,NA,NA
"216",2022-05-05 16:15:00,NA,NA
"217",2022-05-05 16:30:00,NA,NA
"218",2022-05-05 16:45:00,NA,NA
"219",2022-05-05 17:00:00,NA,NA
"220",2022-05-05 17:15:00,NA,NA
"221",2022-05-05 17:30:00,NA,NA
"222",2022-05-05 17:45:00,NA,NA
"223",2022-05-05 18:00:00,NA,NA
"224",2022-05-05 18:15:00,NA,NA
"225",2022-05-05 18:30:00,NA,NA
"226",2022-05-05 18:45:00,NA,NA
"227",2022-05-05 19:00:00,NA,NA
"228",2022-05-05 19:15:00,NA,NA
"229",2022-05-05 19:30:00,NA,NA
"230",2022-05-05 19:45:00,NA,NA
"231",2022-05-05 20:00:00,NA,NA
"232",2022-05-05 20:15:00,NA,NA
"233",2022-05-05 20:30:00,NA,NA
"234",2022-05-05 20:45:00,NA,NA
"235",2022-05-05 21:00:00,NA,NA
"236",2022-05-05 21:15:00,NA,NA
"237",2022-05-05 21:30:00,NA,NA
"238",2022-05-05 21:45:00,NA,NA
"239",2022-05-05 22:00:00,NA,NA
"240",2022-05-05 22:15:00,NA,NA
"241",2022-05-05 22:30:00,NA,NA
"242",2022-05-05 22:45:00,NA,NA
"243",2022-05-05 23:00:00,NA,NA
"244",2022-05-05 23:15:00,NA,NA
"245",2022-05-05 23:30:00,NA,NA
"246",2022-05-05 23:45:00,NA,NA
"247",2022-05-06 00:00:00,NA,NA
"248",2022-05-06 00:15:00,NA,NA
"249",2022-05-06 00:30:00,NA,NA
"250",2022-05-06 00:45:00,NA,NA
"251",2022-05-06 01:00:00,NA,NA
"252",2022-05-06 01:15:00,NA,NA
"253",2022-05-06 01:30:00,NA,NA
"254",2022-05-06 01:45:00,NA,NA
"255",2022-05-06 02:00:00,NA,NA
"256",2022-05-06 02:15:00,NA,NA
"257",2022-05-06 02:30:00,NA,NA
"258",2022-05-06 02:45:00,NA,NA
"259",2022-05-06 03:00:00,NA,NA
"260",2022-05-06 03:15:00,NA,NA
"261",2022-05-06 03:30:00,NA,NA
"262",2022-05-06 03:45:00,NA,NA
"263",2022-05-06 04:00:00,NA,NA
"264",2022-05-06 04:15:00,NA,NA
"265",2022-05-06 04:30:00,NA,NA
"266",2022-05-06 04:45:00,NA,NA
"267",2022-05-06 05:00:00,NA,NA
"268",2022-05-06 05:15:00,NA,NA
"269",2022-05-06 05:30:00,NA,NA
"270",2022-05-06 05:45:00,NA,NA
"271",2022-05-06 06:00:00,NA,NA
"272",2022-05-06 06:15:00,NA,NA
"273",2022-05-06 06:30:00,NA,NA
"274",2022-05-06 06:45:00,NA,NA
"275",2022-05-06 07:00:00,NA,NA
"276",2022-05-06 07:15:00,NA,NA
"277",2022-05-06 07:30:00,NA,NA
"278",2022-05-06 07:45:00,NA,NA
"279",2022-05-06 08:00:00,NA,NA
"280",2022-05-06 08:15:00,NA,NA
"281",2022-05-06 08:30:00,NA,NA
"282",2022-05-06 08:45:00,NA,NA
"283",2022-05-06 09:00:00,NA,NA
"284",2022-05-06 09:15:00,NA,NA
"285",2022-05-06 09:30:00,NA,NA
"286",2022-05-06 09:45:00,NA,NA
"287",2022-05-06 10:00:00,NA,NA
"288",2022-05-06 10:15:00,NA,NA
"289",2022-05-06 10:30:00,NA,NA
"290",2022-05-06 10:45:00,NA,NA
"291",2022-05-06 11:00:00,NA,NA
"292",2022-05-06 11:15:00,NA,NA
"293",2022-05-06 11:30:00,NA,NA
"294",2022-05-06 11:45:00,NA,NA
"295",2022-05-06 12:00:00,NA,NA
"296",2022-05-06 12:15:00,NA,NA
"297",2022-05-06 12:30:00,NA,NA
"298",2022-05-06 12:45:00,NA,NA
"299",2022-05-06 13:00:00,NA,NA
"300",2022-05-06 13:15:00,NA,NA
"301",2022-05-06 13:30:00,NA,NA
"302",2022-05-06 13:45:00,NA,NA
"303",2022-05-06 14:00:00,NA,NA
"304",2022-05-06 14:15:00,NA,NA
"305",2022-05-06 14:30:00,NA,NA
"306",2022-05-06 14:45:00,NA,NA
"307",2022-05-06 15:00:00,NA,NA
"308",2022-05-06 15:15:00,NA,NA
"309",2022-05-06 15:30:00,NA,NA
"310",2022-05-06 15:45:00,NA,NA
"311",2022-05-06 16:00:00,NA,NA
"312",2022-05-06 16:15:00,NA,NA
"313",2022-05-06 16:30:00,NA,NA
"314",2022-05-06 16:45:00,NA,NA
"315",2022-05-06 17:00:00,NA,NA
"316",2022-05-06 17:15:00,NA,NA
"317",2022-05-06 17:30:00,NA,NA
"318",2022-05-06 17:45:00,NA,NA
"319",2022-05-06 18:00:00,NA,NA
"320",2022-05-06 18:15:00,NA,NA
"321",2022-05-06 18:30:00,NA,NA
"322",2022-05-06 18:45:00,NA,NA
"323",2022-05-06 19:00:00,NA,NA
"324",2022-05-06 19:15:00,NA,NA
"325",2022-05-06 19:30:00,NA,NA
"326",2022-05-06 19:45:00,NA,NA
"327",2022-05-06 20:00:00,NA,NA
"328",2022-05-06 20:15:00,NA,NA
"329",2022-05-06 20:30:00,NA,NA
"330",2022-05-06 20:45:00,NA,NA
"331",2022-05-06 21:00:00,NA,NA
"332",2022-05-06 21:15:00,NA,NA
"333",2022-05-06 21:30:00,NA,NA
"334",2022-05-06 21:45:00,NA,NA
"335",2022-05-06 22:00:00,NA,NA
"336",2022-05-06 22:15:00,NA,NA
"337",2022-05-06 22:30:00,NA,NA
"338",2022-05-06 22:45:00,NA,NA
"339",2022-05-06 23:00:00,NA,NA
"340",2022-05-06 23:15:00,NA,NA
"341",2022-05-06 23:30:00,NA,NA
"342",2022-05-06 23:45:00,NA,NA
"343",2022-05-07 00:00:00,NA,NA
"344",2022-05-07 00:15:00,NA,NA
"345",2022-05-07 00:30:00,NA,NA
"346",2022-05-07 00:45:00,NA,NA
"347",2022-05-07 01:00:00,NA,NA
"348",2022-05-07 01:15:00,NA,NA
"349",2022-05-07 01:30:00,NA,NA
"350",2022-05-07 01:45:00,NA,NA
"351",2022-05-07 02:00:00,NA,NA
"352",2022-05-07 02:15:00,NA,NA
"353",2022-05-07 02:30:00,NA,NA
"354",2022-05-07 02:45:00,NA,NA
"355",2022-05-07 03:00:00,NA,NA
"356",2022-05-07 03:15:00,NA,NA
"357",2022-05-07 03:30:00,NA,NA
"358",2022-05-07 03:45:00,NA,NA
"359",2022-05-07 04:00:00,NA,NA
"360",2022-05-07 04:15:00,NA,NA
"361",2022-05-07 04:30:00,NA,NA
"362",2022-05-07 04:45:00,NA,NA
"363",2022-05-07 05:00:00,NA,NA
"364",2022-05-07 05:15:00,NA,NA
"365",2022-05-07 05:30:00,NA,NA
"366",2022-05-07 05:45:00,NA,NA
"367",2022-05-07 06:00:00,NA,NA
"368",2022-05-07 06:15:00,NA,NA
"369",2022-05-07 06:30:00,NA,NA
"370",2022-05-07 06:45:00,NA,NA
"371",2022-05-07 07:00:00,NA,NA
"372",2022-05-07 07:15:00,NA,NA
"373",2022-05-07 07:30:00,NA,NA
"374",2022-05-07 07:45:00,NA,NA
"375",2022-05-07 08:00:00,NA,NA
"376",2022-05-07 08:15:00,NA,NA
"377",2022-05-07 08:30:00,NA,NA
"378",2022-05-07 08:45:00,NA,NA
"379",2022-05-07 09:00:00,NA,NA
"380",2022-05-07 09:15:00,NA,NA
"381",2022-05-07 09:30:00,NA,NA
"382",2022-05-07 09:45:00,NA,NA
"383",2022-05-07 10:00:00,NA,NA
"384",2022-05-07 10:15:00,NA,NA
"385",2022-05-07 10:30:00,NA,NA
"386",2022-05-07 10:45:00,NA,NA
"387",2022-05-07 11:00:00,NA,NA
"388",2022-05-07 11:15:00,NA,NA
"389",2022-05-07 11:30:00,NA,NA
"390",2022-05-07 11:45:00,NA,NA
"391",2022-05-07 12:00:00,NA,NA
"392",2022-05-07 12:15:00,NA,NA
"393",2022-05-07 12:30:00,NA,NA
"394",2022-05-07 12:45:00,NA,NA
"395",2022-05-07 13:00:00,NA,NA
"396",2022-05-07 13:15:00,NA,NA
"397",2022-05-07 13:30:00,NA,NA
"398",2022-05-07 13:45:00,NA,NA
"399",2022-05-07 14:00:00,NA,NA
"400",2022-05-07 14:15:00,NA,NA
"401",2022-05-07 14:30:00,NA,NA
"402",2022-05-07 14:45:00,NA,NA
"403",2022-05-07 15:00:00,NA,NA
"404",2022-05-07 15:15:00,NA,NA
"405",2022-05-07 15:30:00,NA,NA
"406",2022-05-07 15:45:00,NA,NA
"407",2022-05-07 16:00:00,NA,NA
"408",2022-05-07 16:15:00,NA,NA
"409",2022-05-07 16:30:00,NA,NA
"410",2022-05-07 16:45:00,NA,NA
"411",2022-05-07 17:00:00,NA,NA
"412",2022-05-07 17:15:00,NA,NA
"413",2022-05-07 17:30:00,NA,NA
"414",2022-05-07 17:45:00,NA,NA
"415",2022-05-07 18:00:00,NA,NA
"416",2022-05-07 18:15:00,NA,NA
"417",2022-05-07 18:30:00,NA,NA
"418",2022-05-07 18:45:00,NA,NA
"419",2022-05-07 19:00:00,NA,NA
"420",2022-05-07 19:15:00,NA,NA
"421",2022-05-07 19:30:00,NA,NA
"422",2022-05-07 19:45:00,NA,NA
"423",2022-05-07 20:00:00,NA,NA
"424",2022-05-07 20:15:00,NA,NA
"425",2022-05-07 20:30:00,NA,NA
"426",2022-05-07 20:45:00,NA,NA
"427",2022-05-07 21:00:00,NA,NA
"428",2022-05-07 21:15:00,NA,NA
"429",2022-05-07 21:30:00,NA,NA
"430",2022-05-07 21:45:00,NA,NA
"431",2022-05-07 22:00:00,NA,NA
"432",2022-05-07 22:15:00,NA,NA
"433",2022-05-07 22:30:00,NA,NA
"434",2022-05-07 22:45:00,NA,NA
"435",2022-05-07 23:00:00,NA,NA
"436",2022-05-07 23:15:00,NA,NA
"437",2022-05-07 23:30:00,NA,NA
"438",2022-05-07 23:45:00,NA,NA
"439",2022-05-08 00:00:00,NA,NA
"440",2022-05-08 00:15:00,NA,NA
"441",2022-05-08 00:30:00,NA,NA
"442",2022-05-08 00:45:00,NA,NA
"443",2022-05-08 01:00:00,NA,NA
"444",2022-05-08 01:15:00,NA,NA
"445",2022-05-08 01:30:00,NA,NA
"446",2022-05-08 01:45:00,NA,NA
"447",2022-05-08 02:00:00,NA,NA
"448",2022-05-08 02:15:00,NA,NA
"449",2022-05-08 02:30:00,NA,NA
"450",2022-05-08 02:45:00,NA,NA
"451",2022-05-08 03:00:00,NA,NA
"452",2022-05-08 03:15:00,NA,NA
"453",2022-05-08 03:30:00,NA,NA
"454",2022-05-08 03:45:00,NA,NA
"455",2022-05-08 04:00:00,NA,NA
"456",2022-05-08 04:15:00,NA,NA
"457",2022-05-08 04:30:00,NA,NA
"458",2022-05-08 04:45:00,NA,NA
"459",2022-05-08 05:00:00,NA,NA
"460",2022-05-08 05:15:00,NA,NA
"461",2022-05-08 05:30:00,NA,NA
"462",2022-05-08 05:45:00,NA,NA
"463",2022-05-08 06:00:00,NA,NA
"464",2022-05-08 06:15:00,NA,NA
"465",2022-05-08 06:30:00,NA,NA
"466",2022-05-08 06:45:00,NA,NA
"467",2022-05-08 07:00:00,NA,NA
"468",2022-05-08 07:15:00,NA,NA
"469",2022-05-08 07:30:00,NA,NA
"470",2022-05-08 07:45:00,NA,NA
"471",2022-05-08 08:00:00,NA,NA
"472",2022-05-08 08:15:00,NA,NA
"473",2022-05-08 08:30:00,NA,NA
"474",2022-05-08 08:45:00,NA,NA
"475",2022-05-08 09:00:00,NA,NA
"476",2022-05-08 09:15:00,NA,NA
"477",2022-05-08 09:30:00,NA,NA
"478",2022-05-08 09:45:00,NA,NA
"479",2022-05-08 10:00:00,NA,NA
"480",2022-05-08 10:15:00,NA,NA
"481",2022-05-08 10:30:00,NA,NA
"482",2022-05-08 10:45:00,NA,NA
"483",2022-05-08 11:00:00,NA,NA
"484",2022-05-08 11:15:00,NA,NA
"485",2022-05-08 11:30:00,NA,NA
"486",2022-05-08 11:45:00,NA,NA
"487",2022-05-08 12:00:00,NA,NA
"488",2022-05-08 12:15:00,NA,NA
"489",2022-05-08 12:30:00,NA,NA
"490",2022-05-08 12:45:00,NA,NA
"491",2022-05-08 13:00:00,NA,NA
"492",2022-05-08 13:15:00,NA,NA
"493",2022-05-08 13:30:00,NA,NA
"494",2022-05-08 13:45:00,NA,NA
"495",2022-05-08 14:00:00,NA,NA
"496",2022-05-08 14:15:00,NA,NA
"497",2022-05-08 14:30:00,NA,NA
"498",2022-05-08 14:45:00,NA,NA
"499",2022-05-08 15:00:00,NA,NA
"500",2022-05-08 15:15:00,NA,NA
"501",2022-05-08 15:30:00,NA,NA
"502",2022-05-08 15:45:00,NA,NA
"503",2022-05-08 16:00:00,NA,NA
"504",2022-05-08 16:15:00,NA,NA
"505",2022-05-08 16:30:00,NA,NA
"506",2022-05-08 16:45:00,NA,NA
"507",2022-05-08 17:00:00,NA,NA
"508",2022-05-08 17:15:00,NA,NA
"509",2022-05-08 17:30:00,NA,NA
"510",2022-05-08 17:45:00,NA,NA
"511",2022-05-08 18:00:00,NA,NA
"512",2022-05-08 18:15:00,NA,NA
"513",2022-05-08 18:30:00,NA,NA
"514",2022-05-08 18:45:00,NA,NA
"515",2022-05-08 19:00:00,NA,NA
"516",2022-05-08 19:15:00,NA,NA
"517",2022-05-08 19:30:00,NA,NA
"518",2022-05-08 19:45:00,NA,NA
"519",2022-05-08 20:00:00,NA,NA
"520",2022-05-08 20:15:00,NA,NA
"521",2022-05-08 20:30:00,NA,NA
"522",2022-05-08 20:45:00,NA,NA
"523",2022-05-08 21:00:00,NA,NA
"524",2022-05-08 21:15:00,NA,NA
"525",2022-05-08 21:30:00,NA,NA
"526",2022-05-08 21:45:00,NA,NA
"527",2022-05-08 22:00:00,NA,NA
"528",2022-05-08 22:15:00,NA,NA
"529",2022-05-08 22:30:00,NA,NA
"530",2022-05-08 22:45:00,NA,NA
"531",2022-05-08 23:00:00,NA,NA
"532",2022-05-08 23:15:00,NA,NA
"533",2022-05-08 23:30:00,NA,NA
"534",2022-05-08 23:45:00,NA,NA
"535",2022-05-09 00:00:00,NA,NA
"536",2022-05-09 00:15:00,NA,NA
"537",2022-05-09 00:30:00,NA,NA
"538",2022-05-09 00:45:00,NA,NA
"539",2022-05-09 01:00:00,NA,NA
"540",2022-05-09 01:15:00,NA,NA
"541",2022-05-09 01:30:00,NA,NA
"542",2022-05-09 01:45:00,NA,NA
"543",2022-05-09 02:00:00,NA,NA
"544",2022-05-09 02:15:00,NA,NA
"545",2022-05-09 02:30:00,NA,NA
"546",2022-05-09 02:45:00,NA,NA
"547",2022-05-09 03:00:00,NA,NA
"548",2022-05-09 03:15:00,NA,NA
"549",2022-05-09 03:30:00,NA,NA
"550",2022-05-09 03:45:00,NA,NA
"551",2022-05-09 04:00:00,NA,NA
"552",2022-05-09 04:15:00,NA,NA
"553",2022-05-09 04:30:00,NA,NA
"554",2022-05-09 04:45:00,NA,NA
"555",2022-05-09 05:00:00,NA,NA
"556",2022-05-09 05:15:00,NA,NA
"557",2022-05-09 05:30:00,NA,NA
"558",2022-05-09 05:45:00,NA,NA
"559",2022-05-09 06:00:00,NA,NA
"560",2022-05-09 06:15:00,NA,NA
"561",2022-05-09 06:30:00,NA,NA
"562",2022-05-09 06:45:00,NA,NA
"563",2022-05-09 07:00:00,NA,NA
"564",2022-05-09 07:15:00,NA,NA
"565",2022-05-09 07:30:00,NA,NA
"566",2022-05-09 07:45:00,NA,NA
"567",2022-05-09 08:00:00,NA,NA
"568",2022-05-09 08:15:00,NA,NA
"569",2022-05-09 08:30:00,NA,NA
"570",2022-05-09 08:45:00,NA,NA
"571",2022-05-09 09:00:00,NA,NA
"572",2022-05-09 09:15:00,NA,NA
"573",2022-05-09 09:30:00,NA,NA
"574",2022-05-09 09:45:00,NA,NA
"575",2022-05-09 10:00:00,NA,NA
"576",2022-05-09 10:15:00,NA,NA
"577",2022-05-09 10:30:00,NA,NA
"578",2022-05-09 10:45:00,NA,NA
"579",2022-05-09 11:00:00,NA,NA
"580",2022-05-09 11:15:00,NA,NA
"581",2022-05-09 11:30:00,NA,NA
"582",2022-05-09 11:45:00,NA,NA
"583",2022-05-09 12:00:00,NA,NA
"584",2022-05-09 12:15:00,NA,NA
"585",2022-05-09 12:30:00,NA,NA
"586",2022-05-09 12:45:00,NA,NA
"587",2022-05-09 13:00:00,NA,NA
"588",2022-05-09 13:15:00,NA,NA
"589",2022-05-09 13:30:00,NA,NA
"590",2022-05-09 13:45:00,NA,NA
"591",2022-05-09 14:00:00,NA,NA
"592",2022-05-09 14:15:00,NA,NA
"593",2022-05-09 14:30:00,NA,NA
"594",2022-05-09 14:45:00,NA,NA
"595",2022-05-09 15:00:00,NA,NA
"596",2022-05-09 15:15:00,NA,NA
"597",2022-05-09 15:30:00,NA,NA
"598",2022-05-09 15:45:00,NA,NA
"599",2022-05-09 16:00:00,NA,NA
"600",2022-05-09 16:15:00,NA,NA
"601",2022-05-09 16:30:00,NA,NA
"602",2022-05-09 16:45:00,NA,NA
"603",2022-05-09 17:00:00,NA,NA
"604",2022-05-09 17:15:00,NA,NA
"605",2022-05-09 17:30:00,NA,NA
"606",2022-05-09 17:45:00,NA,NA
"607",2022-05-09 18:00:00,NA,NA
"608",2022-05-09 18:15:00,NA,NA
"609",2022-05-09 18:30:00,NA,NA
"610",2022-05-09 18:45:00,NA,NA
"611",2022-05-09 19:00:00,NA,NA
"612",2022-05-09 19:15:00,NA,NA
"613",2022-05-09 19:30:00,NA,NA
"614",2022-05-09 19:45:00,NA,NA
"615",2022-05-09 20:00:00,NA,NA
"616",2022-05-09 20:15:00,NA,NA
"617",2022-05-09 20:30:00,NA,NA
"618",2022-05-09 20:45:00,NA,NA
"619",2022-05-09 21:00:00,NA,NA
"620",2022-05-09 21:15:00,NA,NA
"621",2022-05-09 21:30:00,NA,NA
"622",2022-05-09 21:45:00,NA,NA
"623",2022-05-09 22:00:00,NA,NA
"624",2022-05-09 22:15:00,NA,NA
"625",2022-05-09 22:30:00,NA,NA
"626",2022-05-09 22:45:00,NA,NA
"627",2022-05-09 23:00:00,NA,NA
"628",2022-05-09 23:15:00,NA,NA
"629",2022-05-09 23:30:00,NA,NA
"630",2022-05-09 23:45:00,NA,NA
"631",2022-05-10 00:00:00,NA,NA
"632",2022-05-10 00:15:00,NA,NA
"633",2022-05-10 00:30:00,NA,NA
"634",2022-05-10 00:45:00,NA,NA
"635",2022-05-10 01:00:00,NA,NA
