Site Name ,AZ2
Site Number ,123
Logger ,Integrating Light Sensor
Logger Serial Number ,7922


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,15/07/2022 , 13:00:00,3541,3541
2,15/07/2022 , 13:15:00,3772,3772
3,15/07/2022 , 13:30:00,4478,4478
4,15/07/2022 , 13:45:00,5841,5841
5,15/07/2022 , 14:00:00,8614,8614
6,15/07/2022 , 14:15:00,5636,5636
7,15/07/2022 , 14:30:00,8572,8572
8,15/07/2022 , 14:45:00,9626,9626
9,15/07/2022 , 15:00:00,13476,13476
10,15/07/2022 , 15:15:00,11233,11233
11,15/07/2022 , 15:30:00,3509,3509
12,15/07/2022 , 15:45:00,2370,2370
13,15/07/2022 , 16:00:00,2267,2267
14,15/07/2022 , 16:15:00,2438,2438
15,15/07/2022 , 16:30:00,1796,1796
16,15/07/2022 , 16:45:00,1203,1203
17,15/07/2022 , 17:00:00,1799,1799
18,15/07/2022 , 17:15:00,1819,1819
19,15/07/2022 , 17:30:00,1277,1277
20,15/07/2022 , 17:45:00,904,904
21,15/07/2022 , 18:00:00,724,724
22,15/07/2022 , 18:15:00,659,659
23,15/07/2022 , 18:30:00,490,490
24,15/07/2022 , 18:45:00,453,453
25,15/07/2022 , 19:00:00,407,407
26,15/07/2022 , 19:15:00,523,523
27,15/07/2022 , 19:30:00,428,428
28,15/07/2022 , 19:45:00,234,234
29,15/07/2022 , 20:00:00,266,266
30,15/07/2022 , 20:15:00,433,433
31,15/07/2022 , 20:30:00,378,378
32,15/07/2022 , 20:45:00,298,298
33,15/07/2022 , 21:00:00,276,276
34,15/07/2022 , 21:15:00,201,201
35,15/07/2022 , 21:30:00,398,398
36,15/07/2022 , 21:45:00,275,275
37,15/07/2022 , 22:00:00,353,353
38,15/07/2022 , 22:15:00,314,314
39,15/07/2022 , 22:30:00,141,141
40,15/07/2022 , 22:45:00,141,141
41,15/07/2022 , 23:00:00,111,111
42,15/07/2022 , 23:15:00,73,73
43,15/07/2022 , 23:30:00,36,36
44,15/07/2022 , 23:45:00,32,32
45,15/07/2022 , 24:00:00,21,21
46,16/07/2022 , 00:15:00,14,14
47,16/07/2022 , 00:30:00,11,11
48,16/07/2022 , 00:45:00,9,9
49,16/07/2022 , 01:00:00,6,6
50,16/07/2022 , 01:15:00,3,3
51,16/07/2022 , 01:30:00,4,4
52,16/07/2022 , 01:45:00,2,2
53,16/07/2022 , 02:00:00,2,2
54,16/07/2022 , 02:15:00,1,1
55,16/07/2022 , 02:30:00,1,1
56,16/07/2022 , 02:45:00,3,3
57,16/07/2022 , 03:00:00,3,3
58,16/07/2022 , 03:15:00,4,4
59,16/07/2022 , 03:30:00,7,7
60,16/07/2022 , 03:45:00,12,12
61,16/07/2022 , 04:00:00,20,20
62,16/07/2022 , 04:15:00,24,24
63,16/07/2022 , 04:30:00,33,33
64,16/07/2022 , 04:45:00,36,36
65,16/07/2022 , 05:00:00,36,36
66,16/07/2022 , 05:15:00,46,46
67,16/07/2022 , 05:30:00,91,91
68,16/07/2022 , 05:45:00,91,91
69,16/07/2022 , 06:00:00,154,154
70,16/07/2022 , 06:15:00,261,261
71,16/07/2022 , 06:30:00,185,185
72,16/07/2022 , 06:45:00,126,126
73,16/07/2022 , 07:00:00,150,150
74,16/07/2022 , 07:15:00,284,284
75,16/07/2022 , 07:30:00,227,227
76,16/07/2022 , 07:45:00,215,215
77,16/07/2022 , 08:00:00,317,317
78,16/07/2022 , 08:15:00,339,339
79,16/07/2022 , 08:30:00,399,399
80,16/07/2022 , 08:45:00,413,413
81,16/07/2022 , 09:00:00,387,387
82,16/07/2022 , 09:15:00,404,404
83,16/07/2022 , 09:30:00,399,399
84,16/07/2022 , 09:45:00,451,451
85,16/07/2022 , 10:00:00,737,737
86,16/07/2022 , 10:15:00,806,806
87,16/07/2022 , 10:30:00,915,915
88,16/07/2022 , 10:45:00,1351,1351
89,16/07/2022 , 11:00:00,1936,1936
90,16/07/2022 , 11:15:00,1959,1959
91,16/07/2022 , 11:30:00,2046,2046
92,16/07/2022 , 11:45:00,2277,2277
93,16/07/2022 , 12:00:00,2554,2554
94,16/07/2022 , 12:15:00,1855,1855
95,16/07/2022 , 12:30:00,1646,1646
96,16/07/2022 , 12:45:00,1894,1894
97,16/07/2022 , 13:00:00,2624,2624
98,16/07/2022 , 13:15:00,2827,2827
99,16/07/2022 , 13:30:00,7390,7390
100,16/07/2022 , 13:45:00,10122,10122
101,16/07/2022 , 14:00:00,9235,9235
102,16/07/2022 , 14:15:00,23524,23524
103,16/07/2022 , 14:30:00,10365,10365
104,16/07/2022 , 14:45:00,10494,10494
105,16/07/2022 , 15:00:00,13780,13780
106,16/07/2022 , 15:15:00,19723,19723
107,16/07/2022 , 15:30:00,4888,4888
108,16/07/2022 , 15:45:00,4357,4357
