Site Name ,POKE
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11619


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

228,09/06/2022 , 01:45:00,148,148
229,09/06/2022 , 02:00:00,146,146
230,09/06/2022 , 02:15:00,155,155
231,09/06/2022 , 02:30:00,174,174
232,09/06/2022 , 02:45:00,207,207
233,09/06/2022 , 03:00:00,258,258
234,09/06/2022 , 03:15:00,333,333
235,09/06/2022 , 03:30:00,430,430
236,09/06/2022 , 03:45:00,555,555
237,09/06/2022 , 04:00:00,706,706
238,09/06/2022 , 04:15:00,890,890
239,09/06/2022 , 04:30:00,1134,1134
240,09/06/2022 , 04:45:00,1558,1558
241,09/06/2022 , 05:00:00,2027,2027
242,09/06/2022 , 05:15:00,2386,2386
243,09/06/2022 , 05:30:00,4020,4020
244,09/06/2022 , 05:45:00,4739,4739
245,09/06/2022 , 06:00:00,6244,6244
246,09/06/2022 , 06:15:00,7610,7610
247,09/06/2022 , 06:30:00,8947,8947
248,09/06/2022 , 06:45:00,10525,10525
249,09/06/2022 , 07:00:00,12558,12558
250,09/06/2022 , 07:15:00,14790,14790
251,09/06/2022 , 07:30:00,16762,16762
252,09/06/2022 , 07:45:00,18343,18343
253,09/06/2022 , 08:00:00,19862,19862
254,09/06/2022 , 08:15:00,21382,21382
255,09/06/2022 , 08:30:00,22886,22886
256,09/06/2022 , 08:45:00,24392,24392
257,09/06/2022 , 09:00:00,25833,25833
258,09/06/2022 , 09:15:00,27443,27443
259,09/06/2022 , 09:30:00,23340,23340
260,09/06/2022 , 09:45:00,34200,34200
261,09/06/2022 , 10:00:00,29115,29115
262,09/06/2022 , 10:15:00,36765,36765
263,09/06/2022 , 10:30:00,31907,31907
264,09/06/2022 , 10:45:00,11924,11924
265,09/06/2022 , 11:00:00,14437,14437
266,09/06/2022 , 11:15:00,14463,14463
267,09/06/2022 , 11:30:00,14925,14925
268,09/06/2022 , 11:45:00,17504,17504
269,09/06/2022 , 12:00:00,21278,21278
270,09/06/2022 , 12:15:00,28465,28465
271,09/06/2022 , 12:30:00,31290,31290
272,09/06/2022 , 12:45:00,40119,40119
273,09/06/2022 , 13:00:00,45528,45528
274,09/06/2022 , 13:15:00,46988,46988
275,09/06/2022 , 13:30:00,49827,49827
276,09/06/2022 , 13:45:00,51296,51296
277,09/06/2022 , 14:00:00,49278,49278
278,09/06/2022 , 14:15:00,46877,46877
279,09/06/2022 , 14:30:00,50746,50746
280,09/06/2022 , 14:45:00,52380,52380
281,09/06/2022 , 15:00:00,52496,52496
282,09/06/2022 , 15:15:00,43478,43478
283,09/06/2022 , 15:30:00,23665,23665
284,09/06/2022 , 15:45:00,17330,17330
285,09/06/2022 , 16:00:00,16427,16427
286,09/06/2022 , 16:15:00,16428,16428
287,09/06/2022 , 16:30:00,15842,15842
288,09/06/2022 , 16:45:00,16805,16805
289,09/06/2022 , 17:00:00,21960,21960
