Date,Total width (cm):,Time,Distance (cm),Depth (cm),Velocity (m/s),Velocity 1/2 depth,Velocity 2X depth,Mean Vel (m/s)
220606,290,15:15,90,44,0.44,,,0.44
220606,,,105,44,0.41,,,0.41
220606,,,120,42,0.5,,,0.5
220606,,,135,42,0.53,,,0.53
220606,,,150,40,0.53,,,0.53
220606,,,165,40,0.47,,,0.47
220606,,,180,38,0.48,,,0.48
220606,,,195,35,0.53,,,0.53
220606,,,210,36,0.6,,,0.6
220606,,,225,36,0.58,,,0.58
220606,,,240,34,0.61,,,0.61
220606,,,255,36,0.56,,,0.56
220606,,,270,36,0.58,,,0.58
220606,,,285,40,0.61,,,0.61
220606,,,300,40,0.55,,,0.55
220606,,,315,44,0.5,,,0.5
220606,,,330,46,0.45,,,0.45
220606,,,345,48,0.48,,,0.48
220606,,,360,50,0.52,,,0.52
220606,,,375,54,0.54,,,0.54
220620,220,9:30,95,70,0.1,,,0.1
220620,,,110,70,0.13,,,0.13
220620,,,125,72,0.25,,,0.25
220620,,,140,74,0.39,,,0.39
220620,,,155,76,,0.44,0.31,0.375
220620,,,170,76,,0.31,0.34,0.325
220620,,,185,74,0.47,,,0.47
220620,,,200,76,,0.13,0.38,0.255
220620,,,215,76,,1.03,0.4,0.715
220620,,,230,76,,0.81,1.01,0.91
220620,,,245,76,,1.04,0.77,0.905
220620,,,260,74,0.97,,,0.97
220620,,,275,76,,0.92,0.82,0.87
220620,,,290,76,,0.87,0.42,0.645
220711,320,15:00,70,14,0.3,,,0.3
220711,,,90,15,0.34,,,0.34
220711,,,110,13,0.42,,,0.42
220711,,,130,15,0.46,,,0.46
220711,,,150,17,0.5,,,0.5
220711,,,170,20,0.47,,,0.47
220711,,,190,20,0.46,,,0.46
220711,,,210,20,0.39,,,0.39
220711,,,230,22,0.48,,,0.48
220711,,,250,23,0.4,,,0.4
220711,,,270,25,0.48,,,0.48
220711,,,290,31,0.4,,,0.4
220711,,,310,40,0.38,,,0.38
220711,,,330,42,0.28,,,0.28
220711,,,350,47,0.36,,,0.36
220711,,,370,45,0.27,,,0.27
220719,330,13:00,70,23,0.29,,,0.29
220719,,,90,25,0.37,,,0.37
220719,,,110,27,0.48,,,0.48
220719,,,130,26,0.5,,,0.5
220719,,,150,28,0.49,,,0.49
220719,,,170,28,0.53,,,0.53
220719,,,190,30,0.52,,,0.52
220719,,,210,28,0.49,,,0.49
